,how,many,abc,music,stations,were,owned-and-operated,in,1968,?
limited,0.2116495817899704,0.2817049026489258,0.1643701046705246,0.14268480241298676,0.2382456362247467,0.19739395380020142,0.388077050447464,0.23956921696662903,0.030931394547224045,0.09444807469844818
selection,0.276766300201416,0.24613122642040253,0.1412385255098343,0.21671009063720703,0.1565777063369751,0.18193848431110382,0.15515734255313873,0.20567981898784637,-0.028264636173844337,0.24161170423030853
of,0.2480744868516922,0.37253960967063904,0.14607268571853638,0.25892743468284607,0.20414425432682037,0.34038281440734863,0.27541932463645935,0.5696388483047485,0.09872698038816452,0.1826142966747284
music,0.25244253873825073,0.27833521366119385,0.2344057261943817,1.0,0.2236325442790985,0.1990155726671219,0.18113893270492554,0.22969312965869904,-0.010745923034846783,0.18264494836330414
genres,0.21786469221115112,0.33871322870254517,0.2572523057460785,0.4874023497104645,0.34391725063323975,0.14921031892299652,0.13940173387527466,0.1830299347639084,-0.0023009441792964935,0.18864546716213226
",",0.22659391164779663,0.40610817074775696,0.2097204476594925,0.30347302556037903,0.26337406039237976,0.36755475401878357,0.32616978883743286,0.5201468467712402,0.07405266165733337,0.31091248989105225
was,0.16678167879581451,0.260356068611145,0.21565799415111542,0.2583621144294739,0.15012863278388977,0.590133786201477,0.31032291054725647,0.45514053106307983,0.07066072523593903,0.18412111699581146
launched,0.07401483505964279,0.12117727845907211,0.2561926543712616,0.17095810174942017,0.26335129141807556,0.19473113119602203,0.3449668884277344,0.18876992166042328,-0.05846363306045532,0.1803835779428482
on,0.32655060291290283,0.32520127296447754,0.2862928807735443,0.2173950970172882,0.3269573450088501,0.2774328887462616,0.26870787143707275,0.46853652596473694,0.02946416474878788,0.2714994251728058
abc,0.19232043623924255,0.18267793953418732,1.0000001192092896,0.2344057261943817,0.23858611285686493,0.09045279771089554,0.31080347299575806,0.1697147786617279,-0.036682769656181335,0.19065172970294952
's,-0.026164190843701363,0.01698932610452175,0.06670809537172318,0.09120280295610428,0.029389679431915283,0.007088581565767527,0.05051472410559654,-0.037580832839012146,0.03619736060500145,-0.023395681753754616
seven,0.20032188296318054,0.28098854422569275,0.16383257508277893,0.17353996634483337,0.19048753380775452,0.24140380322933197,0.181831493973732,0.24717609584331512,0.04097912460565567,0.1732930988073349
owned-and-operated,0.18262343108654022,0.21607306599617004,0.31080347299575806,0.18113893270492554,0.3868453800678253,0.27803871035575867,1.0,0.27814793586730957,0.0008318054024130106,0.2376745194196701
fm,0.0836343839764595,0.0844464898109436,0.30740925669670105,0.2530039846897125,0.4250081479549408,0.07464051246643066,0.2566099762916565,0.1521582156419754,0.0025641941465437412,0.1004299446940422
stations,0.18198855221271515,0.2893238365650177,0.23858611285686493,0.2236325442790985,1.0,0.19006890058517456,0.3868453800678253,0.25864288210868835,0.00463343458250165,0.13192185759544373
in,0.2601168751716614,0.41474202275276184,0.1697147786617279,0.22969312965869904,0.25864288210868835,0.3815755248069763,0.27814793586730957,1.0,0.08920387923717499,0.20430970191955566
late,0.16914787888526917,0.3157372772693634,0.21952039003372192,0.23245957493782043,0.20617619156837463,0.37638410925865173,0.17376500368118286,0.3439198434352875,-0.0034819154534488916,0.11339222639799118
november,0.1539812684059143,0.14424832165241241,0.2094985395669937,0.20223508775234222,0.16551296412944794,0.1804046481847763,0.2768044173717499,0.27148663997650146,-0.00406494177877903,0.3159552216529846
1968,-0.023931602016091347,0.053876399993896484,-0.036682769656181335,-0.010745923034846783,0.00463343458250165,0.055725548416376114,0.0008318054024130106,0.08920387923717499,0.9999999403953552,-0.08543776720762253
;,0.07230665534734726,0.11763367056846619,-0.0012340332614257932,0.09057209640741348,-0.0050702826119959354,0.14040996134281158,0.09509950876235962,0.092739537358284,0.016098638996481895,0.10349778085947037
the,0.33890387415885925,0.4335206151008606,0.2068762183189392,0.2714049816131592,0.24762700498104095,0.3906462490558624,0.27652397751808167,0.6662389636039734,0.07431387901306152,0.22068053483963013
concept,0.2866419553756714,0.2787836492061615,0.09359899908304214,0.22370073199272156,0.15859052538871765,0.1794920265674591,0.21363452076911926,0.21857000887393951,0.013616141863167286,0.17160645127296448
replaced,0.10615430027246475,0.16700886189937592,0.1844196766614914,0.0931786522269249,0.16603460907936096,0.25398480892181396,0.23587161302566528,0.2068215310573578,-0.0466427206993103,0.14945141971111298
nearly,0.23273618519306183,0.4278171956539154,0.1289747804403305,0.18609941005706787,0.2038167268037796,0.3000409007072449,0.1950744241476059,0.3414846360683441,-0.0014249341329559684,0.11670064926147461
all,0.3725806474685669,0.5443700551986694,0.18112415075302124,0.2273353934288025,0.24662910401821136,0.4387909770011902,0.2921527624130249,0.3335905969142914,0.027756258845329285,0.29575422406196594
of,0.2480744868516922,0.37253960967063904,0.14607268571853638,0.25892743468284607,0.20414425432682037,0.34038281440734863,0.27541932463645935,0.5696388483047485,0.09872698038816452,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2068762183189392,0.2714049816131592,0.24762700498104095,0.3906462490558624,0.27652397751808167,0.6662389636039734,0.07431387901306152,0.22068053483963013
programming,0.26022371649742126,0.20624485611915588,0.3165910840034485,0.2626546323299408,0.22747810184955597,0.10785797983407974,0.3075859546661377,0.17145347595214844,0.035687413066625595,0.22249025106430054
provided,0.25793027877807617,0.23514889180660248,0.1231839656829834,0.12328395247459412,0.31088903546333313,0.23583292961120605,0.3526042401790619,0.19033823907375336,0.013130772858858109,0.16893617808818817
by,0.34370526671409607,0.3409687578678131,0.17600902915000916,0.28659453988075256,0.20435920357704163,0.4406847059726715,0.2945617139339447,0.370934396982193,-0.010274567641317844,0.17966607213020325
these,0.41104358434677124,0.7077717185020447,0.11797529458999634,0.22572870552539825,0.29956209659576416,0.587685227394104,0.2569552958011627,0.3791837692260742,0.04677250608801842,0.2571668326854706
stations,0.18198855221271515,0.2893238365650177,0.23858611285686493,0.2236325442790985,1.0,0.19006890058517456,0.3868453800678253,0.25864288210868835,0.00463343458250165,0.13192185759544373
;,0.07230665534734726,0.11763367056846619,-0.0012340332614257932,0.09057209640741348,-0.0050702826119959354,0.14040996134281158,0.09509950876235962,0.092739537358284,0.016098638996481895,0.10349778085947037
however,0.45072782039642334,0.5381983518600464,0.13561899960041046,0.2368050068616867,0.2315727025270462,0.4428504705429077,0.2705298662185669,0.3982149362564087,0.008048735558986664,0.2152075469493866
",",0.22659391164779663,0.40610817074775696,0.2097204476594925,0.30347302556037903,0.26337406039237976,0.36755475401878357,0.32616978883743286,0.5201468467712402,0.07405266165733337,0.31091248989105225
several,0.28568220138549805,0.7239733338356018,0.1428346037864685,0.24113041162490845,0.2834438383579254,0.3978578448295593,0.2218930572271347,0.39405709505081177,0.009670817293226719,0.15595775842666626
affiliates,0.09554769098758698,0.18764927983283997,0.26733168959617615,0.1495806723833084,0.34138554334640503,0.12036995589733124,0.4213067889213562,0.17909713089466095,-0.030956033617258072,0.11092336475849152
(,0.1676948219537735,0.1455259770154953,0.183883935213089,0.17256039381027222,0.1346510946750641,0.14743882417678833,0.2659209072589874,0.3087427020072937,-0.0262901671230793,0.40561532974243164
such,0.307365357875824,0.5649948120117188,0.12735801935195923,0.1939213126897812,0.2347361445426941,0.2970055043697357,0.17620930075645447,0.2704046070575714,0.02057754062116146,0.17851735651493073
as,0.33782753348350525,0.4070141911506653,0.2286096066236496,0.18681322038173676,0.23359498381614685,0.3025437891483307,0.2464020699262619,0.3887844979763031,0.0148794399574399,0.27043893933296204
kxyz,0.23354551196098328,0.1820119172334671,0.4243023693561554,0.21308010816574097,0.29901570081710815,0.11657830327749252,0.35114389657974243,0.2437821626663208,-0.06808125972747803,0.3517550230026245
),0.17939934134483337,0.16602720320224762,0.18381085991859436,0.18973706662654877,0.1451086699962616,0.1566188633441925,0.2643880248069763,0.3326910734176636,-0.03344946727156639,0.42300865054130554
retained,0.0920126736164093,0.18263626098632812,0.05072004348039627,0.0777282640337944,0.10636938363313675,0.3041597008705139,0.285908043384552,0.2674095332622528,0.040629561990499496,0.0590956024825573
the,0.33890387415885925,0.4335206151008606,0.2068762183189392,0.2714049816131592,0.24762700498104095,0.3906462490558624,0.27652397751808167,0.6662389636039734,0.07431387901306152,0.22068053483963013
majority,0.20073412358760834,0.3566230833530426,0.14373555779457092,0.13275504112243652,0.16679136455059052,0.24133223295211792,0.24854519963264465,0.2563854157924652,0.14139781892299652,0.220119908452034
of,0.2480744868516922,0.37253960967063904,0.14607268571853638,0.25892743468284607,0.20414425432682037,0.34038281440734863,0.27541932463645935,0.5696388483047485,0.09872698038816452,0.1826142966747284
their,0.3316696584224701,0.4574248492717743,0.17463743686676025,0.1456907093524933,0.231601282954216,0.43277356028556824,0.2560274004936218,0.34976133704185486,0.06445025652647018,0.1898253709077835
content,0.3220647871494293,0.25741738080978394,0.18555805087089539,0.254023939371109,0.20534354448318481,0.1932203620672226,0.23966191709041595,0.1518891453742981,0.018645137548446655,0.37093979120254517
.,0.3287222981452942,0.3974229395389557,0.2567209303379059,0.3013017475605011,0.22839494049549103,0.3378238379955292,0.3145162761211395,0.5591574311256409,0.003341824281960726,0.4130953550338745
