,the,uk,and,france,had,non,interruptions,in,their,oil,supply,as,they,did,not,allow,which,country,to,use,their,airfield,?
embargo,0.2032013237476349,0.22606058418750763,0.17066378891468048,0.18753176927566528,0.08521612733602524,0.12386961281299591,0.29390984773635864,0.171186164021492,0.10729344189167023,0.316433310508728,0.31147998571395874,0.18231461942195892,0.09684933722019196,0.14320364594459534,0.26649489998817444,0.2604597806930542,0.19882206618785858,0.2854992151260376,0.24951419234275818,0.2800132930278778,0.10729344189167023,0.2836913764476776,0.21724076569080353
",",0.4933079481124878,0.2632971405982971,0.6633074283599854,0.28250643610954285,0.35487717390060425,0.2072257250547409,0.19540999829769135,0.5201468467712402,0.3045167922973633,0.20043784379959106,0.24017441272735596,0.48816442489624023,0.390799880027771,0.3015086054801941,0.3769696354866028,0.24557842314243317,0.3658004403114319,0.27878350019454956,0.44245919585227966,0.3276674151420593,0.3045167922973633,0.24208034574985504,0.31091248989105225
the,1.0,0.2143084555864334,0.5171257257461548,0.35517507791519165,0.3875846862792969,0.21640649437904358,0.28443416953086853,0.6662389636039734,0.516537070274353,0.21849922835826874,0.31942567229270935,0.48381632566452026,0.49925389885902405,0.34736719727516174,0.4310511648654938,0.27822166681289673,0.6521818041801453,0.30432501435279846,0.535392165184021,0.34342584013938904,0.516537070274353,0.23770780861377716,0.22068053483963013
uk,0.2143084555864334,1.0,0.2701246440410614,0.21772703528404236,0.1592816710472107,0.09645864367485046,0.09507100284099579,0.2261405885219574,0.16429901123046875,0.07964248210191727,0.14220726490020752,0.1740327775478363,0.13630986213684082,0.128135547041893,0.1669863909482956,0.17909038066864014,0.1906050443649292,0.19472895562648773,0.18409153819084167,0.20136335492134094,0.16429901123046875,0.24717867374420166,0.20222434401512146
and,0.5171257257461548,0.2701246440410614,1.0,0.2925812005996704,0.3872550129890442,0.22905920445919037,0.22706954181194305,0.4954058527946472,0.45114588737487793,0.19239190220832825,0.3190653324127197,0.49487000703811646,0.5073080658912659,0.34479495882987976,0.39099299907684326,0.3380379378795624,0.506277859210968,0.30884742736816406,0.48971283435821533,0.34145063161849976,0.45114588737487793,0.24416564404964447,0.20544172823429108
france,0.35517507791519165,0.21772703528404236,0.2925812005996704,1.0000001192092896,0.2409151792526245,0.1428534984588623,0.13693390786647797,0.3812309503555298,0.18637089431285858,0.18976669013500214,0.15731637179851532,0.19034622609615326,0.23793530464172363,0.2138325721025467,0.1976529359817505,0.12368252873420715,0.1980295330286026,0.3233118951320648,0.2670897841453552,0.1956159770488739,0.18637089431285858,0.2349272519350052,0.15069349110126495
received,0.24890556931495667,0.18260863423347473,0.24762246012687683,0.17051561176776886,0.3640618324279785,0.13462577760219574,0.1175650805234909,0.2772020101547241,0.18160586059093475,0.043723076581954956,0.21048448979854584,0.24595820903778076,0.16328921914100647,0.3125181496143341,0.18749265372753143,0.18561281263828278,0.15137042105197906,0.13991045951843262,0.18226240575313568,0.176874577999115,0.18160586059093475,0.1726090908050537,0.11905962228775024
almost,0.3341992199420929,0.08463925123214722,0.36736544966697693,0.16063165664672852,0.38239189982414246,0.286711186170578,0.1986464112997055,0.3422279357910156,0.2669793367385864,0.1348980814218521,0.2114555984735489,0.3135391175746918,0.351894736289978,0.29008886218070984,0.39990684390068054,0.22832298278808594,0.4336007535457611,0.18629899621009827,0.2893180847167969,0.2230667769908905,0.2669793367385864,0.19235529005527496,0.1372147500514984
uninterrupted,0.2699088752269745,0.04673295095562935,0.1859346181154251,0.15602000057697296,0.23013953864574432,0.1360694020986557,0.7474502325057983,0.2412361055612564,0.14953987300395966,0.1399659365415573,0.2559637129306793,0.20825143158435822,0.15762931108474731,0.14419350028038025,0.2552100718021393,0.23040935397148132,0.3311700224876404,0.134773388504982,0.2136714905500412,0.21300199627876282,0.14953987300395966,0.22235558927059174,0.11821544170379639
supplies,0.31027752161026,0.1725548803806305,0.3587413430213928,0.1725757122039795,0.32732605934143066,0.11016128957271576,0.2568909227848053,0.260343074798584,0.28664687275886536,0.2519368827342987,0.7326512336730957,0.22643440961837769,0.32836538553237915,0.25997665524482727,0.2729094922542572,0.29973381757736206,0.2791375517845154,0.20346228778362274,0.2983745038509369,0.3297290802001953,0.28664687275886536,0.41704705357551575,0.08799431473016739
(,0.33289089798927307,0.19727066159248352,0.4862271547317505,0.16646498441696167,0.16223937273025513,0.19108183681964874,0.12550432980060577,0.3087427020072937,0.15721023082733154,0.152932271361351,0.15459595620632172,0.32029855251312256,0.22770340740680695,0.18979617953300476,0.2710699737071991,0.1579936444759369,0.2589828372001648,0.1820623129606247,0.30882009863853455,0.2174896001815796,0.15721023082733154,0.10372694581747055,0.40561532974243164
having,0.3821379244327545,0.1706703007221222,0.36825746297836304,0.20998290181159973,0.5545873641967773,0.18731708824634552,0.3724600374698639,0.32022708654403687,0.3911319077014923,0.14888572692871094,0.3004263639450073,0.36958321928977966,0.4178488850593567,0.3157401978969574,0.45144879817962646,0.3336997330188751,0.4051061272621155,0.22370775043964386,0.3992697596549988,0.32405754923820496,0.3911319077014923,0.18906639516353607,0.22418256103992462
refused,0.2606237530708313,0.11397472769021988,0.24383415281772614,0.20386351644992828,0.40512070059776306,0.12358494848012924,0.1668204516172409,0.2417421191930771,0.3159703314304352,0.08084166049957275,0.19252270460128784,0.1832266002893448,0.34850072860717773,0.5581128597259521,0.34989994764328003,0.4333726465702057,0.18992963433265686,0.23007473349571228,0.41818010807037354,0.1800464689731598,0.3159703314304352,0.23202116787433624,0.14580921828746796
to,0.535392165184021,0.18409153819084167,0.48971283435821533,0.2670897841453552,0.37984350323677063,0.23793834447860718,0.2618791162967682,0.45010748505592346,0.44619059562683105,0.1619214415550232,0.29291704297065735,0.42092081904411316,0.5452046394348145,0.4452643394470215,0.5149973034858704,0.4900954067707062,0.5345056653022766,0.31281599402427673,1.0,0.47261837124824524,0.44619059562683105,0.2426711767911911,0.29463258385658264
allow,0.27822166681289673,0.17909038066864014,0.3380379378795624,0.12368252873420715,0.3166825771331787,0.31181344389915466,0.2874606251716614,0.21222905814647675,0.3747715651988983,0.09538790583610535,0.28182974457740784,0.25002720952033997,0.41177958250045776,0.4132640063762665,0.5087684988975525,1.0,0.3691171407699585,0.15257832407951355,0.4900954067707062,0.5636900067329407,0.3747715651988983,0.2285865992307663,0.2042745053768158
america,0.37090015411376953,0.2126053273677826,0.2647855281829834,0.2988167703151703,0.2162282019853592,0.21172820031642914,0.1279342621564865,0.3098583221435547,0.24297001957893372,0.10957902669906616,0.174409419298172,0.22265762090682983,0.2892926335334778,0.2212076634168625,0.22121162712574005,0.1240682527422905,0.26265275478363037,0.29616448283195496,0.2636699676513672,0.17856436967849731,0.24297001957893372,0.12453651428222656,0.19333907961845398
to,0.535392165184021,0.18409153819084167,0.48971283435821533,0.2670897841453552,0.37984350323677063,0.23793834447860718,0.2618791162967682,0.45010748505592346,0.44619059562683105,0.1619214415550232,0.29291704297065735,0.42092081904411316,0.5452046394348145,0.4452643394470215,0.5149973034858704,0.4900954067707062,0.5345056653022766,0.31281599402427673,1.0,0.47261837124824524,0.44619059562683105,0.2426711767911911,0.29463258385658264
use,0.34342584013938904,0.20136335492134094,0.34145063161849976,0.1956159770488739,0.22564378380775452,0.3033355474472046,0.2916257381439209,0.2715643048286438,0.3415622115135193,0.17016106843948364,0.36494651436805725,0.3453201949596405,0.39895978569984436,0.32446643710136414,0.48439106345176697,0.5636900067329407,0.39254313707351685,0.21032948791980743,0.47261837124824524,1.0,0.3415622115135193,0.2283184975385666,0.32795652747154236
their,0.516537070274353,0.16429901123046875,0.45114588737487793,0.18637089431285858,0.4145275354385376,0.1818852573633194,0.20083527266979218,0.34976133704185486,1.0,0.1690470576286316,0.267562597990036,0.29218852519989014,0.7104025483131409,0.38078752160072327,0.4368778169155121,0.3747715651988983,0.4582767188549042,0.2463577538728714,0.44619059562683105,0.3415622115135193,1.0,0.17871274054050446,0.1898253709077835
airfields,0.22619685530662537,0.2508465647697449,0.2872549891471863,0.24232354760169983,0.28017109632492065,0.14944428205490112,0.23036587238311768,0.24489903450012207,0.19970718026161194,0.24859587848186493,0.360036164522171,0.13448883593082428,0.24014322459697723,0.20189347863197327,0.2156207263469696,0.24496833980083466,0.20961512625217438,0.27864694595336914,0.254952609539032,0.26175373792648315,0.19970718026161194,0.8992927074432373,0.12590987980365753
and,0.5171257257461548,0.2701246440410614,1.0,0.2925812005996704,0.3872550129890442,0.22905920445919037,0.22706954181194305,0.4954058527946472,0.45114588737487793,0.19239190220832825,0.3190653324127197,0.49487000703811646,0.5073080658912659,0.34479495882987976,0.39099299907684326,0.3380379378795624,0.506277859210968,0.30884742736816406,0.48971283435821533,0.34145063161849976,0.45114588737487793,0.24416564404964447,0.20544172823429108
embargoed,0.2597655951976776,0.22029036283493042,0.2053535282611847,0.19671113789081573,0.16805194318294525,0.12968012690544128,0.3219614028930664,0.20882491767406464,0.16061972081661224,0.2927621304988861,0.34352079033851624,0.21816249191761017,0.16585633158683777,0.21927756071090698,0.3447035849094391,0.3054945170879364,0.2647445499897003,0.2728046178817749,0.3080282509326935,0.31509077548980713,0.16061972081661224,0.2949802577495575,0.2457103431224823
arms,0.2508765757083893,0.11253324896097183,0.22193017601966858,0.19897180795669556,0.21920594573020935,0.10162568092346191,0.16615694761276245,0.2064935863018036,0.23367394506931305,0.16758863627910614,0.15461021661758423,0.16796313226222992,0.19807720184326172,0.1531936526298523,0.21045254170894623,0.19674459099769592,0.2236589938402176,0.1840638369321823,0.19866348803043365,0.1726376712322235,0.23367394506931305,0.21805919706821442,0.1243237629532814
and,0.5171257257461548,0.2701246440410614,1.0,0.2925812005996704,0.3872550129890442,0.22905920445919037,0.22706954181194305,0.4954058527946472,0.45114588737487793,0.19239190220832825,0.3190653324127197,0.49487000703811646,0.5073080658912659,0.34479495882987976,0.39099299907684326,0.3380379378795624,0.506277859210968,0.30884742736816406,0.48971283435821533,0.34145063161849976,0.45114588737487793,0.24416564404964447,0.20544172823429108
supplies,0.31027752161026,0.1725548803806305,0.3587413430213928,0.1725757122039795,0.32732605934143066,0.11016128957271576,0.2568909227848053,0.260343074798584,0.28664687275886536,0.2519368827342987,0.7326512336730957,0.22643440961837769,0.32836538553237915,0.25997665524482727,0.2729094922542572,0.29973381757736206,0.2791375517845154,0.20346228778362274,0.2983745038509369,0.3297290802001953,0.28664687275886536,0.41704705357551575,0.08799431473016739
to,0.535392165184021,0.18409153819084167,0.48971283435821533,0.2670897841453552,0.37984350323677063,0.23793834447860718,0.2618791162967682,0.45010748505592346,0.44619059562683105,0.1619214415550232,0.29291704297065735,0.42092081904411316,0.5452046394348145,0.4452643394470215,0.5149973034858704,0.4900954067707062,0.5345056653022766,0.31281599402427673,1.0,0.47261837124824524,0.44619059562683105,0.2426711767911911,0.29463258385658264
both,0.4931981563568115,0.15262195467948914,0.5503310561180115,0.24870210886001587,0.3298463821411133,0.22898869216442108,0.2664787769317627,0.3960166871547699,0.42909732460975647,0.1613314300775528,0.25159648060798645,0.42436254024505615,0.45432183146476746,0.34255191683769226,0.4334387183189392,0.332978755235672,0.5140923857688904,0.17232957482337952,0.3897709250450134,0.352070152759552,0.42909732460975647,0.19231750071048737,0.19455738365650177
the,1.0,0.2143084555864334,0.5171257257461548,0.35517507791519165,0.3875846862792969,0.21640649437904358,0.28443416953086853,0.6662389636039734,0.516537070274353,0.21849922835826874,0.31942567229270935,0.48381632566452026,0.49925389885902405,0.34736719727516174,0.4310511648654938,0.27822166681289673,0.6521818041801453,0.30432501435279846,0.535392165184021,0.34342584013938904,0.516537070274353,0.23770780861377716,0.22068053483963013
arabs,0.2739878296852112,0.09358848631381989,0.24933545291423798,0.23040929436683655,0.27607741951942444,0.1941213309764862,0.1975204050540924,0.1666572540998459,0.25022387504577637,0.22463728487491608,0.16117610037326813,0.20342755317687988,0.312845379114151,0.20737417042255402,0.22197313606739044,0.15407030284404755,0.23261114954948425,0.2897948622703552,0.23400014638900757,0.16900835931301117,0.25022387504577637,0.2800341248512268,0.12848976254463196
and,0.5171257257461548,0.2701246440410614,1.0,0.2925812005996704,0.3872550129890442,0.22905920445919037,0.22706954181194305,0.4954058527946472,0.45114588737487793,0.19239190220832825,0.3190653324127197,0.49487000703811646,0.5073080658912659,0.34479495882987976,0.39099299907684326,0.3380379378795624,0.506277859210968,0.30884742736816406,0.48971283435821533,0.34145063161849976,0.45114588737487793,0.24416564404964447,0.20544172823429108
the,1.0,0.2143084555864334,0.5171257257461548,0.35517507791519165,0.3875846862792969,0.21640649437904358,0.28443416953086853,0.6662389636039734,0.516537070274353,0.21849922835826874,0.31942567229270935,0.48381632566452026,0.49925389885902405,0.34736719727516174,0.4310511648654938,0.27822166681289673,0.6521818041801453,0.30432501435279846,0.535392165184021,0.34342584013938904,0.516537070274353,0.23770780861377716,0.22068053483963013
israelis,0.22707325220108032,0.21476243436336517,0.24735641479492188,0.2148647904396057,0.2942845821380615,0.15681026875972748,0.17452526092529297,0.19541318714618683,0.2362966686487198,0.13419508934020996,0.16797783970832825,0.1694534420967102,0.3014003336429596,0.22497303783893585,0.25547051429748535,0.17194277048110962,0.2386850118637085,0.21940696239471436,0.21919682621955872,0.17919278144836426,0.2362966686487198,0.3106185495853424,0.16974247992038727
),0.3456730246543884,0.1962110996246338,0.4961937665939331,0.1968100666999817,0.17014533281326294,0.2002418041229248,0.1319555938243866,0.3326910734176636,0.1549641638994217,0.15803109109401703,0.15316253900527954,0.32161882519721985,0.22818082571029663,0.18584993481636047,0.2718011736869812,0.15511807799339294,0.2758678197860718,0.18773311376571655,0.31236231327056885,0.23662498593330383,0.1549641638994217,0.09196484088897705,0.42300865054130554
",",0.4933079481124878,0.2632971405982971,0.6633074283599854,0.28250643610954285,0.35487717390060425,0.2072257250547409,0.19540999829769135,0.5201468467712402,0.3045167922973633,0.20043784379959106,0.24017441272735596,0.48816442489624023,0.390799880027771,0.3015086054801941,0.3769696354866028,0.24557842314243317,0.3658004403114319,0.27878350019454956,0.44245919585227966,0.3276674151420593,0.3045167922973633,0.24208034574985504,0.31091248989105225
while,0.39804592728614807,0.14254289865493774,0.45699796080589294,0.2284872829914093,0.3406333029270172,0.20094525814056396,0.2978469431400299,0.3399278521537781,0.35256603360176086,0.07943879067897797,0.2665031850337982,0.4165958762168884,0.3770460784435272,0.3330625295639038,0.4146956503391266,0.3201269209384918,0.38669952750205994,0.16214635968208313,0.43899232149124146,0.26056811213493347,0.35256603360176086,0.259798526763916,0.21076419949531555
the,1.0,0.2143084555864334,0.5171257257461548,0.35517507791519165,0.3875846862792969,0.21640649437904358,0.28443416953086853,0.6662389636039734,0.516537070274353,0.21849922835826874,0.31942567229270935,0.48381632566452026,0.49925389885902405,0.34736719727516174,0.4310511648654938,0.27822166681289673,0.6521818041801453,0.30432501435279846,0.535392165184021,0.34342584013938904,0.516537070274353,0.23770780861377716,0.22068053483963013
other,0.44152235984802246,0.14097675681114197,0.5504306554794312,0.19600534439086914,0.30737367272377014,0.34174469113349915,0.29365816712379456,0.39989137649536133,0.456295371055603,0.19068658351898193,0.2612801790237427,0.42805421352386475,0.5182796120643616,0.31707024574279785,0.4341118037700653,0.3781599700450897,0.50507652759552,0.28020480275154114,0.4193183183670044,0.389494389295578,0.456295371055603,0.1646268516778946,0.24682199954986572
six,0.3614266812801361,0.16940367221832275,0.3044111728668213,0.25129130482673645,0.3450642228126526,0.20853492617607117,0.16899645328521729,0.3013422191143036,0.3002808094024658,0.0826210305094719,0.1471819281578064,0.21515001356601715,0.33498507738113403,0.20388470590114594,0.20696961879730225,0.16608239710330963,0.35139694809913635,0.15242576599121094,0.2762264311313629,0.1759456992149353,0.3002808094024658,0.14652027189731598,0.15298804640769958
faced,0.29245710372924805,0.1466403603553772,0.2509622871875763,0.04356275498867035,0.34329235553741455,0.11605453491210938,0.24983276426792145,0.20601411163806915,0.1887044757604599,0.10065013915300369,0.20132052898406982,0.20057561993598938,0.23628008365631104,0.2337440401315689,0.2035757452249527,0.17040792107582092,0.16965745389461517,0.15700379014015198,0.19094133377075195,0.08411349356174469,0.1887044757604599,0.20343172550201416,0.12312540411949158
partial,0.2313118278980255,0.1182219386100769,0.19445575773715973,0.1484134942293167,0.2103027105331421,0.2602839171886444,0.2672436237335205,0.23465001583099365,0.17438070476055145,0.14363212883472443,0.13827088475227356,0.18428689241409302,0.16044244170188904,0.15579922497272491,0.29237014055252075,0.22559599578380585,0.3238580822944641,0.060131192207336426,0.19141130149364471,0.214201882481575,0.17438070476055145,0.11635501682758331,0.16151700913906097
cutbacks,0.32460907101631165,0.24006174504756927,0.34647345542907715,0.20424462854862213,0.31406617164611816,0.21620440483093262,0.4183318018913269,0.2959408462047577,0.36672133207321167,0.23387596011161804,0.35795027017593384,0.3014609217643738,0.36964184045791626,0.23952530324459076,0.3264308571815491,0.3228679895401001,0.3614586889743805,0.16391977667808533,0.2881920039653778,0.27639180421829224,0.36672133207321167,0.28116002678871155,0.18624737858772278
.,0.5934505462646484,0.24075214564800262,0.588965117931366,0.33719199895858765,0.37348684668540955,0.21391934156417847,0.17821051180362701,0.5591574311256409,0.34427863359451294,0.22117017209529877,0.2485988885164261,0.515582263469696,0.4510921239852905,0.35288307070732117,0.4824007451534271,0.28562283515930176,0.45942068099975586,0.26130348443984985,0.4645031690597534,0.3711656630039215,0.34427863359451294,0.24198409914970398,0.4130953550338745
