,in,what,country,can,most,of,the,amazon,rainforest,be,found,?
60,0.008437495678663254,0.07328611612319946,-0.015356027521193027,0.03129854053258896,0.0072674984112381935,0.05524682253599167,0.04635925963521004,-0.015416616573929787,0.03737536817789078,0.011945223435759544,0.07972262799739838,0.06999651342630386
%,0.19465309381484985,0.20738190412521362,0.14405587315559387,0.17611722648143768,0.26077356934547424,0.19953428208827972,0.21490740776062012,0.17626920342445374,0.225331649184227,0.16802801191806793,0.19549022614955902,0.21441808342933655
of,0.5696388483047485,0.33290785551071167,0.28866857290267944,0.2603091299533844,0.4178851246833801,1.0,0.733189046382904,0.20143137872219086,0.22522282600402832,0.33904364705085754,0.2982911467552185,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.312528520822525,0.47635307908058167,0.733189046382904,1.0,0.260541707277298,0.2571161389350891,0.4248143136501312,0.3452354073524475,0.22068053483963013
rainforest,0.2207682877779007,0.22127854824066162,0.2225681096315384,0.2311638742685318,0.27283456921577454,0.22522282600402832,0.2571161389350891,0.48046615719795227,1.0,0.16418099403381348,0.28745049238204956,0.1917492002248764
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.3139454126358032,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.39254459738731384,0.27385151386260986,0.31091248989105225
followed,0.3307904005050659,0.20169416069984436,0.17797119915485382,0.15498106181621552,0.26009732484817505,0.3060508966445923,0.3567860722541809,0.12844496965408325,0.1462862491607666,0.22258059680461884,0.23657935857772827,0.20567169785499573
by,0.370934396982193,0.2455483376979828,0.24224938452243805,0.29642900824546814,0.270847886800766,0.3646814823150635,0.4408751428127289,0.16320857405662537,0.16387821733951569,0.43158695101737976,0.17248263955116272,0.17966607213020325
peru,0.24933743476867676,0.18602494895458221,0.297627717256546,0.17724712193012238,0.19097529351711273,0.2344529628753662,0.2077382355928421,0.37590137124061584,0.3592314124107361,0.17592757940292358,0.18984612822532654,0.13233628869056702
with,0.4080928862094879,0.2464839518070221,0.24760155379772186,0.3572797477245331,0.336320698261261,0.41827285289764404,0.4223487675189972,0.21287250518798828,0.19804547727108002,0.36101722717285156,0.2364431470632553,0.2433311939239502
13,0.02730540931224823,-0.0796622633934021,-0.03539936989545822,-0.08637067675590515,0.01844913139939308,0.019282439723610878,-0.007407139986753464,-0.10010803490877151,0.023462053388357162,-0.0535518079996109,0.036231376230716705,-0.11384815722703934
%,0.19465309381484985,0.20738190412521362,0.14405587315559387,0.17611722648143768,0.26077356934547424,0.19953428208827972,0.21490740776062012,0.17626920342445374,0.225331649184227,0.16802801191806793,0.19549022614955902,0.21441808342933655
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.3139454126358032,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.39254459738731384,0.27385151386260986,0.31091248989105225
colombia,0.19181451201438904,0.14039647579193115,0.3319215774536133,0.139118492603302,0.25701117515563965,0.22640757262706757,0.2016514539718628,0.41947829723358154,0.32735347747802734,0.12095478922128677,0.1939326822757721,0.1405753791332245
with,0.4080928862094879,0.2464839518070221,0.24760155379772186,0.3572797477245331,0.336320698261261,0.41827285289764404,0.4223487675189972,0.21287250518798828,0.19804547727108002,0.36101722717285156,0.2364431470632553,0.2433311939239502
10,0.22690178453922272,0.11840458959341049,0.19994716346263885,0.08067964762449265,0.2283211648464203,0.2777891755104065,0.2880653440952301,0.12681163847446442,0.14900361001491547,0.13232901692390442,0.11531705409288406,0.022911956533789635
%,0.19465309381484985,0.20738190412521362,0.14405587315559387,0.17611722648143768,0.26077356934547424,0.19953428208827972,0.21490740776062012,0.17626920342445374,0.225331649184227,0.16802801191806793,0.19549022614955902,0.21441808342933655
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.3139454126358032,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.39254459738731384,0.27385151386260986,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.30884742736816406,0.3675691485404968,0.4309377074241638,0.5116966962814331,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.41766801476478577,0.27978911995887756,0.20544172823429108
with,0.4080928862094879,0.2464839518070221,0.24760155379772186,0.3572797477245331,0.336320698261261,0.41827285289764404,0.4223487675189972,0.21287250518798828,0.19804547727108002,0.36101722717285156,0.2364431470632553,0.2433311939239502
minor,0.2571607828140259,0.1758119910955429,0.09432444721460342,0.17606371641159058,0.18105252087116241,0.2443368136882782,0.2544519603252411,0.10834337770938873,0.15048904716968536,0.20258638262748718,0.20512935519218445,0.21100293099880219
amounts,0.2579386234283447,0.22797702252864838,0.14522458612918854,0.38045060634613037,0.3147454261779785,0.25878721475601196,0.2816965878009796,0.18759728968143463,0.2256251722574234,0.325001984834671,0.31017163395881653,0.1591416597366333
in,1.0,0.30808621644973755,0.3040012717247009,0.26527702808380127,0.41416558623313904,0.5696388483047485,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.3481820821762085,0.39141854643821716,0.20430970191955566
venezuela,0.19676432013511658,0.14277364313602448,0.2839820981025696,0.14830811321735382,0.2206069976091385,0.1829337179660797,0.20467035472393036,0.38529109954833984,0.35334235429763794,0.1788300722837448,0.15402285754680634,0.11648969352245331
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.3139454126358032,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.39254459738731384,0.27385151386260986,0.31091248989105225
ecuador,0.16749899089336395,0.14498023688793182,0.27735012769699097,0.14790558815002441,0.19024786353111267,0.2399405837059021,0.19019654393196106,0.3507927358150482,0.29221615195274353,0.1696939915418625,0.14011456072330475,0.17029023170471191
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.3139454126358032,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.39254459738731384,0.27385151386260986,0.31091248989105225
bolivia,0.24788466095924377,0.1528429090976715,0.35780569911003113,0.16214115917682648,0.20226185023784637,0.20929598808288574,0.22342027723789215,0.4229724109172821,0.3464767336845398,0.1739761382341385,0.2431037575006485,0.14049001038074493
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.3139454126358032,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.39254459738731384,0.27385151386260986,0.31091248989105225
guyana,0.13966479897499084,0.15287113189697266,0.30378198623657227,0.11352583765983582,0.15654431283473969,0.2027273327112198,0.20829983055591583,0.35141274333000183,0.3320775032043457,0.0768924206495285,0.1309138983488083,0.1367928385734558
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.3139454126358032,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.39254459738731384,0.27385151386260986,0.31091248989105225
suriname,0.2113480418920517,0.15138784050941467,0.3304882049560547,0.13459688425064087,0.1870158463716507,0.24821515381336212,0.2599630653858185,0.30136144161224365,0.34777191281318665,0.14950619637966156,0.15689708292484283,0.132745161652565
and,0.4954058527946472,0.31309178471565247,0.30884742736816406,0.3675691485404968,0.4309377074241638,0.5116966962814331,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.41766801476478577,0.27978911995887756,0.20544172823429108
french,0.22093388438224792,0.17393042147159576,0.19688838720321655,0.17886103689670563,0.21416456997394562,0.19450366497039795,0.2555147111415863,0.12323832511901855,0.15701204538345337,0.1628347784280777,0.14559724926948547,0.1386883556842804
guiana,0.2021322250366211,0.1827690154314041,0.23202794790267944,0.21129311621189117,0.1775527447462082,0.20820291340351105,0.2705197036266327,0.367765873670578,0.3563953638076782,0.15772904455661774,0.21603232622146606,0.11800974607467651
.,0.5591574311256409,0.3567904531955719,0.26130348443984985,0.35783761739730835,0.35404038429260254,0.5352458953857422,0.5934505462646484,0.262887567281723,0.25713270902633667,0.4383580684661865,0.3618174195289612,0.4130953550338745
