,what,is,controled,by,the,market,and,economy,?
wages,0.20351257920265198,0.11061973869800568,0.24755005538463593,0.1800205409526825,0.15546856820583344,0.3084874153137207,0.2664845883846283,0.4250490367412567,0.19884631037712097
will,0.3510494530200958,0.3723262846469879,0.2628059387207031,0.2520078420639038,0.3635469079017639,0.21119090914726257,0.35983073711395264,0.16561342775821686,0.35046905279159546
not,0.5449194312095642,0.3776007890701294,0.30929481983184814,0.291808545589447,0.4310511648654938,0.17486058175563812,0.39099299907684326,0.210959330201149,0.41942933201789856
be,0.3929833769798279,0.4819129705429077,0.26302993297576904,0.43158695101737976,0.4248143136501312,0.21534386277198792,0.41766801476478577,0.22250409424304962,0.3324260413646698
controlled,0.24713590741157532,0.20672085881233215,0.8329570293426514,0.2983320951461792,0.3320712745189667,0.22658120095729828,0.2891365587711334,0.24744991958141327,0.1105743944644928
by,0.2455483376979828,0.3899846076965332,0.2995471954345703,1.0000001192092896,0.4408751428127289,0.09993520379066467,0.4289871156215668,0.1388312578201294,0.17966607213020325
these,0.4164220690727234,0.2498808652162552,0.28755319118499756,0.33332425355911255,0.49086877703666687,0.18352870643138885,0.5314885973930359,0.22723473608493805,0.2571668326854706
organizations,0.20689024031162262,0.16318725049495697,0.24709193408489227,0.19712397456169128,0.2850687503814697,0.20637036859989166,0.2811741828918457,0.25724273920059204,0.22215601801872253
",",0.3087472915649414,0.4691906273365021,0.22594097256660461,0.3680937886238098,0.4933079481124878,0.2499394416809082,0.6633074283599854,0.2521176040172577,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.2935457229614258,0.30274316668510437,0.4174870550632477,0.22086545825004578,0.4713204801082611,0.2052806168794632,0.32389625906944275
by,0.2455483376979828,0.3899846076965332,0.2995471954345703,1.0000001192092896,0.4408751428127289,0.09993520379066467,0.4289871156215668,0.1388312578201294,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,0.3304439187049866,0.4408751428127289,1.0,0.2041238248348236,0.5171257257461548,0.24644890427589417,0.22068053483963013
employer,0.22804230451583862,0.2392062097787857,0.2155853658914566,0.2641659080982208,0.22098852694034576,0.2514018714427948,0.18535195291042328,0.27661222219467163,0.21366886794567108
",",0.3087472915649414,0.4691906273365021,0.22594097256660461,0.3680937886238098,0.4933079481124878,0.2499394416809082,0.6633074283599854,0.2521176040172577,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.3006889820098877,0.3159136474132538,0.4859698414802551,0.1657838374376297,0.5762497186660767,0.24994568526744843,0.27921953797340393
rather,0.3923804461956024,0.2886356711387634,0.22484540939331055,0.2593236565589905,0.31983619928359985,0.1567700356245041,0.34474092721939087,0.24971136450767517,0.3053998053073883
by,0.2455483376979828,0.3899846076965332,0.2995471954345703,1.0000001192092896,0.4408751428127289,0.09993520379066467,0.4289871156215668,0.1388312578201294,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,0.3304439187049866,0.4408751428127289,1.0,0.2041238248348236,0.5171257257461548,0.24644890427589417,0.22068053483963013
market,0.12116116285324097,0.2463478147983551,0.2539079189300537,0.09993520379066467,0.2041238248348236,1.0000001192092896,0.23057621717453003,0.41833436489105225,0.12805593013763428
.,0.3567904531955719,0.4569662809371948,0.24243199825286865,0.3936232924461365,0.5934505462646484,0.19660170376300812,0.588965117931366,0.2477293759584427,0.4130953550338745
,what,is,controled,by,the,market,and,economy,?
thus,0.30745524168014526,0.244685098528862,0.3162684738636017,0.2587898373603821,0.4036877751350403,0.17109878361225128,0.3723181188106537,0.2021702229976654,0.18769288063049316
",",0.3087472915649414,0.4691906273365021,0.22594097256660461,0.3680937886238098,0.4933079481124878,0.2499394416809082,0.6633074283599854,0.2521176040172577,0.31091248989105225
wages,0.20351257920265198,0.11061973869800568,0.24755005538463593,0.1800205409526825,0.15546856820583344,0.3084874153137207,0.2664845883846283,0.4250490367412567,0.19884631037712097
can,0.34502777457237244,0.44256699085235596,0.27633005380630493,0.29642900824546814,0.312528520822525,0.20016448199748993,0.3675691485404968,0.14292535185813904,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.26302993297576904,0.43158695101737976,0.4248143136501312,0.21534386277198792,0.41766801476478577,0.22250409424304962,0.3324260413646698
considered,0.2834889590740204,0.4096149802207947,0.2855546474456787,0.23957760632038116,0.4028765559196472,0.20506130158901215,0.3359341621398926,0.2218966782093048,0.19909770786762238
as,0.31749409437179565,0.43216490745544434,0.24980463087558746,0.3815547823905945,0.48381632566452026,0.17538416385650635,0.49487000703811646,0.2277245819568634,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.26360616087913513,0.32094135880470276,0.5829201340675354,0.2680419683456421,0.3739250600337982,0.24415728449821472,0.23916715383529663
function,0.22155974805355072,0.17586156725883484,0.18457478284835815,0.09740752726793289,0.2037137746810913,0.11996988952159882,0.22180378437042236,0.181846022605896,0.20672395825386047
of,0.33290785551071167,0.4854315221309662,0.2770119905471802,0.3646814823150635,0.733189046382904,0.1694333702325821,0.5116966962814331,0.2583308815956116,0.1826142966747284
market,0.12116116285324097,0.2463478147983551,0.2539079189300537,0.09993520379066467,0.2041238248348236,1.0000001192092896,0.23057621717453003,0.41833436489105225,0.12805593013763428
price,0.18606361746788025,0.23069579899311066,0.2333938032388687,0.18747636675834656,0.22636492550373077,0.4444443881511688,0.24203191697597504,0.3931337594985962,0.14631175994873047
of,0.33290785551071167,0.4854315221309662,0.2770119905471802,0.3646814823150635,0.733189046382904,0.1694333702325821,0.5116966962814331,0.2583308815956116,0.1826142966747284
skill,0.2639748454093933,0.1515474021434784,0.2657921612262726,0.18435685336589813,0.1876901537179947,0.14022061228752136,0.2629677355289459,0.16935740411281586,0.14437545835971832
.,0.3567904531955719,0.4569662809371948,0.24243199825286865,0.3936232924461365,0.5934505462646484,0.19660170376300812,0.588965117931366,0.2477293759584427,0.4130953550338745
