,what,percentage,does,the,amazon,represents,in,rainforests,on,the,planet,?
,what,percentage,does,the,amazon,represents,in,rainforests,on,the,planet,?
the,0.42745697498321533,0.2736506462097168,0.35928019881248474,1.0,0.260541707277298,0.3328246772289276,0.6662389636039734,0.2820507287979126,0.5107308030128479,1.0,0.2470240592956543,0.22068053483963013
amazon,0.16355936229228973,0.13267691433429718,0.2086499184370041,0.260541707277298,1.0000001192092896,0.13313208520412445,0.12227833271026611,0.48722654581069946,0.27227091789245605,0.260541707277298,0.2702961564064026,0.18144656717777252
represents,0.18834242224693298,0.22071565687656403,0.28498178720474243,0.3328246772289276,0.13313208520412445,1.0,0.28071391582489014,0.15759241580963135,0.18003089725971222,0.3328246772289276,0.16336941719055176,0.1586666852235794
over,0.28007611632347107,0.22550354897975922,0.24276040494441986,0.39856547117233276,0.18121705949306488,0.18787416815757751,0.3605569899082184,0.24963723123073578,0.39810362458229065,0.39856547117233276,0.19816552102565765,0.25742942094802856
half,0.13016436994075775,0.23679816722869873,0.20402701199054718,0.3189295828342438,0.15001718699932098,0.13943861424922943,0.25644969940185547,0.12618139386177063,0.179890438914299,0.3189295828342438,0.18209627270698547,0.07471233606338501
of,0.33290785551071167,0.24724560976028442,0.3119818866252899,0.733189046382904,0.20143137872219086,0.3967677056789398,0.5696388483047485,0.25672608613967896,0.3966929316520691,0.733189046382904,0.19911958277225494,0.1826142966747284
the,0.42745697498321533,0.2736506462097168,0.35928019881248474,1.0,0.260541707277298,0.3328246772289276,0.6662389636039734,0.2820507287979126,0.5107308030128479,1.0,0.2470240592956543,0.22068053483963013
planet,0.2183026820421219,0.12239740043878555,0.20571163296699524,0.2470240592956543,0.2702961564064026,0.16336941719055176,0.18041402101516724,0.30241701006889343,0.18479855358600616,0.2470240592956543,1.0,0.16979767382144928
's,0.02692362666130066,0.14816685020923615,-0.02895052544772625,-0.01540423184633255,0.062328040599823,0.1059265062212944,-0.037580832839012146,0.08486482501029968,0.0026888418942689896,-0.01540423184633255,-0.040571004152297974,-0.023395681753754616
remaining,0.21802754700183868,0.3440559506416321,0.2170199453830719,0.45105910301208496,0.15604780614376068,0.20547424256801605,0.3161192238330841,0.26130515336990356,0.2692584991455078,0.45105910301208496,0.21168220043182373,0.16961920261383057
rainforests,0.226042240858078,0.19080890715122223,0.2071564644575119,0.2820507287979126,0.48722654581069946,0.15759241580963135,0.24447718262672424,1.0,0.26022717356681824,0.2820507287979126,0.30241701006889343,0.17730745673179626
",",0.3087472915649414,0.21945469081401825,0.28617382049560547,0.4933079481124878,0.2214922308921814,0.24179992079734802,0.5201468467712402,0.2829539477825165,0.49057599902153015,0.4933079481124878,0.19326971471309662,0.31091248989105225
and,0.31309178471565247,0.24926191568374634,0.3461615741252899,0.5171257257461548,0.23464977741241455,0.25101107358932495,0.4954058527946472,0.2924107611179352,0.4077630043029785,0.5171257257461548,0.21885086596012115,0.20544172823429108
comprises,0.12282794713973999,0.2313421666622162,0.1844440996646881,0.30223149061203003,0.1909283995628357,0.3494035303592682,0.2665193974971771,0.2883571684360504,0.2161005139350891,0.30223149061203003,0.09271925687789917,0.037654489278793335
the,0.42745697498321533,0.2736506462097168,0.35928019881248474,1.0,0.260541707277298,0.3328246772289276,0.6662389636039734,0.2820507287979126,0.5107308030128479,1.0,0.2470240592956543,0.22068053483963013
largest,0.13463157415390015,0.2569797933101654,0.18477381765842438,0.3757036626338959,0.1760348230600357,0.19954486191272736,0.3017216920852661,0.2861930727958679,0.16868500411510468,0.3757036626338959,0.13823464512825012,0.12401245534420013
and,0.31309178471565247,0.24926191568374634,0.3461615741252899,0.5171257257461548,0.23464977741241455,0.25101107358932495,0.4954058527946472,0.2924107611179352,0.4077630043029785,0.5171257257461548,0.21885086596012115,0.20544172823429108
most,0.3219912350177765,0.31981152296066284,0.30044323205947876,0.47635307908058167,0.19138962030410767,0.22644980251789093,0.41416558623313904,0.30574917793273926,0.28303956985473633,0.47635307908058167,0.13880480825901031,0.2107497900724411
biodiverse,0.21471285820007324,0.2034030556678772,0.2273440659046173,0.23152296245098114,0.3636356592178345,0.22171138226985931,0.14268560707569122,0.4984900951385498,0.15622872114181519,0.23152296245098114,0.3802579343318939,0.14353463053703308
tract,0.23493309319019318,0.13053548336029053,0.1760558784008026,0.2717020511627197,0.15840016305446625,0.12549875676631927,0.1937946081161499,0.26792818307876587,0.21551042795181274,0.2717020511627197,0.07960812002420425,0.1459975689649582
of,0.33290785551071167,0.24724560976028442,0.3119818866252899,0.733189046382904,0.20143137872219086,0.3967677056789398,0.5696388483047485,0.25672608613967896,0.3966929316520691,0.733189046382904,0.19911958277225494,0.1826142966747284
tropical,0.204971045255661,0.1159200444817543,0.12278344482183456,0.18640398979187012,0.3167080283164978,0.10034669935703278,0.18481527268886566,0.47580045461654663,0.21428349614143372,0.18640398979187012,0.2664235532283783,0.16629411280155182
rainforest,0.22127854824066162,0.1641622632741928,0.16115479171276093,0.2571161389350891,0.48046615719795227,0.10111837834119797,0.2207682877779007,0.9502372741699219,0.24735786020755768,0.2571161389350891,0.3269796669483185,0.1917492002248764
in,0.30808621644973755,0.18874377012252808,0.214483380317688,0.6662389636039734,0.12227833271026611,0.28071391582489014,1.0,0.24447718262672424,0.46853652596473694,0.6662389636039734,0.18041402101516724,0.20430970191955566
the,0.42745697498321533,0.2736506462097168,0.35928019881248474,1.0,0.260541707277298,0.3328246772289276,0.6662389636039734,0.2820507287979126,0.5107308030128479,1.0,0.2470240592956543,0.22068053483963013
world,0.21669597923755646,0.1799231916666031,0.15434256196022034,0.33604270219802856,0.22393567860126495,0.20854410529136658,0.3038199245929718,0.2728438079357147,0.22789059579372406,0.33604270219802856,0.23317654430866241,0.17579582333564758
",",0.3087472915649414,0.21945469081401825,0.28617382049560547,0.4933079481124878,0.2214922308921814,0.24179992079734802,0.5201468467712402,0.2829539477825165,0.49057599902153015,0.4933079481124878,0.19326971471309662,0.31091248989105225
with,0.2464839518070221,0.18467122316360474,0.26186925172805786,0.4223487675189972,0.21287250518798828,0.27148517966270447,0.4080928862094879,0.2140469253063202,0.40749499201774597,0.4223487675189972,0.1515527218580246,0.2433311939239502
an,0.2821882665157318,0.20277270674705505,0.29477936029434204,0.4207492768764496,0.16257908940315247,0.22925925254821777,0.2605783939361572,0.15730693936347961,0.3192969560623169,0.4207492768764496,0.1295536458492279,0.19793890416622162
estimated,0.19670580327510834,0.3637859523296356,0.12240004539489746,0.29184040427207947,0.23130109906196594,0.2148313820362091,0.2508986294269562,0.2981201410293579,0.1954394280910492,0.29184040427207947,0.22500593960285187,0.18149758875370026
390,-0.004997712559998035,-0.11759867519140244,-0.12203293293714523,-0.04787406697869301,0.0032490515150129795,-0.08010851591825485,0.03871656581759453,0.015832236036658287,-0.07697466015815735,-0.04787406697869301,-0.02214747481048107,-0.01989002525806427
billion,0.262668639421463,0.2955043613910675,0.0968649685382843,0.2162325382232666,0.17508448660373688,0.18404412269592285,0.18475750088691711,0.20776815712451935,0.15091213583946228,0.2162325382232666,0.23273779451847076,0.25791820883750916
individual,0.34021541476249695,0.31046226620674133,0.22296877205371857,0.3706541955471039,0.2123917043209076,0.2967739701271057,0.27755051851272583,0.17827124893665314,0.2442283034324646,0.3706541955471039,0.17022563517093658,0.2058374285697937
trees,0.18814536929130554,0.24764513969421387,0.20231029391288757,0.27618899941444397,0.2303711175918579,0.1919296532869339,0.21536459028720856,0.6031209826469421,0.22422517836093903,0.27618899941444397,0.18509553372859955,0.11582431197166443
divided,0.2138991504907608,0.18737146258354187,0.12029664218425751,0.34601110219955444,0.12280678749084473,0.24800151586532593,0.29514673352241516,0.1980900913476944,0.20837025344371796,0.34601110219955444,0.08883965760469437,0.10190024226903915
into,0.2180619090795517,0.12550069391727448,0.22312942147254944,0.39493247866630554,0.13842037320137024,0.15880678594112396,0.38021373748779297,0.13239635527133942,0.30585673451423645,0.39493247866630554,0.14339666068553925,0.15662476420402527
"16,000",0.06033626198768616,0.0917031541466713,0.1597396731376648,0.052542198449373245,-0.0610855370759964,0.08968285471200943,0.058663260191679,-0.18688252568244934,0.030692674219608307,0.052542198449373245,0.01552413497120142,0.22946134209632874
species,0.14617158472537994,0.14633674919605255,0.1635095626115799,0.2522439956665039,0.2994495630264282,0.18509241938591003,0.2179255336523056,0.5327847003936768,0.17463403940200806,0.2522439956665039,0.27218860387802124,0.1957087516784668
.,0.3567904531955719,0.28866735100746155,0.3022993505001068,0.5934505462646484,0.262887567281723,0.23563289642333984,0.5591574311256409,0.25197991728782654,0.49257001280784607,0.5934505462646484,0.24422165751457214,0.4130953550338745
