,what,is,one,of,the,reason,that,us,production,has,been,held,responsible,for,recessions,and,lower,economic,growth,?
have,0.39808809757232666,0.3613572418689728,0.4507926106452942,0.3802283704280853,0.40389683842658997,0.3973180651664734,0.6182622313499451,0.2249869704246521,0.18069708347320557,0.6353569626808167,0.6493861675262451,0.20183809101581573,0.22827203571796417,0.41175219416618347,0.3543185293674469,0.4711785912513733,0.2959109842777252,0.18631099164485931,0.2734212279319763,0.32991164922714233
been,0.2567804455757141,0.39566612243652344,0.3407197892665863,0.31685134768486023,0.3563927710056305,0.3334571421146393,0.4152003228664398,0.17548087239265442,0.1540037989616394,0.6162750124931335,0.9999998807907104,0.25182148814201355,0.2678817808628082,0.39068686962127686,0.34412768483161926,0.3424558639526367,0.1658165156841278,0.16136106848716736,0.20397856831550598,0.24354910850524902
held,0.0974166989326477,0.19884860515594482,0.25712814927101135,0.28960686922073364,0.32185450196266174,0.1340666115283966,0.224154531955719,0.17764106392860413,0.11121353507041931,0.20941133797168732,0.25182148814201355,1.0,0.25225305557250977,0.2495253086090088,0.22293592989444733,0.22757986187934875,0.15537606179714203,0.17058686912059784,0.17525255680084229,0.14103956520557404
responsible,0.26869386434555054,0.24123810231685638,0.28675204515457153,0.37070101499557495,0.3305104374885559,0.25201091170310974,0.3398503065109253,0.18651871383190155,0.26036936044692993,0.1886494904756546,0.2678817808628082,0.25225305557250977,1.0,0.35061514377593994,0.18818192183971405,0.29945531487464905,0.1509445309638977,0.21774043142795563,0.19809043407440186,0.11367333680391312
for,0.3017193675041199,0.43268078565597534,0.384836345911026,0.4185989499092102,0.4739971458911896,0.42787787318229675,0.4137635827064514,0.26768606901168823,0.26936712861061096,0.450642853975296,0.39068686962127686,0.2495253086090088,0.35061514377593994,0.9999999403953552,0.2793000340461731,0.5064792633056641,0.15945355594158173,0.24368955194950104,0.24965375661849976,0.264628142118454
recessions,0.26206398010253906,0.19635352492332458,0.24647226929664612,0.34605735540390015,0.3481437563896179,0.22230908274650574,0.33321064710617065,0.2163703590631485,0.29291340708732605,0.230869859457016,0.34412768483161926,0.22293592989444733,0.18818192183971405,0.2793000340461731,1.0,0.3022209703922272,0.24051113426685333,0.34637150168418884,0.3384176790714264,0.15770204365253448
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.24553878605365753,0.4137537479400635,0.3120202422142029,0.24176549911499023,0.3734780251979828,0.34873589873313904,0.2880980372428894,0.2192283272743225,0.4464869201183319,0.2659476101398468,0.6633074283599854,0.236776202917099,0.2340485155582428,0.2218456119298935,0.31091248989105225
periods,0.21756020188331604,0.16641093790531158,0.27973297238349915,0.256827712059021,0.27702534198760986,0.21725130081176758,0.26062262058258057,0.11854192614555359,0.17631234228610992,0.16442443430423737,0.23347420990467072,0.16986379027366638,0.1408613622188568,0.289463609457016,0.36226674914360046,0.24734637141227722,0.27573150396347046,0.244683638215065,0.1999344527721405,0.167264923453331
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.23645815253257751,0.41498205065727234,0.23568789660930634,0.1928233802318573,0.3909035325050354,0.31685134768486023,0.28960686922073364,0.37070101499557495,0.4185989499092102,0.34605735540390015,0.5116966962814331,0.31757521629333496,0.3030148148536682,0.2679378092288971,0.1826142966747284
excessive,0.29446548223495483,0.18643395602703094,0.20442266762256622,0.2820563316345215,0.243015319108963,0.3252934217453003,0.3285655081272125,0.2085593193769455,0.18322184681892395,0.19143113493919373,0.2947533130645752,0.06497889757156372,0.2642779052257538,0.30539271235466003,0.4348500669002533,0.22873662412166595,0.22850793600082397,0.1922530084848404,0.2938186228275299,0.24501025676727295
inflation,0.28303274512290955,0.12554658949375153,0.18724799156188965,0.22237291932106018,0.23142045736312866,0.29881978034973145,0.32548123598098755,0.22671523690223694,0.24691429734230042,0.17603881657123566,0.19501759111881256,0.10746560245752335,0.214341402053833,0.2133360207080841,0.3887454867362976,0.254497230052948,0.2026401162147522,0.46422868967056274,0.39959242939949036,0.2103891521692276
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.24553878605365753,0.4137537479400635,0.3120202422142029,0.24176549911499023,0.3734780251979828,0.34873589873313904,0.2880980372428894,0.2192283272743225,0.4464869201183319,0.2659476101398468,0.6633074283599854,0.236776202917099,0.2340485155582428,0.2218456119298935,0.31091248989105225
reduced,0.11519023776054382,0.17229968309402466,0.2176555097103119,0.30275818705558777,0.2897622883319855,0.20144091546535492,0.2702723443508148,0.04750315472483635,0.24762393534183502,0.23560944199562073,0.2916971445083618,0.17989575862884521,0.20052433013916016,0.2299892157316208,0.29308396577835083,0.266709566116333,0.2903880774974823,0.2674005925655365,0.3248298764228821,0.10234767943620682
productivity,0.2654266059398651,0.23724260926246643,0.22780486941337585,0.2269303798675537,0.22987580299377441,0.24078696966171265,0.3320750594139099,0.18545998632907867,0.6759780049324036,0.22291885316371918,0.18594157695770264,0.0990486890077591,0.28020691871643066,0.2784219980239868,0.28514859080314636,0.25397828221321106,0.2185409516096115,0.46655169129371643,0.45023298263549805,0.23359106481075287
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.24553878605365753,0.4137537479400635,0.3120202422142029,0.24176549911499023,0.3734780251979828,0.34873589873313904,0.2880980372428894,0.2192283272743225,0.4464869201183319,0.2659476101398468,0.6633074283599854,0.236776202917099,0.2340485155582428,0.2218456119298935,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.26490068435668945,0.4731321930885315,0.25715014338493347,0.25569969415664673,0.43716782331466675,0.3424558639526367,0.22757986187934875,0.29945531487464905,0.5064792633056641,0.3022209703922272,1.0,0.2802542746067047,0.2707010805606842,0.2731747627258301,0.20544172823429108
lower,0.20079238712787628,0.20806168019771576,0.2072933465242386,0.31757521629333496,0.3463275134563446,0.09825963526964188,0.25661587715148926,0.1336304396390915,0.11768495291471481,0.18122337758541107,0.1658165156841278,0.15537606179714203,0.1509445309638977,0.15945355594158173,0.24051113426685333,0.2802542746067047,1.0,0.14096929132938385,0.2161698192358017,0.08471795171499252
economic,0.18082544207572937,0.21102669835090637,0.17755547165870667,0.3030148148536682,0.282455176115036,0.19729292392730713,0.2305225282907486,0.1569339632987976,0.31104111671447754,0.2052665501832962,0.16136106848716736,0.17058686912059784,0.21774043142795563,0.24368955194950104,0.34637150168418884,0.2707010805606842,0.14096929132938385,0.9999999403953552,0.4732155203819275,0.1206481084227562
growth,0.1739405393600464,0.2256266176700592,0.17276571691036224,0.2679378092288971,0.2912366986274719,0.21971990168094635,0.26227322220802307,0.13335372507572174,0.3528185188770294,0.2680913209915161,0.20397856831550598,0.17525255680084229,0.19809043407440186,0.24965375661849976,0.3384176790714264,0.2731747627258301,0.2161698192358017,0.4732155203819275,1.0000001192092896,0.07547862827777863
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.3219331204891205,0.4460422694683075,0.3162994682788849,0.22297915816307068,0.4105546176433563,0.33645182847976685,0.2628571093082428,0.2309054434299469,0.4726039469242096,0.2559019923210144,0.588965117931366,0.24347278475761414,0.22435031831264496,0.2825547754764557,0.4130953550338745
'',0.08143015950918198,0.0793738141655922,0.036477331072092056,0.13035868108272552,0.041273195296525955,0.03922810032963753,0.007880004122853279,-0.05206549912691116,-0.008238953538239002,0.004576915875077248,-0.031851496547460556,-0.060258932411670685,-0.1035194844007492,-0.04479556903243065,0.015826663002371788,0.021612688899040222,-0.08320248872041702,-0.021023044362664223,-0.09849907457828522,0.018684765323996544
