,what,year,was,the,first,class,taught,at,the,university,of,chicago,?
magnate,0.12983864545822144,0.14636965095996857,0.30401191115379333,0.1785733550786972,0.22279922664165497,0.12800732254981995,0.21373781561851501,0.1187053844332695,0.1785733550786972,0.2510603964328766,0.2203247845172882,0.22691069543361664,0.10767308622598648
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.20710228383541107,0.2735629677772522,0.3571503460407257,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.20544172823429108
wealthiest,0.22377167642116547,0.20340636372566223,0.2865244746208191,0.3305174708366394,0.29010289907455444,0.2189602106809616,0.26692190766334534,0.19945399463176727,0.3305174708366394,0.2887149155139923,0.3388553857803345,0.22848013043403625,0.15221920609474182
man,0.21916821599006653,0.18764397501945496,0.3030987083911896,0.23171134293079376,0.26658472418785095,0.11108613759279251,0.2008826732635498,0.1712212860584259,0.23171134293079376,0.09502419084310532,0.16490690410137177,0.22013410925865173,0.2528940737247467
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.1761927455663681,0.24230356514453888,0.4374977946281433,0.6662389636039734,0.3201795518398285,0.5696388483047485,0.23921214044094086,0.20430970191955566
history,0.28630873560905457,0.20572951436042786,0.25589004158973694,0.33215048909187317,0.3202230632305145,0.1380932629108429,0.219502791762352,0.25440460443496704,0.33215048909187317,0.27712079882621765,0.31014925241470337,0.18275943398475647,0.2501974403858185
john,0.18237407505512238,0.13745838403701782,0.2875721752643585,0.2230520099401474,0.2870165705680847,0.10447221994400024,0.15669599175453186,0.2018798142671585,0.2230520099401474,0.17917944490909576,0.2407056987285614,0.22266864776611328,0.13162356615066528
d.,0.05416262149810791,0.06366022676229477,0.0687001422047615,0.03410084545612335,0.1267024725675583,0.06368517130613327,0.03539320454001427,-0.05752307549118996,0.03410084545612335,-0.04384462907910347,0.025261009112000465,0.02317272499203682,-0.049560099840164185
rockefeller,0.1775365173816681,0.1675749272108078,0.18953031301498413,0.2275867909193039,0.18536803126335144,0.20298069715499878,0.14650337398052216,0.2543589770793915,0.2275867909193039,0.32498377561569214,0.25062477588653564,0.3307574689388275,0.1453901082277298
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.1753857135772705,0.2902868986129761,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.18034407496452332,0.17271466553211212,0.457212895154953,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.22068053483963013
university,0.20256435871124268,0.15213046967983246,0.290752112865448,0.263973206281662,0.2596641778945923,0.13103033602237701,0.41415536403656006,0.30386853218078613,0.263973206281662,1.0,0.30646374821662903,0.29005804657936096,0.11887256056070328
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.3536086082458496,0.19740594923496246,0.23614580929279327,0.42558613419532776,0.733189046382904,0.30646374821662903,1.0,0.18391016125679016,0.1826142966747284
chicago,0.1521448791027069,0.1798611879348755,0.2574843168258667,0.27360326051712036,0.24072907865047455,0.11251158267259598,0.13843533396720886,0.1649734377861023,0.27360326051712036,0.29005804657936096,0.18391016125679016,1.0,0.16446958482265472
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.12477036565542221,0.27820736169815063,0.36707764863967896,0.48711544275283813,0.290752112865448,0.4069072902202606,0.2574843168258667,0.18412111699581146
incorporated,0.16587792336940765,0.14428530633449554,0.23662322759628296,0.28890469670295715,0.22695006430149078,0.08202922344207764,0.1797608584165573,0.11380184441804886,0.28890469670295715,0.20820875465869904,0.2825961709022522,0.20135851204395294,0.13423967361450195
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.1761927455663681,0.24230356514453888,0.4374977946281433,0.6662389636039734,0.3201795518398285,0.5696388483047485,0.23921214044094086,0.20430970191955566
1890,-0.032123319804668427,0.0496969036757946,0.04199131578207016,-0.08158351480960846,-0.022314496338367462,-0.029254015535116196,0.100443035364151,-0.020940659567713737,-0.08158351480960846,0.0057269916869699955,-0.06748127192258835,-0.06956356763839722,-0.0038504337426275015
;,0.10986888408660889,0.00956164300441742,0.0754367932677269,0.09152708947658539,0.07760433852672577,0.08621787279844284,0.06047338619828224,0.00622112350538373,0.09152708947658539,-0.012021088972687721,0.054534342139959335,0.06549166142940521,0.10349778085947037
william,0.24990826845169067,0.12221778929233551,0.28444796800613403,0.21537061035633087,0.26558709144592285,0.09623327851295471,0.17380210757255554,0.16626758873462677,0.21537061035633087,0.21283619105815887,0.20272590219974518,0.14257648587226868,0.14462219178676605
rainey,0.15687088668346405,0.2040112167596817,0.307547926902771,0.1976844072341919,0.17798787355422974,0.0983705222606659,0.24068501591682434,0.2508096694946289,0.1976844072341919,0.304889440536499,0.2160302996635437,0.2627515494823456,0.27845558524131775
harper,0.20680077373981476,0.17746122181415558,0.19965697824954987,0.18981124460697174,0.2543606162071228,0.09300960600376129,0.14166325330734253,0.15377558767795563,0.18981124460697174,0.18601959943771362,0.16742698848247528,0.24960723519325256,0.1652441769838333
became,0.1434093862771988,0.28121209144592285,0.6575068235397339,0.36325156688690186,0.37862223386764526,0.0987795740365982,0.26210206747055054,0.23894885182380676,0.36325156688690186,0.25457096099853516,0.3638904094696045,0.15412721037864685,0.11374033987522125
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.18034407496452332,0.17271466553211212,0.457212895154953,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.22068053483963013
university,0.20256435871124268,0.15213046967983246,0.290752112865448,0.263973206281662,0.2596641778945923,0.13103033602237701,0.41415536403656006,0.30386853218078613,0.263973206281662,1.0,0.30646374821662903,0.29005804657936096,0.11887256056070328
's,0.02692362666130066,-0.04087831452488899,0.008974763564765453,-0.01540423184633255,-0.014458609744906425,-0.017892489209771156,0.015992429107427597,-0.08481216430664062,-0.01540423184633255,-0.007441582623869181,-0.03817026689648628,-0.0033615175634622574,-0.023395681753754616
first,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,1.0,0.193691223859787,0.2260383665561676,0.3138778805732727,0.49448907375335693,0.2596641778945923,0.3536086082458496,0.24072907865047455,0.18701928853988647
president,0.1870913952589035,0.25048401951789856,0.2505730390548706,0.24330610036849976,0.2690713107585907,0.051636189222335815,0.19918160140514374,0.1509951651096344,0.24330610036849976,0.2515452206134796,0.21610750257968903,0.22458115220069885,0.14148259162902832
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.1761927455663681,0.24230356514453888,0.4374977946281433,0.6662389636039734,0.3201795518398285,0.5696388483047485,0.23921214044094086,0.20430970191955566
1891,0.16301026940345764,0.14704038202762604,0.16745510697364807,0.20667614042758942,0.19663262367248535,0.11771789938211441,0.2174689918756485,0.19283811748027802,0.20667614042758942,0.22507667541503906,0.18140734732151031,0.20165561139583588,0.17882704734802246
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.1753857135772705,0.2902868986129761,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.4946078956127167,0.2679542899131775,0.31091248989105225
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.20710228383541107,0.2735629677772522,0.3571503460407257,0.5171257257461548,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.49448907375335693,0.18034407496452332,0.17271466553211212,0.457212895154953,1.0,0.263973206281662,0.733189046382904,0.27360326051712036,0.22068053483963013
first,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,1.0,0.193691223859787,0.2260383665561676,0.3138778805732727,0.49448907375335693,0.2596641778945923,0.3536086082458496,0.24072907865047455,0.18701928853988647
classes,0.20746955275535583,0.18417790532112122,0.15290966629981995,0.21469499170780182,0.206620454788208,0.7096753120422363,0.3365423381328583,0.20188677310943604,0.21469499170780182,0.25311097502708435,0.19099700450897217,0.13722901046276093,0.14397528767585754
were,0.22298263013362885,0.23735305666923523,0.590133786201477,0.3906462490558624,0.3285558819770813,0.17030099034309387,0.2051289826631546,0.2947486639022827,0.3906462490558624,0.153096005320549,0.34038281440734863,0.12576541304588318,0.17890112102031708
held,0.0974166989326477,0.2161356508731842,0.30231067538261414,0.32185450196266174,0.2648550271987915,0.0777105838060379,0.24835102260112762,0.3822793960571289,0.32185450196266174,0.18579119443893433,0.28960686922073364,0.1780158281326294,0.14103956520557404
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.1761927455663681,0.24230356514453888,0.4374977946281433,0.6662389636039734,0.3201795518398285,0.5696388483047485,0.23921214044094086,0.20430970191955566
1892,-0.018924584612250328,0.13593631982803345,0.010261036455631256,0.1010928824543953,0.07865149527788162,-0.09939076006412506,0.0037678631488233805,0.1080222800374031,0.1010928824543953,0.043279893696308136,0.06631195545196533,0.13613258302211761,-0.03980826586484909
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.24688394367694855,0.25649359822273254,0.4549728035926819,0.5934505462646484,0.290679007768631,0.5352458953857422,0.2771213948726654,0.4130953550338745
