,when,did,delegates,to,the,world,methodist,council,vote,to,adopt,the,joint,declaration,on,the,doctrine,of,justification,?,''
methodist,0.16788707673549652,0.21641705930233002,0.2044026404619217,0.21503986418247223,0.21922016143798828,0.09401881694793701,1.0,0.2605636417865753,0.23932059109210968,0.21503986418247223,0.26226091384887695,0.21922016143798828,0.14093109965324402,0.22167590260505676,0.19416043162345886,0.21922016143798828,0.4387514293193817,0.28458893299102783,0.27790766954421997,0.1436992734670639,0.03345853462815285
council,0.1893327534198761,0.13965484499931335,0.39745423197746277,0.23829470574855804,0.2829204201698303,0.17487794160842896,0.2605636417865753,1.0,0.3168671727180481,0.23829470574855804,0.2340322583913803,0.2829204201698303,0.24413113296031952,0.29247939586639404,0.16224971413612366,0.2829204201698303,0.30229684710502625,0.2972237169742584,0.17303305864334106,0.1160062924027443,0.024756409227848053
voted,0.16867898404598236,0.310143381357193,0.37208372354507446,0.22957871854305267,0.3015371859073639,0.165283203125,0.22257034480571747,0.3290618658065796,0.7443057298660278,0.22957871854305267,0.22234028577804565,0.3015371859073639,0.20087040960788727,0.2705758810043335,0.22236128151416779,0.3015371859073639,0.22504892945289612,0.25903964042663574,0.23290865123271942,0.22732289135456085,-0.055992625653743744
unanimously,0.3042948544025421,0.29344069957733154,0.488012433052063,0.28581494092941284,0.2595020830631256,0.14795638620853424,0.2675585448741913,0.3814346492290497,0.4727708697319031,0.28581494092941284,0.29800066351890564,0.2595020830631256,0.17230042815208435,0.43547964096069336,0.22296807169914246,0.2595020830631256,0.41263547539711,0.19129826128482819,0.33425822854042053,0.29436424374580383,-0.050076909363269806
to,0.5423505902290344,0.4452643394470215,0.2622842788696289,1.0,0.535392165184021,0.26213452219963074,0.21503986418247223,0.23829470574855804,0.2892617881298065,1.0,0.2708991467952728,0.535392165184021,0.1634485125541687,0.23193620145320892,0.41031414270401,0.535392165184021,0.18971149623394012,0.41548454761505127,0.23092837631702423,0.29463258385658264,-0.009905828163027763
adopt,0.23024049401283264,0.19038312137126923,0.32397037744522095,0.2708991467952728,0.215359166264534,0.15470264852046967,0.26226091384887695,0.2340322583913803,0.22582468390464783,0.2708991467952728,1.0000001192092896,0.215359166264534,0.1925123631954193,0.36836689710617065,0.1642284244298935,0.215359166264534,0.29061341285705566,0.23068659007549286,0.29199570417404175,0.26708900928497314,0.05487188324332237
the,0.5091903209686279,0.34736719727516174,0.2935996651649475,0.535392165184021,1.0,0.33604270219802856,0.21922016143798828,0.2829204201698303,0.22779929637908936,0.535392165184021,0.215359166264534,1.0,0.2854326069355011,0.28377723693847656,0.5107308030128479,1.0,0.23041051626205444,0.733189046382904,0.26831284165382385,0.22068053483963013,0.041273195296525955
``,0.07174111902713776,-0.029888948425650597,0.09736897796392441,0.06720756739377975,0.029072100296616554,-0.0740956962108612,0.03372980281710625,0.021237792447209358,0.08675257116556168,0.06720756739377975,0.029735850170254707,0.029072100296616554,0.035489272326231,0.10925240814685822,-0.03274054825305939,0.029072100296616554,0.10813269019126892,0.06780257821083069,0.10230232030153275,0.0685480609536171,-0.09173435717821121
joint,0.20029248297214508,0.14753364026546478,0.24148932099342346,0.1634485125541687,0.2854326069355011,0.1376229077577591,0.14093109965324402,0.24413113296031952,0.16293632984161377,0.1634485125541687,0.1925123631954193,0.2854326069355011,1.0000001192092896,0.2588421404361725,0.18687814474105835,0.2854326069355011,0.23682841658592224,0.2794724404811859,0.15859083831310272,0.15804731845855713,0.04313424602150917
declaration,0.20452414453029633,0.1924249827861786,0.4338257610797882,0.23193620145320892,0.28377723693847656,0.16766326129436493,0.22167590260505676,0.29247939586639404,0.3031151592731476,0.23193620145320892,0.36836689710617065,0.28377723693847656,0.2588421404361725,1.0,0.27536746859550476,0.28377723693847656,0.4347623586654663,0.3193452060222626,0.3819400370121002,0.19811923801898956,-0.03122749924659729
on,0.37706470489501953,0.2670976221561432,0.24570350348949432,0.41031414270401,0.5107308030128479,0.22789059579372406,0.19416043162345886,0.16224971413612366,0.23685438930988312,0.41031414270401,0.1642284244298935,0.5107308030128479,0.18687814474105835,0.27536746859550476,0.9999999403953552,0.5107308030128479,0.13018092513084412,0.3966929316520691,0.27333176136016846,0.2714994251728058,0.04238596186041832
the,0.5091903209686279,0.34736719727516174,0.2935996651649475,0.535392165184021,1.0,0.33604270219802856,0.21922016143798828,0.2829204201698303,0.22779929637908936,0.535392165184021,0.215359166264534,1.0,0.2854326069355011,0.28377723693847656,0.5107308030128479,1.0,0.23041051626205444,0.733189046382904,0.26831284165382385,0.22068053483963013,0.041273195296525955
doctrine,0.15857559442520142,0.1904553771018982,0.2918117046356201,0.18971149623394012,0.23041051626205444,0.1574636846780777,0.4387514293193817,0.30229684710502625,0.27530425786972046,0.18971149623394012,0.29061341285705566,0.23041051626205444,0.23682841658592224,0.4347623586654663,0.13018092513084412,0.23041051626205444,0.9999999403953552,0.23378130793571472,0.451293408870697,0.21789313852787018,0.011724334210157394
of,0.3757161796092987,0.2513895630836487,0.2760004699230194,0.41548454761505127,0.733189046382904,0.2828933000564575,0.28458893299102783,0.2972237169742584,0.19845709204673767,0.41548454761505127,0.23068659007549286,0.733189046382904,0.2794724404811859,0.3193452060222626,0.3966929316520691,0.733189046382904,0.23378130793571472,1.0,0.2991276681423187,0.1826142966747284,0.13035868108272552
justification,0.21638226509094238,0.2430143803358078,0.29099613428115845,0.23092837631702423,0.26831284165382385,0.18499760329723358,0.27790766954421997,0.17303305864334106,0.28790730237960815,0.23092837631702423,0.29199570417404175,0.26831284165382385,0.15859083831310272,0.3819400370121002,0.27333176136016846,0.26831284165382385,0.451293408870697,0.2991276681423187,1.0,0.4005378186702728,-0.021568341180682182
'',-0.07688097655773163,0.01978493109345436,-0.04324604943394661,-0.009905828163027763,0.041273195296525955,-0.07833857089281082,0.03345853462815285,0.024756409227848053,-0.0031090988777577877,-0.009905828163027763,0.05487188324332237,0.041273195296525955,0.04313424602150917,-0.03122749924659729,0.04238596186041832,0.041273195296525955,0.011724334210157394,0.13035868108272552,-0.021568341180682182,0.018684765323996544,1.0
",",0.36674630641937256,0.3015086054801941,0.22884875535964966,0.44245919585227966,0.4933079481124878,0.26091980934143066,0.2960420250892639,0.23820561170578003,0.27201512455940247,0.44245919585227966,0.16473941504955292,0.4933079481124878,0.1446857750415802,0.264011949300766,0.49057599902153015,0.4933079481124878,0.15962223708629608,0.4946078956127167,0.28414639830589294,0.31091248989105225,-0.037358131259679794
which,0.572554349899292,0.2750149369239807,0.2143581062555313,0.5345056653022766,0.6521818041801453,0.29213306307792664,0.16454297304153442,0.20855821669101715,0.15599673986434937,0.5345056653022766,0.19015252590179443,0.6521818041801453,0.24165283143520355,0.2441767454147339,0.4245251417160034,0.6521818041801453,0.27833762764930725,0.5011631846427917,0.3810770809650421,0.25814583897590637,-0.03332270681858063
was,0.37326499819755554,0.41399896144866943,0.20096491277217865,0.3636345863342285,0.48711544275283813,0.3097524344921112,0.2711138129234314,0.23921515047550201,0.22398914396762848,0.3636345863342285,0.15347923338413239,0.48711544275283813,0.18301956355571747,0.24752067029476166,0.3909217119216919,0.48711544275283813,0.1871018409729004,0.4069072902202606,0.17708542943000793,0.18412111699581146,0.04456103965640068
approved,0.23851343989372253,0.2830694019794464,0.3293340802192688,0.2687867283821106,0.30207422375679016,0.11330683529376984,0.20215922594070435,0.3116105794906616,0.33525291085243225,0.2687867283821106,0.31247445940971375,0.30207422375679016,0.25815775990486145,0.35497963428497314,0.276600182056427,0.30207422375679016,0.204783096909523,0.3106788992881775,0.28385281562805176,0.25914356112480164,0.050714269280433655
in,0.4431333839893341,0.2593238651752472,0.21764695644378662,0.45010748505592346,0.6662389636039734,0.3038199245929718,0.24702993035316467,0.2689173221588135,0.21458156406879425,0.45010748505592346,0.15031972527503967,0.6662389636039734,0.19035212695598602,0.23768702149391174,0.46853652596473694,0.6662389636039734,0.1543712466955185,0.5696388483047485,0.18786969780921936,0.20430970191955566,0.07432962208986282
1999,0.012987824156880379,0.08004042506217957,0.20099201798439026,0.03205801546573639,0.06755080074071884,-0.014074178412556648,0.1703292578458786,0.21113184094429016,0.11166644096374512,0.03205801546573639,0.06780300289392471,0.06755080074071884,0.06595564633607864,0.13877519965171814,0.03319690749049187,0.06755080074071884,0.20106223225593567,0.06211002916097641,0.03626317158341408,0.05416720360517502,0.05106012523174286
by,0.4376842677593231,0.18574509024620056,0.19887122511863708,0.33534231781959534,0.4408751428127289,0.22306372225284576,0.20236296951770782,0.18552932143211365,0.17365115880966187,0.33534231781959534,0.12223649024963379,0.4408751428127289,0.23853729665279388,0.15004472434520721,0.33887791633605957,0.4408751428127289,0.1644960641860962,0.3646814823150635,0.22556953132152557,0.17966607213020325,-0.010275691747665405
the,0.5091903209686279,0.34736719727516174,0.2935996651649475,0.535392165184021,1.0,0.33604270219802856,0.21922016143798828,0.2829204201698303,0.22779929637908936,0.535392165184021,0.215359166264534,1.0,0.2854326069355011,0.28377723693847656,0.5107308030128479,1.0,0.23041051626205444,0.733189046382904,0.26831284165382385,0.22068053483963013,0.041273195296525955
vatican,0.18493099510669708,0.16088199615478516,0.2876286506652832,0.2135639637708664,0.25493356585502625,0.20414946973323822,0.3129006028175354,0.2883297801017761,0.14353203773498535,0.2135639637708664,0.22471711039543152,0.25493356585502625,0.10383770614862442,0.3325216770172119,0.2288130819797516,0.25493356585502625,0.26401880383491516,0.26053133606910706,0.2985857129096985,0.19736352562904358,0.0021758887451142073
and,0.4716290831565857,0.34479495882987976,0.2812650203704834,0.48971283435821533,0.5171257257461548,0.3246132433414459,0.2376793771982193,0.25117602944374084,0.1828758865594864,0.48971283435821533,0.1885957568883896,0.5171257257461548,0.1892649531364441,0.1765541136264801,0.4077630043029785,0.5171257257461548,0.16517424583435059,0.5116966962814331,0.22579629719257355,0.20544172823429108,0.021612688899040222
the,0.5091903209686279,0.34736719727516174,0.2935996651649475,0.535392165184021,1.0,0.33604270219802856,0.21922016143798828,0.2829204201698303,0.22779929637908936,0.535392165184021,0.215359166264534,1.0,0.2854326069355011,0.28377723693847656,0.5107308030128479,1.0,0.23041051626205444,0.733189046382904,0.26831284165382385,0.22068053483963013,0.041273195296525955
lutheran,0.1024550050497055,0.22012826800346375,0.2708972096443176,0.21751753985881805,0.20315466821193695,0.1476779580116272,0.6281207799911499,0.24218428134918213,0.19248029589653015,0.21751753985881805,0.21738022565841675,0.20315466821193695,0.14159707725048065,0.27496403455734253,0.1415858417749405,0.20315466821193695,0.3961576521396637,0.2628459632396698,0.29259172081947327,0.1752520203590393,0.01644420437514782
world,0.23794586956501007,0.1944720596075058,0.19899305701255798,0.26213452219963074,0.33604270219802856,1.0000001192092896,0.09401881694793701,0.17487794160842896,0.10545264184474945,0.26213452219963074,0.15470264852046967,0.33604270219802856,0.1376229077577591,0.16766326129436493,0.22789059579372406,0.33604270219802856,0.1574636846780777,0.2828933000564575,0.18499760329723358,0.17579582333564758,-0.07833857089281082
federation,0.17201045155525208,0.10787568986415863,0.31093451380729675,0.2024134248495102,0.273436576128006,0.4083986282348633,0.16453757882118225,0.3263871669769287,0.1945805847644806,0.2024134248495102,0.19419024884700775,0.273436576128006,0.2636273205280304,0.3145582675933838,0.1708408147096634,0.273436576128006,0.2746213674545288,0.2619626522064209,0.21159520745277405,0.1376609206199646,-0.05451643466949463
.,0.475719153881073,0.35288307070732117,0.24851731956005096,0.4645031690597534,0.5934505462646484,0.3177160322666168,0.30669423937797546,0.2314436286687851,0.27672019600868225,0.4645031690597534,0.20626747608184814,0.5934505462646484,0.19999448955059052,0.2248830944299698,0.49257001280784607,0.5934505462646484,0.19162513315677643,0.5352458953857422,0.27713653445243835,0.4130953550338745,-0.07181349396705627
,when,did,delegates,to,the,world,methodist,council,vote,to,adopt,the,joint,declaration,on,the,doctrine,of,justification,?,''
it,0.4775012135505676,0.2993364930152893,0.1755778193473816,0.513711154460907,0.6251175999641418,0.2775384485721588,0.19014061987400055,0.21568971872329712,0.2709835171699524,0.513711154460907,0.17009250819683075,0.6251175999641418,0.16021373867988586,0.2313813865184784,0.4529881477355957,0.6251175999641418,0.21534235775470734,0.38761502504348755,0.2525784373283386,0.25732165575027466,-0.016964951530098915
is,0.3471449911594391,0.19247472286224365,0.12573781609535217,0.42745086550712585,0.5823672413825989,0.24458536505699158,0.14683330059051514,0.2196589708328247,0.2031867355108261,0.42745086550712585,0.20558378100395203,0.5823672413825989,0.18687279522418976,0.18837302923202515,0.3635730445384979,0.5823672413825989,0.15716557204723358,0.4854315221309662,0.2093798965215683,0.22961433231830597,0.0793738141655922
also,0.5475645065307617,0.39334940910339355,0.19576367735862732,0.5348826050758362,0.6021018624305725,0.30876004695892334,0.23843953013420105,0.18656107783317566,0.16329053044319153,0.5348826050758362,0.1765325516462326,0.6021018624305725,0.21839182078838348,0.18750956654548645,0.3762153089046478,0.6021018624305725,0.23094075918197632,0.4924938678741455,0.23615385591983795,0.21848613023757935,0.05102188512682915
active,0.2615574598312378,0.16150157153606415,0.15801739692687988,0.24291767179965973,0.2376219779253006,0.23022648692131042,0.12002232670783997,0.06512042135000229,0.216806560754776,0.24291767179965973,0.1211887001991272,0.2376219779253006,0.11423302441835403,0.11876358091831207,0.20644070208072662,0.2376219779253006,0.1216447502374649,0.23132829368114471,0.2896893322467804,0.20374006032943726,0.007139512803405523
in,0.4431333839893341,0.2593238651752472,0.21764695644378662,0.45010748505592346,0.6662389636039734,0.3038199245929718,0.24702993035316467,0.2689173221588135,0.21458156406879425,0.45010748505592346,0.15031972527503967,0.6662389636039734,0.19035212695598602,0.23768702149391174,0.46853652596473694,0.6662389636039734,0.1543712466955185,0.5696388483047485,0.18786969780921936,0.20430970191955566,0.07432962208986282
the,0.5091903209686279,0.34736719727516174,0.2935996651649475,0.535392165184021,1.0,0.33604270219802856,0.21922016143798828,0.2829204201698303,0.22779929637908936,0.535392165184021,0.215359166264534,1.0,0.2854326069355011,0.28377723693847656,0.5107308030128479,1.0,0.23041051626205444,0.733189046382904,0.26831284165382385,0.22068053483963013,0.041273195296525955
world,0.23794586956501007,0.1944720596075058,0.19899305701255798,0.26213452219963074,0.33604270219802856,1.0000001192092896,0.09401881694793701,0.17487794160842896,0.10545264184474945,0.26213452219963074,0.15470264852046967,0.33604270219802856,0.1376229077577591,0.16766326129436493,0.22789059579372406,0.33604270219802856,0.1574636846780777,0.2828933000564575,0.18499760329723358,0.17579582333564758,-0.07833857089281082
methodist,0.16788707673549652,0.21641705930233002,0.2044026404619217,0.21503986418247223,0.21922016143798828,0.09401881694793701,1.0,0.2605636417865753,0.23932059109210968,0.21503986418247223,0.26226091384887695,0.21922016143798828,0.14093109965324402,0.22167590260505676,0.19416043162345886,0.21922016143798828,0.4387514293193817,0.28458893299102783,0.27790766954421997,0.1436992734670639,0.03345853462815285
council,0.1893327534198761,0.13965484499931335,0.39745423197746277,0.23829470574855804,0.2829204201698303,0.17487794160842896,0.2605636417865753,1.0,0.3168671727180481,0.23829470574855804,0.2340322583913803,0.2829204201698303,0.24413113296031952,0.29247939586639404,0.16224971413612366,0.2829204201698303,0.30229684710502625,0.2972237169742584,0.17303305864334106,0.1160062924027443,0.024756409227848053
",",0.36674630641937256,0.3015086054801941,0.22884875535964966,0.44245919585227966,0.4933079481124878,0.26091980934143066,0.2960420250892639,0.23820561170578003,0.27201512455940247,0.44245919585227966,0.16473941504955292,0.4933079481124878,0.1446857750415802,0.264011949300766,0.49057599902153015,0.4933079481124878,0.15962223708629608,0.4946078956127167,0.28414639830589294,0.31091248989105225,-0.037358131259679794
an,0.33026179671287537,0.22598257660865784,0.1376786082983017,0.3138085603713989,0.4207492768764496,0.15716314315795898,0.12909115850925446,0.13216540217399597,0.1841336041688919,0.3138085603713989,0.1774178296327591,0.4207492768764496,0.10659915208816528,0.18660731613636017,0.3192969560623169,0.4207492768764496,0.11446785926818848,0.32280945777893066,0.23373189568519592,0.19793890416622162,0.09471100568771362
interdenominational,0.1681448519229889,0.1938527524471283,0.3162569999694824,0.28269439935684204,0.3046874403953552,0.26203233003616333,0.4631935954093933,0.27353736758232117,0.30797797441482544,0.28269439935684204,0.3085721433162689,0.3046874403953552,0.2327609807252884,0.25526535511016846,0.20404382050037384,0.3046874403953552,0.4317901134490967,0.3542567789554596,0.49373582005500793,0.3152935802936554,0.04915555939078331
group,0.22595302760601044,0.13719572126865387,0.21498973667621613,0.2672896385192871,0.30795547366142273,0.22969414293766022,0.18875856697559357,0.19795598089694977,0.11514519900083542,0.2672896385192871,0.13608627021312714,0.30795547366142273,0.24826110899448395,0.09494832903146744,0.22796137630939484,0.30795547366142273,0.12859675288200378,0.25542253255844116,0.21983841061592102,0.13827809691429138,0.017886392772197723
composed,0.2192845344543457,0.15944603085517883,0.16872385144233704,0.14476051926612854,0.21816956996917725,0.07261689007282257,0.1292622834444046,0.09793567657470703,0.08196546882390976,0.14476051926612854,0.10305067151784897,0.21816956996917725,0.14635783433914185,0.18363893032073975,0.20999443531036377,0.21816956996917725,0.12897881865501404,0.29509663581848145,0.08303456753492355,0.0784355029463768,0.004347486421465874
of,0.3757161796092987,0.2513895630836487,0.2760004699230194,0.41548454761505127,0.733189046382904,0.2828933000564575,0.28458893299102783,0.2972237169742584,0.19845709204673767,0.41548454761505127,0.23068659007549286,0.733189046382904,0.2794724404811859,0.3193452060222626,0.3966929316520691,0.733189046382904,0.23378130793571472,1.0,0.2991276681423187,0.1826142966747284,0.13035868108272552
various,0.26877567172050476,0.19538888335227966,0.1600349247455597,0.33564820885658264,0.3235042691230774,0.2260333001613617,0.14466503262519836,0.16292308270931244,0.03928760811686516,0.33564820885658264,0.1589372456073761,0.3235042691230774,0.17285701632499695,0.13938817381858826,0.2678913474082947,0.3235042691230774,0.17929166555404663,0.3196488320827484,0.2031608521938324,0.12823495268821716,0.02580529823899269
churches,0.168574258685112,0.21651899814605713,0.23210786283016205,0.2533203363418579,0.2626241147518158,0.20592568814754486,0.5514780282974243,0.3425333797931671,0.17125795781612396,0.2533203363418579,0.24420541524887085,0.2626241147518158,0.06924931704998016,0.2675422132015228,0.171710804104805,0.2626241147518158,0.41227394342422485,0.29080384969711304,0.2999347150325775,0.19824735820293427,0.01074663270264864
in,0.4431333839893341,0.2593238651752472,0.21764695644378662,0.45010748505592346,0.6662389636039734,0.3038199245929718,0.24702993035316467,0.2689173221588135,0.21458156406879425,0.45010748505592346,0.15031972527503967,0.6662389636039734,0.19035212695598602,0.23768702149391174,0.46853652596473694,0.6662389636039734,0.1543712466955185,0.5696388483047485,0.18786969780921936,0.20430970191955566,0.07432962208986282
the,0.5091903209686279,0.34736719727516174,0.2935996651649475,0.535392165184021,1.0,0.33604270219802856,0.21922016143798828,0.2829204201698303,0.22779929637908936,0.535392165184021,0.215359166264534,1.0,0.2854326069355011,0.28377723693847656,0.5107308030128479,1.0,0.23041051626205444,0.733189046382904,0.26831284165382385,0.22068053483963013,0.041273195296525955
tradition,0.18042585253715515,0.1859186738729477,0.17546482384204865,0.2571658790111542,0.2632053792476654,0.21399757266044617,0.3004116415977478,0.21026979386806488,0.18212763965129852,0.2571658790111542,0.22205619513988495,0.2632053792476654,0.13610197603702545,0.26241612434387207,0.14005537331104279,0.2632053792476654,0.35484397411346436,0.2663337290287018,0.21040554344654083,0.15717756748199463,0.07179605960845947
of,0.3757161796092987,0.2513895630836487,0.2760004699230194,0.41548454761505127,0.733189046382904,0.2828933000564575,0.28458893299102783,0.2972237169742584,0.19845709204673767,0.41548454761505127,0.23068659007549286,0.733189046382904,0.2794724404811859,0.3193452060222626,0.3966929316520691,0.733189046382904,0.23378130793571472,1.0,0.2991276681423187,0.1826142966747284,0.13035868108272552
john,0.20069552958011627,0.18785913288593292,0.11931803077459335,0.2070634365081787,0.2230520099401474,0.1892431378364563,0.29304346442222595,0.21457086503505707,0.11678724735975266,0.2070634365081787,0.059979114681482315,0.2230520099401474,0.1512659192085266,0.2141859382390976,0.194100484251976,0.2230520099401474,0.16531425714492798,0.2407056987285614,0.15295879542827606,0.13162356615066528,0.00810936652123928
wesley,0.11832226067781448,0.13146962225437164,0.09344516694545746,0.18164515495300293,0.1425647884607315,0.12436536699533463,0.4355824887752533,0.15153618156909943,0.10847557336091995,0.18164515495300293,0.10284356772899628,0.1425647884607315,0.09473873674869537,0.20035599172115326,0.15175378322601318,0.1425647884607315,0.1813756674528122,0.18802838027477264,0.1923697590827942,0.1662333607673645,0.03319815546274185
to,0.5423505902290344,0.4452643394470215,0.2622842788696289,1.0,0.535392165184021,0.26213452219963074,0.21503986418247223,0.23829470574855804,0.2892617881298065,1.0,0.2708991467952728,0.535392165184021,0.1634485125541687,0.23193620145320892,0.41031414270401,0.535392165184021,0.18971149623394012,0.41548454761505127,0.23092837631702423,0.29463258385658264,-0.009905828163027763
promote,0.12902669608592987,0.22090767323970795,0.2072427123785019,0.3513890206813812,0.2408624291419983,0.21357716619968414,0.17633365094661713,0.22395922243595123,0.31746092438697815,0.3513890206813812,0.34350457787513733,0.2408624291419983,0.21077097952365875,0.2709444463253021,0.24391652643680573,0.2408624291419983,0.22176802158355713,0.22270441055297852,0.26985979080200195,0.23677967488765717,-0.06222644820809364
the,0.5091903209686279,0.34736719727516174,0.2935996651649475,0.535392165184021,1.0,0.33604270219802856,0.21922016143798828,0.2829204201698303,0.22779929637908936,0.535392165184021,0.215359166264534,1.0,0.2854326069355011,0.28377723693847656,0.5107308030128479,1.0,0.23041051626205444,0.733189046382904,0.26831284165382385,0.22068053483963013,0.041273195296525955
gospel,0.12232354283332825,0.1511441469192505,0.14161784946918488,0.22325627505779266,0.16253972053527832,0.14277876913547516,0.375629186630249,0.19785696268081665,0.1594693660736084,0.22325627505779266,0.06287097930908203,0.16253972053527832,0.08413495868444443,0.23757301270961761,0.13497105240821838,0.16253972053527832,0.33680227398872375,0.23520871996879578,0.248018279671669,0.1407461166381836,0.0758412703871727
throughout,0.30454620718955994,0.194510817527771,0.16586793959140778,0.31226396560668945,0.4158564507961273,0.3657597303390503,0.1937403678894043,0.15285101532936096,0.060682263225317,0.31226396560668945,0.20297640562057495,0.4158564507961273,0.14113377034664154,0.20232412219047546,0.317852258682251,0.4158564507961273,0.25233304500579834,0.35374847054481506,0.2181587964296341,0.12665234506130219,-0.04127279296517372
the,0.5091903209686279,0.34736719727516174,0.2935996651649475,0.535392165184021,1.0,0.33604270219802856,0.21922016143798828,0.2829204201698303,0.22779929637908936,0.535392165184021,0.215359166264534,1.0,0.2854326069355011,0.28377723693847656,0.5107308030128479,1.0,0.23041051626205444,0.733189046382904,0.26831284165382385,0.22068053483963013,0.041273195296525955
world,0.23794586956501007,0.1944720596075058,0.19899305701255798,0.26213452219963074,0.33604270219802856,1.0000001192092896,0.09401881694793701,0.17487794160842896,0.10545264184474945,0.26213452219963074,0.15470264852046967,0.33604270219802856,0.1376229077577591,0.16766326129436493,0.22789059579372406,0.33604270219802856,0.1574636846780777,0.2828933000564575,0.18499760329723358,0.17579582333564758,-0.07833857089281082
.,0.475719153881073,0.35288307070732117,0.24851731956005096,0.4645031690597534,0.5934505462646484,0.3177160322666168,0.30669423937797546,0.2314436286687851,0.27672019600868225,0.4645031690597534,0.20626747608184814,0.5934505462646484,0.19999448955059052,0.2248830944299698,0.49257001280784607,0.5934505462646484,0.19162513315677643,0.5352458953857422,0.27713653445243835,0.4130953550338745,-0.07181349396705627
