,when,did,the,logo,bug,begin,appearing,throughout,the,entire,program,for,abc,shows,?
the,0.5091903209686279,0.34736719727516174,1.0,0.2806010842323303,0.2229783535003662,0.34293439984321594,0.31202155351638794,0.4158564507961273,1.0,0.4870373010635376,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.36348509788513184,0.22068053483963013
1993–94,0.16736386716365814,0.23912064731121063,0.09470314532518387,-0.04662880301475525,0.031847402453422546,0.10430261492729187,-0.04625123366713524,0.06560476124286652,0.09470314532518387,0.04438077658414841,0.09932996332645416,0.12387801706790924,0.040387824177742004,-0.02334054373204708,0.13614708185195923
season,0.1977832019329071,0.19368280470371246,0.2507155239582062,0.17979180812835693,0.13888579607009888,0.16977453231811523,0.30989596247673035,0.25280123949050903,0.2507155239582062,0.17270855605602264,0.1791892945766449,0.24490800499916077,0.29887476563453674,0.21914322674274445,0.16793298721313477
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20034073293209076,0.22585873305797577,0.27304404973983765,0.28431516885757446,0.22385434806346893,0.4933079481124878,0.25087404251098633,0.17760658264160156,0.4464869201183319,0.2097204476594925,0.26986414194107056,0.31091248989105225
appearing,0.29951179027557373,0.22759860754013062,0.31202155351638794,0.2345273196697235,0.14070092141628265,0.3009245991706848,1.0,0.29437655210494995,0.31202155351638794,0.23273199796676636,0.19342708587646484,0.33455732464790344,0.303236722946167,0.4363890290260315,0.1843143105506897
initially,0.36285609006881714,0.2628418803215027,0.2997018098831177,0.19531089067459106,0.12886932492256165,0.2621319591999054,0.2363845854997635,0.26984959840774536,0.2997018098831177,0.30342307686805725,0.23201152682304382,0.2961968183517456,0.17420388758182526,0.15131549537181854,0.0699334517121315
only,0.5497387051582336,0.4039593040943146,0.5497692227363586,0.2087622731924057,0.20180554687976837,0.2568528652191162,0.3476189970970154,0.3340212404727936,0.5497692227363586,0.41434428095817566,0.18042075634002686,0.49157920479774475,0.1885126382112503,0.32657337188720703,0.2767370045185089
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.2166183590888977,0.1928420215845108,0.29862016439437866,0.33455732464790344,0.31491008400917053,0.4739971458911896,0.30485764145851135,0.29441335797309875,0.9999999403953552,0.22510288655757904,0.35496386885643005,0.264628142118454
60,0.0413321778178215,0.009732695296406746,0.04635925963521004,0.018770450726151466,-0.04672753065824509,-0.04648297280073166,-0.06896761059761047,-0.033132169395685196,0.04635925963521004,0.032619789242744446,-0.033169809728860855,0.033401429653167725,-0.17045719921588898,0.00603222381323576,0.06999651342630386
seconds,0.30955904722213745,0.1697860062122345,0.1997634470462799,0.1410185992717743,0.2216622233390808,0.2038874477148056,0.21311649680137634,0.14955925941467285,0.1997634470462799,0.25781816244125366,0.2031586915254593,0.21811291575431824,0.1798011213541031,0.1378675401210785,0.20335537195205688
at,0.38876327872276306,0.28390252590179443,0.457212895154953,0.165674090385437,0.12484456598758698,0.2332090437412262,0.22360123693943024,0.21603655815124512,0.457212895154953,0.2185688614845276,0.20947590470314026,0.34237727522850037,0.12953892350196838,0.23829592764377594,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,1.0,0.2806010842323303,0.2229783535003662,0.34293439984321594,0.31202155351638794,0.4158564507961273,1.0,0.4870373010635376,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.36348509788513184,0.22068053483963013
beginning,0.41447868943214417,0.28616875410079956,0.49622642993927,0.15070299804210663,0.149885892868042,0.5141252875328064,0.3541266620159149,0.37934914231300354,0.49622642993927,0.30637475848197937,0.22718679904937744,0.2987837791442871,0.24296143651008606,0.25772807002067566,0.19413669407367706
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1528109908103943,0.14175695180892944,0.24830074608325958,0.2178889960050583,0.35374847054481506,0.733189046382904,0.3766143023967743,0.17376001179218292,0.4185989499092102,0.14607268571853638,0.3410852253437042,0.1826142966747284
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,0.1312703788280487,0.16142672300338745,0.13176555931568146,0.16896353662014008,0.14042221009731293,0.4207492768764496,0.2959873676300049,0.2383636236190796,0.3236706852912903,0.16561369597911835,0.26179438829421997,0.19793890416622162
act,0.22280360758304596,0.15918971598148346,0.28682878613471985,0.10575276613235474,0.09697236865758896,0.17509077489376068,0.16125226020812988,0.1545458734035492,0.28682878613471985,0.12486177682876587,0.17223027348518372,0.22890116274356842,0.14649154245853424,0.20494960248470306,0.1482519507408142
or,0.417120099067688,0.28211739659309387,0.4174870550632477,0.12444183975458145,0.18243339657783508,0.216823548078537,0.22140157222747803,0.17314185202121735,0.4174870550632477,0.26389333605766296,0.2547836899757385,0.4111599624156952,0.10767780989408493,0.2261163592338562,0.32389625906944275
segment,0.25317853689193726,0.12884025275707245,0.2940606474876404,0.16981717944145203,0.21859513223171234,0.16829152405261993,0.27667391300201416,0.1770033985376358,0.2940606474876404,0.2972604036331177,0.2940521538257599,0.12929615378379822,0.31673333048820496,0.3148689866065979,0.1495765596628189
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20034073293209076,0.22585873305797577,0.27304404973983765,0.28431516885757446,0.22385434806346893,0.4933079481124878,0.25087404251098633,0.17760658264160156,0.4464869201183319,0.2097204476594925,0.26986414194107056,0.31091248989105225
before,0.5650408267974854,0.33642593026161194,0.45900648832321167,0.18023128807544708,0.20986951887607574,0.41196566820144653,0.30081257224082947,0.2837909758090973,0.45900648832321167,0.34321117401123047,0.1958073377609253,0.44347289204597473,0.15682047605514526,0.23391598463058472,0.2507109045982361
appearing,0.29951179027557373,0.22759860754013062,0.31202155351638794,0.2345273196697235,0.14070092141628265,0.3009245991706848,1.0,0.29437655210494995,0.31202155351638794,0.23273199796676636,0.19342708587646484,0.33455732464790344,0.303236722946167,0.4363890290260315,0.1843143105506897
throughout,0.30454620718955994,0.194510817527771,0.4158564507961273,0.07690395414829254,0.10408296436071396,0.27639177441596985,0.29437655210494995,1.0,0.4158564507961273,0.4682779610157013,0.1400182694196701,0.31491008400917053,0.21721048653125763,0.30491185188293457,0.12665234506130219
programs,0.19495362043380737,0.2038959413766861,0.21757709980010986,0.22289645671844482,0.18589702248573303,0.14375528693199158,0.2744758725166321,0.22901701927185059,0.21757709980010986,0.19238921999931335,0.7779488563537598,0.3644469678401947,0.3454950749874115,0.37812772393226624,0.16452431678771973
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.1609923243522644,0.17912018299102783,0.12756820023059845,0.19284465909004211,0.1214333102107048,0.33289089798927307,0.1852695196866989,0.11923244595527649,0.3357032239437103,0.183883935213089,0.18555068969726562,0.40561532974243164
except,0.2821159362792969,0.2574186623096466,0.31242886185646057,0.17402182519435883,0.17073839902877808,0.22472187876701355,0.2819935977458954,0.30279743671417236,0.31242886185646057,0.3081021308898926,0.10090456902980804,0.2858213484287262,0.08358469605445862,0.22823339700698853,0.16405975818634033
during,0.46721696853637695,0.30679523944854736,0.4838213622570038,0.07960591465234756,0.07963018119335175,0.36029958724975586,0.3174654245376587,0.5211911797523499,0.4838213622570038,0.3548542261123657,0.22609592974185944,0.3448435664176941,0.18870772421360016,0.23531271517276764,0.1325719803571701
commercial,0.19567684829235077,0.17984269559383392,0.23051398992538452,0.25465044379234314,0.21162861585617065,0.14417605102062225,0.26613014936447144,0.1998855471611023,0.23051398992538452,0.20178867876529694,0.26924780011177063,0.25690725445747375,0.20757772028446198,0.24401001632213593,0.04216946288943291
breaks,0.3632286787033081,0.17226888239383698,0.27422723174095154,0.07573844492435455,0.22355742752552032,0.29994213581085205,0.1920146644115448,0.1979057639837265,0.27422723174095154,0.25694143772125244,0.13186636567115784,0.1576852798461914,0.10220459848642349,0.18419890105724335,0.1638723760843277
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.15031807124614716,0.18891672790050507,0.13078060746192932,0.20658335089683533,0.12352827936410904,0.3456730246543884,0.21194589138031006,0.12293422222137451,0.3639558255672455,0.18381085991859436,0.2047332376241684,0.42300865054130554
beginning,0.41447868943214417,0.28616875410079956,0.49622642993927,0.15070299804210663,0.149885892868042,0.5141252875328064,0.3541266620159149,0.37934914231300354,0.49622642993927,0.30637475848197937,0.22718679904937744,0.2987837791442871,0.24296143651008606,0.25772807002067566,0.19413669407367706
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.1848117560148239,0.19665397703647614,0.2903634011745453,0.3466743528842926,0.46596065163612366,0.6662389636039734,0.3347092568874359,0.1994907110929489,0.4322226941585541,0.1697147786617279,0.3289647698402405,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.2806010842323303,0.2229783535003662,0.34293439984321594,0.31202155351638794,0.4158564507961273,1.0,0.4870373010635376,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.36348509788513184,0.22068053483963013
1995–96,0.034722838550806046,0.18515411019325256,0.02230633608996868,0.09818213433027267,-0.043809689581394196,0.06232568994164467,0.024202225729823112,0.01759633794426918,0.02230633608996868,-0.0469089038670063,0.08222699910402298,0.08538541942834854,0.0633656308054924,-0.013741002418100834,0.18680338561534882
season,0.1977832019329071,0.19368280470371246,0.2507155239582062,0.17979180812835693,0.13888579607009888,0.16977453231811523,0.30989596247673035,0.25280123949050903,0.2507155239582062,0.17270855605602264,0.1791892945766449,0.24490800499916077,0.29887476563453674,0.21914322674274445,0.16793298721313477
;,0.022927695885300636,0.10727239400148392,0.09152708947658539,0.07858105003833771,0.008822662755846977,-0.0234913881868124,0.08406657725572586,0.18690720200538635,0.09152708947658539,0.12031368166208267,-0.059939730912446976,0.0293948445469141,-0.0012340332614257932,0.058493535965681076,0.10349778085947037
the,0.5091903209686279,0.34736719727516174,1.0,0.2806010842323303,0.2229783535003662,0.34293439984321594,0.31202155351638794,0.4158564507961273,1.0,0.4870373010635376,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.36348509788513184,0.22068053483963013
respective,0.31175747513771057,0.29235729575157166,0.3637433648109436,0.2658540606498718,0.12611737847328186,0.17805185914039612,0.23358438909053802,0.2011115401983261,0.3637433648109436,0.2810036540031433,0.19675709307193756,0.34873059391975403,0.117442786693573,0.2627449333667755,0.2512778639793396
iterations,0.23378615081310272,0.1841849982738495,0.33099132776260376,0.2805229723453522,0.24638916552066803,0.22387701272964478,0.2556981146335602,0.27397727966308594,0.33099132776260376,0.224042147397995,0.2717836797237396,0.33135324716567993,0.1031818613409996,0.21865703165531158,0.26976051926612854
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1528109908103943,0.14175695180892944,0.24830074608325958,0.2178889960050583,0.35374847054481506,0.733189046382904,0.3766143023967743,0.17376001179218292,0.4185989499092102,0.14607268571853638,0.3410852253437042,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.2806010842323303,0.2229783535003662,0.34293439984321594,0.31202155351638794,0.4158564507961273,1.0,0.4870373010635376,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.36348509788513184,0.22068053483963013
translucent,0.26664999127388,0.13159064948558807,0.25996485352516174,0.2901512086391449,0.23650404810905457,0.21657735109329224,0.2694540321826935,0.16231359541416168,0.25996485352516174,0.22819942235946655,0.16253666579723358,0.22402745485305786,0.1080612987279892,0.19247032701969147,0.15156331658363342
logo,0.1824561208486557,0.13651727139949799,0.2806010842323303,1.0000001192092896,0.27440088987350464,0.10101816803216934,0.2345273196697235,0.07690395414829254,0.2806010842323303,0.17221783101558685,0.23115241527557373,0.2166183590888977,0.23574566841125488,0.2323370724916458,0.23347119987010956
bug,0.15535849332809448,0.173519104719162,0.2229783535003662,0.27440088987350464,1.0,0.11856357753276825,0.14070092141628265,0.10408296436071396,0.2229783535003662,0.2181265652179718,0.20245136320590973,0.1928420215845108,0.17026932537555695,0.11129564046859741,0.27909624576568604
were,0.29649975895881653,0.4162326455116272,0.3906462490558624,0.09099958837032318,0.05438624322414398,0.23794667422771454,0.23508119583129883,0.2758198380470276,0.3906462490558624,0.18253234028816223,0.10356976836919785,0.33592689037323,0.09045279771089554,0.1903110295534134,0.17890112102031708
also,0.5475645065307617,0.39334940910339355,0.6021018624305725,0.23630216717720032,0.21405960619449615,0.18551087379455566,0.35520049929618835,0.36598628759384155,0.6021018624305725,0.30675584077835083,0.28475844860076904,0.5373267531394958,0.2030053734779358,0.3269520699977875,0.21848613023757935
incorporated,0.15842488408088684,0.12795422971248627,0.28890469670295715,0.26012760400772095,0.17434817552566528,0.13365255296230316,0.12423605471849442,0.20089298486709595,0.28890469670295715,0.22866135835647583,0.17543120682239532,0.16661469638347626,0.1526198387145996,0.2070693075656891,0.13423967361450195
within,0.3464125096797943,0.15734176337718964,0.39827480912208557,0.11452069878578186,0.12607531249523163,0.21452322602272034,0.17482580244541168,0.4036170542240143,0.39827480912208557,0.4372791051864624,0.10762849450111389,0.3087334632873535,0.07063239067792892,0.24389035999774933,0.1870293766260147
program,0.2301054745912552,0.18915289640426636,0.22986935079097748,0.23115241527557373,0.20245136320590973,0.15393386781215668,0.19342708587646484,0.1400182694196701,0.22986935079097748,0.2075989544391632,1.0,0.29441335797309875,0.28949791193008423,0.27336403727531433,0.1440187245607376
promotions,0.16120441257953644,0.24347122013568878,0.24518147110939026,0.27573660016059875,0.12533517181873322,0.13549965620040894,0.35591909289360046,0.24078744649887085,0.24518147110939026,0.18158501386642456,0.24760349094867706,0.2772783041000366,0.22880257666110992,0.18312865495681763,0.23684287071228027
until,0.494509756565094,0.33905428647994995,0.37191009521484375,0.16997526586055756,0.10406085103750229,0.22857847809791565,0.22741258144378662,0.31626036763191223,0.37191009521484375,0.2314467430114746,0.17274035513401031,0.2802979350090027,0.175827294588089,0.15705794095993042,0.20304496586322784
the,0.5091903209686279,0.34736719727516174,1.0,0.2806010842323303,0.2229783535003662,0.34293439984321594,0.31202155351638794,0.4158564507961273,1.0,0.4870373010635376,0.22986935079097748,0.4739971458911896,0.2068762183189392,0.36348509788513184,0.22068053483963013
2011–12,0.14865149557590485,0.08369189500808716,0.16413088142871857,-0.002746512182056904,0.032218046486377716,0.040084462612867355,-0.05242319405078888,0.1272660493850708,0.16413088142871857,0.12015310674905777,0.09994518756866455,0.1731390357017517,0.019805537536740303,0.05787932500243187,0.10546701401472092
season,0.1977832019329071,0.19368280470371246,0.2507155239582062,0.17979180812835693,0.13888579607009888,0.16977453231811523,0.30989596247673035,0.25280123949050903,0.2507155239582062,0.17270855605602264,0.1791892945766449,0.24490800499916077,0.29887476563453674,0.21914322674274445,0.16793298721313477
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2531629800796509,0.2048974484205246,0.24827922880649567,0.28510475158691406,0.29375210404396057,0.5934505462646484,0.31781989336013794,0.18964338302612305,0.4726039469242096,0.2567209303379059,0.2639692425727844,0.4130953550338745
