,how,are,forces,classified,with,regard,to,push,and,pull,strengt,?
have,0.4370637536048889,0.6577680706977844,0.18171128630638123,0.2995854318141937,0.48046383261680603,0.3563151955604553,0.4544740617275238,0.2929809093475342,0.4711785912513733,0.3459274470806122,0.2273004949092865,0.32991164922714233
sizes,0.30060213804244995,0.40432482957839966,0.1677008718252182,0.2136061191558838,0.2320445328950882,0.17366337776184082,0.25150856375694275,0.14973868429660797,0.2505899667739868,0.307850182056427,0.16097497940063477,0.19520455598831177
dependent,0.2755511403083801,0.25488024950027466,0.18095749616622925,0.2659306526184082,0.2218099981546402,0.3064926862716675,0.21439383924007416,0.16613274812698364,0.24231232702732086,0.14271730184555054,0.22737598419189453,0.1324409693479538
upon,0.20850147306919098,0.16674627363681793,0.2041369378566742,0.11797761172056198,0.2743939459323883,0.23736883699893951,0.2616317570209503,0.15005698800086975,0.2482176125049591,0.2175154834985733,0.175885871052742,0.13780277967453003
how,1.0,0.311818927526474,0.17453457415103912,0.18867139518260956,0.3525622487068176,0.29981693625450134,0.44169697165489197,0.27746260166168213,0.33647966384887695,0.30611705780029297,0.21384158730506897,0.4024120569229126
strong,0.19945120811462402,0.23397140204906464,0.29266253113746643,0.12471907585859299,0.3258751928806305,0.20110881328582764,0.2913058400154114,0.25047188997268677,0.3578340411186218,0.2693573534488678,0.5171295404434204,0.11990999430418015
the,0.33890387415885925,0.40399202704429626,0.3134811818599701,0.24516408145427704,0.4223487675189972,0.30657511949539185,0.535392165184021,0.27820274233818054,0.5171257257461548,0.2903234660625458,0.23411712050437927,0.22068053483963013
push,0.27746260166168213,0.20548786222934723,0.3531217873096466,0.05691299960017204,0.22068558633327484,0.22312568128108978,0.3226611018180847,0.9999999403953552,0.24296659231185913,0.5514727830886841,0.19424980878829956,0.19372594356536865
or,0.3378981947898865,0.5374364256858826,0.17726115882396698,0.3342020809650421,0.38158315420150757,0.30236291885375977,0.38921234011650085,0.25911393761634827,0.4713204801082611,0.2528769075870514,0.22607438266277313,0.32389625906944275
pull,0.30611705780029297,0.24050328135490417,0.28614336252212524,0.0916610136628151,0.21708683669567108,0.16592462360858917,0.35783320665359497,0.5514727830886841,0.25653940439224243,1.0,0.20469917356967926,0.15722201764583588
is,0.22544461488723755,0.5330929756164551,0.18792390823364258,0.21324113011360168,0.3250955045223236,0.2898949384689331,0.42745086550712585,0.1884135752916336,0.3859752118587494,0.18347619473934174,0.18102675676345825,0.22961433231830597
.,0.3287222981452942,0.3452940285205841,0.21802116930484772,0.22738878428936005,0.4446153938770294,0.2473854273557663,0.4645031690597534,0.21724948287010193,0.588965117931366,0.21336685121059418,0.2389504313468933,0.4130953550338745
