,brownlee,argues,that,sometimes,people,behave,in,what,way,to,have,their,issue,heard,?
to,0.17288076877593994,0.2515730559825897,0.5436353087425232,0.4055429697036743,0.37275731563568115,0.3367859721183777,0.45010748505592346,0.455847829580307,0.4772548973560333,1.0,0.4544740617275238,0.44619059562683105,0.25523412227630615,0.21589848399162292,0.29463258385658264
employ,0.12534859776496887,0.22147513926029205,0.29171299934387207,0.24302233755588531,0.1971188187599182,0.23555631935596466,0.19852645695209503,0.1849662810564041,0.23390379548072815,0.3196130692958832,0.2955528199672699,0.3254410922527313,0.15709161758422852,0.1367482990026474,0.16813796758651733
limited,0.1466343104839325,0.17988526821136475,0.315578430891037,0.18405751883983612,0.20838074386119843,0.16389332711696625,0.23956921696662903,0.23110276460647583,0.18175022304058075,0.2564510405063629,0.29357996582984924,0.26321449875831604,0.27125319838523865,0.13313916325569153,0.09444807469844818
coercion,0.15931886434555054,0.32464417815208435,0.3573834002017975,0.26245424151420593,0.22726990282535553,0.2652512490749359,0.24059052765369415,0.29042088985443115,0.3000229597091675,0.31247031688690186,0.2957940101623535,0.27612486481666565,0.2678457200527191,0.14699141681194305,0.2442706823348999
in,0.29509007930755615,0.1981038600206375,0.435920387506485,0.31462913751602173,0.39605680108070374,0.21005739271640778,1.0,0.30808621644973755,0.30444321036338806,0.45010748505592346,0.36843645572662354,0.34976133704185486,0.1525554060935974,0.18653900921344757,0.20430970191955566
order,0.10641228407621384,0.14541250467300415,0.2761181890964508,0.23680177330970764,0.1174502894282341,0.19813860952854156,0.24184700846672058,0.16634008288383484,0.23092643916606903,0.35544881224632263,0.2561849355697632,0.27875247597694397,0.12901312112808228,0.09291091561317444,0.13725648820400238
to,0.17288076877593994,0.2515730559825897,0.5436353087425232,0.4055429697036743,0.37275731563568115,0.3367859721183777,0.45010748505592346,0.455847829580307,0.4772548973560333,1.0,0.4544740617275238,0.44619059562683105,0.25523412227630615,0.21589848399162292,0.29463258385658264
get,0.15186916291713715,0.21688659489154816,0.3748580515384674,0.3268088698387146,0.2906142473220825,0.3329792022705078,0.24899829924106598,0.3490515947341919,0.42324626445770264,0.4388369917869568,0.5343971252441406,0.3513234853744507,0.21628423035144806,0.2701508402824402,0.3499825894832611
their,0.1297765076160431,0.21960113942623138,0.4266771972179413,0.37100598216056824,0.2901504337787628,0.30070021748542786,0.34976133704185486,0.35142919421195984,0.34286630153656006,0.44619059562683105,0.523270845413208,1.0,0.16997183859348297,0.19899338483810425,0.1898253709077835
issue,0.20954827964305878,0.2601615786552429,0.30336466431617737,0.1223280131816864,0.1450679451227188,0.22728589177131653,0.1525554060935974,0.32369524240493774,0.21701213717460632,0.25523412227630615,0.26952898502349854,0.16997183859348297,1.0000001192092896,0.13034392893314362,0.32172858715057373
onto,0.08969566971063614,0.0765661671757698,0.3609951436519623,0.2801309823989868,0.13843919336795807,0.23582223057746887,0.20238317549228668,0.24182499945163727,0.3524908423423767,0.37034156918525696,0.2985718548297882,0.28617462515830994,0.1807079166173935,0.11539366841316223,0.1694815307855606
the,0.23145073652267456,0.22893615067005157,0.5473989248275757,0.35816407203674316,0.36838498711586,0.27291569113731384,0.6662389636039734,0.42745697498321533,0.36217406392097473,0.535392165184021,0.40389683842658997,0.516537070274353,0.22164808213710785,0.2628673017024994,0.22068053483963013
table,0.10916534811258316,0.07291948050260544,0.29620587825775146,0.1375357210636139,0.09991749376058578,0.23949380218982697,0.23322038352489471,0.2240780144929886,0.19359515607357025,0.1819842904806137,0.19956256449222565,0.20808354020118713,0.1316024512052536,0.0740128830075264,0.1782790720462799
.,0.3626750409603119,0.20865966379642487,0.4460422694683075,0.24956031143665314,0.33118996024131775,0.3336504101753235,0.5591574311256409,0.3567904531955719,0.33520638942718506,0.4645031690597534,0.41614407300949097,0.34427863359451294,0.2539304792881012,0.2728024125099182,0.4130953550338745
'',0.03317704051733017,0.035097599029541016,0.007880004122853279,0.04746799170970917,0.0037952337879687548,0.02081773430109024,0.07432962208986282,0.08143015950918198,0.010584947653114796,-0.009905828163027763,0.0312618687748909,0.011550518684089184,0.02634872868657112,-0.021104278042912483,0.018684765323996544
,brownlee,argues,that,sometimes,people,behave,in,what,way,to,have,their,issue,heard,?
some,0.12622468173503876,0.21330931782722473,0.6049469113349915,0.5743314027786255,0.40364471077919006,0.39534544944763184,0.4010399878025055,0.4491020441055298,0.40999090671539307,0.4636894166469574,0.6421269774436951,0.5109887719154358,0.1999187469482422,0.2935113310813904,0.2562315762042999
forms,0.1705697625875473,0.24987906217575073,0.31152746081352234,0.36137688159942627,0.19695577025413513,0.22691938281059265,0.26377561688423157,0.16334041953086853,0.3327917456626892,0.2363802045583725,0.2902635931968689,0.14769218862056732,0.10251040756702423,0.09393040090799332,0.1196754202246666
of,0.2697301208972931,0.24239063262939453,0.41498205065727234,0.296434611082077,0.3251037895679474,0.23343007266521454,0.5696388483047485,0.33290785551071167,0.266871839761734,0.41548454761505127,0.3802283704280853,0.4329940676689148,0.2598971724510193,0.17276406288146973,0.1826142966747284
civil,0.23662586510181427,0.17222075164318085,0.16867391765117645,0.1757841408252716,0.24625034630298615,0.1643495261669159,0.26466667652130127,0.15091551840305328,0.19996517896652222,0.2019355595111847,0.16153892874717712,0.18000862002372742,0.12044859677553177,0.1620052456855774,0.1494513899087906
disobedience,0.2422027885913849,0.3338176906108856,0.3551425039768219,0.22859571874141693,0.2943185269832611,0.2883991003036499,0.3054615259170532,0.3298627436161041,0.31525278091430664,0.30665844678878784,0.22560594975948334,0.31147265434265137,0.19916902482509613,0.25894901156425476,0.19890835881233215
",",0.3889319896697998,0.23710490763187408,0.4137537479400635,0.26600122451782227,0.36644625663757324,0.2251657247543335,0.5201468467712402,0.3087472915649414,0.2861018478870392,0.44245919585227966,0.3541618287563324,0.3045167922973633,0.22797159850597382,0.2586207091808319,0.31091248989105225
such,0.12654002010822296,0.14193139970302582,0.4479874074459076,0.4101641774177551,0.2260056734085083,0.325898140668869,0.2704046070575714,0.23989605903625488,0.33687862753868103,0.2871878743171692,0.42997312545776367,0.30566170811653137,0.13650617003440857,0.23507803678512573,0.17851735651493073
as,0.27616727352142334,0.19524139165878296,0.4735107421875,0.3959874212741852,0.15704652667045593,0.38319697976112366,0.3887844979763031,0.31749409437179565,0.3409440517425537,0.42092081904411316,0.37788212299346924,0.29218852519989014,0.2138717770576477,0.25002703070640564,0.27043893933296204
illegal,0.20795680582523346,0.18682339787483215,0.30866581201553345,0.2879631817340851,0.27105197310447693,0.21093794703483582,0.21311107277870178,0.21956031024456024,0.2883930206298828,0.26434260606765747,0.2836313843727112,0.26668593287467957,0.2147170603275299,0.15006764233112335,0.1562941074371338
boycotts,0.24233190715312958,0.2668151259422302,0.22715134918689728,0.14767631888389587,0.2737908959388733,0.086016945540905,0.26697930693626404,0.16994649171829224,0.22052739560604095,0.23288534581661224,0.21597698330879211,0.23033492267131805,0.1695357859134674,0.16951830685138702,0.10877533257007599
",",0.3889319896697998,0.23710490763187408,0.4137537479400635,0.26600122451782227,0.36644625663757324,0.2251657247543335,0.5201468467712402,0.3087472915649414,0.2861018478870392,0.44245919585227966,0.3541618287563324,0.3045167922973633,0.22797159850597382,0.2586207091808319,0.31091248989105225
refusals,0.1615896224975586,0.4106200933456421,0.4101622998714447,0.23194633424282074,0.3264274597167969,0.23268306255340576,0.25231045484542847,0.33958330750465393,0.307193785905838,0.4792836904525757,0.3640078008174896,0.36355456709861755,0.2665764391422272,0.2630193531513214,0.20675933361053467
to,0.17288076877593994,0.2515730559825897,0.5436353087425232,0.4055429697036743,0.37275731563568115,0.3367859721183777,0.45010748505592346,0.455847829580307,0.4772548973560333,1.0,0.4544740617275238,0.44619059562683105,0.25523412227630615,0.21589848399162292,0.29463258385658264
pay,0.1819678246974945,0.21813736855983734,0.27300354838371277,0.1918746680021286,0.21051673591136932,0.16104698181152344,0.14415781199932098,0.2870062291622162,0.24117766320705414,0.26723966002464294,0.26752525568008423,0.21823683381080627,0.19706080853939056,0.19197936356067657,0.19821009039878845
taxes,0.16111096739768982,0.25056949257850647,0.2905259430408478,0.21496105194091797,0.28550416231155396,0.1662542223930359,0.22342120110988617,0.2839719355106354,0.24284228682518005,0.2727338671684265,0.24279655516147614,0.2693217694759369,0.19159628450870514,0.115587517619133,0.18323048949241638
",",0.3889319896697998,0.23710490763187408,0.4137537479400635,0.26600122451782227,0.36644625663757324,0.2251657247543335,0.5201468467712402,0.3087472915649414,0.2861018478870392,0.44245919585227966,0.3541618287563324,0.3045167922973633,0.22797159850597382,0.2586207091808319,0.31091248989105225
draft,0.2013164758682251,0.14426779747009277,0.22793741524219513,0.12869447469711304,0.10890927165746689,0.12242184579372406,0.19735127687454224,0.20352119207382202,0.21186159551143646,0.20236501097679138,0.23470620810985565,0.2104942500591278,0.12990254163742065,0.14192841947078705,0.1941390335559845
dodging,0.1541622132062912,0.2787996232509613,0.3859993517398834,0.2639607787132263,0.19318409264087677,0.23945127427577972,0.2677752673625946,0.27553412318229675,0.31280431151390076,0.3756600618362427,0.3541381061077118,0.3465594947338104,0.2676253318786621,0.21013841032981873,0.21169091761112213
",",0.3889319896697998,0.23710490763187408,0.4137537479400635,0.26600122451782227,0.36644625663757324,0.2251657247543335,0.5201468467712402,0.3087472915649414,0.2861018478870392,0.44245919585227966,0.3541618287563324,0.3045167922973633,0.22797159850597382,0.2586207091808319,0.31091248989105225
distributed,0.1891966164112091,0.11357603222131729,0.2667987644672394,0.19033904373645782,0.08404146879911423,0.27088463306427,0.2443390041589737,0.12753748893737793,0.18769168853759766,0.21244101226329803,0.2613161504268646,0.23535291850566864,0.15148651599884033,0.15924793481826782,0.08428370952606201
denial-of-service,0.28993839025497437,0.2902167737483978,0.3922414779663086,0.26288503408432007,0.28902387619018555,0.2692125141620636,0.22005005180835724,0.357603520154953,0.31752488017082214,0.332734078168869,0.2658884525299072,0.25510743260383606,0.30392709374427795,0.20554807782173157,0.3332744240760803
attacks,0.15494857728481293,0.1681169718503952,0.2314392775297165,0.18514002859592438,0.21153612434864044,0.22374165058135986,0.223388671875,0.19946885108947754,0.2093789279460907,0.20225100219249725,0.24755439162254333,0.17313595116138458,0.1695517897605896,0.1723570078611374,0.14532065391540527
",",0.3889319896697998,0.23710490763187408,0.4137537479400635,0.26600122451782227,0.36644625663757324,0.2251657247543335,0.5201468467712402,0.3087472915649414,0.2861018478870392,0.44245919585227966,0.3541618287563324,0.3045167922973633,0.22797159850597382,0.2586207091808319,0.31091248989105225
and,0.28160586953163147,0.27027055621147156,0.4731321930885315,0.35151126980781555,0.3016039729118347,0.32866305112838745,0.4954058527946472,0.31309178471565247,0.32150545716285706,0.48971283435821533,0.4711785912513733,0.45114588737487793,0.19899961352348328,0.2275480479001999,0.20544172823429108
sit-ins,0.3337610065937042,0.19282783567905426,0.22211934626102448,0.2719390094280243,0.2801496386528015,0.2366098016500473,0.30077147483825684,0.23901569843292236,0.3025375306606293,0.27496087551116943,0.32230454683303833,0.3119681775569916,0.1297229826450348,0.16815519332885742,0.24522903561592102
",",0.3889319896697998,0.23710490763187408,0.4137537479400635,0.26600122451782227,0.36644625663757324,0.2251657247543335,0.5201468467712402,0.3087472915649414,0.2861018478870392,0.44245919585227966,0.3541618287563324,0.3045167922973633,0.22797159850597382,0.2586207091808319,0.31091248989105225
make,0.08951383829116821,0.21714097261428833,0.48783382773399353,0.40609073638916016,0.33739447593688965,0.4075009822845459,0.268858402967453,0.3792211413383484,0.4440181851387024,0.497876912355423,0.49406614899635315,0.37166422605514526,0.2022358924150467,0.23366858065128326,0.28314751386642456
it,0.1759246587753296,0.16716185212135315,0.5921133160591125,0.34049513936042786,0.3940119743347168,0.24301056563854218,0.5130809545516968,0.45803478360176086,0.4001650810241699,0.513711154460907,0.40974161028862,0.3067983090877533,0.22958122193813324,0.21886591613292694,0.25732165575027466
more,0.12374423444271088,0.1494574099779129,0.4813884496688843,0.315399169921875,0.3351196348667145,0.3341352343559265,0.32563260197639465,0.3484537899494171,0.40340936183929443,0.47084665298461914,0.49033403396606445,0.36147117614746094,0.21291480958461761,0.23514294624328613,0.27894994616508484
difficult,0.06089513376355171,0.1678866744041443,0.401099294424057,0.3814346194267273,0.30496808886528015,0.3305584192276001,0.2128705233335495,0.37928828597068787,0.5058412551879883,0.4417358338832855,0.36579978466033936,0.325539231300354,0.19777187705039978,0.2510586678981781,0.20408590137958527
for,0.21143169701099396,0.1774069219827652,0.4137635827064514,0.28293126821517944,0.24900002777576447,0.30570927262306213,0.4322226941585541,0.3017193675041199,0.384344220161438,0.4451248347759247,0.41175219416618347,0.3406745493412018,0.2011367380619049,0.2039361596107483,0.264628142118454
a,0.24838541448116302,0.21543139219284058,0.47537946701049805,0.3788676857948303,0.3483705520629883,0.28601765632629395,0.539380669593811,0.3320399522781372,0.3330821096897125,0.45503583550453186,0.338716596364975,0.29698723554611206,0.24249422550201416,0.22351115942001343,0.23916715383529663
system,0.14502671360969543,0.17196734249591827,0.3088737428188324,0.24330569803714752,0.18001395463943481,0.20884418487548828,0.21978288888931274,0.23557309806346893,0.32246431708335876,0.26662686467170715,0.27033093571662903,0.22435083985328674,0.21345919370651245,0.09862221777439117,0.15556083619594574
to,0.17288076877593994,0.2515730559825897,0.5436353087425232,0.4055429697036743,0.37275731563568115,0.3367859721183777,0.45010748505592346,0.455847829580307,0.4772548973560333,1.0,0.4544740617275238,0.44619059562683105,0.25523412227630615,0.21589848399162292,0.29463258385658264
function,0.10706435889005661,0.13995863497257233,0.2751213610172272,0.20308125019073486,0.083025723695755,0.31373628973960876,0.1448659598827362,0.22155974805355072,0.2893410921096802,0.2079751342535019,0.2885133922100067,0.2726474106311798,0.18506304919719696,0.031815480440855026,0.20672395825386047
.,0.3626750409603119,0.20865966379642487,0.4460422694683075,0.24956031143665314,0.33118996024131775,0.3336504101753235,0.5591574311256409,0.3567904531955719,0.33520638942718506,0.4645031690597534,0.41614407300949097,0.34427863359451294,0.2539304792881012,0.2728024125099182,0.4130953550338745
