,when,was,the,heyday,of,secular,arab,nationalism,?
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,-0.11276636272668839,0.06780257821083069,0.14923585951328278,0.07730448246002197,0.10448232293128967,0.0685480609536171
the,0.5091903209686279,0.48711544275283813,1.0,0.3456340432167053,0.733189046382904,0.24261851608753204,0.2674407660961151,0.24141642451286316,0.22068053483963013
conception,0.17302952706813812,0.29101601243019104,0.29475459456443787,0.20984014868736267,0.3158630430698395,0.3385915756225586,0.15862207114696503,0.31097471714019775,0.16465921700000763
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.27742254734039307,1.0,0.28420427441596985,0.22039446234703064,0.25239041447639465,0.1826142966747284
'political,0.18167629837989807,0.2454662024974823,0.23168227076530457,0.3209212124347687,0.3174884617328644,0.48387739062309265,0.27934616804122925,0.5097252726554871,0.17658746242523193
islam,0.14404281973838806,0.15794138610363007,0.2207694798707962,0.24316513538360596,0.21728332340717316,0.3986283242702484,0.45920249819755554,0.38991525769233704,0.18358638882637024
',0.2558356821537018,0.33675912022590637,0.474788099527359,0.19753000140190125,0.39136970043182373,0.1413537859916687,0.11754436790943146,0.14321136474609375,0.330942302942276
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,0.03126798942685127,0.13035868108272552,0.04827290400862694,-0.0002542186120990664,-0.026574905961751938,0.018684765323996544
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.20256008207798004,0.4854315221309662,0.17071333527565002,0.17620310187339783,0.15927454829216003,0.22961433231830597
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.27970248460769653,0.5052502155303955,0.22842510044574738,0.1530216783285141,0.21795016527175903,0.23916715383529663
creation,0.23488734662532806,0.26162147521972656,0.34625571966171265,0.2315668910741806,0.35750406980514526,0.27167701721191406,0.12035275250673294,0.30392923951148987,0.2407430112361908
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.27742254734039307,1.0,0.28420427441596985,0.22039446234703064,0.25239041447639465,0.1826142966747284
americans,0.23044097423553467,0.28990358114242554,0.3275100290775299,0.2578427791595459,0.22938047349452972,0.17536155879497528,0.2716478407382965,0.3327217996120453,0.19417695701122284
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.2766578495502472,0.41548454761505127,0.19456274807453156,0.2106133997440338,0.2103620171546936,0.29463258385658264
explain,0.3015005886554718,0.18036529421806335,0.24376994371414185,0.17669743299484253,0.20952273905277252,0.17228271067142487,0.11734653264284134,0.17969365417957306,0.365981787443161
the,0.5091903209686279,0.48711544275283813,1.0,0.3456340432167053,0.733189046382904,0.24261851608753204,0.2674407660961151,0.24141642451286316,0.22068053483963013
iranian,0.12405554205179214,0.203793466091156,0.21625958383083344,0.27759483456611633,0.19742776453495026,0.2565605044364929,0.45326143503189087,0.18790462613105774,0.13520781695842743
islamic,0.14470529556274414,0.19776177406311035,0.27231070399284363,0.2428639829158783,0.25656506419181824,0.4390401542186737,0.5498740673065186,0.4109305739402771,0.1692383587360382
revolution,0.22921188175678253,0.3365444839000702,0.276140034198761,0.302715927362442,0.27144062519073486,0.3181370496749878,0.1764264851808548,0.4191954731941223,0.1727980077266693
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2783602774143219,0.5116966962814331,0.24889163672924042,0.25018808245658875,0.20760926604270935,0.20544172823429108
apolitical,0.19055743515491486,0.23543880879878998,0.22035159170627594,0.30834510922431946,0.2843259572982788,0.46408089995384216,0.2520105838775635,0.5033159255981445,0.2318745255470276
islam,0.14404281973838806,0.15794138610363007,0.2207694798707962,0.24316513538360596,0.21728332340717316,0.3986283242702484,0.45920249819755554,0.38991525769233704,0.18358638882637024
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.38749203085899353,0.4069072902202606,0.23214595019817352,0.20103047788143158,0.22557993233203888,0.18412111699581146
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.27970248460769653,0.5052502155303955,0.22842510044574738,0.1530216783285141,0.21795016527175903,0.23916715383529663
historical,0.151133731007576,0.18540561199188232,0.30835282802581787,0.2364826798439026,0.3218611776828766,0.27084237337112427,0.10431602597236633,0.24488109350204468,0.1665111482143402
fluke,0.20671552419662476,0.10969208180904388,0.21933971345424652,0.14329172670841217,0.2070089727640152,0.07121001929044724,0.11730214953422546,0.15967577695846558,0.134214848279953
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.27742254734039307,1.0,0.28420427441596985,0.22039446234703064,0.25239041447639465,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.3456340432167053,0.733189046382904,0.24261851608753204,0.2674407660961151,0.24141642451286316,0.22068053483963013
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,-0.11276636272668839,0.06780257821083069,0.14923585951328278,0.07730448246002197,0.10448232293128967,0.0685480609536171
short-lived,0.37704968452453613,0.4607681930065155,0.40732795000076294,0.372183233499527,0.41558966040611267,0.26525431871414185,0.29330578446388245,0.24520264565944672,0.27253833413124084
era,0.2141171246767044,0.24523797631263733,0.266272634267807,0.265420526266098,0.20396220684051514,0.15288186073303223,0.17824786901474,0.27748677134513855,0.14369545876979828
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.27742254734039307,1.0,0.28420427441596985,0.22039446234703064,0.25239041447639465,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.3456340432167053,0.733189046382904,0.24261851608753204,0.2674407660961151,0.24141642451286316,0.22068053483963013
heyday,0.2545083463191986,0.38749203085899353,0.3456340432167053,0.9999999403953552,0.27742254734039307,0.2136925905942917,0.24766641855239868,0.22211389243602753,0.12949229776859283
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.27742254734039307,1.0,0.28420427441596985,0.22039446234703064,0.25239041447639465,0.1826142966747284
secular,0.13114187121391296,0.23214595019817352,0.24261851608753204,0.2136925905942917,0.28420427441596985,1.0,0.2881694734096527,0.52164226770401,0.13290788233280182
arab,0.16604845225811005,0.20103047788143158,0.2674407660961151,0.24766641855239868,0.22039446234703064,0.2881694734096527,1.0,0.38702815771102905,0.18450474739074707
nationalism,0.16583633422851562,0.22557993233203888,0.24141642451286316,0.22211389243602753,0.25239041447639465,0.52164226770401,0.38702815771102905,1.0,0.1636960208415985
between,0.38258615136146545,0.24048170447349548,0.39067012071609497,0.23695246875286102,0.3737983703613281,0.21572822332382202,0.1601215898990631,0.17763057351112366,0.12887074053287506
1945,-0.08097949624061584,0.04900975897908211,-0.12090112268924713,-0.010412598960101604,-0.1348620504140854,-0.09113956242799759,-0.15421107411384583,-0.08841259777545929,-0.03421006724238396
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2783602774143219,0.5116966962814331,0.24889163672924042,0.25018808245658875,0.20760926604270935,0.20544172823429108
1970,-0.0318862646818161,0.08790356665849686,0.013761552982032299,0.03799593076109886,0.12830553948879242,0.121489979326725,-0.03184762969613075,0.059546876698732376,-0.007446378003805876
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,0.03126798942685127,0.13035868108272552,0.04827290400862694,-0.0002542186120990664,-0.026574905961751938,0.018684765323996544
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23995615541934967,0.4946078956127167,0.21358442306518555,0.21227021515369415,0.20392820239067078,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2783602774143219,0.5116966962814331,0.24889163672924042,0.25018808245658875,0.20760926604270935,0.20544172823429108
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.2518216073513031,0.38761502504348755,0.15790486335754395,0.11608906835317612,0.2007465958595276,0.25732165575027466
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.20256008207798004,0.4854315221309662,0.17071333527565002,0.17620310187339783,0.15927454829216003,0.22961433231830597
quietist/non-political,0.25045615434646606,0.3143620491027832,0.3266916275024414,0.36487823724746704,0.3795416057109833,0.5335574746131897,0.3374203145503998,0.5570504665374756,0.2584339678287506
islam,0.14404281973838806,0.15794138610363007,0.2207694798707962,0.24316513538360596,0.21728332340717316,0.3986283242702484,0.45920249819755554,0.38991525769233704,0.18358638882637024
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23995615541934967,0.4946078956127167,0.21358442306518555,0.21227021515369415,0.20392820239067078,0.31091248989105225
not,0.4799930453300476,0.2888734042644501,0.4310511648654938,0.21088016033172607,0.3307090103626251,0.24215030670166016,0.1923931986093521,0.23241010308265686,0.41942933201789856
islamism,0.18733184039592743,0.21435104310512543,0.2584027051925659,0.24712711572647095,0.2555263340473175,0.4691539704799652,0.5104608535766602,0.6177656054496765,0.19147449731826782
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23995615541934967,0.4946078956127167,0.21358442306518555,0.21227021515369415,0.20392820239067078,0.31091248989105225
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.26174241304397583,0.41498205065727234,0.24409061670303345,0.20723535120487213,0.23851434886455536,0.32716336846351624
requires,0.22569362819194794,0.1827157437801361,0.2693159878253937,0.1402333825826645,0.29617026448249817,0.1926337033510208,0.11696323752403259,0.1579776406288147,0.26020103693008423
explanation,0.2777664065361023,0.16375088691711426,0.261050283908844,0.16585588455200195,0.1946517825126648,0.2095445990562439,0.12006092816591263,0.22330883145332336,0.33794105052948
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.27850309014320374,0.5352458953857422,0.19620643556118011,0.22325089573860168,0.20213139057159424,0.4130953550338745
