,the,use,of,gas,lighting,made,what,possible,the,year,after,the,museum,officially,opened,?
",",0.4933079481124878,0.3276674151420593,0.4946078956127167,0.22298859059810638,0.2333216369152069,0.32507219910621643,0.3087472915649414,0.3032452464103699,0.4933079481124878,0.28560417890548706,0.38860568404197693,0.4933079481124878,0.20741747319698334,0.27735915780067444,0.24598844349384308,0.31091248989105225
made,0.3885267674922943,0.2412480264902115,0.33167365193367004,0.18283981084823608,0.23343820869922638,1.0,0.23419176042079926,0.2838447391986847,0.3885267674922943,0.13611415028572083,0.26259806752204895,0.3885267674922943,0.16088193655014038,0.1754027158021927,0.2616356909275055,0.17218779027462006
possible,0.32701125741004944,0.45278531312942505,0.3314395844936371,0.29649680852890015,0.25777769088745117,0.2838447391986847,0.3281886577606201,1.0,0.32701125741004944,0.1680576652288437,0.20910368859767914,0.32701125741004944,0.0738309696316719,0.14049771428108215,0.0946931540966034,0.3059970438480377
by,0.4408751428127289,0.21048003435134888,0.3646814823150635,0.1669413298368454,0.21144449710845947,0.34175434708595276,0.2455483376979828,0.19730381667613983,0.4408751428127289,0.28805047273635864,0.41259682178497314,0.4408751428127289,0.15592984855175018,0.28765860199928284,0.17930090427398682,0.17966607213020325
the,1.0,0.34342584013938904,0.733189046382904,0.2339978665113449,0.2831954061985016,0.3885267674922943,0.42745697498321533,0.32701125741004944,1.0,0.3609684407711029,0.4565047025680542,1.0,0.24861779808998108,0.36343514919281006,0.28544309735298157,0.22068053483963013
use,0.34342584013938904,1.0,0.2750902473926544,0.25834619998931885,0.35398170351982117,0.2412480264902115,0.3453877568244934,0.45278531312942505,0.34342584013938904,0.14744296669960022,0.1635955423116684,0.34342584013938904,0.15783165395259857,0.1726759672164917,0.17903771996498108,0.32795652747154236
of,0.733189046382904,0.2750902473926544,1.0,0.21246914565563202,0.22980383038520813,0.33167365193367004,0.33290785551071167,0.3314395844936371,0.733189046382904,0.2578314542770386,0.3867455720901489,0.733189046382904,0.23314370214939117,0.27491217851638794,0.16720551252365112,0.1826142966747284
gas,0.2339978665113449,0.25834619998931885,0.21246914565563202,0.9999999403953552,0.30744263529777527,0.18283981084823608,0.20887799561023712,0.29649680852890015,0.2339978665113449,0.11143790185451508,0.1708008497953415,0.2339978665113449,0.18666787445545197,0.07977551966905594,0.21255703270435333,0.1582372784614563
lighting,0.2831954061985016,0.35398170351982117,0.22980383038520813,0.30744263529777527,1.0000001192092896,0.23343820869922638,0.2408788651227951,0.25777769088745117,0.2831954061985016,0.10542352497577667,0.12826001644134521,0.2831954061985016,0.11541824042797089,0.10470163822174072,0.27262037992477417,0.13502714037895203
.,0.5934505462646484,0.3711656630039215,0.5352458953857422,0.24812045693397522,0.26244422793388367,0.4032190144062042,0.3567904531955719,0.2935521602630615,0.5934505462646484,0.32538118958473206,0.35870397090911865,0.5934505462646484,0.19497929513454437,0.2769482433795929,0.26111578941345215,0.4130953550338745
