,what,do,some,modern,historians,claim,genghis,khan,sought,to,add,his,legal,code,at,the,end,of,his,reign,?
life,0.24693015217781067,0.1348615288734436,0.25414252281188965,0.23697541654109955,0.2999827265739441,0.12310513854026794,0.2215764820575714,0.1564050167798996,0.12537284195423126,0.24560359120368958,0.11009056866168976,0.37379691004753113,0.1654992252588272,0.12755046784877777,0.20837508141994476,0.23528170585632324,0.1473490595817566,0.2788603901863098,0.37379691004753113,0.2800179421901703,0.21677987277507782
",",0.3087472915649414,0.3283645510673523,0.42400437593460083,0.2557750344276428,0.28167304396629333,0.2664267122745514,0.2891939878463745,0.19700400531291962,0.25776931643486023,0.44245919585227966,0.25646987557411194,0.3378419280052185,0.24151813983917236,0.1951065957546234,0.38314947485923767,0.4933079481124878,0.25448864698410034,0.4946078956127167,0.3378419280052185,0.21559560298919678,0.31091248989105225
genghis,0.24369274079799652,0.06018393114209175,0.19859196245670319,0.22175610065460205,0.33834153413772583,0.21250031888484955,1.0,0.5896923542022705,0.22428055107593536,0.2294713407754898,0.06812148541212082,0.3744826912879944,0.15570281445980072,0.1383885145187378,0.17962470650672913,0.3448939025402069,0.16244083642959595,0.2938849925994873,0.3744826912879944,0.4372473359107971,0.18813461065292358
khan,0.16476042568683624,0.08970802277326584,0.10166428983211517,0.18079805374145508,0.14363840222358704,0.1440017968416214,0.5896923542022705,1.0,0.11429309099912643,0.18221943080425262,0.17721299827098846,0.26570460200309753,0.11004643887281418,0.1156713142991066,0.15931449830532074,0.21067845821380615,0.10811278969049454,0.17124508321285248,0.26570460200309753,0.21777118742465973,0.12862591445446014
attempted,0.16848506033420563,0.20206528902053833,0.20748047530651093,0.2042485475540161,0.2490471750497818,0.2765272557735443,0.23997613787651062,0.17887811362743378,0.42911961674690247,0.4076770544052124,0.10866931825876236,0.3662493824958801,0.2505071461200714,0.14441953599452972,0.19948183000087738,0.2688039243221283,0.21465878188610077,0.2567136883735657,0.3662493824958801,0.21387115120887756,0.11123745888471603
to,0.455847829580307,0.38876664638519287,0.4636894166469574,0.193939670920372,0.2267346978187561,0.324158638715744,0.2294713407754898,0.18221943080425262,0.3909280598163605,1.0,0.3365766704082489,0.3715193271636963,0.2818027436733246,0.2037702053785324,0.36524343490600586,0.535392165184021,0.3229445815086365,0.41548454761505127,0.3715193271636963,0.16598333418369293,0.29463258385658264
create,0.2962724268436432,0.3618505895137787,0.34525567293167114,0.20502226054668427,0.15616954863071442,0.23264005780220032,0.09391927719116211,0.11409340798854828,0.27450811862945557,0.41124165058135986,0.5373192429542542,0.1522931158542633,0.1289912909269333,0.1480339616537094,0.15985484421253204,0.25265660881996155,0.23613394796848297,0.23675619065761566,0.1522931158542633,0.07776225358247757,0.300167441368103
a,0.3320399522781372,0.26237669587135315,0.34539633989334106,0.24361324310302734,0.18169201910495758,0.19074557721614838,0.194350928068161,0.1743650734424591,0.20137426257133484,0.45503583550453186,0.24784277379512787,0.3497250974178314,0.24255292117595673,0.22008100152015686,0.3095070421695709,0.5829201340675354,0.28924596309661865,0.5052502155303955,0.3497250974178314,0.1442631483078003,0.23916715383529663
civil,0.15091551840305328,0.12413616478443146,0.1851816177368164,0.15365588665008545,0.24848297238349915,0.21843986213207245,0.20013125240802765,0.14055639505386353,0.23040419816970825,0.2019355595111847,0.18070381879806519,0.18942002952098846,0.34212639927864075,0.18476508557796478,0.1977793425321579,0.2477465271949768,0.14399796724319458,0.24698495864868164,0.18942002952098846,0.23596249520778656,0.1494513899087906
state,0.24273863434791565,0.21297907829284668,0.23220913112163544,0.14605428278446198,0.19523225724697113,0.22857150435447693,0.17091327905654907,0.11223016679286957,0.23248547315597534,0.25557461380958557,0.19772273302078247,0.155015766620636,0.2376132607460022,0.1386396437883377,0.2408173680305481,0.3097178041934967,0.1658594012260437,0.34253445267677307,0.155015766620636,0.177482470870018,0.1160883978009224
under,0.20154598355293274,0.1541033536195755,0.18219946324825287,0.11007872223854065,0.21351172029972076,0.1657436341047287,0.2402999848127365,0.18593889474868774,0.1867508441209793,0.27177539467811584,0.1231364831328392,0.24598731100559235,0.23479551076889038,0.17760735750198364,0.2700437307357788,0.3348022699356079,0.1443995088338852,0.32766106724739075,0.24598731100559235,0.22469748556613922,0.18233340978622437
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.3283970355987549,0.2874947786331177,0.25873351097106934,0.3448939025402069,0.21067845821380615,0.2821049392223358,0.535392165184021,0.22751019895076752,0.4394008219242096,0.25629305839538574,0.25827479362487793,0.457212895154953,1.0,0.39658910036087036,0.733189046382904,0.4394008219242096,0.2661008834838867,0.22068053483963013
great,0.2562883198261261,0.16592441499233246,0.25469303131103516,0.10969915241003036,0.2222234308719635,0.1591939479112625,0.3619271516799927,0.22385743260383606,0.2943037748336792,0.1880372017621994,0.18351851403713226,0.27059897780418396,0.10589268803596497,0.10485655069351196,0.21875426173210144,0.2822027802467346,0.21849025785923004,0.3168134391307831,0.27059897780418396,0.22902095317840576,0.13135133683681488
yassa,0.16717222332954407,0.18017908930778503,0.14466243982315063,0.07515966892242432,0.16654697060585022,0.20408466458320618,0.40930357575416565,0.26931068301200867,0.17355863749980927,0.2036403864622116,0.11699843406677246,0.2400435507297516,0.1947956383228302,0.11929567903280258,0.1835927665233612,0.26399537920951843,0.10574082285165787,0.23663458228111267,0.2400435507297516,0.2065364271402359,0.18545334041118622
that,0.6297725439071655,0.44533252716064453,0.6049469113349915,0.24473170936107635,0.33720818161964417,0.39801377058029175,0.21352417767047882,0.14077997207641602,0.2937079668045044,0.5436353087425232,0.3522574305534363,0.3173833191394806,0.27556097507476807,0.24591493606567383,0.3183255195617676,0.5473989248275757,0.3221861720085144,0.41498205065727234,0.3173833191394806,0.17030572891235352,0.32716336846351624
would,0.45766422152519226,0.4102592170238495,0.43457192182540894,0.14378008246421814,0.28271618485450745,0.304919570684433,0.21521660685539246,0.1696607619524002,0.42521488666534424,0.5965728163719177,0.38593530654907227,0.292866975069046,0.2829446792602539,0.23164725303649902,0.3073931038379669,0.4133751392364502,0.25934845209121704,0.3353942930698395,0.292866975069046,0.17599710822105408,0.37178951501846313
have,0.39808809757232666,0.49831271171569824,0.6421269774436951,0.2661557197570801,0.2646885812282562,0.3330055773258209,0.19005528092384338,0.15938645601272583,0.2659693956375122,0.4544740617275238,0.4226570129394531,0.25689181685447693,0.2777758538722992,0.19908180832862854,0.29004791378974915,0.40389683842658997,0.24015727639198303,0.3802283704280853,0.25689181685447693,0.15343397855758667,0.32991164922714233
established,0.14869536459445953,0.14786498248577118,0.15749907493591309,0.18144604563713074,0.1605689972639084,0.2774968445301056,0.21725206077098846,0.20076927542686462,0.30811798572540283,0.15850777924060822,0.1211591437458992,0.18046686053276062,0.2730555832386017,0.1650957465171814,0.211637482047081,0.33092597126960754,0.14812973141670227,0.2735237777233124,0.18046686053276062,0.2153448909521103,0.15917523205280304
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.3283970355987549,0.2874947786331177,0.25873351097106934,0.3448939025402069,0.21067845821380615,0.2821049392223358,0.535392165184021,0.22751019895076752,0.4394008219242096,0.25629305839538574,0.25827479362487793,0.457212895154953,1.0,0.39658910036087036,0.733189046382904,0.4394008219242096,0.2661008834838867,0.22068053483963013
legal,0.26388198137283325,0.23565219342708588,0.30176857113838196,0.241634801030159,0.31372061371803284,0.2814878225326538,0.15570281445980072,0.11004643887281418,0.4220040440559387,0.2818027436733246,0.16284722089767456,0.2390483319759369,0.9999998807907104,0.25363099575042725,0.1669524908065796,0.25629305839538574,0.10576511174440384,0.2720220685005188,0.2390483319759369,0.18440039455890656,0.2143220454454422
equality,0.2506782114505768,0.14486326277256012,0.20906580984592438,0.19228091835975647,0.26790720224380493,0.28015145659446716,0.17335760593414307,0.15111981332302094,0.31231755018234253,0.24343636631965637,0.18801914155483246,0.23609521985054016,0.3890763819217682,0.14208301901817322,0.09951510280370712,0.2277037352323532,0.17883507907390594,0.26455768942832947,0.23609521985054016,0.14083336293697357,0.19821703433990479
of,0.33290785551071167,0.26150479912757874,0.4300730526447296,0.3482828736305237,0.27032220363616943,0.2833690047264099,0.2938849925994873,0.17124508321285248,0.33104926347732544,0.41548454761505127,0.22190609574317932,0.38364991545677185,0.2720220685005188,0.17838595807552338,0.42558613419532776,0.733189046382904,0.2215006798505783,1.0,0.38364991545677185,0.2783183157444,0.1826142966747284
all,0.41981086134910583,0.38664430379867554,0.583402693271637,0.23647910356521606,0.1998184323310852,0.2500428259372711,0.198136106133461,0.17470678687095642,0.182582288980484,0.42520734667778015,0.3205591142177582,0.30359330773353577,0.20216822624206543,0.208145871758461,0.3001944422721863,0.4860881567001343,0.31533852219581604,0.42798417806625366,0.30359330773353577,0.15977723896503448,0.29575422406196594
individuals,0.25709760189056396,0.27612102031707764,0.3909188508987427,0.1093422919511795,0.19264651834964752,0.28743690252304077,0.14841106534004211,0.1621674746274948,0.2920325994491577,0.3194306492805481,0.16394150257110596,0.2085990458726883,0.3298780620098114,0.20306459069252014,0.20738102495670319,0.3022412955760956,0.15580323338508606,0.27365922927856445,0.2085990458726883,0.13401439785957336,0.20243582129478455
",",0.3087472915649414,0.3283645510673523,0.42400437593460083,0.2557750344276428,0.28167304396629333,0.2664267122745514,0.2891939878463745,0.19700400531291962,0.25776931643486023,0.44245919585227966,0.25646987557411194,0.3378419280052185,0.24151813983917236,0.1951065957546234,0.38314947485923767,0.4933079481124878,0.25448864698410034,0.4946078956127167,0.3378419280052185,0.21559560298919678,0.31091248989105225
including,0.18328791856765747,0.18796655535697937,0.5296509861946106,0.28622159361839294,0.25002551078796387,0.1382422149181366,0.17820878326892853,0.15286493301391602,0.21590834856033325,0.24006329476833344,0.18246932327747345,0.25115638971328735,0.2520482540130615,0.08986406028270721,0.2641666531562805,0.3738902807235718,0.16959142684936523,0.44195112586021423,0.25115638971328735,0.12808476388454437,0.1633303165435791
women,0.14828920364379883,0.2025286853313446,0.20219233632087708,0.15295463800430298,0.230945885181427,0.19770477712154388,0.18523162603378296,0.11281873285770416,0.1370525360107422,0.24881750345230103,0.12008221447467804,0.17814773321151733,0.25825005769729614,0.11237941682338715,0.22969332337379456,0.279754102230072,0.09820869565010071,0.22431409358978271,0.17814773321151733,0.19611036777496338,0.1616753786802292
.,0.3567904531955719,0.3613996207714081,0.40663889050483704,0.22790057957172394,0.23048031330108643,0.24773532152175903,0.25373268127441406,0.19819748401641846,0.1925266534090042,0.4645031690597534,0.2680947482585907,0.3119256794452667,0.24492493271827698,0.23366451263427734,0.4549728035926819,0.5934505462646484,0.26526886224746704,0.5352458953857422,0.3119256794452667,0.18817713856697083,0.4130953550338745
