,which,empire,bordered,the,mongol,empire,to,the,west,in,1218,?
bordered,0.1940087080001831,0.1955622136592865,1.0,0.31512969732284546,0.1340743601322174,0.1955622136592865,0.21746252477169037,0.31512969732284546,0.46819937229156494,0.3289896249771118,0.09022226184606552,0.10068123042583466
the,0.6521818041801453,0.32532164454460144,0.31512969732284546,1.0,0.2924198508262634,0.32532164454460144,0.535392165184021,1.0,0.32918402552604675,0.6662389636039734,0.008959535509347916,0.22068053483963013
khwarezmia,0.3854447603225708,0.41899508237838745,0.2259669303894043,0.3111512362957001,0.4831540286540985,0.41899508237838745,0.27053171396255493,0.3111512362957001,0.28282538056373596,0.2496933788061142,0.010571837425231934,0.2672078311443329
(,0.2589828372001648,0.20560875535011292,0.215435191988945,0.33289089798927307,0.17867407202720642,0.20560875535011292,0.30882009863853455,0.33289089798927307,0.17718875408172607,0.3087427020072937,0.16464033722877502,0.40561532974243164
khwarezmid,0.3916093707084656,0.39760124683380127,0.24576251208782196,0.342690110206604,0.5103490352630615,0.39760124683380127,0.2811152935028076,0.342690110206604,0.28936195373535156,0.24159285426139832,0.05049312859773636,0.25827765464782715
empire,0.1975056380033493,1.0000001192092896,0.1955622136592865,0.32532164454460144,0.45230501890182495,1.0000001192092896,0.21448755264282227,0.32532164454460144,0.2464679777622223,0.24110576510429382,0.042158469557762146,0.14909450709819794
),0.2758678197860718,0.21227380633354187,0.20133085548877716,0.3456730246543884,0.2076263129711151,0.21227380633354187,0.31236231327056885,0.3456730246543884,0.17997638881206512,0.3326910734176636,0.14802250266075134,0.42300865054130554
",",0.3658004403114319,0.27646857500076294,0.3059317469596863,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.44245919585227966,0.4933079481124878,0.28857502341270447,0.5201468467712402,0.08286204189062119,0.31091248989105225
a,0.56894451379776,0.1900206059217453,0.18747813999652863,0.5829201340675354,0.15921570360660553,0.1900206059217453,0.45503583550453186,0.5829201340675354,0.2258862406015396,0.539380669593811,0.05600881204009056,0.23916715383529663
muslim,0.20675697922706604,0.314505010843277,0.1542334258556366,0.28099653124809265,0.3543543815612793,0.314505010843277,0.2551989257335663,0.28099653124809265,0.18610453605651855,0.2092999517917633,0.05068609118461609,0.17456822097301483
state,0.27248382568359375,0.30762815475463867,0.27965399622917175,0.3097178041934967,0.1786884069442749,0.30762815475463867,0.25557461380958557,0.3097178041934967,0.23057743906974792,0.33316072821617126,0.1333606243133545,0.1160883978009224
that,0.6894589066505432,0.1784069836139679,0.1922333985567093,0.5473989248275757,0.20668581128120422,0.1784069836139679,0.5436353087425232,0.5473989248275757,0.14288705587387085,0.435920387506485,-0.03743366897106171,0.32716336846351624
reached,0.22089211642742157,0.15446290373802185,0.22776265442371368,0.29860952496528625,0.13285142183303833,0.15446290373802185,0.20677556097507477,0.29860952496528625,0.19590018689632416,0.24389809370040894,-2.4595659851911478e-05,0.1518019139766693
the,0.6521818041801453,0.32532164454460144,0.31512969732284546,1.0,0.2924198508262634,0.32532164454460144,0.535392165184021,1.0,0.32918402552604675,0.6662389636039734,0.008959535509347916,0.22068053483963013
caspian,0.1970270723104477,0.26964113116264343,0.3584357798099518,0.30350741744041443,0.4398603141307831,0.26964113116264343,0.2237672507762909,0.30350741744041443,0.31234967708587646,0.20952409505844116,-0.00970474723726511,0.10965590178966522
sea,0.25416871905326843,0.2750125825405121,0.3541077971458435,0.30363768339157104,0.19492629170417786,0.2750125825405121,0.2749888300895691,0.30363768339157104,0.2768797278404236,0.2302369773387909,-0.06520973145961761,0.15551945567131042
to,0.5345056653022766,0.21448755264282227,0.21746252477169037,0.535392165184021,0.2125127911567688,0.21448755264282227,1.0,0.535392165184021,0.24611181020736694,0.45010748505592346,-0.023999828845262527,0.29463258385658264
the,0.6521818041801453,0.32532164454460144,0.31512969732284546,1.0,0.2924198508262634,0.32532164454460144,0.535392165184021,1.0,0.32918402552604675,0.6662389636039734,0.008959535509347916,0.22068053483963013
west,0.22164945304393768,0.2464679777622223,0.46819937229156494,0.32918402552604675,0.16340303421020508,0.2464679777622223,0.24611181020736694,0.32918402552604675,1.0,0.34078434109687805,0.0868062824010849,0.12088293582201004
and,0.506277859210968,0.27479609847068787,0.26177412271499634,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.48971283435821533,0.5171257257461548,0.273951917886734,0.4954058527946472,0.0280569139868021,0.20544172823429108
persian,0.20525389909744263,0.306647926568985,0.1597478687763214,0.24001385271549225,0.403802752494812,0.306647926568985,0.17904242873191833,0.24001385271549225,0.1553635150194168,0.16762448847293854,0.07073444128036499,0.11708208173513412
gulf,0.2250206172466278,0.21300119161605835,0.3145143687725067,0.29029619693756104,0.21775436401367188,0.21300119161605835,0.1890619695186615,0.29029619693756104,0.2628727853298187,0.2268008291721344,0.01590033434331417,0.12622930109500885
and,0.506277859210968,0.27479609847068787,0.26177412271499634,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.48971283435821533,0.5171257257461548,0.273951917886734,0.4954058527946472,0.0280569139868021,0.20544172823429108
the,0.6521818041801453,0.32532164454460144,0.31512969732284546,1.0,0.2924198508262634,0.32532164454460144,0.535392165184021,1.0,0.32918402552604675,0.6662389636039734,0.008959535509347916,0.22068053483963013
arabian,0.2416159212589264,0.21377648413181305,0.24930617213249207,0.2784736454486847,0.28759855031967163,0.21377648413181305,0.20027992129325867,0.2784736454486847,0.2772197127342224,0.18472886085510254,0.05303766205906868,0.09656751155853271
sea,0.25416871905326843,0.2750125825405121,0.3541077971458435,0.30363768339157104,0.19492629170417786,0.2750125825405121,0.2749888300895691,0.30363768339157104,0.2768797278404236,0.2302369773387909,-0.06520973145961761,0.15551945567131042
to,0.5345056653022766,0.21448755264282227,0.21746252477169037,0.535392165184021,0.2125127911567688,0.21448755264282227,1.0,0.535392165184021,0.24611181020736694,0.45010748505592346,-0.023999828845262527,0.29463258385658264
the,0.6521818041801453,0.32532164454460144,0.31512969732284546,1.0,0.2924198508262634,0.32532164454460144,0.535392165184021,1.0,0.32918402552604675,0.6662389636039734,0.008959535509347916,0.22068053483963013
south,0.24635352194309235,0.26449429988861084,0.4612264037132263,0.3129390776157379,0.17559237778186798,0.26449429988861084,0.25657615065574646,0.3129390776157379,0.6137221455574036,0.33642083406448364,0.05086790397763252,0.12336621433496475
.,0.45942068099975586,0.2811720371246338,0.26018550992012024,0.5934505462646484,0.16751837730407715,0.2811720371246338,0.4645031690597534,0.5934505462646484,0.2804967761039734,0.5591574311256409,0.04327559471130371,0.4130953550338745
