,what,typically,involves,mass,production,of,similar,items,without,a,designated,purchaser,?
production,0.16636081039905548,0.22166328132152557,0.199595108628273,0.20723605155944824,1.0,0.1928233802318573,0.1919974535703659,0.1815735101699829,0.20122094452381134,0.19671310484409332,0.04627765342593193,0.24784332513809204,0.19318072497844696
of,0.33290785551071167,0.28964799642562866,0.32495999336242676,0.26915112137794495,0.1928233802318573,1.0,0.2911645472049713,0.21522082388401031,0.3081340193748474,0.5052502155303955,0.22357919812202454,0.1946554332971573,0.1826142966747284
similar,0.30608364939689636,0.4410601854324341,0.32129567861557007,0.24556690454483032,0.1919974535703659,0.2911645472049713,0.9999999403953552,0.23319309949874878,0.24837061762809753,0.34790337085723877,0.1760302484035492,0.16152581572532654,0.23309361934661865
items,0.23242159187793732,0.33375847339630127,0.23392121493816376,0.18264135718345642,0.1815735101699829,0.21522082388401031,0.23319309949874878,1.0000001192092896,0.21880917251110077,0.2916238307952881,0.181880921125412,0.3535185754299164,0.19807128608226776
without,0.3181614279747009,0.35851025581359863,0.35794001817703247,0.1642823964357376,0.20122094452381134,0.3081340193748474,0.24837061762809753,0.21880917251110077,1.0,0.2797018885612488,0.06823050230741501,0.16940073668956757,0.2928665280342102
a,0.3320399522781372,0.37909039855003357,0.35207560658454895,0.21558082103729248,0.19671310484409332,0.5052502155303955,0.34790337085723877,0.2916238307952881,0.2797018885612488,1.0,0.2710168659687042,0.27241021394729614,0.23916715383529663
designated,0.06610333919525146,0.18786278367042542,0.10939797013998032,0.10302019119262695,0.04627765342593193,0.22357919812202454,0.1760302484035492,0.181880921125412,0.06823050230741501,0.2710168659687042,1.0000001192092896,0.24471530318260193,0.1318070888519287
purchaser,0.21716651320457458,0.2346344292163849,0.12700164318084717,0.1346471905708313,0.24784332513809204,0.1946554332971573,0.16152581572532654,0.3535185754299164,0.16940073668956757,0.27241021394729614,0.24471530318260193,0.9999998807907104,0.10528716444969177
",",0.3087472915649414,0.18964512646198273,0.2186070829629898,0.2439754158258438,0.24176549911499023,0.4946078956127167,0.29403579235076904,0.21073096990585327,0.24492648243904114,0.427140474319458,0.20988495647907257,0.22056691348552704,0.31091248989105225
while,0.35511791706085205,0.37714850902557373,0.3215627074241638,0.14153893291950226,0.17001426219940186,0.3366928696632385,0.27165183424949646,0.2130647748708725,0.40961626172065735,0.3733035624027252,0.08422642201185226,0.17965810000896454,0.21076419949531555
construction,0.20329850912094116,0.2502332627773285,0.1520182341337204,0.17921249568462372,0.4035132825374603,0.2815735340118408,0.21447475254535675,0.21293030679225922,0.15337960422039032,0.25036895275115967,0.2442348301410675,0.25851771235466003,0.13494056463241577
typically,0.2460547685623169,1.0,0.39386671781539917,0.2606539726257324,0.22166328132152557,0.28964799642562866,0.4410601854324341,0.33375847339630127,0.35851025581359863,0.37909039855003357,0.18786278367042542,0.2346344292163849,0.14485043287277222
takes,0.15264007449150085,0.24935506284236908,0.4253416359424591,0.13573136925697327,0.1674310564994812,0.3277401030063629,0.14797385036945343,0.1533953994512558,0.171228289604187,0.3491862416267395,0.1866120845079422,0.1476570963859558,0.10935472697019577
place,0.2689766585826874,0.15078452229499817,0.23796378076076508,0.20138879120349884,0.1871313601732254,0.2685627043247223,0.18067136406898499,0.21799036860466003,0.21081653237342834,0.3079278767108917,0.2659856975078583,0.13342145085334778,0.2455766350030899
on,0.34226128458976746,0.22215910255908966,0.1868361383676529,0.18456357717514038,0.19293728470802307,0.3966929316520691,0.23418132960796356,0.20476584136486053,0.26243290305137634,0.3848365545272827,0.2070607841014862,0.2520758807659149,0.2714994251728058
location,0.2507282793521881,0.12457986921072006,0.10158071666955948,0.17197170853614807,0.1837046891450882,0.28702232241630554,0.14875297248363495,0.1731853485107422,0.17821471393108368,0.22079749405384064,0.2275383174419403,0.13714420795440674,0.15759775042533875
for,0.3017193675041199,0.3479194939136505,0.3458130657672882,0.18664062023162842,0.26936712861061096,0.4185989499092102,0.2594558596611023,0.31808599829673767,0.4273005723953247,0.44038116931915283,0.23363377153873444,0.22645409405231476,0.264628142118454
a,0.3320399522781372,0.37909039855003357,0.35207560658454895,0.21558082103729248,0.19671310484409332,0.5052502155303955,0.34790337085723877,0.2916238307952881,0.2797018885612488,1.0,0.2710168659687042,0.27241021394729614,0.23916715383529663
known,0.20381177961826324,0.17567051947116852,0.2834050953388214,0.14433427155017853,0.19706055521965027,0.35814476013183594,0.258840948343277,0.11428755521774292,0.12982162833213806,0.30882248282432556,0.2622109353542328,0.10402333736419678,0.18314571678638458
client,0.2853679358959198,0.31757476925849915,0.2073209285736084,0.10211727023124695,0.0932069718837738,0.1617206633090973,0.151353120803833,0.15230831503868103,0.21962378919124603,0.2345588207244873,0.04286881536245346,0.23122984170913696,0.20958182215690613
.,0.3567904531955719,0.25537845492362976,0.17409084737300873,0.25224974751472473,0.22297915816307068,0.5352458953857422,0.306670606136322,0.23707115650177002,0.29967203736305237,0.50484299659729,0.25461071729660034,0.20304255187511444,0.4130953550338745
