,into,what,language,did,marlee,matlin,translate,the,national,anthem,?
award,0.16008120775222778,0.15951679646968842,0.16543014347553253,0.19671815633773804,0.25074610114097595,0.30938515067100525,0.14058776199817657,0.24073810875415802,0.23192229866981506,0.17386911809444427,0.18240714073181152
winner,0.1101410984992981,0.16745254397392273,0.07262121140956879,0.1856318712234497,0.26656675338745117,0.2603719234466553,0.13406555354595184,0.25965070724487305,0.1814597249031067,0.15567472577095032,0.14322948455810547
marlee,0.09984776377677917,0.2346910834312439,0.10290249437093735,0.13476203382015228,1.0000001192092896,0.5138393640518188,0.14025849103927612,0.20077396929264069,0.16528815031051636,0.13983865082263947,0.24211622774600983
matlin,0.08284714072942734,0.19595620036125183,0.20148618519306183,0.22680321335792542,0.5138393640518188,1.0,0.10256235301494598,0.24170111119747162,0.1705358326435089,0.13953346014022827,0.2595809996128082
provided,0.17520850896835327,0.2206064909696579,0.18686984479427338,0.2778315246105194,0.0763142928481102,0.19194234907627106,0.2823789715766907,0.304488867521286,0.18549714982509613,0.13015370070934296,0.16893617808818817
american,0.1574302315711975,0.1909721940755844,0.1444033682346344,0.21486236155033112,0.3019056022167206,0.3529108464717865,0.11268112063407898,0.24562937021255493,0.24127501249313354,0.12083812057971954,0.18877598643302917
sign,0.10408537089824677,0.2690769135951996,0.28516343235969543,0.222271129488945,0.08689847588539124,0.1807721108198166,0.12888787686824799,0.22875791788101196,0.2094181478023529,0.2477531135082245,0.21454890072345734
language,0.19812805950641632,0.28220435976982117,0.9999998807907104,0.1788339912891388,0.10290249437093735,0.20148618519306183,0.4263235926628113,0.30198320746421814,0.20917373895645142,0.29626932740211487,0.25349316000938416
(,0.1606949418783188,0.2411840260028839,0.19353517889976501,0.18979617953300476,0.23288220167160034,0.29028159379959106,0.2653631269931793,0.33289089798927307,0.24475820362567902,0.19241563975811005,0.40561532974243164
asl,0.062171392142772675,0.27971982955932617,0.4214596748352051,0.15472246706485748,0.13876166939735413,0.1830216646194458,0.26790326833724976,0.2632366418838501,0.23568250238895416,0.1722346842288971,0.2692483067512512
),0.1600802093744278,0.26259949803352356,0.23027637600898743,0.18584993481636047,0.2389475256204605,0.28371158242225647,0.2694324254989624,0.3456730246543884,0.25379422307014465,0.20883572101593018,0.42300865054130554
translation,0.24055281281471252,0.22188860177993774,0.40156617760658264,0.1068030595779419,0.11568190157413483,0.10121853649616241,0.8344925045967102,0.26402729749679565,0.06608978658914566,0.23067684471607208,0.22574150562286377
.,0.26250120997428894,0.3567904531955719,0.2506868243217468,0.35288307070732117,0.27336010336875916,0.3209565281867981,0.25816893577575684,0.5934505462646484,0.29436907172203064,0.2023264318704605,0.4130953550338745
