,what,ended,turkish,imperial,ambitions,?
anatolian,0.17670275270938873,0.16746285557746887,0.4529273509979248,0.24964585900306702,0.22213499248027802,0.10557496547698975
heartland,0.16537393629550934,0.23246514797210693,0.21542787551879883,0.18418850004673004,0.2060937136411667,0.10733076930046082
",",0.3087472915649414,0.2682836353778839,0.20298264920711517,0.2180749922990799,0.19599977135658264,0.31091248989105225
as,0.31749409437179565,0.15908659994602203,0.18678319454193115,0.21129533648490906,0.17692416906356812,0.27043893933296204
well,0.4154493808746338,0.18359091877937317,0.16192996501922607,0.17980486154556274,0.24757233262062073,0.24815571308135986
as,0.31749409437179565,0.15908659994602203,0.18678319454193115,0.21129533648490906,0.17692416906356812,0.27043893933296204
the,0.42745697498321533,0.3356485068798065,0.19575290381908417,0.3074202835559845,0.20827046036720276,0.22068053483963013
creation,0.2653278112411499,0.20204780995845795,0.0845104530453682,0.14795632660388947,0.2287825345993042,0.2407430112361908
of,0.33290785551071167,0.27636510133743286,0.14263172447681427,0.3205159604549408,0.20374001562595367,0.1826142966747284
modern,0.2655639946460724,0.11439850181341171,0.17942185699939728,0.1719968169927597,0.23183174431324005,0.12475407868623734
balkan,0.09216579049825668,0.25626665353775024,0.4918052852153778,0.22633925080299377,0.24623408913612366,0.08319589495658875
and,0.31309178471565247,0.2036798745393753,0.22765518724918365,0.20855538547039032,0.2759193778038025,0.20544172823429108
middle,0.18312302231788635,0.19081850349903107,0.13088177144527435,0.1774347424507141,0.12197478115558624,0.13139553368091583
eastern,0.2263268083333969,0.18157783150672913,0.1609882265329361,0.21641609072685242,0.11413836479187012,0.20060817897319794
states,0.21526020765304565,0.1944577842950821,0.1484805792570114,0.23527774214744568,0.11928489059209824,0.16272737085819244
",",0.3087472915649414,0.2682836353778839,0.20298264920711517,0.2180749922990799,0.19599977135658264,0.31091248989105225
thus,0.30745524168014526,0.20699727535247803,0.10559223592281342,0.1105542704463005,0.22566156089305878,0.18769288063049316
ending,0.18526051938533783,0.513846755027771,0.15903310477733612,0.21150469779968262,0.23688146471977234,0.14182089269161224
turkish,0.11822055280208588,0.11335889995098114,1.0000001192092896,0.14415302872657776,0.14671823382377625,0.10638481378555298
colonial,0.15791663527488708,0.15285420417785645,0.16629916429519653,0.25303271412849426,0.20330215990543365,0.10191229730844498
ambitions,0.16662469506263733,0.259176641702652,0.14671823382377625,0.1969984620809555,0.9999999403953552,0.15768194198608398
.,0.3567904531955719,0.23468057811260223,0.2010604292154312,0.259955495595932,0.15924172103405,0.4130953550338745
