,what,scientific,field,'s,theory,has,received,contributions,from,the,steam,engine,?
theory,0.297923743724823,0.4171595275402069,0.27576664090156555,-0.0025054612196981907,0.9999999403953552,0.19130924344062805,0.13788025081157684,0.332413911819458,0.11020279675722122,0.2277156263589859,0.21504749357700348,0.17748859524726868,0.1387292891740799
;,0.10986888408660889,0.08065993338823318,-0.016989825293421745,0.006909397430717945,-0.03969723731279373,0.05589579790830612,0.04927321895956993,0.060799550265073776,0.07524215430021286,0.09152708947658539,-0.0341496504843235,0.0016585135599598289,0.10349778085947037
however,0.4480680823326111,0.24372389912605286,0.23008199036121368,0.011690815910696983,0.29465192556381226,0.3999234735965729,0.2885075807571411,0.28432342410087585,0.33656248450279236,0.49814513325691223,0.24828113615512848,0.18561214208602905,0.2152075469493866
",",0.3087472915649414,0.2464645951986313,0.27645614743232727,-0.0016132977325469255,0.18095813691616058,0.3734780251979828,0.2926693558692932,0.3066929578781128,0.39760664105415344,0.4933079481124878,0.2264556586742401,0.19789794087409973,0.31091248989105225
the,0.42745697498321533,0.24748262763023376,0.2105809599161148,-0.01540423184633255,0.2277156263589859,0.4177538752555847,0.24890556931495667,0.216569185256958,0.40150508284568787,1.0,0.23105813562870026,0.21651263535022736,0.22068053483963013
only,0.41415658593177795,0.24465416371822357,0.221044659614563,0.08984304964542389,0.23228608071804047,0.4251205623149872,0.25201132893562317,0.30712705850601196,0.32145237922668457,0.5497692227363586,0.20614340901374817,0.16929852962493896,0.2767370045185089
applications,0.20821766555309296,0.2875848114490509,0.23677068948745728,-0.001581235439516604,0.3342345356941223,0.23261791467666626,0.1814652383327484,0.40093785524368286,0.19667842984199524,0.23664557933807373,0.3146214783191681,0.3492899239063263,0.19125857949256897
of,0.33290785551071167,0.2751598358154297,0.20410659909248352,-0.03817026689648628,0.23506702482700348,0.3909035325050354,0.2628524899482727,0.2577681839466095,0.4249346852302551,0.733189046382904,0.20239725708961487,0.17095594108104706,0.1826142966747284
scientific,0.18922170996665955,1.0,0.2562463879585266,0.06774617731571198,0.4171595275402069,0.21346504986286163,0.13959625363349915,0.2897694408893585,0.1585858315229416,0.24748262763023376,0.18360048532485962,0.17490096390247345,0.16215236485004425
theory,0.297923743724823,0.4171595275402069,0.27576664090156555,-0.0025054612196981907,0.9999999403953552,0.19130924344062805,0.13788025081157684,0.332413911819458,0.11020279675722122,0.2277156263589859,0.21504749357700348,0.17748859524726868,0.1387292891740799
that,0.6297725439071655,0.29902783036231995,0.2216513603925705,0.04397977516055107,0.36183905601501465,0.41272613406181335,0.16830024123191833,0.30188509821891785,0.3477667272090912,0.5473989248275757,0.24386391043663025,0.23960842192173004,0.32716336846351624
influenced,0.22395093739032745,0.14169025421142578,0.11060573905706406,-0.0006173446890898049,0.2700159549713135,0.18898318707942963,0.20065179467201233,0.2349013090133667,0.12801696360111237,0.18518297374248505,0.13179467618465424,0.07808870077133179,0.1310873031616211
the,0.42745697498321533,0.24748262763023376,0.2105809599161148,-0.01540423184633255,0.2277156263589859,0.4177538752555847,0.24890556931495667,0.216569185256958,0.40150508284568787,1.0,0.23105813562870026,0.21651263535022736,0.22068053483963013
steam,0.15672586858272552,0.18360048532485962,0.14028052985668182,0.03992457315325737,0.21504749357700348,0.13945941627025604,0.09090211242437363,0.13251468539237976,0.2270648181438446,0.23105813562870026,1.0000001192092896,0.4921848475933075,0.113324373960495
engine,0.18463268876075745,0.17490096390247345,0.1545214056968689,0.044662050902843475,0.17748859524726868,0.16265857219696045,0.12134765833616257,0.13418841361999512,0.20623253285884857,0.21651263535022736,0.4921848475933075,1.0,0.17739196121692657
were,0.22298263013362885,0.15159554779529572,0.11600887030363083,0.007088581565767527,0.1573960781097412,0.2784052789211273,0.2693397104740143,0.19851265847682953,0.29991888999938965,0.3906462490558624,0.20219570398330688,0.164800226688385,0.17890112102031708
the,0.42745697498321533,0.24748262763023376,0.2105809599161148,-0.01540423184633255,0.2277156263589859,0.4177538752555847,0.24890556931495667,0.216569185256958,0.40150508284568787,1.0,0.23105813562870026,0.21651263535022736,0.22068053483963013
original,0.24651947617530823,0.15699461102485657,0.12146784365177155,0.0564689077436924,0.2018783986568451,0.26627111434936523,0.16590522229671478,0.19642186164855957,0.233787402510643,0.4037000238895416,0.15147961676120758,0.1622026562690735,0.17256900668144226
concepts,0.30926722288131714,0.35038653016090393,0.2427864819765091,0.03352681174874306,0.45222824811935425,0.20467133820056915,0.10871205478906631,0.2935335338115692,0.1700141876935959,0.22404052317142487,0.15648114681243896,0.23999221622943878,0.21270129084587097
of,0.33290785551071167,0.2751598358154297,0.20410659909248352,-0.03817026689648628,0.23506702482700348,0.3909035325050354,0.2628524899482727,0.2577681839466095,0.4249346852302551,0.733189046382904,0.20239725708961487,0.17095594108104706,0.1826142966747284
harnessing,0.2631615698337555,0.2393924444913864,0.22710712254047394,0.03443584963679314,0.27370673418045044,0.23107662796974182,0.11868739128112793,0.17722482979297638,0.1724044531583786,0.31509023904800415,0.29497772455215454,0.27106404304504395,0.15562471747398376
the,0.42745697498321533,0.24748262763023376,0.2105809599161148,-0.01540423184633255,0.2277156263589859,0.4177538752555847,0.24890556931495667,0.216569185256958,0.40150508284568787,1.0,0.23105813562870026,0.21651263535022736,0.22068053483963013
power,0.22216427326202393,0.18207097053527832,0.1003713607788086,0.05344679579138756,0.2022087424993515,0.1779095083475113,0.13883283734321594,0.12922917306423187,0.21385204792022705,0.2647338807582855,0.35972869396209717,0.30954575538635254,0.15304024517536163
of,0.33290785551071167,0.2751598358154297,0.20410659909248352,-0.03817026689648628,0.23506702482700348,0.3909035325050354,0.2628524899482727,0.2577681839466095,0.4249346852302551,0.733189046382904,0.20239725708961487,0.17095594108104706,0.1826142966747284
steam,0.15672586858272552,0.18360048532485962,0.14028052985668182,0.03992457315325737,0.21504749357700348,0.13945941627025604,0.09090211242437363,0.13251468539237976,0.2270648181438446,0.23105813562870026,1.0000001192092896,0.4921848475933075,0.113324373960495
and,0.31309178471565247,0.2165914624929428,0.26487240195274353,0.06895173341035843,0.1765792816877365,0.43716782331466675,0.24762246012687683,0.27147921919822693,0.3601827025413513,0.5171257257461548,0.24133789539337158,0.18437977135181427,0.20544172823429108
atmospheric,0.2079145908355713,0.3622239828109741,0.24750080704689026,-0.016899242997169495,0.23589928448200226,0.14666573703289032,0.1767996847629547,0.23278650641441345,0.20439954102039337,0.25230076909065247,0.28557538986206055,0.2417989820241928,0.11404281854629517
pressure,0.2625555694103241,0.15815187990665436,0.16145242750644684,0.024452058598399162,0.23925618827342987,0.14868444204330444,0.10358992218971252,0.13960552215576172,0.16618163883686066,0.28285476565361023,0.32320529222488403,0.2742706835269928,0.142023503780365
and,0.31309178471565247,0.2165914624929428,0.26487240195274353,0.06895173341035843,0.1765792816877365,0.43716782331466675,0.24762246012687683,0.27147921919822693,0.3601827025413513,0.5171257257461548,0.24133789539337158,0.18437977135181427,0.20544172823429108
knowledge,0.3869657814502716,0.42743486166000366,0.24058590829372406,0.1227627545595169,0.3700173497200012,0.21089507639408112,0.147323876619339,0.39371374249458313,0.1683357059955597,0.22194717824459076,0.12512347102165222,0.1827186495065689,0.2853184640407562
of,0.33290785551071167,0.2751598358154297,0.20410659909248352,-0.03817026689648628,0.23506702482700348,0.3909035325050354,0.2628524899482727,0.2577681839466095,0.4249346852302551,0.733189046382904,0.20239725708961487,0.17095594108104706,0.1826142966747284
properties,0.23360128700733185,0.3062068521976471,0.23078911006450653,-0.07409704476594925,0.28089118003845215,0.24234533309936523,0.12151012569665909,0.3274787366390228,0.15606215596199036,0.20062518119812012,0.2170027494430542,0.1920550912618637,0.12601029872894287
of,0.33290785551071167,0.2751598358154297,0.20410659909248352,-0.03817026689648628,0.23506702482700348,0.3909035325050354,0.2628524899482727,0.2577681839466095,0.4249346852302551,0.733189046382904,0.20239725708961487,0.17095594108104706,0.1826142966747284
heat,0.1933984011411667,0.12529206275939941,0.19282864034175873,0.05812746658921242,0.17835135757923126,0.16537654399871826,0.10742422193288803,0.1270713210105896,0.2508489787578583,0.2556036710739136,0.45067235827445984,0.3821377456188202,0.16343188285827637
and,0.31309178471565247,0.2165914624929428,0.26487240195274353,0.06895173341035843,0.1765792816877365,0.43716782331466675,0.24762246012687683,0.27147921919822693,0.3601827025413513,0.5171257257461548,0.24133789539337158,0.18437977135181427,0.20544172823429108
steam,0.15672586858272552,0.18360048532485962,0.14028052985668182,0.03992457315325737,0.21504749357700348,0.13945941627025604,0.09090211242437363,0.13251468539237976,0.2270648181438446,0.23105813562870026,1.0000001192092896,0.4921848475933075,0.113324373960495
.,0.3567904531955719,0.18281413614749908,0.23224417865276337,-0.003708066651597619,0.18047811090946198,0.4105546176433563,0.25050681829452515,0.2677852213382721,0.41536515951156616,0.5934505462646484,0.22855372726917267,0.21814921498298645,0.4130953550338745
