,what,portion,of,bird,species,make,up,the,world,'s,total,live,in,the,rainforest,?
fishes,0.21589066088199615,0.16574078798294067,0.30366116762161255,0.27404579520225525,0.43634048104286194,0.20007629692554474,0.16709958016872406,0.29045408964157104,0.14834365248680115,0.009065846912562847,0.1335582286119461,0.26633507013320923,0.23867948353290558,0.29045408964157104,0.31277796626091003,0.2000686526298523
",",0.3087472915649414,0.23716022074222565,0.4946078956127167,0.19613754749298096,0.2223871648311615,0.324553906917572,0.34193792939186096,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.25815486907958984,0.29754534363746643,0.5201468467712402,0.4933079481124878,0.2737860679626465,0.31091248989105225
"1,294",0.2377302497625351,0.05007771775126457,0.005643278360366821,0.17875228822231293,0.15981349349021912,0.1987786889076233,0.229210764169693,0.12081556022167206,0.040661219507455826,0.0644012838602066,0.11182324588298798,0.1261824518442154,0.074866384267807,0.12081556022167206,0.19458125531673431,0.16479575634002686
birds,0.17956314980983734,0.13264839351177216,0.2461683750152588,0.7236887216567993,0.5187767744064331,0.1975696086883545,0.2026686668395996,0.24023959040641785,0.14391762018203735,0.07899300009012222,0.15141130983829498,0.20735955238342285,0.2125139683485031,0.24023959040641785,0.39671170711517334,0.13677363097667694
",",0.3087472915649414,0.23716022074222565,0.4946078956127167,0.19613754749298096,0.2223871648311615,0.324553906917572,0.34193792939186096,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.25815486907958984,0.29754534363746643,0.5201468467712402,0.4933079481124878,0.2737860679626465,0.31091248989105225
427,-0.12005113065242767,-0.2689647376537323,-0.21943329274654388,-0.17006316781044006,-0.2062026560306549,-0.20283056795597076,-0.28213775157928467,-0.2638601064682007,-0.15047219395637512,-0.0716772973537445,-0.2393651008605957,-0.21855559945106506,-0.20808935165405273,-0.2638601064682007,-0.35938185453414917,-0.06483101099729538
mammals,0.1920388787984848,0.24761685729026794,0.2500741481781006,0.4088474214076996,0.5211568474769592,0.1554775834083557,0.1746063381433487,0.27272844314575195,0.1857876181602478,0.0064070578664541245,0.14182902872562408,0.23653678596019745,0.21902817487716675,0.27272844314575195,0.36022794246673584,0.14248336851596832
",",0.3087472915649414,0.23716022074222565,0.4946078956127167,0.19613754749298096,0.2223871648311615,0.324553906917572,0.34193792939186096,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.25815486907958984,0.29754534363746643,0.5201468467712402,0.4933079481124878,0.2737860679626465,0.31091248989105225
428,-0.16806195676326752,-0.2300989329814911,-0.20568950474262238,-0.14583918452262878,-0.15817634761333466,-0.1994406282901764,-0.3118025064468384,-0.23876549303531647,-0.13897599279880524,-0.06629496067762375,-0.2689265012741089,-0.19434116780757904,-0.19688504934310913,-0.23876549303531647,-0.2914218008518219,-0.14439550042152405
amphibians,0.24427281320095062,0.17298032343387604,0.2784369885921478,0.3813522160053253,0.5769056677818298,0.22511641681194305,0.1346646547317505,0.2568071782588959,0.2104244828224182,0.1196654736995697,0.18712472915649414,0.3612571358680725,0.25579649209976196,0.2568071782588959,0.40142014622688293,0.19058775901794434
",",0.3087472915649414,0.23716022074222565,0.4946078956127167,0.19613754749298096,0.2223871648311615,0.324553906917572,0.34193792939186096,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.25815486907958984,0.29754534363746643,0.5201468467712402,0.4933079481124878,0.2737860679626465,0.31091248989105225
and,0.31309178471565247,0.28324267268180847,0.5116966962814331,0.20209141075611115,0.23547904193401337,0.4160483181476593,0.4032393991947174,0.5171257257461548,0.3246132433414459,0.06895173341035843,0.2520328164100647,0.29040172696113586,0.4954058527946472,0.5171257257461548,0.26834338903427124,0.20544172823429108
378,0.005559158977121115,0.12891514599323273,0.02607801742851734,-0.03041016310453415,-0.04614562541246414,-0.06497230380773544,-0.07035086303949356,-0.023481857031583786,-0.006314191967248917,-0.04336034134030342,0.023426737636327744,-0.16974306106567383,-0.032691046595573425,-0.023481857031583786,0.0210826825350523,0.046226855367422104
reptiles,0.24316363036632538,0.20320552587509155,0.2712656855583191,0.4518561065196991,0.5270869135856628,0.14995725452899933,0.17285022139549255,0.24662268161773682,0.17815212905406952,0.04561537504196167,0.124672070145607,0.23208704590797424,0.24236735701560974,0.24662268161773682,0.41240379214286804,0.17827048897743225
have,0.39808809757232666,0.2821277678012848,0.3802283704280853,0.18045616149902344,0.3239450752735138,0.49406614899635315,0.34569859504699707,0.40389683842658997,0.2620723843574524,-0.02807004563510418,0.2702822685241699,0.2797757387161255,0.36843645572662354,0.40389683842658997,0.29352760314941406,0.32991164922714233
been,0.2567804455757141,0.23502810299396515,0.31685134768486023,0.1418152004480362,0.2805362343788147,0.25218355655670166,0.22395798563957214,0.3563927710056305,0.23422138392925262,-0.10734795778989792,0.2522866129875183,0.1619804948568344,0.3515113592147827,0.3563927710056305,0.21264642477035522,0.24354910850524902
scientifically,0.3146466016769409,0.21735289692878723,0.30391114950180054,0.1680082231760025,0.36014577746391296,0.29294830560684204,0.14725691080093384,0.33359766006469727,0.18165217339992523,0.03512576222419739,0.06325557827949524,0.08198697119951248,0.21876095235347748,0.33359766006469727,0.27542874217033386,0.1720270961523056
classified,0.16493408381938934,0.15451890230178833,0.1888706386089325,0.11847074329853058,0.33646976947784424,0.1908808946609497,0.12444232404232025,0.24516408145427704,0.18252398073673248,-0.008706160821020603,0.15067042410373688,0.14666065573692322,0.19124440848827362,0.24516408145427704,0.23366543650627136,0.1583244353532791
in,0.30808621644973755,0.2811550498008728,0.5696388483047485,0.17826232314109802,0.2179255336523056,0.268858402967453,0.3120773434638977,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.27667245268821716,0.3068392276763916,1.0,0.6662389636039734,0.2207682877779007,0.20430970191955566
the,0.42745697498321533,0.42017096281051636,0.733189046382904,0.2014537751674652,0.2522439956665039,0.3146495521068573,0.38423117995262146,1.0,0.33604270219802856,-0.01540423184633255,0.27068960666656494,0.2995128035545349,0.6662389636039734,1.0,0.2571161389350891,0.22068053483963013
region,0.2298986315727234,0.30112096667289734,0.2852717339992523,0.12926983833312988,0.22915275394916534,0.10877010226249695,0.13360334932804108,0.35020557045936584,0.19184961915016174,-0.058744437992572784,0.18781934678554535,0.21112611889839172,0.3524819314479828,0.35020557045936584,0.25668972730636597,0.13441751897335052
.,0.3567904531955719,0.23307131230831146,0.5352458953857422,0.16732646524906158,0.25772613286972046,0.3547073304653168,0.351434588432312,0.5934505462646484,0.3177160322666168,-0.003708066651597619,0.2295650690793991,0.32964062690734863,0.5591574311256409,0.5934505462646484,0.25713270902633667,0.4130953550338745
