,what,condition,what,must,be,satisfied,in,order,for,1/p,to,be,expressed,in,base,q,instead,of,base,10,and,still,have,a,period,of,p,-,1,?
prime,0.15586113929748535,0.12977680563926697,0.15586113929748535,0.1576741486787796,0.14576895534992218,0.12039265036582947,0.18097394704818726,0.19578443467617035,0.17833133041858673,0.2856111526489258,0.2015804797410965,0.14576895534992218,0.1440824419260025,0.18097394704818726,0.14944545924663544,0.11112084984779358,0.17579200863838196,0.23935265839099884,0.14944545924663544,0.05412590876221657,0.21528048813343048,0.12304064631462097,0.1710582673549652,0.17998681962490082,0.17365483939647675,0.23935265839099884,0.17530764639377594,0.15041375160217285,-0.17159132659435272,0.11276303976774216
factor,0.23239780962467194,0.37201714515686035,0.23239780962467194,0.25848209857940674,0.2585146725177765,0.2205563336610794,0.2656479775905609,0.18250316381454468,0.29209399223327637,0.3458659052848816,0.23708900809288025,0.2585146725177765,0.3075445890426636,0.2656479775905609,0.29080188274383545,0.21848133206367493,0.2560518980026245,0.2744791805744171,0.29080188274383545,-0.046902190893888474,0.26250919699668884,0.2079053372144699,0.2509629428386688,0.2596903145313263,0.19423793256282806,0.2744791805744171,0.15844590961933136,0.253460168838501,-0.2330896407365799,0.2154984176158905
of,0.33290785551071167,0.20755170285701752,0.33290785551071167,0.24322323501110077,0.33904364705085754,0.20465414226055145,0.5696388483047485,0.31287699937820435,0.4185989499092102,0.33660292625427246,0.41548454761505127,0.33904364705085754,0.2687252461910248,0.5696388483047485,0.23717565834522247,0.142526313662529,0.31208282709121704,1.0,0.23717565834522247,0.2777891755104065,0.5116966962814331,0.3288819193840027,0.3802283704280853,0.5052502155303955,0.2698146104812622,1.0,0.18174134194850922,0.2919245660305023,-0.09473495930433273,0.1826142966747284
q.,-0.030047161504626274,0.0017497566295787692,-0.030047161504626274,-0.058136530220508575,0.007698207627981901,0.0630050003528595,0.07326262444257736,0.05525239557027817,0.047962840646505356,-0.023235265165567398,0.015092243440449238,0.007698207627981901,0.039165981113910675,0.07326262444257736,0.09129950404167175,-0.01711290143430233,-0.018968742340803146,-0.01648470014333725,0.09129950404167175,0.004665677435696125,0.030724992975592613,0.10483033210039139,0.1109190359711647,0.08111602813005447,0.054336026310920715,-0.01648470014333725,-0.01243101991713047,0.023396315053105354,0.005123307462781668,0.032774392515420914
wilson,0.1282895803451538,0.14926475286483765,0.1282895803451538,0.1841515302658081,0.15072916448116302,0.19588343799114227,0.1866002231836319,0.08571027219295502,0.19865725934505463,0.26826658844947815,0.1950661838054657,0.15072916448116302,0.12555834650993347,0.1866002231836319,0.12400871515274048,0.13594159483909607,0.17625512182712555,0.17700797319412231,0.12400871515274048,0.000355080293957144,0.26030388474464417,0.11562452465295792,0.15530286729335785,0.18023544549942017,0.07807933539152145,0.17700797319412231,0.17432335019111633,0.11859861016273499,-0.2164074331521988,0.1055358424782753
's,0.02692362666130066,-0.038702040910720825,0.02692362666130066,-0.018240178003907204,0.025217169895768166,0.0019064891384914517,-0.037580832839012146,-0.07080218195915222,-0.07241261005401611,-0.03506254032254219,0.03782717138528824,0.025217169895768166,-0.04779237508773804,-0.037580832839012146,-0.09340319037437439,0.07204610109329224,0.025141391903162003,-0.03817026689648628,-0.09340319037437439,0.07577503472566605,0.06895173341035843,0.033143531531095505,-0.02807004563510418,0.04866964742541313,-0.05741342157125473,-0.03817026689648628,0.07090399414300919,0.00623386912047863,0.003928052727133036,-0.023395681753754616
theorem,0.27076783776283264,0.2214164435863495,0.27076783776283264,0.19139263033866882,0.18646985292434692,0.2856913208961487,0.12508544325828552,0.12769688665866852,0.1530822366476059,0.33381175994873047,0.14878395199775696,0.18646985292434692,0.23181341588497162,0.12508544325828552,0.14393331110477448,0.18047884106636047,0.11305713653564453,0.18068012595176697,0.14393331110477448,-0.039484716951847076,0.10136619955301285,0.21657708287239075,0.1824989914894104,0.2234962433576584,0.11412061005830765,0.18068012595176697,0.17553406953811646,0.1758306473493576,-0.19035573303699493,0.18729111552238464
says,0.43107321858406067,0.18913131952285767,0.43107321858406067,0.3498879671096802,0.2873125374317169,0.3157460689544678,0.19192346930503845,0.15083537995815277,0.2572396695613861,0.197526216506958,0.31942060589790344,0.2873125374317169,0.20120464265346527,0.19192346930503845,0.05621149390935898,0.16144856810569763,0.2767450511455536,0.29148387908935547,0.05621149390935898,0.1320481151342392,0.2720807194709778,0.3586333692073822,0.27025383710861206,0.31951332092285156,0.10300438106060028,0.29148387908935547,0.06957177072763443,0.14333562552928925,-0.1831432282924652,0.2869862914085388
that,0.6297725439071655,0.3550138473510742,0.6297725439071655,0.42000943422317505,0.6036020517349243,0.323088675737381,0.435920387506485,0.2761181890964508,0.4137635827064514,0.262124627828598,0.5436353087425232,0.6036020517349243,0.3005213737487793,0.435920387506485,0.23475483059883118,0.20400522649288177,0.43556153774261475,0.41498205065727234,0.23475483059883118,0.15201891958713531,0.4731321930885315,0.5191669464111328,0.6182622313499451,0.47537946701049805,0.261763334274292,0.41498205065727234,0.15546166896820068,0.14568695425987244,-0.3131840229034424,0.32716336846351624
an,0.2821882665157318,0.20676080882549286,0.2821882665157318,0.2022276371717453,0.33041056990623474,0.19227784872055054,0.2605783939361572,0.14927062392234802,0.3236706852912903,0.2458888441324234,0.3138085603713989,0.33041056990623474,0.14857281744480133,0.2605783939361572,0.16976839303970337,0.15706996619701385,0.2449217289686203,0.32280945777893066,0.16976839303970337,0.07153371721506119,0.2838519215583801,0.20023715496063232,0.22897054255008698,0.44552403688430786,0.21285568177700043,0.32280945777893066,0.11000028997659683,0.18423457443714142,-0.15245160460472107,0.19793890416622162
integer,0.23293888568878174,0.25458380579948425,0.23293888568878174,0.28751975297927856,0.2557193338871002,0.26763322949409485,0.14432935416698456,0.20050248503684998,0.13336773216724396,0.4238347113132477,0.18582624197006226,0.2557193338871002,0.23962680995464325,0.14432935416698456,0.26810145378112793,0.31671142578125,0.22003591060638428,0.158325657248497,0.26810145378112793,-0.055974509567022324,0.14794570207595825,0.15731629729270935,0.2469334453344345,0.22195649147033691,0.1490676999092102,0.158325657248497,0.2301601618528366,0.1957576721906662,-0.18673858046531677,0.2503974437713623
p,0.18586504459381104,0.17419344186782837,0.18586504459381104,0.11845693737268448,0.12313798069953918,0.15157507359981537,0.10853569954633713,0.08168314397335052,0.13376198709011078,0.47513800859451294,0.14269764721393585,0.12313798069953918,0.08360602706670761,0.10853569954633713,0.11259124428033829,0.3172014355659485,0.15722878277301788,0.18174134194850922,0.11259124428033829,0.037558142095804214,0.198231041431427,0.14689183235168457,0.10824868083000183,0.15866722166538239,0.1565074324607849,0.18174134194850922,1.0,0.1825701743364334,-0.08734627813100815,0.20840544998645782
>,0.10452091693878174,0.09878934174776077,0.10452091693878174,0.17359919846057892,0.21307604014873505,0.13255617022514343,0.12967060506343842,0.11444591730833054,0.19978946447372437,0.32266998291015625,0.1386966109275818,0.21307604014873505,0.1718202829360962,0.12967060506343842,0.11729627847671509,0.19960826635360718,0.18151310086250305,0.15425541996955872,0.11729627847671509,0.0377175509929657,0.24280625581741333,0.16072292625904083,0.18694278597831726,0.14097197353839874,0.13735418021678925,0.15425541996955872,0.13064634799957275,0.29857662320137024,-0.12961597740650177,0.25022614002227783
1,-0.21266892552375793,-0.22560952603816986,-0.21266892552375793,-0.2533520460128784,-0.2923636734485626,-0.2738983929157257,-0.10660158097743988,-0.19238592684268951,-0.31088897585868835,-0.1803024411201477,-0.2769182622432709,-0.2923636734485626,-0.2853805422782898,-0.10660158097743988,-0.022612208500504494,-0.14872030913829803,-0.31220319867134094,-0.09473495930433273,-0.022612208500504494,0.04755783826112747,-0.20516018569469452,-0.20577901601791382,-0.30716702342033386,-0.20817746222019196,-0.08995061367750168,-0.09473495930433273,-0.08734627813100815,-0.1143333688378334,1.0,-0.249979168176651
is,0.28837618231773376,0.2536831796169281,0.28837618231773376,0.3093329071998596,0.4819129705429077,0.1483474224805832,0.5394441485404968,0.19403748214244843,0.43268078565597534,0.29812827706336975,0.42745086550712585,0.4819129705429077,0.18876376748085022,0.5394441485404968,0.28868359327316284,0.1645382046699524,0.3180348575115204,0.4854315221309662,0.28868359327316284,0.1865890771150589,0.3859752118587494,0.3574111759662628,0.3613572418689728,0.658733606338501,0.1838376820087433,0.4854315221309662,0.11757151037454605,0.30179503560066223,-0.12491171807050705,0.22961433231830597
prime,0.15586113929748535,0.12977680563926697,0.15586113929748535,0.1576741486787796,0.14576895534992218,0.12039265036582947,0.18097394704818726,0.19578443467617035,0.17833133041858673,0.2856111526489258,0.2015804797410965,0.14576895534992218,0.1440824419260025,0.18097394704818726,0.14944545924663544,0.11112084984779358,0.17579200863838196,0.23935265839099884,0.14944545924663544,0.05412590876221657,0.21528048813343048,0.12304064631462097,0.1710582673549652,0.17998681962490082,0.17365483939647675,0.23935265839099884,0.17530764639377594,0.15041375160217285,-0.17159132659435272,0.11276303976774216
if,0.5277165174484253,0.38890427350997925,0.5277165174484253,0.5808357000350952,0.5628611445426941,0.37801942229270935,0.2589588761329651,0.20093509554862976,0.3609124422073364,0.3033830523490906,0.4559597074985504,0.5628611445426941,0.2804432213306427,0.2589588761329651,0.20282617211341858,0.25291842222213745,0.4692608714103699,0.2557544410228729,0.20282617211341858,0.0014146880712360144,0.3498523235321045,0.4211618900299072,0.48852935433387756,0.41272827982902527,0.23749271035194397,0.2557544410228729,0.17701710760593414,0.20322023332118988,-0.3333838880062103,0.4441644251346588
and,0.31309178471565247,0.21314062178134918,0.31309178471565247,0.33253467082977295,0.41766801476478577,0.2021792083978653,0.4954058527946472,0.2671266496181488,0.5064792633056641,0.3521019220352173,0.48971283435821533,0.41766801476478577,0.24103379249572754,0.4954058527946472,0.23155631124973297,0.22011294960975647,0.38524195551872253,0.5116966962814331,0.23155631124973297,0.2397010177373886,1.0,0.37647393345832825,0.4711785912513733,0.3739250600337982,0.23878438770771027,0.5116966962814331,0.198231041431427,0.32343366742134094,-0.20516018569469452,0.20544172823429108
only,0.41415658593177795,0.30045822262763977,0.41415658593177795,0.37705567479133606,0.46042704582214355,0.29266390204429626,0.42992329597473145,0.28575214743614197,0.49157920479774475,0.2795644998550415,0.5096819996833801,0.46042704582214355,0.24758322536945343,0.42992329597473145,0.1879810392856598,0.17225290834903717,0.4589114189147949,0.49632513523101807,0.1879810392856598,0.14088043570518494,0.4542345404624939,0.5785036683082581,0.5199421048164368,0.47549712657928467,0.28484731912612915,0.49632513523101807,0.1964302957057953,0.2299807220697403,-0.28475064039230347,0.2767370045185089
if,0.5277165174484253,0.38890427350997925,0.5277165174484253,0.5808357000350952,0.5628611445426941,0.37801942229270935,0.2589588761329651,0.20093509554862976,0.3609124422073364,0.3033830523490906,0.4559597074985504,0.5628611445426941,0.2804432213306427,0.2589588761329651,0.20282617211341858,0.25291842222213745,0.4692608714103699,0.2557544410228729,0.20282617211341858,0.0014146880712360144,0.3498523235321045,0.4211618900299072,0.48852935433387756,0.41272827982902527,0.23749271035194397,0.2557544410228729,0.17701710760593414,0.20322023332118988,-0.3333838880062103,0.4441644251346588
the,0.42745697498321533,0.27454710006713867,0.42745697498321533,0.2713140547275543,0.4248143136501312,0.18361495435237885,0.6662389636039734,0.3284194767475128,0.4739971458911896,0.2757738530635834,0.535392165184021,0.4248143136501312,0.25207287073135376,0.6662389636039734,0.2870652377605438,0.17467540502548218,0.3940567970275879,0.733189046382904,0.2870652377605438,0.2880653440952301,0.5171257257461548,0.40142056345939636,0.40389683842658997,0.5829201340675354,0.3125074505805969,0.733189046382904,0.16481639444828033,0.3207225501537323,-0.1554475575685501,0.22068053483963013
factorial,0.20516444742679596,0.23368075489997864,0.20516444742679596,0.25125652551651,0.2609480917453766,0.22260397672653198,0.25562262535095215,0.2266017198562622,0.30468669533729553,0.35865241289138794,0.1963392049074173,0.2609480917453766,0.1965806931257248,0.25562262535095215,0.22350890934467316,0.17895154654979706,0.30307283997535706,0.3245205581188202,0.22350890934467316,-0.03347856551408768,0.26456418633461,0.20053856074810028,0.2604871988296509,0.28132233023643494,0.19416631758213043,0.3245205581188202,0.20774970948696136,0.20844058692455292,-0.14660818874835968,0.16366688907146454
(,0.2411840260028839,0.16016486287117004,0.2411840260028839,0.20299430191516876,0.2349044382572174,0.12024924159049988,0.3087427020072937,0.1917618215084076,0.3357032239437103,0.4772914946079254,0.30882009863853455,0.2349044382572174,0.18192970752716064,0.3087427020072937,0.18551377952098846,0.21993602812290192,0.23057691752910614,0.35032153129577637,0.18551377952098846,0.046612758189439774,0.4862271547317505,0.20298509299755096,0.23072676360607147,0.3206180930137634,0.22779083251953125,0.35032153129577637,0.28021711111068726,0.4943908751010895,-0.15974698960781097,0.40561532974243164
p,0.18586504459381104,0.17419344186782837,0.18586504459381104,0.11845693737268448,0.12313798069953918,0.15157507359981537,0.10853569954633713,0.08168314397335052,0.13376198709011078,0.47513800859451294,0.14269764721393585,0.12313798069953918,0.08360602706670761,0.10853569954633713,0.11259124428033829,0.3172014355659485,0.15722878277301788,0.18174134194850922,0.11259124428033829,0.037558142095804214,0.198231041431427,0.14689183235168457,0.10824868083000183,0.15866722166538239,0.1565074324607849,0.18174134194850922,1.0,0.1825701743364334,-0.08734627813100815,0.20840544998645782
−,0.14940914511680603,0.16027362644672394,0.14940914511680603,0.12133032083511353,0.17289069294929504,0.23178382217884064,0.11897612363100052,0.1350996494293213,0.15744571387767792,0.3447502553462982,0.20089128613471985,0.17289069294929504,0.21100272238254547,0.11897612363100052,0.16999314725399017,0.24491994082927704,0.1946050375699997,0.12494775652885437,0.16999314725399017,-0.050417106598615646,0.19477567076683044,0.10811171680688858,0.10807496309280396,0.11609785258769989,0.15776650607585907,0.12494775652885437,0.15867938101291656,0.27265843749046326,-0.10430116206407547,0.22067660093307495
1,-0.21266892552375793,-0.22560952603816986,-0.21266892552375793,-0.2533520460128784,-0.2923636734485626,-0.2738983929157257,-0.10660158097743988,-0.19238592684268951,-0.31088897585868835,-0.1803024411201477,-0.2769182622432709,-0.2923636734485626,-0.2853805422782898,-0.10660158097743988,-0.022612208500504494,-0.14872030913829803,-0.31220319867134094,-0.09473495930433273,-0.022612208500504494,0.04755783826112747,-0.20516018569469452,-0.20577901601791382,-0.30716702342033386,-0.20817746222019196,-0.08995061367750168,-0.09473495930433273,-0.08734627813100815,-0.1143333688378334,1.0,-0.249979168176651
