,when,did,the,shah,kingdom,start,to,collapse,?
oil,0.2048342078924179,0.10956666618585587,0.21849922835826874,0.15343987941741943,0.09760457277297974,0.1763714849948883,0.1619214415550232,0.15493465960025787,0.14867261052131653
rich,0.2535072863101959,0.16406011581420898,0.2007024586200714,0.1470290720462799,0.2014227956533432,0.14983013272285461,0.2667584717273712,0.1294923573732376,0.13849185407161713
al-hasa,0.10925840586423874,0.07994715869426727,0.20437568426132202,0.41157814860343933,0.12829303741455078,0.11945851147174835,0.17277340590953827,0.13672424852848053,0.19978006184101105
region,0.21040433645248413,0.06474873423576355,0.35020557045936584,0.12473949044942856,0.22564731538295746,0.13804465532302856,0.24118299782276154,0.16988661885261536,0.13441751897335052
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3218171298503876,0.23166994750499725,0.41548454761505127,0.26751232147216797,0.1826142966747284
saudi,0.17065589129924774,0.12426625192165375,0.23420350253582,0.42421746253967285,0.2797277271747589,0.18024642765522003,0.21921516954898834,0.17140984535217285,0.1627861112356186
arabia,0.1567237824201584,0.10498837381601334,0.20754998922348022,0.4010583460330963,0.3013472259044647,0.1772218942642212,0.20961588621139526,0.21063366532325745,0.14747555553913116
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.13658541440963745,0.28265801072120667,0.29979339241981506,0.45010748505592346,0.2279185801744461,0.20430970191955566
december,0.28435230255126953,0.2542226016521454,0.23266014456748962,0.07426196336746216,0.14797787368297577,0.11226449906826019,0.21181435883045197,0.14294277131557465,0.2480352818965912
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3218171298503876,0.23166994750499725,0.41548454761505127,0.26751232147216797,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
same,0.37020012736320496,0.3097444474697113,0.4583131968975067,0.14692160487174988,0.1717063933610916,0.30340179800987244,0.3205692768096924,0.1886378526687622,0.22649677097797394
year,0.3014719784259796,0.21422851085662842,0.3609684407711029,0.14469465613365173,0.20875312387943268,0.3398894965648651,0.23523004353046417,0.06866592913866043,0.18315006792545319
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.210231751203537,0.23047322034835815,0.3501981496810913,0.4645031690597534,0.20924827456474304,0.4130953550338745
