,in,which,year,did,the,v,&,a,received,the,talbot,hughes,collection,?
received,0.2772020101547241,0.15137042105197906,0.2765277028083801,0.3125181496143341,0.24890556931495667,0.10510513931512833,0.161068856716156,0.22444266080856323,1.0000001192092896,0.24890556931495667,0.0889987051486969,0.17773562669754028,0.13904313743114471,0.11905962228775024
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.24890556931495667,1.0,0.19423319399356842,0.2516627907752991,0.25281965732574463,0.22068053483963013
talbot,0.208988219499588,0.14675456285476685,0.19694426655769348,0.15025116503238678,0.19423319399356842,0.1380903124809265,0.21531522274017334,0.21901263296604156,0.0889987051486969,0.19423319399356842,1.0,0.3179439306259155,0.14488312602043152,0.16791950166225433
hughes,0.25162941217422485,0.16870784759521484,0.13420185446739197,0.18580825626850128,0.2516627907752991,0.13914543390274048,0.10514858365058899,0.1799727976322174,0.17773562669754028,0.2516627907752991,0.3179439306259155,0.9999998807907104,0.11185011267662048,0.1937333196401596
collection,0.23004686832427979,0.30199134349823,0.12698578834533691,0.13477008044719696,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.13904313743114471,0.25281965732574463,0.14488312602043152,0.11185011267662048,0.9999998807907104,0.20069393515586853
containing,0.2999787926673889,0.38797858357429504,0.09824387729167938,0.09856455773115158,0.268460214138031,0.09784503281116486,0.18217258155345917,0.2822553813457489,0.15046857297420502,0.268460214138031,0.1252099573612213,0.03327299281954765,0.31369683146476746,0.1655367761850357
"1,442",0.2661071717739105,0.08565439283847809,0.1837901622056961,0.28226470947265625,0.2176988124847412,0.184599369764328,0.1067361831665039,0.2223576456308365,0.2469404637813568,0.2176988124847412,0.16818897426128387,0.20819267630577087,0.0701371505856514,0.15878555178642273
costumes,0.20392239093780518,0.23087374866008759,0.1369619220495224,0.24208544194698334,0.2165670096874237,0.12391691654920578,0.08678845316171646,0.16726036369800568,0.1392846405506134,0.2165670096874237,0.1679123044013977,0.15305177867412567,0.2637207508087158,0.1693248301744461
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.24762246012687683,0.5171257257461548,0.3384930491447449,0.30482640862464905,0.2379438579082489,0.20544172823429108
items,0.2189844399690628,0.33137381076812744,0.21008674800395966,0.1239788681268692,0.23580949008464813,0.07684866338968277,0.07111205160617828,0.2916238307952881,0.07761990278959274,0.23580949008464813,0.12647762894630432,0.09347433596849442,0.38827261328697205,0.19807128608226776
as,0.3887844979763031,0.41006597876548767,0.28440728783607483,0.3596470057964325,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.24595820903778076,0.48381632566452026,0.20072488486766815,0.21809400618076324,0.23568034172058105,0.27043893933296204
a,0.539380669593811,0.56894451379776,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.22444266080856323,0.5829201340675354,0.21901263296604156,0.1799727976322174,0.24716788530349731,0.23916715383529663
gift,0.19502383470535278,0.2661541700363159,0.15077324211597443,0.203318253159523,0.23132675886154175,0.0961088165640831,0.09453762322664261,0.26155462861061096,0.27437207102775574,0.23132675886154175,0.18504931032657623,0.15865015983581543,0.28258222341537476,0.1950901448726654
from,0.4274188280105591,0.38755592703819275,0.2101740688085556,0.20248863101005554,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.26433753967285156,0.40150508284568787,0.14571014046669006,0.2231694459915161,0.2754948139190674,0.19969791173934937
harrods,0.19906091690063477,0.2395962029695511,0.18047146499156952,0.1356862485408783,0.229437455534935,0.1784183830022812,0.3154285252094269,0.24286121129989624,0.18767786026000977,0.229437455534935,0.3563816547393799,0.2872287929058075,0.17235584557056427,0.11548254638910294
following,0.355264812707901,0.342348575592041,0.2646180987358093,0.28040066361427307,0.39779382944107056,0.09433599561452866,0.10744098573923111,0.27489006519317627,0.1125403568148613,0.39779382944107056,0.16570548713207245,0.12593397498130798,0.15194900333881378,0.1555173695087433
its,0.3793783485889435,0.5154205560684204,0.15338382124900818,0.19922670722007751,0.559237003326416,0.1524200141429901,0.11429427564144135,0.4424409866333008,0.18516770005226135,0.559237003326416,0.14223931729793549,0.10794410854578018,0.17449750006198883,0.15103481709957123
display,0.2005489468574524,0.28086164593696594,0.25464093685150146,0.10233704000711441,0.2758708596229553,0.09313943982124329,0.06782480329275131,0.24380744993686676,0.11731497198343277,0.2758708596229553,0.13258683681488037,0.10950654745101929,0.2803758680820465,0.17059175670146942
at,0.4374977946281433,0.3286694884300232,0.3146436810493469,0.28390252590179443,0.457212895154953,0.16234125196933746,0.12151119112968445,0.3095070421695709,0.2666997015476227,0.457212895154953,0.19416047632694244,0.2285752296447754,0.15476343035697937,0.21978627145290375
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.24890556931495667,1.0,0.19423319399356842,0.2516627907752991,0.25281965732574463,0.22068053483963013
nearby,0.3131678104400635,0.29588741064071655,0.14648735523223877,0.2088260054588318,0.2903098165988922,0.0886361300945282,0.1130855605006218,0.19101864099502563,0.13411757349967957,0.2903098165988922,0.24258235096931458,0.13855427503585815,0.13241344690322876,0.07977716624736786
department,0.3254720866680145,0.17724695801734924,0.168870747089386,0.12130371481180191,0.32582083344459534,0.11911143362522125,0.1592111587524414,0.17256495356559753,0.2357504814863205,0.32582083344459534,0.15938915312290192,0.18634581565856934,0.23408176004886627,0.1343645304441452
store,0.3481425344944,0.25919073820114136,0.1138337180018425,0.12858980894088745,0.2639283239841461,0.09275170415639877,0.12728655338287354,0.25129345059394836,0.1465543806552887,0.2639283239841461,0.22278539836406708,0.08598069846630096,0.2755914032459259,0.17555226385593414
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.25050681829452515,0.5934505462646484,0.2816450595855713,0.2956821620464325,0.2516246736049652,0.4130953550338745
