,what,was,the,belief,that,maintaining,motion,required,force,?
force,0.16915984451770782,0.20879842340946198,0.2800885736942291,0.26731953024864197,0.26810982823371887,0.2494010031223297,0.262514591217041,0.22897405922412872,1.0000001192092896,0.1650998443365097
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2605385482311249,0.41498205065727234,0.30511942505836487,0.24864931404590607,0.26183071732521057,0.27094775438308716,0.1826142966747284
friction,0.2582229971885681,0.15801647305488586,0.2587912678718567,0.2581813335418701,0.33971524238586426,0.31604111194610596,0.4094328284263611,0.27867743372917175,0.44091445207595825,0.18292373418807983
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2058863788843155,0.4137537479400635,0.24460966885089874,0.18457698822021484,0.22653338313102722,0.22091743350028992,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.24502891302108765,0.4731321930885315,0.33130741119384766,0.2186078429222107,0.25104308128356934,0.24372100830078125,0.20544172823429108
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23425845801830292,0.47537946701049805,0.27454259991645813,0.23572494089603424,0.2891559302806854,0.2451154738664627,0.23916715383529663
consequently,0.2402803599834442,0.3139033913612366,0.2966291010379791,0.3417689800262451,0.31114277243614197,0.32449787855148315,0.09681396931409836,0.2976590394973755,0.2269866019487381,0.15715579688549042
inadequate,0.2975982427597046,0.22701336443424225,0.23429985344409943,0.24352307617664337,0.3500680923461914,0.3509671688079834,0.21297074854373932,0.42623788118362427,0.14954397082328796,0.2455245554447174
view,0.2818201184272766,0.1727466583251953,0.25610461831092834,0.3039668798446655,0.23331132531166077,0.18058040738105774,0.1567627489566803,0.10624553263187408,0.13313491642475128,0.17672975361347198
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2605385482311249,0.41498205065727234,0.30511942505836487,0.24864931404590607,0.26183071732521057,0.27094775438308716,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.22474968433380127,0.5473989248275757,0.2943509817123413,0.30530840158462524,0.27848219871520996,0.2800885736942291,0.22068053483963013
nature,0.2566179633140564,0.16693586111068726,0.19596898555755615,0.3781110346317291,0.3041963577270508,0.2526659071445465,0.20658908784389496,0.12632937729358673,0.25341641902923584,0.17397694289684296
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2605385482311249,0.41498205065727234,0.30511942505836487,0.24864931404590607,0.26183071732521057,0.27094775438308716,0.1826142966747284
natural,0.15666867792606354,0.16573187708854675,0.2291368842124939,0.21119944751262665,0.23673862218856812,0.1815364509820938,0.23679743707180023,0.06518645584583282,0.1910051703453064,0.16155436635017395
motion,0.260096937417984,0.20849859714508057,0.30530840158462524,0.22433064877986908,0.2637788951396942,0.23613284528255463,0.9999999403953552,0.18293100595474243,0.262514591217041,0.20143945515155792
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.226570263504982,0.4460422694683075,0.270745187997818,0.20181286334991455,0.2724599838256836,0.2783275842666626,0.4130953550338745
