,what,was,the,reason,the,italian,constitutional,court,gave,that,resulted,in,mr.,costa,losing,his,his,claim,against,enel,?
nationalisation,0.28369298577308655,0.2435162365436554,0.32488638162612915,0.27169349789619446,0.32488638162612915,0.22024761140346527,0.35967156291007996,0.1605895757675171,0.15574581921100616,0.29285699129104614,0.30678656697273254,0.23556633293628693,0.22832952439785004,0.1495274007320404,0.16935095191001892,0.18988795578479767,0.18988795578479767,0.2983190417289734,0.237199604511261,0.3008246421813965,0.23116526007652283
law,0.2145031988620758,0.21553055942058563,0.24548950791358948,0.2020018994808197,0.24548950791358948,0.052392710000276566,0.5433541536331177,0.413828045129776,0.16995546221733093,0.23277728259563446,0.14357925951480865,0.24850773811340332,0.14068494737148285,0.137364462018013,0.06574646383523941,0.2218998819589615,0.2218998819589615,0.22286385297775269,0.24199452996253967,0.3097582757472992,0.1528988480567932
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.23413166403770447,0.48711544275283813,0.27526864409446716,0.2571640908718109,0.2737988233566284,0.42201077938079834,0.33670201897621155,0.3113420605659485,0.45514053106307983,0.2046833038330078,0.1977698653936386,0.224553182721138,0.4405253231525421,0.4405253231525421,0.15881295502185822,0.22972732782363892,0.341816246509552,0.18412111699581146
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.19671212136745453,0.40150508284568787,0.1760130226612091,0.20708277821540833,0.18949919939041138,0.2647669017314911,0.3477667272090912,0.25908446311950684,0.4274188280105591,0.13157284259796143,0.152276873588562,0.2280932366847992,0.3195365369319916,0.3195365369319916,0.1602199673652649,0.2447778731584549,0.17516891658306122,0.19969791173934937
1962,-0.001027831924147904,-0.03281155601143837,-0.023296929895877838,0.0075496481731534,-0.023296929895877838,0.10217127948999405,0.011465273797512054,-0.06259775161743164,0.0008365714456886053,-0.010425219312310219,0.07186818867921829,-0.0651141032576561,-0.05632089450955391,0.06904766708612442,-0.024004453793168068,0.011083406396210194,0.011083406396210194,0.09248004108667374,0.028549272567033768,-0.06648655235767365,-0.008269774727523327
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24553878605365753,0.4933079481124878,0.2153971791267395,0.26596060395240784,0.24410836398601532,0.2448001652956009,0.4137537479400635,0.21903154253959656,0.5201468467712402,0.20127366483211517,0.22488754987716675,0.2863842844963074,0.3378419280052185,0.3378419280052185,0.2664267122745514,0.31168749928474426,0.2555016577243805,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.26490068435668945,0.5171257257461548,0.25177788734436035,0.2651209533214569,0.22896502912044525,0.2681863307952881,0.4731321930885315,0.28832435607910156,0.4954058527946472,0.24468359351158142,0.22883391380310059,0.2877202332019806,0.4234102666378021,0.4234102666378021,0.22851447761058807,0.3292689621448517,0.28485122323036194,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.29647648334503174,1.0,0.19855095446109772,0.2926941215991974,0.2812081575393677,0.32555076479911804,0.5473989248275757,0.2975946068763733,0.6662389636039734,0.1821073591709137,0.2266753762960434,0.3114689588546753,0.4394008219242096,0.4394008219242096,0.25873351097106934,0.3090755045413971,0.37260618805885315,0.22068053483963013
treaty,0.17237819731235504,0.2409621626138687,0.2690109610557556,0.17831698060035706,0.2690109610557556,0.13527065515518188,0.4070098400115967,0.22745929658412933,0.2667871117591858,0.19276702404022217,0.2505156993865967,0.22333456575870514,0.16099105775356293,0.10717453807592392,0.17387264966964722,0.1394582837820053,0.1394582837820053,0.24773681163787842,0.22625397145748138,0.3088788092136383,0.1174844279885292
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.23413166403770447,0.48711544275283813,0.27526864409446716,0.2571640908718109,0.2737988233566284,0.42201077938079834,0.33670201897621155,0.3113420605659485,0.45514053106307983,0.2046833038330078,0.1977698653936386,0.224553182721138,0.4405253231525421,0.4405253231525421,0.15881295502185822,0.22972732782363892,0.341816246509552,0.18412111699581146
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.21220409870147705,0.6662389636039734,0.1941935271024704,0.278969407081604,0.2793687880039215,0.24152803421020508,0.435920387506485,0.3197503983974457,1.0,0.12829169631004333,0.25789323449134827,0.3055514097213745,0.3598145842552185,0.3598145842552185,0.16881313920021057,0.27273955941200256,0.2788068354129791,0.20430970191955566
force,0.16915984451770782,0.20879842340946198,0.2800885736942291,0.27757617831230164,0.2800885736942291,0.11619403958320618,0.225899800658226,0.1921437382698059,0.1345152109861374,0.26810982823371887,0.1992742121219635,0.21744468808174133,0.1661674678325653,0.0691632553935051,0.14383170008659363,0.1886657476425171,0.1886657476425171,0.17241773009300232,0.2726375162601471,0.3413117229938507,0.1650998443365097
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.19671212136745453,0.40150508284568787,0.1760130226612091,0.20708277821540833,0.18949919939041138,0.2647669017314911,0.3477667272090912,0.25908446311950684,0.4274188280105591,0.13157284259796143,0.152276873588562,0.2280932366847992,0.3195365369319916,0.3195365369319916,0.1602199673652649,0.2447778731584549,0.17516891658306122,0.19969791173934937
1958,0.05193012207746506,0.01881168596446514,0.1250157356262207,0.028056414797902107,0.1250157356262207,-0.07401183247566223,-0.061175692826509476,0.02295183204114437,0.05214180797338486,0.12934879958629608,0.10253921151161194,0.03953266516327858,0.0804472491145134,-0.13846585154533386,0.0755082443356514,0.060667481273412704,0.060667481273412704,-0.02849271334707737,0.059870798140764236,0.09980861842632294,0.009362862445414066
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24553878605365753,0.4933079481124878,0.2153971791267395,0.26596060395240784,0.24410836398601532,0.2448001652956009,0.4137537479400635,0.21903154253959656,0.5201468467712402,0.20127366483211517,0.22488754987716675,0.2863842844963074,0.3378419280052185,0.3378419280052185,0.2664267122745514,0.31168749928474426,0.2555016577243805,0.31091248989105225
costa,0.1364021748304367,0.1977698653936386,0.2266753762960434,0.20127345621585846,0.2266753762960434,0.31354883313179016,0.21930742263793945,0.13159260153770447,0.166190505027771,0.17925287783145905,0.10741016268730164,0.25789323449134827,0.1264926791191101,1.0000001192092896,0.1603396087884903,0.173637256026268,0.173637256026268,0.10164883732795715,0.1329142451286316,0.15852579474449158,0.1834104061126709
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.27359437942504883,0.3875846862792969,0.23470720648765564,0.19039493799209595,0.26909682154655457,0.47971686720848083,0.4407361149787903,0.4177304208278656,0.385026752948761,0.1774578094482422,0.1615620106458664,0.32655465602874756,0.4401516616344452,0.4401516616344452,0.23739901185035706,0.2359013706445694,0.3124508261680603,0.20728366076946259
no,0.339326947927475,0.19955526292324066,0.3461136817932129,0.37497952580451965,0.3461136817932129,0.10588181763887405,0.21562489867210388,0.1994841992855072,0.22102193534374237,0.41830796003341675,0.1660301238298416,0.24372287094593048,0.14621688425540924,0.14064083993434906,0.1775456666946411,0.22992993891239166,0.22992993891239166,0.2733549177646637,0.13489454984664917,0.1594807207584381,0.32165053486824036
claim,0.30214840173721313,0.15881295502185822,0.25873351097106934,0.36146825551986694,0.25873351097106934,0.13439616560935974,0.2561315596103668,0.23169399797916412,0.23022840917110443,0.39801377058029175,0.2201058715581894,0.16881313920021057,0.012548791244626045,0.10164883732795715,0.19229482114315033,0.24642159044742584,0.24642159044742584,1.0,0.24766644835472107,0.16551369428634644,0.2665664851665497
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3219331204891205,0.5934505462646484,0.21152353286743164,0.22597159445285797,0.2742154598236084,0.29957500100135803,0.4460422694683075,0.23092694580554962,0.5591574311256409,0.197037473320961,0.24743148684501648,0.33379220962524414,0.3119256794452667,0.3119256794452667,0.24773532152175903,0.28705209493637085,0.26925408840179443,0.4130953550338745
