,how,did,der,sturmer,describe,luther,'s,on,the,jews,and,their,lies
the,0.33890387415885925,0.34736719727516174,0.1982923448085785,0.1621849238872528,0.26495152711868286,0.1759674996137619,-0.01540423184633255,0.5107308030128479,1.0,0.24901628494262695,0.5171257257461548,0.516537070274353,0.3383781313896179
jews,0.191465824842453,0.23080717027187347,0.11502620577812195,0.24449336528778076,0.1780843287706375,0.24326977133750916,0.017030835151672363,0.13907738029956818,0.24901628494262695,1.0000001192092896,0.2555774748325348,0.2248561531305313,0.16249141097068787
and,0.33647966384887695,0.34479495882987976,0.19133098423480988,0.28188902139663696,0.24788004159927368,0.20796556770801544,0.06895173341035843,0.4077630043029785,0.5171257257461548,0.2555774748325348,1.0,0.45114588737487793,0.2703603208065033
their,0.3316696584224701,0.38078752160072327,0.12424535304307938,0.14359109103679657,0.2436516135931015,0.1988239735364914,-0.005530759692192078,0.3598666191101074,0.516537070274353,0.2248561531305313,0.45114588737487793,1.0,0.17362698912620544
lies,0.12851229310035706,0.11529234051704407,0.15338121354579926,0.1218869537115097,0.1663440465927124,0.14317764341831207,0.04500377178192139,0.20048394799232483,0.3383781313896179,0.16249141097068787,0.2703603208065033,0.17362698912620544,1.0000001192092896
to,0.44169697165489197,0.4452643394470215,0.13559113442897797,0.12615057826042175,0.3167092204093933,0.18029534816741943,0.03782717138528824,0.41031414270401,0.535392165184021,0.22399327158927917,0.48971283435821533,0.44619059562683105,0.20252260565757751
julius,0.11901269853115082,0.2000986635684967,0.31656742095947266,0.31989961862564087,0.14425180852413177,0.25751298666000366,0.12502475082874298,0.18747206032276154,0.20204655826091766,0.22690527141094208,0.19743716716766357,0.1515415906906128,0.03210384398698807
streicher,0.24479618668556213,0.2839844226837158,0.464191198348999,0.49045056104660034,0.1943225860595703,0.35409238934516907,0.1221327856183052,0.24117496609687805,0.27820056676864624,0.40550535917282104,0.34032177925109863,0.24416778981685638,0.18091362714767456
",",0.22659391164779663,0.3015086054801941,0.18798865377902985,0.3333222270011902,0.18910212814807892,0.23255878686904907,-0.0016132977325469255,0.49057599902153015,0.4933079481124878,0.27184903621673584,0.6633074283599854,0.3045167922973633,0.26650306582450867
editor,0.20872825384140015,0.16913944482803345,0.13227076828479767,0.24291452765464783,0.09597769379615784,0.11942631006240845,-0.023252412676811218,0.15278920531272888,0.17138153314590454,0.20471972227096558,0.24952657520771027,0.0655445009469986,0.07086066156625748
of,0.2480744868516922,0.2513895630836487,0.2241462916135788,0.18209339678287506,0.2764313519001007,0.1719115972518921,-0.03817026689648628,0.3966929316520691,0.733189046382904,0.2207300066947937,0.5116966962814331,0.4329940676689148,0.28165045380592346
the,0.33890387415885925,0.34736719727516174,0.1982923448085785,0.1621849238872528,0.26495152711868286,0.1759674996137619,-0.01540423184633255,0.5107308030128479,1.0,0.24901628494262695,0.5171257257461548,0.516537070274353,0.3383781313896179
nazi,0.22799299657344818,0.2624172270298004,0.31644323468208313,0.29818829894065857,0.18567012250423431,0.2787477672100067,0.09119178354740143,0.14304089546203613,0.23007801175117493,0.4677807092666626,0.2482004314661026,0.20303048193454742,0.11622972041368484
newspaper,0.12973099946975708,0.17824643850326538,0.1870236098766327,0.2628408372402191,0.12597042322158813,0.1717526763677597,0.03663679212331772,0.1887611597776413,0.228145033121109,0.2002248466014862,0.15757136046886444,0.12267773598432541,0.14699651300907135
der,0.13870620727539062,0.1264456808567047,1.0,0.30759426951408386,0.1432153582572937,0.2851134240627289,0.05417625233530998,0.2015618532896042,0.1982923448085785,0.11502620577812195,0.19133098423480988,0.12424535304307938,0.15338121354579926
stürmer,0.23703894019126892,0.2645614445209503,0.5023162961006165,0.6362020373344421,0.24051418900489807,0.35568147897720337,0.04786783456802368,0.2930634319782257,0.3332042098045349,0.29814252257347107,0.3747573494911194,0.2701749801635742,0.1908482015132904
",",0.22659391164779663,0.3015086054801941,0.18798865377902985,0.3333222270011902,0.18910212814807892,0.23255878686904907,-0.0016132977325469255,0.49057599902153015,0.4933079481124878,0.27184903621673584,0.6633074283599854,0.3045167922973633,0.26650306582450867
on,0.32655060291290283,0.2670976221561432,0.2015618532896042,0.16019250452518463,0.14475375413894653,0.19090485572814941,0.0026888418942689896,0.9999999403953552,0.5107308030128479,0.13907738029956818,0.4077630043029785,0.3598666191101074,0.20048394799232483
his,0.24614305794239044,0.3546801507472992,0.1927269697189331,0.21727408468723297,0.16232885420322418,0.27093374729156494,0.047556519508361816,0.32064297795295715,0.4394008219242096,0.19577133655548096,0.4234102666378021,0.5725893378257751,0.19154515862464905
birthday,0.2049214094877243,0.2158898115158081,0.1081235334277153,0.15161067247390747,0.05452990531921387,0.2776767611503601,-0.04140518605709076,0.287424772977829,0.1861504316329956,0.08149516582489014,0.1500702202320099,0.164224773645401,0.13764111697673798
in,0.2601168751716614,0.2593238651752472,0.2422194629907608,0.272287517786026,0.2910135090351105,0.20523880422115326,-0.037580832839012146,0.46853652596473694,0.6662389636039734,0.2334136962890625,0.4954058527946472,0.34976133704185486,0.27506011724472046
1937,0.040407389402389526,-0.06755529344081879,-0.049782488495111465,-0.1688176691532135,-0.030133763328194618,-0.18261705338954926,-0.022208113223314285,0.05254232883453369,0.11461441218852997,-0.12007097154855728,-0.04043380543589592,-0.014292607083916664,0.23429805040359497
;,0.07230665534734726,0.10727239400148392,0.05835180729627609,-0.05955921486020088,0.09750840812921524,0.022799020633101463,0.006909397430717945,-0.017878999933600426,0.09152708947658539,0.0650327056646347,0.08403264731168747,0.0970027819275856,0.13068531453609467
the,0.33890387415885925,0.34736719727516174,0.1982923448085785,0.1621849238872528,0.26495152711868286,0.1759674996137619,-0.01540423184633255,0.5107308030128479,1.0,0.24901628494262695,0.5171257257461548,0.516537070274353,0.3383781313896179
newspaper,0.12973099946975708,0.17824643850326538,0.1870236098766327,0.2628408372402191,0.12597042322158813,0.1717526763677597,0.03663679212331772,0.1887611597776413,0.228145033121109,0.2002248466014862,0.15757136046886444,0.12267773598432541,0.14699651300907135
described,0.2526073157787323,0.23657096922397614,0.1770527958869934,0.17030180990695953,0.653712809085846,0.14043772220611572,-0.013899330981075764,0.14733895659446716,0.2878154516220093,0.1500476449728012,0.2681671977043152,0.21926242113113403,0.2684740722179413
it,0.36714982986450195,0.2993364930152893,0.09339733421802521,0.15139862895011902,0.1973889172077179,0.15365919470787048,0.06608816236257553,0.4529881477355957,0.6251175999641418,0.19764471054077148,0.40957894921302795,0.3067983090877533,0.26676133275032043
as,0.33782753348350525,0.3596470057964325,0.1881922483444214,0.22551126778125763,0.32652774453163147,0.20242992043495178,-0.05775856226682663,0.36047765612602234,0.48381632566452026,0.18277226388454437,0.49487000703811646,0.29218852519989014,0.130440354347229
the,0.33890387415885925,0.34736719727516174,0.1982923448085785,0.1621849238872528,0.26495152711868286,0.1759674996137619,-0.01540423184633255,0.5107308030128479,1.0,0.24901628494262695,0.5171257257461548,0.516537070274353,0.3383781313896179
most,0.311336874961853,0.2822507321834564,0.13657569885253906,0.16247497498989105,0.27149879932403564,0.07516884058713913,0.024445664137601852,0.28303956985473633,0.47635307908058167,0.16002996265888214,0.4309377074241638,0.3699820935726166,0.1870175004005432
radically,0.28257814049720764,0.18964657187461853,0.06904705613851547,0.1425844430923462,0.33732232451438904,0.1214161217212677,-0.0459538996219635,0.21605011820793152,0.2703743278980255,0.16108758747577667,0.2652120590209961,0.2751922309398651,0.10992958396673203
anti-semitic,0.20125766098499298,0.26099926233291626,0.2681559920310974,0.28518399596214294,0.2754746973514557,0.2399212270975113,-0.02627032995223999,0.16150438785552979,0.28486621379852295,0.3894783556461334,0.2337101548910141,0.28274884819984436,0.08637076616287231
tract,0.23491032421588898,0.06217226758599281,0.10766701400279999,0.1631733924150467,0.1784592568874359,0.1483311802148819,0.0023524744901806116,0.21551042795181274,0.2717020511627197,0.17295119166374207,0.22782114148139954,0.22872160375118256,0.18882420659065247
ever,0.2605767250061035,0.3356092572212219,0.1500329077243805,0.12271495908498764,0.1402767300605774,0.09024841338396072,0.008348081260919571,0.30485501885414124,0.3474041819572449,0.12038261443376541,0.22324110567569733,0.2460806518793106,0.13249370455741882
published,0.17517933249473572,0.17877818644046783,0.24692349135875702,0.17263305187225342,0.23861616849899292,0.15444858372211456,0.01244857907295227,0.26885396242141724,0.22017472982406616,0.12571701407432556,0.22629010677337646,0.17387564480304718,0.15449729561805725
.,0.3287222981452942,0.35288307070732117,0.19881920516490936,0.28271612524986267,0.17917026579380035,0.24907569587230682,-0.003708066651597619,0.49257001280784607,0.5934505462646484,0.2115412801504135,0.588965117931366,0.34427863359451294,0.1982196867465973
