,what,was,the,title,given,to,the,major,project,to,redesign,all,the,galleries,in,the,museum,?
2001,-0.11417052894830704,-0.1705034077167511,-0.07246288657188416,0.02550703100860119,-0.005266391206532717,-0.1482970118522644,-0.07246288657188416,-0.1055578961968422,-0.03530142828822136,-0.1482970118522644,-0.07938984036445618,-0.071680948138237,-0.07246288657188416,-0.0676582083106041,-0.10387769341468811,-0.07246288657188416,0.017588412389159203,-0.08740651607513428
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2202284336090088,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.29355156421661377,0.24875426292419434,0.44245919585227966,0.19554999470710754,0.425624817609787,0.4933079481124878,0.2487238645553589,0.5201468467712402,0.4933079481124878,0.20741747319698334,0.31091248989105225
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.2083277851343155,0.22770175337791443,0.513711154460907,0.6251175999641418,0.22329258918762207,0.20858211815357208,0.513711154460907,0.31968578696250916,0.36125609278678894,0.6251175999641418,0.19271650910377502,0.5130809545516968,0.6251175999641418,0.18497297167778015,0.25732165575027466
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.19408874213695526,0.26878538727760315,0.3636345863342285,0.48711544275283813,0.20676274597644806,0.17915812134742737,0.3636345863342285,0.3099063038825989,0.23179835081100464,0.48711544275283813,0.14833402633666992,0.45514053106307983,0.48711544275283813,0.21266788244247437,0.18412111699581146
decided,0.3212295174598694,0.41358432173728943,0.37534645199775696,0.10494618862867355,0.2887619435787201,0.43155255913734436,0.37534645199775696,0.1871350109577179,0.24578548967838287,0.43155255913734436,0.28197935223579407,0.2655382454395294,0.37534645199775696,0.1826181709766388,0.30060529708862305,0.37534645199775696,0.15471325814723969,0.258772075176239
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.24913249909877777,0.3428947925567627,1.0,0.535392165184021,0.19240309298038483,0.28750085830688477,1.0,0.2795473635196686,0.42520734667778015,0.535392165184021,0.2089657187461853,0.45010748505592346,0.535392165184021,0.1640389859676361,0.29463258385658264
embark,0.22236335277557373,0.17612327635288239,0.2181803584098816,0.11811907589435577,0.1379629522562027,0.2541898488998413,0.2181803584098816,0.04817115142941475,0.2746577262878418,0.2541898488998413,0.21403196454048157,0.17129386961460114,0.2181803584098816,0.28198274970054626,0.1766972839832306,0.2181803584098816,0.21907049417495728,0.14478036761283875
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.16559039056301117,0.2107619345188141,0.41031414270401,0.5107308030128479,0.21282386779785156,0.25128498673439026,0.41031414270401,0.2526768445968628,0.3832052946090698,0.5107308030128479,0.25138208270072937,0.46853652596473694,0.5107308030128479,0.1697414517402649,0.2714994251728058
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23181948065757751,0.3335871398448944,0.45503583550453186,0.5829201340675354,0.22990699112415314,0.2328382134437561,0.45503583550453186,0.22417709231376648,0.2696802616119385,0.5829201340675354,0.16555815935134888,0.539380669593811,0.5829201340675354,0.14725451171398163,0.23916715383529663
major,0.21026742458343506,0.20676274597644806,0.31775903701782227,0.10961238294839859,0.14245600998401642,0.19240309298038483,0.31775903701782227,0.9999998807907104,0.1559535264968872,0.19240309298038483,0.13716928660869598,0.27899685502052307,0.31775903701782227,0.20081022381782532,0.3249945342540741,0.31775903701782227,0.13597285747528076,0.19788557291030884
redesign,0.28426238894462585,0.3099063038825989,0.25783950090408325,0.13414201140403748,0.17412695288658142,0.2795473635196686,0.25783950090408325,0.13716928660869598,0.35517215728759766,0.2795473635196686,1.0,0.2187543362379074,0.25783950090408325,0.29314708709716797,0.13725560903549194,0.25783950090408325,0.19750215113162994,0.2604990601539612
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.18969319760799408,0.39388060569763184,0.41548454761505127,0.733189046382904,0.2641255557537079,0.17578177154064178,0.41548454761505127,0.16396424174308777,0.42798417806625366,0.733189046382904,0.24172402918338776,0.5696388483047485,0.733189046382904,0.23314370214939117,0.1826142966747284
all,0.41981086134910583,0.23179835081100464,0.4860881567001343,0.2015364021062851,0.2496354579925537,0.42520734667778015,0.4860881567001343,0.27899685502052307,0.17859745025634766,0.42520734667778015,0.2187543362379074,1.0000001192092896,0.4860881567001343,0.25823846459388733,0.3335905969142914,0.4860881567001343,0.15291689336299896,0.29575422406196594
the,0.42745697498321533,0.48711544275283813,1.0,0.27465343475341797,0.37508252263069153,0.535392165184021,1.0,0.31775903701782227,0.2027820199728012,0.535392165184021,0.25783950090408325,0.4860881567001343,1.0,0.27603694796562195,0.6662389636039734,1.0,0.24861779808998108,0.22068053483963013
galleries,0.17793069779872894,0.14833402633666992,0.27603694796562195,0.14823345839977264,0.16650176048278809,0.2089657187461853,0.27603694796562195,0.20081022381782532,0.24154400825500488,0.2089657187461853,0.29314708709716797,0.25823846459388733,0.27603694796562195,0.9999998807907104,0.2712664008140564,0.27603694796562195,0.54404217004776,0.1957392692565918
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2263992726802826,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.3249945342540741,0.16277937591075897,0.45010748505592346,0.13725560903549194,0.3335905969142914,0.6662389636039734,0.2712664008140564,1.0,0.6662389636039734,0.2407650351524353,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.27465343475341797,0.37508252263069153,0.535392165184021,1.0,0.31775903701782227,0.2027820199728012,0.535392165184021,0.25783950090408325,0.4860881567001343,1.0,0.27603694796562195,0.6662389636039734,1.0,0.24861779808998108,0.22068053483963013
museum,0.1771627515554428,0.21266788244247437,0.24861779808998108,0.07496742159128189,0.11969904601573944,0.1640389859676361,0.24861779808998108,0.13597285747528076,0.18919257819652557,0.1640389859676361,0.19750215113162994,0.15291689336299896,0.24861779808998108,0.54404217004776,0.2407650351524353,0.24861779808998108,1.0000001192092896,0.14128351211547852
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.06737649440765381,0.06479515880346298,0.0979827418923378,0.09152708947658539,0.05951778590679169,0.028092388063669205,0.0979827418923378,0.056299615651369095,0.06663264334201813,0.09152708947658539,0.03046605922281742,0.092739537358284,0.09152708947658539,0.11569859832525253,0.10349778085947037
this,0.5489566326141357,0.3638818562030792,0.6274310946464539,0.2553126811981201,0.36582374572753906,0.5759071707725525,0.6274310946464539,0.26410701870918274,0.3302684724330902,0.5759071707725525,0.33481577038764954,0.4746263027191162,0.6274310946464539,0.2287074327468872,0.45205554366111755,0.6274310946464539,0.19769281148910522,0.3155723512172699
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.17983698844909668,0.249215230345726,0.42745086550712585,0.5823672413825989,0.19079607725143433,0.1924840211868286,0.42745086550712585,0.14358147978782654,0.2553904056549072,0.5823672413825989,0.16632306575775146,0.5394441485404968,0.5823672413825989,0.18299639225006104,0.22961433231830597
known,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.18283337354660034,0.2580932676792145,0.14337651431560516,0.3624623417854309,0.21361513435840607,0.10719769448041916,0.14337651431560516,0.08098773658275604,0.13808979094028473,0.3624623417854309,0.13947340846061707,0.32641831040382385,0.3624623417854309,0.11349175125360489,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2520829439163208,0.32487574219703674,0.42092081904411316,0.48381632566452026,0.20393970608711243,0.22332392632961273,0.42092081904411316,0.2829648554325104,0.33195313811302185,0.48381632566452026,0.2699747681617737,0.3887844979763031,0.48381632566452026,0.15384963154792786,0.27043893933296204
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.02549407258629799,0.044645439833402634,0.06720756739377975,0.029072100296616554,0.044031765311956406,-0.08674123138189316,0.06720756739377975,-0.1372903287410736,0.0555710643529892,0.029072100296616554,-0.10755997896194458,0.04765888676047325,0.029072100296616554,-0.07393095642328262,0.0685480609536171
futureplan,0.1921961009502411,0.28105682134628296,0.22374211251735687,0.22646604478359222,0.14783939719200134,0.2657780945301056,0.22374211251735687,0.20383042097091675,0.39299502968788147,0.2657780945301056,0.4063703417778015,0.2737489938735962,0.22374211251735687,0.2736038267612457,0.19364289939403534,0.22374211251735687,0.1996031254529953,0.2894684076309204
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.05258110910654068,0.10763400048017502,-0.009905828163027763,0.041273195296525955,0.003909514285624027,-0.03403550386428833,-0.009905828163027763,0.05499705672264099,-0.05933554098010063,0.041273195296525955,0.0413752906024456,0.07432962208986282,0.041273195296525955,0.06234276294708252,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2202284336090088,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.29355156421661377,0.24875426292419434,0.44245919585227966,0.19554999470710754,0.425624817609787,0.4933079481124878,0.2487238645553589,0.5201468467712402,0.4933079481124878,0.20741747319698334,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.20763245224952698,0.30185943841934204,0.48971283435821533,0.5171257257461548,0.29795366525650024,0.23249590396881104,0.48971283435821533,0.15460628271102905,0.4542157053947449,0.5171257257461548,0.3095110058784485,0.4954058527946472,0.5171257257461548,0.21554097533226013,0.20544172823429108
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.19408874213695526,0.26878538727760315,0.3636345863342285,0.48711544275283813,0.20676274597644806,0.17915812134742737,0.3636345863342285,0.3099063038825989,0.23179835081100464,0.48711544275283813,0.14833402633666992,0.45514053106307983,0.48711544275283813,0.21266788244247437,0.18412111699581146
created,0.20714101195335388,0.3592788577079773,0.3539263904094696,0.18862169981002808,0.2853628098964691,0.2592601478099823,0.3539263904094696,0.14740698039531708,0.21059785783290863,0.2592601478099823,0.3537881374359131,0.22973093390464783,0.3539263904094696,0.2187468558549881,0.2843434810638428,0.3539263904094696,0.14526596665382385,0.21177415549755096
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2263992726802826,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.3249945342540741,0.16277937591075897,0.45010748505592346,0.13725560903549194,0.3335905969142914,0.6662389636039734,0.2712664008140564,1.0,0.6662389636039734,0.2407650351524353,0.20430970191955566
consultation,0.28350910544395447,0.2382911741733551,0.29358696937561035,0.1484375,0.24055686593055725,0.3507850170135498,0.29358696937561035,0.19377216696739197,0.3480852544307709,0.3507850170135498,0.2586788535118103,0.28285542130470276,0.29358696937561035,0.20636126399040222,0.24744534492492676,0.29358696937561035,0.1620820015668869,0.2512023448944092
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.16094465553760529,0.29518163204193115,0.4239959120750427,0.4223487675189972,0.21643421053886414,0.19682161509990692,0.4239959120750427,0.14826683700084686,0.3876307010650635,0.4223487675189972,0.17471446096897125,0.4080928862094879,0.4223487675189972,0.08185859024524689,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.27465343475341797,0.37508252263069153,0.535392165184021,1.0,0.31775903701782227,0.2027820199728012,0.535392165184021,0.25783950090408325,0.4860881567001343,1.0,0.27603694796562195,0.6662389636039734,1.0,0.24861779808998108,0.22068053483963013
exhibition,0.1526671200990677,0.24921445548534393,0.22614671289920807,0.14512398838996887,0.1825675219297409,0.17194919288158417,0.22614671289920807,0.18226702511310577,0.17314961552619934,0.17194919288158417,0.23691049218177795,0.21866467595100403,0.22614671289920807,0.5748633146286011,0.28266429901123047,0.22614671289920807,0.5163875222206116,0.11494685709476471
designers,0.22550532221794128,0.24880798161029816,0.25445735454559326,0.06522990018129349,0.20473957061767578,0.2781951427459717,0.25445735454559326,0.11276019364595413,0.201541468501091,0.2781951427459717,0.4958817660808563,0.1998002529144287,0.25445735454559326,0.34280264377593994,0.19176839292049408,0.25445735454559326,0.1827065348625183,0.15633709728717804
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.20763245224952698,0.30185943841934204,0.48971283435821533,0.5171257257461548,0.29795366525650024,0.23249590396881104,0.48971283435821533,0.15460628271102905,0.4542157053947449,0.5171257257461548,0.3095110058784485,0.4954058527946472,0.5171257257461548,0.21554097533226013,0.20544172823429108
masterplanners,0.2709755599498749,0.35771363973617554,0.32638347148895264,0.27108922600746155,0.21702100336551666,0.2529895007610321,0.32638347148895264,0.19363997876644135,0.31931272149086,0.2529895007610321,0.41674450039863586,0.27555373311042786,0.32638347148895264,0.3477180004119873,0.30759164690971375,0.32638347148895264,0.29225292801856995,0.24252258241176605
metaphor,0.3365485668182373,0.14433635771274567,0.2496786117553711,0.12725932896137238,0.07043884694576263,0.2354084849357605,0.2496786117553711,0.16577096283435822,0.1611323356628418,0.2354084849357605,0.17050527036190033,0.13569317758083344,0.2496786117553711,0.19412443041801453,0.21269598603248596,0.2496786117553711,0.1486988663673401,0.2874205708503723
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.26782113313674927,0.3169408142566681,0.4645031690597534,0.5934505462646484,0.3054012954235077,0.23938670754432678,0.4645031690597534,0.2435683161020279,0.43406882882118225,0.5934505462646484,0.2919006645679474,0.5591574311256409,0.5934505462646484,0.19497929513454437,0.4130953550338745
