,to,which,period,is,the,largest,item,from,italy,that,is,included,in,the,sculpture,collection,dated,?
by,0.33534231781959534,0.40543368458747864,0.22862431406974792,0.3899846076965332,0.4408751428127289,0.17839421331882477,0.14509552717208862,0.3373257517814636,0.19219915568828583,0.37496164441108704,0.3899846076965332,0.2987801134586334,0.370934396982193,0.4408751428127289,0.17374664545059204,0.2678082287311554,0.18139129877090454,0.17966607213020325
giuliano,0.18296734988689423,0.14141255617141724,0.10262512415647507,0.11560342460870743,0.16869038343429565,0.09025239199399948,0.12592239677906036,0.12573231756687164,0.5203664302825928,0.1735391616821289,0.11560342460870743,0.17025470733642578,0.15593817830085754,0.16869038343429565,0.2540242373943329,0.15963038802146912,0.16246367990970612,0.15284208953380585
da,0.13412535190582275,0.21629449725151062,0.15950629115104675,0.15954378247261047,0.16199231147766113,0.1000266745686531,0.025863274931907654,0.13284514844417572,0.2594473958015442,0.17941834032535553,0.15954378247261047,0.13745322823524475,0.10976666957139969,0.16199231147766113,0.18829232454299927,0.12016512453556061,0.19295164942741394,0.17175890505313873
sangallo,0.21237756311893463,0.24490909278392792,0.17777475714683533,0.21171601116657257,0.2072424441576004,0.14685943722724915,0.1193937435746193,0.1579134166240692,0.39508652687072754,0.1887066662311554,0.21171601116657257,0.17064405977725983,0.204078808426857,0.2072424441576004,0.3528779447078705,0.1409706175327301,0.20023445785045624,0.20399807393550873
it,0.513711154460907,0.616637647151947,0.2586527168750763,0.6328473687171936,0.6251175999641418,0.30890756845474243,0.24485835433006287,0.325604110956192,0.22874875366687775,0.5921133160591125,0.6328473687171936,0.20007821917533875,0.5130809545516968,0.6251175999641418,0.18940822780132294,0.21974997222423553,0.19492605328559875,0.25732165575027466
is,0.42745086550712585,0.4457404911518097,0.1838376820087433,1.0,0.5823672413825989,0.3413417339324951,0.2482070028781891,0.27355384826660156,0.16406619548797607,0.3995479643344879,1.0,0.23363345861434937,0.5394441485404968,0.5823672413825989,0.20341666042804718,0.21135231852531433,0.13580690324306488,0.22961433231830597
11.1,0.010937896557152271,0.06626693159341812,0.04376161843538284,0.01840078830718994,-0.02236340381205082,0.023811889812350273,-0.07528825104236603,-0.016109611839056015,0.028730878606438637,0.0689903274178505,0.01840078830718994,0.016664326190948486,0.03478871285915375,-0.02236340381205082,0.0028385836631059647,0.062064915895462036,-0.05521612986922264,-0.044128142297267914
metres,0.18988564610481262,0.28549912571907043,0.23710978031158447,0.2701532244682312,0.2668202519416809,0.3334539532661438,0.16817809641361237,0.15198300778865814,0.11451783031225204,0.2099045366048813,0.2701532244682312,0.1671394556760788,0.22066503763198853,0.2668202519416809,0.3075067400932312,0.12781628966331482,0.16553732752799988,0.11151815950870514
in,0.45010748505592346,0.4840516746044159,0.23051127791404724,0.5394441485404968,0.6662389636039734,0.3017216920852661,0.1656482219696045,0.4274188280105591,0.3334544897079468,0.435920387506485,0.5394441485404968,0.32433560490608215,1.0,0.6662389636039734,0.23036405444145203,0.23004686832427979,0.1982845962047577,0.20430970191955566
height,0.18482448160648346,0.2440694123506546,0.2166426181793213,0.19831733405590057,0.2694929540157318,0.17048722505569458,0.22801214456558228,0.1738269180059433,0.1912209540605545,0.21551740169525146,0.19831733405590057,0.13511012494564056,0.2059648334980011,0.2694929540157318,0.20860935747623444,0.13084156811237335,0.14271345734596252,0.1599798947572708
by,0.33534231781959534,0.40543368458747864,0.22862431406974792,0.3899846076965332,0.4408751428127289,0.17839421331882477,0.14509552717208862,0.3373257517814636,0.19219915568828583,0.37496164441108704,0.3899846076965332,0.2987801134586334,0.370934396982193,0.4408751428127289,0.17374664545059204,0.2678082287311554,0.18139129877090454,0.17966607213020325
5.4,-0.003728347597643733,-0.008987304754555225,-0.028187042102217674,-0.02565193548798561,0.0557168610394001,0.025905754417181015,-0.01699102111160755,-0.0032697247806936502,-0.05124928429722786,0.02823801338672638,-0.02565193548798561,-0.01655479334294796,-0.04313323274254799,0.0557168610394001,-0.1487768441438675,-0.08584041148424149,0.02770727500319481,-0.0604255385696888
metres,0.18988564610481262,0.28549912571907043,0.23710978031158447,0.2701532244682312,0.2668202519416809,0.3334539532661438,0.16817809641361237,0.15198300778865814,0.11451783031225204,0.2099045366048813,0.2701532244682312,0.1671394556760788,0.22066503763198853,0.2668202519416809,0.3075067400932312,0.12781628966331482,0.16553732752799988,0.11151815950870514
square,0.17897218465805054,0.20585282146930695,0.1485319435596466,0.2405121773481369,0.2809545397758484,0.29800933599472046,0.1253175288438797,0.10668959468603134,0.180465430021286,0.19798488914966583,0.2405121773481369,0.1504017561674118,0.2193731665611267,0.2809545397758484,0.2537689208984375,0.12946464121341705,0.07438679784536362,0.1201515942811966
",",0.44245919585227966,0.3658004403114319,0.25030651688575745,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.14941494166851044,0.39760664105415344,0.2497674822807312,0.4137537479400635,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.2621086835861206,0.31091248989105225
it,0.513711154460907,0.616637647151947,0.2586527168750763,0.6328473687171936,0.6251175999641418,0.30890756845474243,0.24485835433006287,0.325604110956192,0.22874875366687775,0.5921133160591125,0.6328473687171936,0.20007821917533875,0.5130809545516968,0.6251175999641418,0.18940822780132294,0.21974997222423553,0.19492605328559875,0.25732165575027466
includes,0.19327151775360107,0.36315640807151794,0.21113620698451996,0.4033885896205902,0.3388250470161438,0.3250115215778351,0.1322864592075348,0.28263401985168457,0.15077118575572968,0.21996237337589264,0.4033885896205902,0.6611447930335999,0.32460328936576843,0.3388250470161438,0.20323829352855682,0.3749653398990631,0.14065498113632202,0.14011523127555847
a,0.45503583550453186,0.56894451379776,0.25205814838409424,0.658733606338501,0.5829201340675354,0.24042341113090515,0.332552045583725,0.322764128446579,0.1983879655599594,0.47537946701049805,0.658733606338501,0.23032639920711517,0.539380669593811,0.5829201340675354,0.19645118713378906,0.24716788530349731,0.19971038401126862,0.23916715383529663
grand,0.21583840250968933,0.20318171381950378,0.08279687911272049,0.212590292096138,0.305169016122818,0.20979611575603485,0.09778755158185959,0.10258761048316956,0.180589497089386,0.20241984724998474,0.212590292096138,0.16374818980693817,0.24767720699310303,0.305169016122818,0.16430208086967468,0.12161290645599365,0.10752183198928833,0.1168735921382904
sculpted,0.24538660049438477,0.21757838129997253,0.262188196182251,0.15334376692771912,0.2524046003818512,0.2163802683353424,0.08203191310167313,0.24377743899822235,0.27840691804885864,0.2326715737581253,0.15334376692771912,0.2722567021846771,0.2556454539299011,0.2524046003818512,0.8124979138374329,0.3196066915988922,0.33105072379112244,0.12233168631792068
tabernacle,0.2003163993358612,0.32039475440979004,0.19948743283748627,0.22945228219032288,0.31963035464286804,0.2267557978630066,0.17217262089252472,0.1519453078508377,0.16848208010196686,0.2594228982925415,0.22945228219032288,0.1446855515241623,0.27585071325302124,0.31963035464286804,0.30211740732192993,0.13568709790706635,0.25141069293022156,0.21177785098552704
by,0.33534231781959534,0.40543368458747864,0.22862431406974792,0.3899846076965332,0.4408751428127289,0.17839421331882477,0.14509552717208862,0.3373257517814636,0.19219915568828583,0.37496164441108704,0.3899846076965332,0.2987801134586334,0.370934396982193,0.4408751428127289,0.17374664545059204,0.2678082287311554,0.18139129877090454,0.17966607213020325
antonio,0.2202434539794922,0.17034529149532318,0.10389653593301773,0.10257551819086075,0.2070869356393814,0.12129103392362595,0.07103590667247772,0.16953256726264954,0.35627928376197815,0.18656514585018158,0.10257551819086075,0.10818429291248322,0.16966992616653442,0.2070869356393814,0.15888769924640656,0.1160007119178772,0.14967675507068634,0.09923860430717468
rossellino,0.18424548208713531,0.17721441388130188,0.18417048454284668,0.19960863888263702,0.25214770436286926,0.1870099902153015,0.07692082971334457,0.22643305361270905,0.5005751252174377,0.20534469187259674,0.19960863888263702,0.18935492634773254,0.26897484064102173,0.25214770436286926,0.35666322708129883,0.25780096650123596,0.2321355938911438,0.16639822721481323
and,0.48971283435821533,0.506277859210968,0.23878438770771027,0.3859752118587494,0.5171257257461548,0.24602696299552917,0.18348689377307892,0.3601827025413513,0.25207585096359253,0.4731321930885315,0.3859752118587494,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.2538686692714691,0.2379438579082489,0.19221575558185577,0.20544172823429108
coloured,0.19850799441337585,0.32446935772895813,0.21460242569446564,0.19824005663394928,0.25265178084373474,0.19587698578834534,0.16993817687034607,0.18481789529323578,0.1773122400045395,0.2569953203201294,0.19824005663394928,0.19830617308616638,0.18885935842990875,0.25265178084373474,0.34051641821861267,0.20473602414131165,0.21912230551242828,0.11629334092140198
terracotta,0.19796250760555267,0.3260422348976135,0.25478869676589966,0.18985900282859802,0.2803131341934204,0.1753539741039276,0.16356472671031952,0.24810604751110077,0.3211287260055542,0.25213539600372314,0.18985900282859802,0.2750365734100342,0.2623767554759979,0.2803131341934204,0.5111631155014038,0.3061861991882324,0.3153034746646881,0.11132478713989258
decoration,0.20693810284137726,0.2687869668006897,0.2329184114933014,0.18714022636413574,0.3275705873966217,0.20493657886981964,0.19342602789402008,0.12452667951583862,0.24835026264190674,0.1992316097021103,0.18714022636413574,0.2328847050666809,0.22524629533290863,0.3275705873966217,0.4550115168094635,0.2710348963737488,0.16803684830665588,0.16409437358379364
.,0.4645031690597534,0.45942068099975586,0.2575049102306366,0.4569662809371948,0.5934505462646484,0.18871670961380005,0.258804053068161,0.41536515951156616,0.26594269275665283,0.4460422694683075,0.4569662809371948,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.2360875904560089,0.2516246736049652,0.2194228619337082,0.4130953550338745
