,the,art,noveau,style,of,glassware,is,represented,by,which,two,artists,?
as,0.48381632566452026,0.19598303735256195,0.20159964263439178,0.2206137776374817,0.3886612355709076,0.28187862038612366,0.43216490745544434,0.2912856340408325,0.3815547823905945,0.41006597876548767,0.3029302954673767,0.20597897469997406,0.27043893933296204
venetian,0.21322013437747955,0.23739978671073914,0.21789225935935974,0.22194808721542358,0.18903759121894836,0.24800586700439453,0.08051799237728119,0.13683851063251495,0.15171796083450317,0.16541285812854767,0.13583840429782867,0.21819518506526947,0.09660717099905014
glass,0.20646950602531433,0.24277548491954803,0.16539986431598663,0.19292095303535461,0.24470314383506775,0.6971760392189026,0.24710522592067719,0.10677637159824371,0.1903875768184662,0.26769232749938965,0.18237803876399994,0.20642821490764618,0.1252557635307312
and,0.5171257257461548,0.2631918787956238,0.24821969866752625,0.2745923101902008,0.5116966962814331,0.2811708152294159,0.3859752118587494,0.2506123185157776,0.4289871156215668,0.506277859210968,0.4671151638031006,0.22698481380939484,0.20544172823429108
bohemian,0.20154303312301636,0.14992111921310425,0.3239598572254181,0.20796887576580048,0.20695126056671143,0.21153685450553894,0.12817180156707764,0.14207293093204498,0.11041241884231567,0.1785101443529129,0.07753812521696091,0.20552726089954376,0.11425837129354477
glass,0.20646950602531433,0.24277548491954803,0.16539986431598663,0.19292095303535461,0.24470314383506775,0.6971760392189026,0.24710522592067719,0.10677637159824371,0.1903875768184662,0.26769232749938965,0.18237803876399994,0.20642821490764618,0.1252557635307312
and,0.5171257257461548,0.2631918787956238,0.24821969866752625,0.2745923101902008,0.5116966962814331,0.2811708152294159,0.3859752118587494,0.2506123185157776,0.4289871156215668,0.506277859210968,0.4671151638031006,0.22698481380939484,0.20544172823429108
more,0.39758381247520447,0.2212761491537094,0.16293445229530334,0.25443214178085327,0.30478984117507935,0.24432310461997986,0.2946030795574188,0.17140258848667145,0.2627272307872772,0.4639437198638916,0.36959168314933777,0.22671587765216827,0.27894994616508484
recent,0.31046223640441895,0.12328649312257767,0.14080402255058289,0.20542976260185242,0.2896444797515869,0.2943844795227051,0.2643822133541107,0.13854479789733887,0.194663405418396,0.2930300831794739,0.2560715973377228,0.16448011994361877,0.2544887959957123
periods,0.27702534198760986,0.14573103189468384,0.16446810960769653,0.19709093868732452,0.256827712059021,0.20191320776939392,0.16641093790531158,0.1648610681295395,0.17450933158397675,0.3050041198730469,0.2534312903881073,0.18699868023395538,0.167264923453331
",",0.4933079481124878,0.2700960636138916,0.31305572390556335,0.2071632742881775,0.4946078956127167,0.2507728636264801,0.4691906273365021,0.3088570833206177,0.3680937886238098,0.3658004403114319,0.35859420895576477,0.2220294177532196,0.31091248989105225
including,0.3738902807235718,0.2187773436307907,0.22843675315380096,0.20575007796287537,0.44195112586021423,0.21575450897216797,0.25093933939933777,0.22142086923122406,0.30155983567237854,0.41826364398002625,0.402707040309906,0.2971913814544678,0.1633303165435791
art,0.20297785103321075,1.0,0.3901974558830261,0.26177453994750977,0.22648051381111145,0.2859722375869751,0.17386884987354279,0.11849413067102432,0.2189643532037735,0.19862167537212372,0.11482993513345718,0.4704072177410126,0.138971745967865
nouveau,0.22185814380645752,0.5213978290557861,0.7076930999755859,0.3525010049343109,0.2100927084684372,0.31780490279197693,0.16333723068237305,0.1851387321949005,0.2076301872730255,0.217088520526886,0.11247056722640991,0.39450502395629883,0.10298789292573929
glass,0.20646950602531433,0.24277548491954803,0.16539986431598663,0.19292095303535461,0.24470314383506775,0.6971760392189026,0.24710522592067719,0.10677637159824371,0.1903875768184662,0.26769232749938965,0.18237803876399994,0.20642821490764618,0.1252557635307312
by,0.4408751428127289,0.2189643532037735,0.27397599816322327,0.20164106786251068,0.3646814823150635,0.2278655767440796,0.3899846076965332,0.23673410713672638,1.0000001192092896,0.40543368458747864,0.33852577209472656,0.3067220449447632,0.17966607213020325
louis,0.22078758478164673,0.2048797309398651,0.42046603560447693,0.18118204176425934,0.22437675297260284,0.14488832652568817,0.14816492795944214,0.12549914419651031,0.20453746616840363,0.14282557368278503,0.14705564081668854,0.1602763831615448,0.09819188714027405
comfort,0.20076191425323486,0.1610717922449112,0.25587978959083557,0.09403425455093384,0.2331395298242569,0.2597683072090149,0.2120097279548645,0.08389202505350113,0.14465661346912384,0.2015446126461029,0.17796581983566284,0.16625486314296722,0.13065335154533386
tiffany,0.15607501566410065,0.22045525908470154,0.2854574918746948,0.17479252815246582,0.1545153260231018,0.3846297562122345,0.13989320397377014,0.09940583258867264,0.17129826545715332,0.19893039762973785,0.20537500083446503,0.24067208170890808,0.17250743508338928
and,0.5171257257461548,0.2631918787956238,0.24821969866752625,0.2745923101902008,0.5116966962814331,0.2811708152294159,0.3859752118587494,0.2506123185157776,0.4289871156215668,0.506277859210968,0.4671151638031006,0.22698481380939484,0.20544172823429108
émile,0.1643645465373993,0.23799699544906616,0.5003664493560791,0.20552918314933777,0.14571312069892883,0.22067736089229584,0.1818350851535797,0.14291726052761078,0.24687743186950684,0.0998922809958458,0.09855005145072937,0.20549261569976807,0.17449891567230225
gallé,0.24452736973762512,0.3060363829135895,0.40060436725616455,0.18964232504367828,0.20376425981521606,0.272129088640213,0.17541973292827606,0.10113777965307236,0.23393985629081726,0.19148486852645874,0.19264081120491028,0.34662961959838867,0.1834975928068161
",",0.4933079481124878,0.2700960636138916,0.31305572390556335,0.2071632742881775,0.4946078956127167,0.2507728636264801,0.4691906273365021,0.3088570833206177,0.3680937886238098,0.3658004403114319,0.35859420895576477,0.2220294177532196,0.31091248989105225
the,1.0,0.20297785103321075,0.2539583146572113,0.2331719547510147,0.733189046382904,0.2211626172065735,0.5823672413825989,0.3256146013736725,0.4408751428127289,0.6521818041801453,0.43858039379119873,0.2150506228208542,0.22068053483963013
art,0.20297785103321075,1.0,0.3901974558830261,0.26177453994750977,0.22648051381111145,0.2859722375869751,0.17386884987354279,0.11849413067102432,0.2189643532037735,0.19862167537212372,0.11482993513345718,0.4704072177410126,0.138971745967865
deco,0.21593374013900757,0.4044087827205658,0.25994616746902466,0.31505805253982544,0.18968187272548676,0.3771364688873291,0.1278458833694458,0.11158245801925659,0.20005418360233307,0.24492332339286804,0.13082170486450195,0.3297913670539856,0.15149420499801636
style,0.2331719547510147,0.26177453994750977,0.21837882697582245,1.0,0.23203764855861664,0.24269966781139374,0.16587691009044647,0.09483557194471359,0.20164106786251068,0.25577741861343384,0.08093219995498657,0.26240816712379456,0.19862167537212372
is,0.5823672413825989,0.17386884987354279,0.15748287737369537,0.16587691009044647,0.4854315221309662,0.31054869294166565,1.0,0.30249524116516113,0.3899846076965332,0.4457404911518097,0.2315155267715454,0.15003371238708496,0.22961433231830597
represented,0.3256146013736725,0.11849413067102432,0.1674719899892807,0.09483557194471359,0.3891753554344177,0.1723991483449936,0.30249524116516113,0.9999999403953552,0.23673410713672638,0.2635336220264435,0.2501705288887024,0.20256054401397705,0.11276352405548096
by,0.4408751428127289,0.2189643532037735,0.27397599816322327,0.20164106786251068,0.3646814823150635,0.2278655767440796,0.3899846076965332,0.23673410713672638,1.0000001192092896,0.40543368458747864,0.33852577209472656,0.3067220449447632,0.17966607213020325
several,0.40559855103492737,0.1621294915676117,0.1864471137523651,0.20273786783218384,0.3271615505218506,0.22990985214710236,0.20361857116222382,0.18780316412448883,0.3275541365146637,0.4863804280757904,0.6437594890594482,0.27164867520332336,0.15595775842666626
examples,0.30092597007751465,0.21563655138015747,0.15931524336338043,0.24520203471183777,0.3054686188697815,0.3685585856437683,0.29282552003860474,0.22836671769618988,0.27706319093704224,0.38271647691726685,0.2514500617980957,0.2250555455684662,0.19976599514484406
by,0.4408751428127289,0.2189643532037735,0.27397599816322327,0.20164106786251068,0.3646814823150635,0.2278655767440796,0.3899846076965332,0.23673410713672638,1.0000001192092896,0.40543368458747864,0.33852577209472656,0.3067220449447632,0.17966607213020325
rené,0.2024662345647812,0.20198707282543182,0.38610100746154785,0.14242735505104065,0.193019300699234,0.15887892246246338,0.1698223352432251,0.12379346042871475,0.20656387507915497,0.15359489619731903,0.17618797719478607,0.1891610473394394,0.11571391671895981
lalique,0.18264198303222656,0.25118178129196167,0.5058043003082275,0.23117446899414062,0.22626164555549622,0.32968074083328247,0.16612374782562256,0.17365747690200806,0.19385816156864166,0.16240070760250092,0.16757188737392426,0.2011297345161438,0.1338021457195282
.,0.5934505462646484,0.21795564889907837,0.28227511048316956,0.30291756987571716,0.5352458953857422,0.23389947414398193,0.4569662809371948,0.26645728945732117,0.3936232924461365,0.45942068099975586,0.3524959683418274,0.18245595693588257,0.4130953550338745
