,to,ensure,safety,of,future,space,missions,oxygen,was,used,at,_____,of,the,normal,pressure,.
so,0.5091881155967712,0.41224679350852966,0.2072758674621582,0.3184450566768646,0.36507225036621094,0.23493875563144684,0.22649462521076202,0.3034515082836151,0.2666010558605194,0.37017104029655457,0.2824224531650543,0.31550365686416626,0.3184450566768646,0.4296516180038452,0.34738099575042725,0.3017580509185791,0.45412498712539673
rapidly,0.29835420846939087,0.23387697339057922,0.15683291852474213,0.18131932616233826,0.21720735728740692,0.1128532811999321,0.1800675392150879,0.23475238680839539,0.16400226950645447,0.21460086107254028,0.13146483898162842,0.17116118967533112,0.18131932616233826,0.26927268505096436,0.33513695001602173,0.3637455701828003,0.22369088232517242
because,0.5166091918945312,0.34039250016212463,0.23468588292598724,0.4075504541397095,0.23979175090789795,0.18927593529224396,0.2252853363752365,0.28859952092170715,0.3841400742530823,0.3645826578140259,0.32998594641685486,0.2588658630847931,0.4075504541397095,0.44596394896507263,0.3978312611579895,0.25824740529060364,0.45765790343284607
the,0.535392165184021,0.2955571711063385,0.25972458720207214,0.733189046382904,0.2337762415409088,0.24495907127857208,0.26288601756095886,0.20428593456745148,0.48711544275283813,0.3718377649784088,0.457212895154953,0.22620578110218048,0.733189046382904,1.0,0.25256022810935974,0.28285476565361023,0.5934505462646484
capsule,0.22127163410186768,0.1901780515909195,0.1293611377477646,0.2156095802783966,0.10829541087150574,0.35253143310546875,0.2203415483236313,0.2975654602050781,0.17186333239078522,0.22174213826656342,0.17017143964767456,0.15019796788692474,0.2156095802783966,0.31190651655197144,0.20489181578159332,0.2211887389421463,0.23843273520469666
was,0.3636345863342285,0.20297929644584656,0.20282559096813202,0.4069072902202606,0.21697655320167542,0.14677780866622925,0.1960911750793457,0.16070082783699036,1.0000001192092896,0.23679393529891968,0.36707764863967896,0.2254520058631897,0.4069072902202606,0.48711544275283813,0.0804942399263382,0.17634209990501404,0.40146201848983765
pressurized,0.34351471066474915,0.29476991295814514,0.3198906183242798,0.2730380594730377,0.1551860123872757,0.27318739891052246,0.2572757303714752,0.4495845139026642,0.2514490783214569,0.4125666916370392,0.2240782231092453,0.1501718908548355,0.2730380594730377,0.3325182795524597,0.3277231752872467,0.7437890768051147,0.26237714290618896
with,0.4239959120750427,0.3181380033493042,0.2208736687898636,0.41827285289764404,0.24820348620414734,0.1992894560098648,0.21365633606910706,0.200663760304451,0.27411898970603943,0.3047430217266083,0.29126521944999695,0.18632161617279053,0.41827285289764404,0.4223487675189972,0.3020731210708618,0.23947151005268097,0.4446153938770294
pure,0.2610398232936859,0.1912490278482437,0.10170834511518478,0.2222386747598648,0.14494070410728455,0.23070773482322693,0.06611613184213638,0.3194023668766022,0.19016699492931366,0.30671048164367676,0.14055116474628448,0.16050148010253906,0.2222386747598648,0.20113824307918549,0.2587493658065796,0.26052844524383545,0.21052415668964386
o,0.1644444614648819,0.04204929620027542,0.1122431606054306,0.16054381430149078,0.16298651695251465,0.09991100430488586,0.11263326555490494,0.2476140707731247,0.15056964755058289,0.11275003105401993,0.10196427255868912,0.1781824827194214,0.16054381430149078,0.19071193039417267,0.0685778260231018,0.09936560690402985,0.26146236062049866
2,-0.0836251974105835,-0.02572033926844597,-0.06457682698965073,-0.013777675107121468,0.04636066034436226,-0.05579118803143501,-0.07660438120365143,0.04063820466399193,-0.013097384944558144,0.04418706148862839,0.043934281915426254,-0.0483156181871891,-0.013777675107121468,-0.019434669986367226,-0.015597207471728325,-0.02186267264187336,-0.037111926823854446
but,0.5542377829551697,0.3873470723628998,0.2387191504240036,0.39942997694015503,0.2904810309410095,0.23279379308223724,0.22074636816978455,0.262522429227829,0.36023372411727905,0.3391169309616089,0.33498162031173706,0.24548985064029694,0.39942997694015503,0.4859698414802551,0.3602333962917328,0.24421139061450958,0.46573564410209656
at,0.36524343490600586,0.2025764286518097,0.22343945503234863,0.42558613419532776,0.13517458736896515,0.17771656811237335,0.21827365458011627,0.1428557187318802,0.36707764863967896,0.22295412421226501,1.0,0.16298295557498932,0.42558613419532776,0.457212895154953,0.25311094522476196,0.17761266231536865,0.4549728035926819
slightly,0.31794729828834534,0.22765132784843445,0.09209643304347992,0.26854947209358215,0.14185325801372528,0.1634376347064972,0.15148627758026123,0.18072201311588287,0.23603187501430511,0.24212071299552917,0.25931423902511597,0.16902831196784973,0.26854947209358215,0.31489381194114685,0.367693156003952,0.2701417803764343,0.24496275186538696
more,0.47084665298461914,0.2675139904022217,0.15345756709575653,0.30478984117507935,0.24800603091716766,0.21460022032260895,0.22517609596252441,0.265546053647995,0.21525104343891144,0.3030165731906891,0.2627858817577362,0.2553991675376892,0.30478984117507935,0.39758381247520447,0.3732619881629944,0.23610062897205353,0.4070230722427368
than,0.3192550539970398,0.21193614602088928,0.09596394747495651,0.33036211133003235,0.15291158854961395,0.20923641324043274,0.20606094598770142,0.25305241346359253,0.1872616857290268,0.28633373975753784,0.27679139375686646,0.23149575293064117,0.33036211133003235,0.3227543234825134,0.4186875522136688,0.21358749270439148,0.3594527542591095
atmospheric,0.24248166382312775,0.21539713442325592,0.25919342041015625,0.25383174419403076,0.2380525767803192,0.3571893870830536,0.26379621028900146,0.4502122104167938,0.17251721024513245,0.24068990349769592,0.2377927303314209,0.19685988128185272,0.25383174419403076,0.25230076909065247,0.2659519612789154,0.5111773014068604,0.21829068660736084
pressure,0.30812981724739075,0.2650560736656189,0.2223188579082489,0.22627468407154083,0.20316368341445923,0.21622900664806366,0.1511363983154297,0.35798126459121704,0.17634209990501404,0.23263566195964813,0.17761266231536865,0.18845072388648987,0.22627468407154083,0.28285476565361023,0.2938547432422638,1.0000001192092896,0.22055423259735107
",",0.44245919585227966,0.144033744931221,0.22221899032592773,0.4946078956127167,0.2609160840511322,0.2285580337047577,0.2626538574695587,0.21812842786312103,0.45456063747406006,0.3120402991771698,0.38314947485923767,0.28135162591934204,0.4946078956127167,0.4933079481124878,0.25911128520965576,0.21867604553699493,0.6812511086463928
instead,0.457004189491272,0.2465115487575531,0.1711496114730835,0.31208282709121704,0.20200428366661072,0.23002775013446808,0.17955496907234192,0.24622170627117157,0.23083001375198364,0.4228616952896118,0.22061440348625183,0.29701587557792664,0.31208282709121704,0.3940567970275879,0.38010919094085693,0.2044549137353897,0.3707379400730133
of,0.41548454761505127,0.20923924446105957,0.18446403741836548,1.0,0.25455814599990845,0.21300287544727325,0.2598918080329895,0.16848602890968323,0.4069072902202606,0.3075267970561981,0.42558613419532776,0.28392356634140015,1.0,0.733189046382904,0.2300747036933899,0.22627468407154083,0.5352458953857422
the,0.535392165184021,0.2955571711063385,0.25972458720207214,0.733189046382904,0.2337762415409088,0.24495907127857208,0.26288601756095886,0.20428593456745148,0.48711544275283813,0.3718377649784088,0.457212895154953,0.22620578110218048,0.733189046382904,1.0,0.25256022810935974,0.28285476565361023,0.5934505462646484
1⁄3,-0.09360984712839127,0.029615657404065132,-0.053121283650398254,-0.031150786206126213,-0.05053137615323067,0.049461133778095245,-0.0026075716596096754,0.012075262144207954,-0.14491963386535645,-0.016691967844963074,-0.05940263345837593,0.021121114492416382,-0.031150786206126213,-0.05029330402612686,0.02920520305633545,-0.07167935371398926,0.051403988152742386
normal,0.32997602224349976,0.24450533092021942,0.13814391195774078,0.2300747036933899,0.1247834786772728,0.242890864610672,0.15266147255897522,0.28902506828308105,0.0804942399263382,0.31843456625938416,0.25311094522476196,0.22289994359016418,0.2300747036933899,0.25256022810935974,0.9999999403953552,0.2938547432422638,0.2961207330226898
pressure,0.30812981724739075,0.2650560736656189,0.2223188579082489,0.22627468407154083,0.20316368341445923,0.21622900664806366,0.1511363983154297,0.35798126459121704,0.17634209990501404,0.23263566195964813,0.17761266231536865,0.18845072388648987,0.22627468407154083,0.28285476565361023,0.2938547432422638,1.0000001192092896,0.22055423259735107
that,0.5436353087425232,0.4195809066295624,0.2526600956916809,0.41498205065727234,0.31481194496154785,0.2368461638689041,0.20651644468307495,0.2717767655849457,0.33670201897621155,0.37621384859085083,0.3183255195617676,0.31140652298927307,0.41498205065727234,0.5473989248275757,0.3682374656200409,0.30906030535697937,0.4460422694683075
would,0.5965728163719177,0.38206934928894043,0.19818861782550812,0.3353942930698395,0.3937055170536041,0.2089509218931198,0.24290740489959717,0.206369087100029,0.41663143038749695,0.35597336292266846,0.3073931038379669,0.2927345037460327,0.3353942930698395,0.4133751392364502,0.3180234432220459,0.21325212717056274,0.35067233443260193
be,0.4972836375236511,0.42600592970848083,0.21974404156208038,0.33904364705085754,0.32757890224456787,0.21281394362449646,0.16492660343647003,0.28851351141929626,0.42228707671165466,0.3731876611709595,0.30379733443260193,0.28119513392448425,0.33904364705085754,0.4248143136501312,0.33177459239959717,0.23846358060836792,0.4383580684661865
used,0.40058770775794983,0.213755801320076,0.19855159521102905,0.3075267970561981,0.18216875195503235,0.18470054864883423,0.21358942985534668,0.21276918053627014,0.23679393529891968,0.9999998807907104,0.22295412421226501,0.2185208648443222,0.3075267970561981,0.3718377649784088,0.31843456625938416,0.23263566195964813,0.33111312985420227
in,0.45010748505592346,0.15814054012298584,0.182920441031456,0.5696388483047485,0.15554536879062653,0.17648501694202423,0.2733149528503418,0.1672476977109909,0.45514053106307983,0.3090210556983948,0.4374977946281433,0.16471323370933533,0.5696388483047485,0.6662389636039734,0.25896620750427246,0.16116683185100555,0.5591574311256409
a,0.45503583550453186,0.19042222201824188,0.18158207833766937,0.5052502155303955,0.16284751892089844,0.20296213030815125,0.2459585964679718,0.21662019193172455,0.4508470594882965,0.3864384889602661,0.3095070421695709,0.2585112154483795,0.5052502155303955,0.5829201340675354,0.3121098279953003,0.23459996283054352,0.50484299659729
mission,0.26700642704963684,0.2315102070569992,0.22513076663017273,0.20170781016349792,0.15803976356983185,0.3416440784931183,0.8248506784439087,0.12214278429746628,0.20951420068740845,0.11525200307369232,0.2095402330160141,0.15957598388195038,0.20170781016349792,0.22673439979553223,0.11959781497716904,0.09884727001190186,0.2227463275194168
.,0.4645031690597534,0.19039876759052277,0.22499428689479828,0.5352458953857422,0.24031390249729156,0.2385488897562027,0.2895781993865967,0.2554275095462799,0.40146201848983765,0.33111312985420227,0.4549728035926819,0.2909849286079407,0.5352458953857422,0.5934505462646484,0.2961207330226898,0.22055423259735107,1.0000001192092896
