,how,was,the,dutch,name,for,the,rhine,originally,spelled,?
while,0.2918691337108612,0.3253832161426544,0.39804592728614807,0.10054577142000198,0.1396448314189911,0.4232339859008789,0.39804592728614807,0.13762977719306946,0.23913542926311493,0.120781809091568,0.21076419949531555
the,0.33890387415885925,0.48711544275283813,1.0,0.1705695390701294,0.3171212375164032,0.4739971458911896,1.0,0.30735138058662415,0.36820849776268005,0.2190741002559662,0.22068053483963013
vocalisation,0.22477252781391144,0.19420479238033295,0.2970617115497589,0.05947776883840561,0.22145484387874603,0.24077583849430084,0.2970617115497589,0.19427615404129028,0.21197375655174255,0.09537922590970993,0.23394854366779327
-i-,0.16236045956611633,-0.027143433690071106,0.17976893484592438,-0.0050233216024935246,-0.038034819066524506,0.059688542038202286,0.17976893484592438,0.11105752736330032,-0.00858606118708849,-0.0062514436431229115,0.12119023501873016
is,0.22544461488723755,0.5810302495956421,0.5823672413825989,0.12900666892528534,0.3359788954257965,0.43268078565597534,0.5823672413825989,0.15617261826992035,0.33268988132476807,0.2914513647556305,0.22961433231830597
due,0.19407185912132263,0.29011407494544983,0.22577603161334991,0.0936284065246582,0.12454797327518463,0.2363993525505066,0.22577603161334991,0.12440928816795349,0.15341241657733917,0.06871481239795685,0.10954997688531876
to,0.44169697165489197,0.3636345863342285,0.535392165184021,0.1383991241455078,0.27806994318962097,0.4451248347759247,0.535392165184021,0.1736302673816681,0.30024412274360657,0.14041216671466827,0.29463258385658264
the,0.33890387415885925,0.48711544275283813,1.0,0.1705695390701294,0.3171212375164032,0.4739971458911896,1.0,0.30735138058662415,0.36820849776268005,0.2190741002559662,0.22068053483963013
proto-germanic,0.23518827557563782,0.24739928543567657,0.3311484754085541,0.30623769760131836,0.2827814221382141,0.20161142945289612,0.3311484754085541,0.43494361639022827,0.3088107109069824,0.23727905750274658,0.20944932103157043
adoption,0.23103643953800201,0.25843802094459534,0.27656617760658264,0.19420172274112701,0.22808490693569183,0.2922368049621582,0.27656617760658264,0.15840929746627808,0.22762535512447357,0.08424661308526993,0.23771828413009644
of,0.2480744868516922,0.4069072902202606,0.733189046382904,0.14408773183822632,0.24075818061828613,0.4185989499092102,0.733189046382904,0.2548927664756775,0.21349623799324036,0.1807994693517685,0.1826142966747284
the,0.33890387415885925,0.48711544275283813,1.0,0.1705695390701294,0.3171212375164032,0.4739971458911896,1.0,0.30735138058662415,0.36820849776268005,0.2190741002559662,0.22068053483963013
gaulish,0.08900186419487,0.275072306394577,0.30116724967956543,0.31191590428352356,0.2910001873970032,0.18472345173358917,0.30116724967956543,0.35650089383125305,0.26195666193962097,0.22063112258911133,0.1297006756067276
name,0.13619886338710785,0.2646567225456238,0.3171212375164032,0.16558535397052765,1.0,0.25737348198890686,0.3171212375164032,0.12217257916927338,0.34010815620422363,0.38674718141555786,0.15381577610969543
as,0.33782753348350525,0.3677520453929901,0.48381632566452026,0.20572681725025177,0.2851914167404175,0.44774648547172546,0.48381632566452026,0.18380387127399445,0.31636640429496765,0.21691174805164337,0.27043893933296204
*rīnaz,0.1434074491262436,0.2607833743095398,0.2245812863111496,0.21779024600982666,0.19735465943813324,0.1748407781124115,0.2245812863111496,0.23536986112594604,0.12660102546215057,0.18161176145076752,0.22434574365615845
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.23674406111240387,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.167837992310524,0.2660219669342041,0.246441051363945,0.31091248989105225
via,0.13460594415664673,0.1762484461069107,0.23979412019252777,-0.033100537955760956,0.13969911634922028,0.1971353143453598,0.23979412019252777,0.10537445545196533,0.21496017277240753,0.09070932120084763,0.19443516433238983
old,0.1789429783821106,0.2867572605609894,0.31849798560142517,0.13689342141151428,0.23472236096858978,0.2211335301399231,0.31849798560142517,0.18212221562862396,0.27822771668434143,0.11546383053064346,0.20577076077461243
frankish,0.1462843120098114,0.25347912311553955,0.3168545961380005,0.28616127371788025,0.19949719309806824,0.09401438385248184,0.3168545961380005,0.40046441555023193,0.20020398497581482,0.15859094262123108,0.152495339512825
giving,0.295897513628006,0.2248714715242386,0.3626074492931366,0.15490363538265228,0.17302481830120087,0.39347827434539795,0.3626074492931366,0.10939128696918488,0.17015737295150757,0.10173892229795456,0.2052922248840332
old,0.1789429783821106,0.2867572605609894,0.31849798560142517,0.13689342141151428,0.23472236096858978,0.2211335301399231,0.31849798560142517,0.18212221562862396,0.27822771668434143,0.11546383053064346,0.20577076077461243
english,0.18202126026153564,0.23000946640968323,0.23982001841068268,0.36605870723724365,0.27055349946022034,0.2594873905181885,0.23982001841068268,0.16806156933307648,0.18813301622867584,0.22519013285636902,0.23251567780971527
rín,0.15512536466121674,0.24502278864383698,0.24690473079681396,0.14881294965744019,0.1601487696170807,0.24048812687397003,0.24690473079681396,0.15122096240520477,0.13704727590084076,0.12653937935829163,0.1986149251461029
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.23674406111240387,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.167837992310524,0.2660219669342041,0.246441051363945,0.31091248989105225
old,0.1789429783821106,0.2867572605609894,0.31849798560142517,0.13689342141151428,0.23472236096858978,0.2211335301399231,0.31849798560142517,0.18212221562862396,0.27822771668434143,0.11546383053064346,0.20577076077461243
high,0.16700881719589233,0.19978567957878113,0.28034812211990356,0.08885998278856277,0.1618267446756363,0.1925620585680008,0.28034812211990356,0.11970903724431992,0.1412433683872223,0.041376736015081406,0.11137914657592773
german,0.17899556457996368,0.26016926765441895,0.256483793258667,0.4774591326713562,0.14387056231498718,0.17564234137535095,0.256483793258667,0.49305370450019836,0.22858084738254547,0.09039568156003952,0.13978645205497742
rīn,0.018649201840162277,0.17927713692188263,0.23114950954914093,0.155791774392128,0.05099182203412056,0.12773065268993378,0.23114950954914093,0.24737611413002014,0.10568259656429291,0.0033709662966430187,0.061222050338983536
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.23674406111240387,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.167837992310524,0.2660219669342041,0.246441051363945,0.31091248989105225
dutch,0.14990761876106262,0.2182149887084961,0.1705695390701294,0.9999999403953552,0.16558535397052765,0.1401536464691162,0.1705695390701294,0.31772172451019287,0.1456296741962433,0.05470293015241623,0.1081366017460823
rijn,0.12280997633934021,0.19090503454208374,0.15022686123847961,0.5191881060600281,0.12630204856395721,0.14207713305950165,0.15022686123847961,0.41360682249069214,0.16411101818084717,0.12573474645614624,0.15792600810527802
(,0.1676948219537735,0.2980341613292694,0.33289089798927307,0.1816992163658142,0.2706909477710724,0.3357032239437103,0.33289089798927307,0.12381801009178162,0.1811249703168869,0.2189006805419922,0.40561532974243164
formerly,0.04030776023864746,0.2907106578350067,0.2854805290699005,0.1657181829214096,0.29912957549095154,0.26421916484832764,0.2854805290699005,0.1298975795507431,0.4184974133968353,0.26713502407073975,0.0843876302242279
also,0.43506327271461487,0.4032125174999237,0.6021018624305725,0.14346110820770264,0.34663957357406616,0.5373267531394958,0.6021018624305725,0.1230347603559494,0.3809713125228882,0.28014716506004333,0.21848613023757935
spelled,0.09780282527208328,0.20299357175827026,0.2190741002559662,0.05470293015241623,0.38674718141555786,0.14300763607025146,0.2190741002559662,0.10277950018644333,0.24678626656532288,1.0000001192092896,0.13924984633922577
rhijn,0.1891801506280899,0.16551150381565094,0.25715991854667664,0.3695092797279358,0.2063145786523819,0.17927035689353943,0.25715991854667664,0.6588083505630493,0.2399381697177887,0.22864899039268494,0.2904971241950989
),0.17939934134483337,0.3267642855644226,0.3456730246543884,0.1930844932794571,0.2638341188430786,0.3639558255672455,0.3456730246543884,0.12686386704444885,0.18464873731136322,0.24884064495563507,0.42300865054130554
),0.17939934134483337,0.3267642855644226,0.3456730246543884,0.1930844932794571,0.2638341188430786,0.3639558255672455,0.3456730246543884,0.12686386704444885,0.18464873731136322,0.24884064495563507,0.42300865054130554
.,0.3287222981452942,0.40146201848983765,0.5934505462646484,0.2196396291255951,0.24737101793289185,0.4726039469242096,0.5934505462646484,0.2089352011680603,0.2504246234893799,0.12672196328639984,0.4130953550338745
