,what,did,higher,material,living,standards,lead,to,for,most,of,human,history,?
full,0.20298334956169128,0.21422791481018066,0.1544070541858673,0.2195955365896225,0.05319710820913315,0.21288584172725677,0.11819697171449661,0.2671089768409729,0.2962910830974579,0.13698653876781464,0.3238043189048767,0.226930633187294,0.18109160661697388,0.168479785323143
stomachs,0.18697328865528107,0.20837660133838654,0.1718110740184784,0.26918157935142517,0.20990332961082458,0.09805744886398315,0.194241464138031,0.2725445032119751,0.1795147806406021,0.21422310173511505,0.2094409316778183,0.2981022000312805,0.11368830502033234,0.20997555553913116
",",0.3087472915649414,0.3015086054801941,0.251458078622818,0.2189585268497467,0.26278790831565857,0.2764625549316406,0.2561914026737213,0.44245919585227966,0.4464869201183319,0.3636029064655304,0.4946078956127167,0.23877760767936707,0.2728564441204071,0.31091248989105225
access,0.2685140371322632,0.17740806937217712,0.26882871985435486,0.25485238432884216,0.18585681915283203,0.27662035822868347,0.13102957606315613,0.3465658128261566,0.2941345274448395,0.23126807808876038,0.22348599135875702,0.18100763857364655,0.2215256243944168,0.2482174038887024
to,0.455847829580307,0.4452643394470215,0.3279348313808441,0.29219651222229004,0.2300543487071991,0.2603518068790436,0.23490607738494873,1.0,0.4451248347759247,0.321603000164032,0.41548454761505127,0.25612473487854004,0.24226762354373932,0.29463258385658264
clean,0.2535739839076996,0.20018495619297028,0.21528153121471405,0.2983124256134033,0.15907810628414154,0.31927409768104553,0.25423264503479004,0.2897804379463196,0.25257444381713867,0.1959289014339447,0.1512346863746643,0.17488892376422882,0.11781797558069229,0.2847605347633362
water,0.17456887662410736,0.1909485161304474,0.2635023891925812,0.2951032519340515,0.24754610657691956,0.1475609689950943,0.11785557121038437,0.27858173847198486,0.189085453748703,0.2187667042016983,0.2741255462169647,0.22307217121124268,0.08797742426395416,0.14731885492801666
and,0.31309178471565247,0.34479495882987976,0.3147866129875183,0.2923409640789032,0.27568840980529785,0.299522340297699,0.31077226996421814,0.48971283435821533,0.5064792633056641,0.4309377074241638,0.5116966962814331,0.37127596139907837,0.23541007936000824,0.20544172823429108
warmth,0.2572018504142761,0.21617957949638367,0.317049503326416,0.331805944442749,0.21877329051494598,0.2869836390018463,0.16698534786701202,0.3105631470680237,0.2481601983308792,0.24790611863136292,0.1901775747537613,0.2963992953300476,0.08121147006750107,0.17398205399513245
from,0.2737620174884796,0.20248863101005554,0.2177213728427887,0.2935051918029785,0.21752916276454926,0.06542233377695084,0.2400083839893341,0.4069952368736267,0.314039945602417,0.28580769896507263,0.4249346852302551,0.1504075527191162,0.23008158802986145,0.19969791173934937
fuel,0.1848171502351761,0.15623702108860016,0.26243048906326294,0.3419770896434784,0.18325987458229065,0.2414768636226654,0.20017150044441223,0.20716820657253265,0.19778265058994293,0.16912871599197388,0.18857792019844055,0.14711861312389374,0.1224108412861824,0.10583324730396271
–,0.13008765876293182,0.2259434312582016,0.11569942533969879,0.11859091371297836,0.13700275123119354,0.0888972282409668,0.25613439083099365,0.19410304725170135,0.2408909648656845,0.19322049617767334,0.2799985408782959,0.14709657430648804,0.21804949641227722,0.2714554965496063
led,0.12112844735383987,0.3213953971862793,0.18610580265522003,0.13506847620010376,0.12123902142047882,0.1369665563106537,0.3712044358253479,0.21815308928489685,0.2628403306007385,0.2947567105293274,0.32918456196784973,0.14060714840888977,0.2881280183792114,0.09273858368396759
to,0.455847829580307,0.4452643394470215,0.3279348313808441,0.29219651222229004,0.2300543487071991,0.2603518068790436,0.23490607738494873,1.0,0.4451248347759247,0.321603000164032,0.41548454761505127,0.25612473487854004,0.24226762354373932,0.29463258385658264
better,0.3551420271396637,0.30515921115875244,0.3581902086734772,0.21948063373565674,0.12256507575511932,0.2764427661895752,0.2394866943359375,0.29406851530075073,0.3385646641254425,0.23905707895755768,0.18950162827968597,0.178162083029747,0.1589074283838272,0.32159438729286194
health,0.21460163593292236,0.21597589552402496,0.21500584483146667,0.16731560230255127,0.2133638858795166,0.29138314723968506,0.2420813888311386,0.29985085129737854,0.31610164046287537,0.16260358691215515,0.28076469898223877,0.3831135928630829,0.18604399263858795,0.16094304621219635
and,0.31309178471565247,0.34479495882987976,0.3147866129875183,0.2923409640789032,0.27568840980529785,0.299522340297699,0.31077226996421814,0.48971283435821533,0.5064792633056641,0.4309377074241638,0.5116966962814331,0.37127596139907837,0.23541007936000824,0.20544172823429108
longer,0.3188037574291229,0.264748752117157,0.36080700159072876,0.2907788157463074,0.1540704369544983,0.24527303874492645,0.14260442554950714,0.3737102746963501,0.33661994338035583,0.32448020577430725,0.2788179814815521,0.20349371433258057,0.2082773745059967,0.24416615068912506
lives,0.19772474467754364,0.12370656430721283,0.15355445444583893,0.07321149855852127,0.4334341883659363,0.11592957377433777,0.1649089753627777,0.24778319895267487,0.1823655217885971,0.2808770537376404,0.28370368480682373,0.2137460559606552,0.18324396014213562,0.15810374915599823
.,0.3567904531955719,0.35288307070732117,0.2524722218513489,0.24824832379817963,0.27785244584083557,0.23661701381206512,0.2305188626050949,0.4645031690597534,0.4726039469242096,0.35404038429260254,0.5352458953857422,0.24595768749713898,0.30310705304145813,0.4130953550338745
