,what,is,another,name,for,any,given,measure,of,input,associated,with,a,problem,?
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.24075818061828613,0.4185989499092102,0.3769088089466095,0.39388060569763184,0.22469913959503174,1.0,0.13291659951210022,0.3077163100242615,0.41827285289764404,0.5052502155303955,0.20464475452899933,0.1826142966747284
instances,0.37020906805992126,0.25202253460884094,0.38000980019569397,0.12999649345874786,0.38144540786743164,0.5369269847869873,0.2774350643157959,0.2844972014427185,0.305372416973114,0.3223470449447632,0.22393324971199036,0.31131184101104736,0.3550227880477905,0.3573509752750397,0.3098512887954712
together,0.22179445624351501,0.1995578110218048,0.318354994058609,0.15739797055721283,0.20928718149662018,0.19080595672130585,0.15528231859207153,0.1581360250711441,0.26678720116615295,0.1799902617931366,0.23507727682590485,0.48732393980026245,0.25249844789505005,0.14741481840610504,0.1690303236246109
with,0.2464839518070221,0.3250955045223236,0.359900563955307,0.17897967994213104,0.39140474796295166,0.34412381052970886,0.29518163204193115,0.20861971378326416,0.41827285289764404,0.17565976083278656,0.3939831554889679,0.9999999403953552,0.3783375024795532,0.2717578709125519,0.2433311939239502
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.26421117782592773,0.44038116931915283,0.45031747221946716,0.3335871398448944,0.2953258156776428,0.5052502155303955,0.20009170472621918,0.22056666016578674,0.3783375024795532,1.0,0.2605542540550232,0.23916715383529663
solution,0.275324285030365,0.2851429283618927,0.21912191808223724,0.10978173464536667,0.2887430787086487,0.33104628324508667,0.21168018877506256,0.29329806566238403,0.18098624050617218,0.24089619517326355,0.10894361138343811,0.24883075058460236,0.2887548804283142,0.5411272048950195,0.28505614399909973
for,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.25737348198890686,0.9999999403953552,0.3944643437862396,0.44294488430023193,0.26243719458580017,0.4185989499092102,0.2638095021247864,0.22591517865657806,0.39140474796295166,0.44038116931915283,0.2661307752132416,0.264628142118454
every,0.30284011363983154,0.3428492546081543,0.4408537745475769,0.1540657877922058,0.35918429493904114,0.45271188020706177,0.30414989590644836,0.23880162835121155,0.3414052724838257,0.17549589276313782,0.1856229454278946,0.2629130780696869,0.43930745124816895,0.2754577696323395,0.24066033959388733
instance,0.3862040638923645,0.33154773712158203,0.4464147686958313,0.19874578714370728,0.4085063934326172,0.5144610404968262,0.30268949270248413,0.33559033274650574,0.3011147379875183,0.3309183418750763,0.2480534166097641,0.3103446364402771,0.40728384256362915,0.37468287348747253,0.30205854773521423
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.24737101793289185,0.4726039469242096,0.39295488595962524,0.3169408142566681,0.23919615149497986,0.5352458953857422,0.24013976752758026,0.2184346318244934,0.4446153938770294,0.50484299659729,0.22562150657176971,0.4130953550338745
,what,is,another,name,for,any,given,measure,of,input,associated,with,a,problem,?
stated,0.3668954074382782,0.19155573844909668,0.27250295877456665,0.14589948952198029,0.2897723317146301,0.3610602915287018,0.3609776794910431,0.23007477819919586,0.22148488461971283,0.18367911875247955,0.2836199998855591,0.23135985434055328,0.22154705226421356,0.27163827419281006,0.24280361831188202
another,0.4190070629119873,0.41278526186943054,1.0000001192092896,0.29026278853416443,0.36770403385162354,0.5192956328392029,0.2758308947086334,0.27714595198631287,0.38147079944610596,0.2605227530002594,0.21745920181274414,0.359900563955307,0.6191956996917725,0.279262900352478,0.295511931180954
way,0.4835909903049469,0.31685471534729004,0.4086535573005676,0.20086264610290527,0.384344220161438,0.3869442641735077,0.23537859320640564,0.34418898820877075,0.266871839761734,0.2211776226758957,0.1526683121919632,0.3546393811702728,0.3330821096897125,0.47054457664489746,0.31575819849967957
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.3237466514110565,0.2843315005302429,0.18738344311714172,0.4946078956127167,0.24717740714550018,0.27184680104255676,0.4120737314224243,0.427140474319458,0.23938199877738953,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.4525727927684784,0.37508252263069153,0.2528008222579956,0.733189046382904,0.19928309321403503,0.2742886245250702,0.4223487675189972,0.5829201340675354,0.24928659200668335,0.22068053483963013
instance,0.3862040638923645,0.33154773712158203,0.4464147686958313,0.19874578714370728,0.4085063934326172,0.5144610404968262,0.30268949270248413,0.33559033274650574,0.3011147379875183,0.3309183418750763,0.2480534166097641,0.3103446364402771,0.40728384256362915,0.37468287348747253,0.30205854773521423
is,0.28837618231773376,1.0,0.41278526186943054,0.3359788954257965,0.43268078565597534,0.35691767930984497,0.249215230345726,0.2864217460155487,0.4854315221309662,0.2170686423778534,0.2300606518983841,0.3250955045223236,0.658733606338501,0.23238427937030792,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.26421117782592773,0.44038116931915283,0.45031747221946716,0.3335871398448944,0.2953258156776428,0.5052502155303955,0.20009170472621918,0.22056666016578674,0.3783375024795532,1.0,0.2605542540550232,0.23916715383529663
particular,0.4548671245574951,0.3500361442565918,0.4936774671077728,0.19046668708324432,0.3931528329849243,0.5791717171669006,0.2921653389930725,0.3344312906265259,0.3490585684776306,0.3077312409877777,0.37670525908470154,0.34431731700897217,0.439316987991333,0.3296976685523987,0.2741454839706421
input,0.2844698429107666,0.2170686423778534,0.2605227530002594,0.18970608711242676,0.2638095021247864,0.32824498414993286,0.24745428562164307,0.24051347374916077,0.13291659951210022,0.9999999403953552,0.14232496917247772,0.17565976083278656,0.20009170472621918,0.2680823802947998,0.24861721694469452
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.27806994318962097,0.4451248347759247,0.46410247683525085,0.3428947925567627,0.2774736285209656,0.41548454761505127,0.25947481393814087,0.2648659348487854,0.4239959120750427,0.45503583550453186,0.2502208352088928,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.4525727927684784,0.37508252263069153,0.2528008222579956,0.733189046382904,0.19928309321403503,0.2742886245250702,0.4223487675189972,0.5829201340675354,0.24928659200668335,0.22068053483963013
problem,0.42183366417884827,0.23238427937030792,0.279262900352478,0.11332309991121292,0.2661307752132416,0.40565699338912964,0.2566664516925812,0.26293298602104187,0.20464475452899933,0.2680823802947998,0.18436965346336365,0.2717578709125519,0.2605542540550232,1.0,0.3762950301170349
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.3237466514110565,0.2843315005302429,0.18738344311714172,0.4946078956127167,0.24717740714550018,0.27184680104255676,0.4120737314224243,0.427140474319458,0.23938199877738953,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.21235932409763336,0.5064792633056641,0.3363793194293976,0.30185943841934204,0.23739957809448242,0.5116966962814331,0.2176191657781601,0.30157923698425293,0.5477725267410278,0.3739250600337982,0.24328261613845825,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.4525727927684784,0.37508252263069153,0.2528008222579956,0.733189046382904,0.19928309321403503,0.2742886245250702,0.4223487675189972,0.5829201340675354,0.24928659200668335,0.22068053483963013
solution,0.275324285030365,0.2851429283618927,0.21912191808223724,0.10978173464536667,0.2887430787086487,0.33104628324508667,0.21168018877506256,0.29329806566238403,0.18098624050617218,0.24089619517326355,0.10894361138343811,0.24883075058460236,0.2887548804283142,0.5411272048950195,0.28505614399909973
is,0.28837618231773376,1.0,0.41278526186943054,0.3359788954257965,0.43268078565597534,0.35691767930984497,0.249215230345726,0.2864217460155487,0.4854315221309662,0.2170686423778534,0.2300606518983841,0.3250955045223236,0.658733606338501,0.23238427937030792,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.4525727927684784,0.37508252263069153,0.2528008222579956,0.733189046382904,0.19928309321403503,0.2742886245250702,0.4223487675189972,0.5829201340675354,0.24928659200668335,0.22068053483963013
output,0.25545787811279297,0.2423316091299057,0.21775326132774353,0.18548798561096191,0.23403237760066986,0.28287598490715027,0.25182557106018066,0.3224809169769287,0.15243679285049438,0.6574379205703735,0.1712903380393982,0.1692470759153366,0.17850732803344727,0.24181972444057465,0.16760045289993286
corresponding,0.2633531987667084,0.32080236077308655,0.30614417791366577,0.35474100708961487,0.3261621594429016,0.40339091420173645,0.33877313137054443,0.2871133089065552,0.3214208483695984,0.3529808521270752,0.3290492296218872,0.3121618628501892,0.28352054953575134,0.24118764698505402,0.21760094165802002
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.27806994318962097,0.4451248347759247,0.46410247683525085,0.3428947925567627,0.2774736285209656,0.41548454761505127,0.25947481393814087,0.2648659348487854,0.4239959120750427,0.45503583550453186,0.2502208352088928,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.4525727927684784,0.37508252263069153,0.2528008222579956,0.733189046382904,0.19928309321403503,0.2742886245250702,0.4223487675189972,0.5829201340675354,0.24928659200668335,0.22068053483963013
given,0.21883496642112732,0.249215230345726,0.2758308947086334,0.33893364667892456,0.44294488430023193,0.3589085638523102,1.0,0.2553119659423828,0.39388060569763184,0.24745428562164307,0.27067890763282776,0.29518163204193115,0.3335871398448944,0.2566664516925812,0.2570464313030243
input,0.2844698429107666,0.2170686423778534,0.2605227530002594,0.18970608711242676,0.2638095021247864,0.32824498414993286,0.24745428562164307,0.24051347374916077,0.13291659951210022,0.9999999403953552,0.14232496917247772,0.17565976083278656,0.20009170472621918,0.2680823802947998,0.24861721694469452
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.24737101793289185,0.4726039469242096,0.39295488595962524,0.3169408142566681,0.23919615149497986,0.5352458953857422,0.24013976752758026,0.2184346318244934,0.4446153938770294,0.50484299659729,0.22562150657176971,0.4130953550338745
