,which,region,is,represented,the,most,in,the,textiles,collection,?
mainly,0.4569816291332245,0.27825281023979187,0.3799574673175812,0.19185228645801544,0.3790479004383087,0.4784960150718689,0.353954017162323,0.3790479004383087,0.3429209291934967,0.20353619754314423,0.07608037441968918
western,0.23897536098957062,0.3075319528579712,0.2572968304157257,0.1407821625471115,0.37920868396759033,0.25641313195228577,0.35160520672798157,0.37920868396759033,0.20004421472549438,0.14432497322559357,0.17439141869544983
european,0.2234036773443222,0.21243055164813995,0.16083641350269318,0.20301572978496552,0.3423081040382385,0.21084468066692352,0.23319172859191895,0.3423081040382385,0.1844172477722168,0.10411082953214645,0.14560863375663757
though,0.4655933380126953,0.15285412967205048,0.3265945613384247,0.21502161026000977,0.38776206970214844,0.4118613302707672,0.3193182945251465,0.38776206970214844,0.1746264100074768,0.16961267590522766,0.3188856542110443
all,0.50777268409729,0.12965555489063263,0.2553904056549072,0.22418944537639618,0.4860881567001343,0.5116150975227356,0.3335905969142914,0.4860881567001343,0.1769951432943344,0.2583276331424713,0.29575422406196594
populated,0.26438772678375244,0.36461517214775085,0.3163478672504425,0.24453552067279816,0.33048298954963684,0.3029665946960449,0.3159521818161011,0.33048298954963684,0.22129109501838684,0.17230242490768433,0.20106194913387299
continents,0.30092182755470276,0.26006630063056946,0.1978297084569931,0.2150508612394333,0.3213147521018982,0.33737871050834656,0.2691466808319092,0.3213147521018982,0.19576191902160645,0.18265976011753082,0.14156782627105713
are,0.42922598123550415,0.20011243224143982,0.5330929756164551,0.25353574752807617,0.40399202704429626,0.48698675632476807,0.3841303884983063,0.40399202704429626,0.2753138542175293,0.22862131893634796,0.24591213464736938
represented,0.2635336220264435,0.13911759853363037,0.30249524116516113,0.9999999403953552,0.3256146013736725,0.27109411358833313,0.33309870958328247,0.3256146013736725,0.09233018755912781,0.1968824714422226,0.11276352405548096
",",0.3658004403114319,0.2119160145521164,0.4691906273365021,0.3088570833206177,0.4933079481124878,0.3636029064655304,0.5201468467712402,0.4933079481124878,0.26673367619514465,0.2277175933122635,0.31091248989105225
dating,0.2229909896850586,0.15480291843414307,0.20874302089214325,0.12749944627285004,0.23401090502738953,0.16998471319675446,0.2300887107849121,0.23401090502738953,0.22140759229660034,0.18527427315711975,0.1135709211230278
from,0.38755592703819275,0.2132602334022522,0.27355384826660156,0.27583742141723633,0.40150508284568787,0.28580769896507263,0.4274188280105591,0.40150508284568787,0.21983686089515686,0.2754948139190674,0.19969791173934937
the,0.6521818041801453,0.35020557045936584,0.5823672413825989,0.3256146013736725,1.0,0.47635307908058167,0.6662389636039734,1.0,0.26939645409584045,0.25281965732574463,0.22068053483963013
1st,0.15039919316768646,0.1279946118593216,0.22772808372974396,0.16944044828414917,0.2525756061077118,0.2903860807418823,0.25422170758247375,0.2525756061077118,0.10338198393583298,0.14563968777656555,0.2033112645149231
century,0.23552611470222473,0.21375064551830292,0.20648397505283356,0.1735851764678955,0.3617299497127533,0.3330184817314148,0.3174034655094147,0.3617299497127533,0.36113661527633667,0.2717791497707367,0.1026201918721199
ad,0.17960327863693237,0.18162624537944794,0.19672587513923645,0.08551909774541855,0.24233382940292358,0.1330832839012146,0.1957923024892807,0.24233382940292358,0.18952348828315735,0.10016218572854996,0.20824462175369263
to,0.5345056653022766,0.24118299782276154,0.42745086550712585,0.18846964836120605,0.535392165184021,0.321603000164032,0.45010748505592346,0.535392165184021,0.25099560618400574,0.15417452156543732,0.29463258385658264
the,0.6521818041801453,0.35020557045936584,0.5823672413825989,0.3256146013736725,1.0,0.47635307908058167,0.6662389636039734,1.0,0.26939645409584045,0.25281965732574463,0.22068053483963013
present,0.27609559893608093,0.20113670825958252,0.1967432200908661,0.189385324716568,0.2829846143722534,0.18883636593818665,0.23905439674854279,0.2829846143722534,0.16969351470470428,0.1550484299659729,0.21759982407093048
",",0.3658004403114319,0.2119160145521164,0.4691906273365021,0.3088570833206177,0.4933079481124878,0.3636029064655304,0.5201468467712402,0.4933079481124878,0.26673367619514465,0.2277175933122635,0.31091248989105225
this,0.6719430088996887,0.1878165900707245,0.480927973985672,0.17991112172603607,0.6274310946464539,0.43080902099609375,0.45205554366111755,0.6274310946464539,0.24281571805477142,0.2634904980659485,0.3155723512172699
is,0.4457404911518097,0.3317503035068512,1.0,0.30249524116516113,0.5823672413825989,0.41165053844451904,0.5394441485404968,0.5823672413825989,0.20650741457939148,0.21135231852531433,0.22961433231830597
the,0.6521818041801453,0.35020557045936584,0.5823672413825989,0.3256146013736725,1.0,0.47635307908058167,0.6662389636039734,1.0,0.26939645409584045,0.25281965732574463,0.22068053483963013
largest,0.29749369621276855,0.33503445982933044,0.3413417339324951,0.20428809523582458,0.3757036626338959,0.3954915702342987,0.3017216920852661,0.3757036626338959,0.2554835379123688,0.22454601526260376,0.12401245534420013
such,0.406057745218277,0.07649353891611099,0.23545363545417786,0.2220982164144516,0.3575236201286316,0.38148126006126404,0.2704046070575714,0.3575236201286316,0.3171910345554352,0.2619282305240631,0.17851735651493073
collection,0.30199134349823,0.12412706762552261,0.21135231852531433,0.1968824714422226,0.25281965732574463,0.24239301681518555,0.23004686832427979,0.25281965732574463,0.24477313458919525,0.9999998807907104,0.20069393515586853
in,0.4840516746044159,0.3524819314479828,0.5394441485404968,0.33309870958328247,0.6662389636039734,0.41416558623313904,1.0,0.6662389636039734,0.2786903977394104,0.23004686832427979,0.20430970191955566
the,0.6521818041801453,0.35020557045936584,0.5823672413825989,0.3256146013736725,1.0,0.47635307908058167,0.6662389636039734,1.0,0.26939645409584045,0.25281965732574463,0.22068053483963013
world,0.29213306307792664,0.19184961915016174,0.24458536505699158,0.20460602641105652,0.33604270219802856,0.33157554268836975,0.3038199245929718,0.33604270219802856,0.1856795847415924,0.1882934868335724,0.17579582333564758
.,0.45942068099975586,0.2506107687950134,0.4569662809371948,0.26645728945732117,0.5934505462646484,0.35404038429260254,0.5591574311256409,0.5934505462646484,0.24163475632667542,0.2516246736049652,0.4130953550338745
