,which,party,is,strongest,in,victoria,'s,northwestern,and,eastern,regions,?
the,0.6521818041801453,0.23779736459255219,0.5823672413825989,0.3046645522117615,0.6662389636039734,0.2204313427209854,-0.01540423184633255,0.3394802510738373,0.5171257257461548,0.3928247392177582,0.36158451437950134,0.22068053483963013
rural-based,0.29121431708335876,0.2442495971918106,0.2981930077075958,0.18260811269283295,0.3824307918548584,0.29186922311782837,0.11010856181383133,0.3699665665626526,0.34352195262908936,0.3093571364879608,0.3548462390899658,0.2439529448747635
national,0.28337109088897705,0.2879488468170166,0.23413582146167755,0.20582537353038788,0.28915393352508545,0.21797649562358856,-0.05226261913776398,0.2641952335834503,0.2608908712863922,0.26813551783561707,0.2279759794473648,0.15643028914928436
party,0.1907830387353897,0.9999999403953552,0.1756078004837036,0.25214847922325134,0.20446790754795074,0.17201867699623108,0.02531869150698185,0.1995031237602234,0.20650289952754974,0.21730193495750427,0.18522629141807556,0.19031576812267303
of,0.5011631846427917,0.23662418127059937,0.4854315221309662,0.27349069714546204,0.5696388483047485,0.2505437433719635,-0.03817026689648628,0.3201638162136078,0.5116966962814331,0.33281487226486206,0.3694140613079071,0.1826142966747284
australia,0.24094043672084808,0.25781694054603577,0.1734699010848999,0.1913454234600067,0.2697675824165344,0.5548879504203796,0.040361400693655014,0.2070176601409912,0.2804507613182068,0.24088524281978607,0.24811206758022308,0.15702682733535767
",",0.3658004403114319,0.21963930130004883,0.4691906273365021,0.2481238842010498,0.5201468467712402,0.2279360294342041,-0.0016132977325469255,0.2781062126159668,0.6633074283599854,0.3081906735897064,0.26776278018951416,0.31091248989105225
and,0.506277859210968,0.20650289952754974,0.3859752118587494,0.26421281695365906,0.4954058527946472,0.24507255852222443,0.06895173341035843,0.22713522613048553,1.0,0.22891712188720703,0.30318012833595276,0.20544172823429108
the,0.6521818041801453,0.23779736459255219,0.5823672413825989,0.3046645522117615,0.6662389636039734,0.2204313427209854,-0.01540423184633255,0.3394802510738373,0.5171257257461548,0.3928247392177582,0.36158451437950134,0.22068053483963013
environmentalist,0.1712096631526947,0.3387085497379303,0.19724129140377045,0.13226604461669922,0.20270052552223206,0.11399257183074951,0.032661162316799164,0.15484292805194855,0.27465787529945374,0.1575857549905777,0.1482210010290146,0.15612958371639252
australian,0.21131077408790588,0.17602510750293732,0.1682673692703247,0.11699087172746658,0.1796053647994995,0.42558738589286804,0.06212134659290314,0.07374487072229385,0.2769584059715271,0.13538843393325806,0.11595364660024643,0.10848008096218109
greens,0.18782243132591248,0.5009442567825317,0.1802338808774948,0.2006874680519104,0.16785408556461334,0.16519835591316223,0.13017088174819946,0.15535447001457214,0.23134954273700714,0.19365087151527405,0.16560639441013336,0.11291272938251495
are,0.42922598123550415,0.1489485502243042,0.5330929756164551,0.16421034932136536,0.3841303884983063,0.16939106583595276,-0.008927806280553341,0.19442453980445862,0.48576638102531433,0.21353314816951752,0.3568890690803528,0.24591213464736938
victoria,0.17652179300785065,0.17201867699623108,0.1633591204881668,0.16906721889972687,0.20823122560977936,1.0,0.06206126511096954,0.1752936989068985,0.24507255852222443,0.2240818738937378,0.13794615864753723,0.12246892601251602
's,0.03856118768453598,0.02531869150698185,0.02396530658006668,0.047782525420188904,-0.037580832839012146,0.06206126511096954,0.9999999403953552,-0.022471554577350616,0.06895173341035843,0.02632785774767399,-0.04780859872698784,-0.023395681753754616
main,0.37042954564094543,0.096624456346035,0.3009335994720459,0.2351764738559723,0.28862449526786804,0.1502307504415512,0.032559316605329514,0.13689590990543365,0.29831406474113464,0.19148926436901093,0.18024367094039917,0.1665669083595276
political,0.15920867025852203,0.5684571266174316,0.15203817188739777,0.18013717234134674,0.22136160731315613,0.15933498740196228,0.04151610657572746,0.18202005326747894,0.33013346791267395,0.18389734625816345,0.21590615808963776,0.17130474746227264
parties,0.24573498964309692,0.6788443326950073,0.18434752523899078,0.1856846660375595,0.21453756093978882,0.14650492370128632,0.050334759056568146,0.11683116853237152,0.28593164682388306,0.1572319120168686,0.2255222350358963,0.16949701309204102
.,0.45942068099975586,0.23341989517211914,0.4569662809371948,0.22475631535053253,0.5591574311256409,0.23069117963314056,-0.003708066651597619,0.28441154956817627,0.588965117931366,0.2820250988006592,0.25618889927864075,0.4130953550338745
,which,party,is,strongest,in,victoria,'s,northwestern,and,eastern,regions,?
the,0.6521818041801453,0.23779736459255219,0.5823672413825989,0.3046645522117615,0.6662389636039734,0.2204313427209854,-0.01540423184633255,0.3394802510738373,0.5171257257461548,0.3928247392177582,0.36158451437950134,0.22068053483963013
nationals,0.2403763085603714,0.3138638138771057,0.1481219083070755,0.1442224085330963,0.2806619703769684,0.17713697254657745,-0.041621286422014236,0.15453456342220306,0.28519606590270996,0.1955658346414566,0.2649863660335541,0.20699146389961243
are,0.42922598123550415,0.1489485502243042,0.5330929756164551,0.16421034932136536,0.3841303884983063,0.16939106583595276,-0.008927806280553341,0.19442453980445862,0.48576638102531433,0.21353314816951752,0.3568890690803528,0.24591213464736938
strongest,0.2693185806274414,0.25214847922325134,0.2642355263233185,1.0000001192092896,0.2373267114162445,0.16906721889972687,0.047782525420188904,0.2283754199743271,0.26421281695365906,0.2710449993610382,0.19026656448841095,0.14222878217697144
in,0.4840516746044159,0.20446790754795074,0.5394441485404968,0.2373267114162445,1.0,0.20823122560977936,-0.037580832839012146,0.39491182565689087,0.4954058527946472,0.3306356370449066,0.3232547640800476,0.20430970191955566
victoria,0.17652179300785065,0.17201867699623108,0.1633591204881668,0.16906721889972687,0.20823122560977936,1.0,0.06206126511096954,0.1752936989068985,0.24507255852222443,0.2240818738937378,0.13794615864753723,0.12246892601251602
's,0.03856118768453598,0.02531869150698185,0.02396530658006668,0.047782525420188904,-0.037580832839012146,0.06206126511096954,0.9999999403953552,-0.022471554577350616,0.06895173341035843,0.02632785774767399,-0.04780859872698784,-0.023395681753754616
north,0.2384447455406189,0.21213632822036743,0.2993389368057251,0.20327210426330566,0.39050599932670593,0.3153371214866638,0.06196961551904678,0.5593158006668091,0.2776443064212799,0.4527674615383148,0.36433061957359314,0.11829731613397598
western,0.23897536098957062,0.23377612233161926,0.2572968304157257,0.24699081480503082,0.35160520672798157,0.3072879910469055,0.06932425498962402,0.6388660073280334,0.27210789918899536,0.78607577085495,0.3186095058917999,0.17439141869544983
and,0.506277859210968,0.20650289952754974,0.3859752118587494,0.26421281695365906,0.4954058527946472,0.24507255852222443,0.06895173341035843,0.22713522613048553,1.0,0.22891712188720703,0.30318012833595276,0.20544172823429108
eastern,0.26815342903137207,0.21730193495750427,0.2375388890504837,0.2710449993610382,0.3306356370449066,0.2240818738937378,0.02632785774767399,0.6365169286727905,0.22891712188720703,1.0,0.35202038288116455,0.20060817897319794
rural,0.16041631996631622,0.20728391408920288,0.2128623127937317,0.09703496098518372,0.31192100048065186,0.25514131784439087,0.08167918026447296,0.34958693385124207,0.28013670444488525,0.28998738527297974,0.3213440179824829,0.11320571601390839
regional,0.2597185969352722,0.1566726416349411,0.1760118007659912,0.09857261180877686,0.2730329930782318,0.1630449742078781,-0.06399104744195938,0.3179195523262024,0.2256052941083908,0.32525888085365295,0.4982985854148865,0.09246466308832169
areas,0.34350457787513733,0.17073777318000793,0.28282591700553894,0.13772709667682648,0.33029478788375854,0.19170348346233368,0.03540606424212456,0.3261493146419525,0.40107932686805725,0.3332836925983429,0.5606828927993774,0.1273590475320816
.,0.45942068099975586,0.23341989517211914,0.4569662809371948,0.22475631535053253,0.5591574311256409,0.23069117963314056,-0.003708066651597619,0.28441154956817627,0.588965117931366,0.2820250988006592,0.25618889927864075,0.4130953550338745
