,when,did,abc,begin,broadcasting,the,miss,america,pageant,?
2005,0.001997772604227066,0.11135691404342651,-0.0381508432328701,0.06402625888586044,0.002855668542906642,0.037273142486810684,-0.06863687187433243,0.017856167629361153,-0.0554058775305748,0.10709824413061142
(,0.2459595799446106,0.18979617953300476,0.183883935213089,0.12756820023059845,0.25321096181869507,0.33289089798927307,0.15335001051425934,0.20632019639015198,0.1962532252073288,0.40561532974243164
with,0.5075214505195618,0.25472134351730347,0.17432008683681488,0.25770750641822815,0.21988992393016815,0.4223487675189972,0.10782970488071442,0.21664398908615112,0.11977428942918777,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.34293439984321594,0.29916465282440186,1.0,0.15176062285900116,0.37090015411376953,0.21963746845722198,0.22068053483963013
television,0.19077982008457184,0.17055591940879822,0.46871840953826904,0.17454946041107178,0.6134137511253357,0.24569597840309143,0.2089710682630539,0.24823608994483948,0.34953317046165466,0.16825827956199646
rights,0.18668439984321594,0.2525300085544586,0.16774038970470428,0.19104622304439545,0.24217469990253448,0.2579100430011749,0.0935191661119461,0.17433477938175201,0.16077464818954468,0.21814769506454468
being,0.47212454676628113,0.27905046939849854,0.10816651582717896,0.1571391522884369,0.208943173289299,0.419739305973053,0.18623709678649902,0.20439445972442627,0.23163628578186035,0.26743772625923157
assumed,0.28750330209732056,0.2731741964817047,0.07698851823806763,0.1859247386455536,0.11451324820518494,0.25453677773475647,0.1625870317220688,0.1975375860929489,0.11041627824306488,0.2463492453098297
by,0.4376842677593231,0.18574509024620056,0.17600902915000916,0.16351081430912018,0.21592620015144348,0.4408751428127289,0.10125462710857391,0.20156630873680115,0.12733511626720428,0.17966607213020325
cable,0.1965358704328537,0.11801295727491379,0.3252342939376831,0.06464432179927826,0.5031403303146362,0.2599749267101288,0.1054035946726799,0.2519199550151825,0.21528349816799164,0.13993921875953674
channel,0.19041511416435242,0.09007708728313446,0.4020179808139801,0.11917344480752945,0.5093675851821899,0.2860044836997986,0.09174805879592896,0.20301826298236847,0.20663490891456604,0.20176179707050323
tlc,0.19278886914253235,0.128370463848114,0.28120237588882446,0.13963763415813446,0.24316133558750153,0.23917782306671143,0.25637713074684143,0.1967339962720871,0.2036900669336319,0.13938426971435547
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.2903634011745453,0.27609771490097046,0.6662389636039734,0.2159871757030487,0.3098583221435547,0.3041134774684906,0.20430970191955566
2006,0.023816242814064026,-0.07636451721191406,-0.0046123359352350235,0.055322155356407166,0.011295969597995281,0.11294147372245789,-0.07733546942472458,0.01015784963965416,-0.06780697405338287,-0.1194092258810997
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.27304404973983765,0.2411014288663864,0.4933079481124878,0.25264912843704224,0.253568559885025,0.2723195254802704,0.31091248989105225
when,0.9999999403953552,0.3228907287120819,0.13294127583503723,0.3341256082057953,0.24492605030536652,0.5091903209686279,0.12470243126153946,0.21924224495887756,0.18371212482452393,0.22841128706932068
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.34293439984321594,0.29916465282440186,1.0,0.15176062285900116,0.37090015411376953,0.21963746845722198,0.22068053483963013
pageant,0.18371212482452393,0.1419786512851715,0.25870591402053833,0.15481489896774292,0.3251001834869385,0.21963746845722198,0.5824183821678162,0.29138845205307007,0.9999999403953552,0.24307981133460999
moved,0.33581581711769104,0.27509647607803345,0.20680104196071625,0.26764005422592163,0.20075583457946777,0.32031023502349854,0.15028169751167297,0.18461450934410095,0.1624019593000412,0.15112607181072235
from,0.405669629573822,0.20248863101005554,0.12159302085638046,0.2698803246021271,0.19793446362018585,0.40150508284568787,0.07609915733337402,0.1968681514263153,0.11020585149526596,0.19969791173934937
its,0.34032323956489563,0.19922670722007751,0.19045390188694,0.20967066287994385,0.2771732807159424,0.559237003326416,0.11041954904794693,0.2869555354118347,0.163055881857872,0.15103481709957123
longtime,0.24267715215682983,0.14097586274147034,0.2799105942249298,0.13947589695453644,0.32245099544525146,0.2717287242412567,0.14690610766410828,0.22388622164726257,0.22795447707176208,0.07657656818628311
homebase,0.31545037031173706,0.2716081738471985,0.2956545650959015,0.18492741882801056,0.33000659942626953,0.39235207438468933,0.24326494336128235,0.2761777341365814,0.28907510638237,0.23117102682590485
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.2903634011745453,0.27609771490097046,0.6662389636039734,0.2159871757030487,0.3098583221435547,0.3041134774684906,0.20430970191955566
atlantic,0.2268618494272232,0.16449733078479767,0.25288188457489014,0.14217163622379303,0.2235419601202011,0.31052014231681824,0.15276525914669037,0.3386457860469818,0.17425449192523956,0.15355663001537323
city,0.19592350721359253,0.12266099452972412,0.2157231718301773,0.1905907243490219,0.22319422662258148,0.35769423842430115,0.1366194188594818,0.20921117067337036,0.24448713660240173,0.13423943519592285
to,0.5423505902290344,0.4452643394470215,0.1762417107820511,0.33302420377731323,0.23729375004768372,0.535392165184021,0.13942687213420868,0.2636699676513672,0.20586813986301422,0.29463258385658264
las,0.13704735040664673,0.13925759494304657,0.2615169882774353,0.09823363274335861,0.17844915390014648,0.1904275119304657,0.1221105307340622,0.1678939014673233,0.18544381856918335,0.14319516718387604
vegas,0.15790607035160065,0.15760543942451477,0.2625834345817566,0.1137302964925766,0.17126084864139557,0.17570072412490845,0.11168618500232697,0.20351974666118622,0.1860959529876709,0.16835808753967285
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.27304404973983765,0.2411014288663864,0.4933079481124878,0.25264912843704224,0.253568559885025,0.2723195254802704,0.31091248989105225
before,0.5650408267974854,0.33642593026161194,0.15682047605514526,0.41196566820144653,0.2056066393852234,0.45900648832321167,0.10298631340265274,0.20219068229198456,0.147928848862648,0.2507109045982361
returning,0.3320828080177307,0.20950084924697876,0.16662314534187317,0.28879091143608093,0.18831416964530945,0.3807036876678467,0.18617916107177734,0.19424116611480713,0.22115544974803925,0.14488300681114197
to,0.5423505902290344,0.4452643394470215,0.1762417107820511,0.33302420377731323,0.23729375004768372,0.535392165184021,0.13942687213420868,0.2636699676513672,0.20586813986301422,0.29463258385658264
atlantic,0.2268618494272232,0.16449733078479767,0.25288188457489014,0.14217163622379303,0.2235419601202011,0.31052014231681824,0.15276525914669037,0.3386457860469818,0.17425449192523956,0.15355663001537323
city,0.19592350721359253,0.12266099452972412,0.2157231718301773,0.1905907243490219,0.22319422662258148,0.35769423842430115,0.1366194188594818,0.20921117067337036,0.24448713660240173,0.13423943519592285
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.2903634011745453,0.27609771490097046,0.6662389636039734,0.2159871757030487,0.3098583221435547,0.3041134774684906,0.20430970191955566
2013,-0.3901043236255646,-0.264662504196167,-0.1548854112625122,-0.25112974643707275,-0.11631083488464355,-0.38509321212768555,-0.10842255502939224,-0.18643365800380707,-0.0925021693110466,-0.2969330847263336
),0.2538422644138336,0.18584993481636047,0.18381085991859436,0.13078060746192932,0.22697988152503967,0.3456730246543884,0.15358076989650726,0.19718800485134125,0.2163769006729126,0.42300865054130554
and,0.4716290831565857,0.34479495882987976,0.16453155875205994,0.2599445581436157,0.2752234637737274,0.5171257257461548,0.14461739361286163,0.2647855281829834,0.22246898710727692,0.20544172823429108
since,0.42774689197540283,0.27613121271133423,0.20685888826847076,0.21266606450080872,0.2615359425544739,0.4054957628250122,0.20782987773418427,0.18487966060638428,0.2688662111759186,0.2876587212085724
2011,0.07140792906284332,-0.03760814294219017,-0.02057783305644989,-0.019491158425807953,0.047663524746894836,0.07811610400676727,-0.06454286724328995,-0.0042644371278584,0.005434179678559303,0.005212190095335245
.,0.475719153881073,0.35288307070732117,0.2567209303379059,0.24827922880649567,0.20697949826717377,0.5934505462646484,0.19840939342975616,0.29180291295051575,0.22816093266010284,0.4130953550338745
