,what,is,one,factor,that,increases,the,importance,of,the,pharmacy,performing,at,a,high,level,?
companies,0.20801754295825958,0.1956041008234024,0.25517022609710693,0.16327492892742157,0.24354611337184906,0.17427897453308105,0.26917189359664917,0.2416469156742096,0.22608543932437897,0.26917189359664917,0.25551676750183105,0.18510307371616364,0.1353365033864975,0.24875247478485107,0.17036986351013184,0.12635667622089386,0.14365637302398682
who,0.40942975878715515,0.24293622374534607,0.40083858370780945,0.14305536448955536,0.45444270968437195,0.11741001158952713,0.3733934462070465,0.154609814286232,0.2827862501144409,0.3733934462070465,0.21132494509220123,0.25794872641563416,0.22096660733222961,0.36608949303627014,0.14553065598011017,0.14884896576404572,0.26220351457595825
specialize,0.23856307566165924,0.20936624705791473,0.25706058740615845,0.21975092589855194,0.2682661712169647,0.2093297392129898,0.23715588450431824,0.28019607067108154,0.2265554517507553,0.23715588450431824,0.3401595652103424,0.20706632733345032,0.18804579973220825,0.25588661432266235,0.23198147118091583,0.19644750654697418,0.20298869907855988
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.2656479775905609,0.435920387506485,0.2302049696445465,0.6662389636039734,0.3019990622997284,0.5696388483047485,0.6662389636039734,0.22082467377185822,0.30848148465156555,0.4374977946281433,0.539380669593811,0.2652597725391388,0.279204785823822,0.20430970191955566
compounding,0.26605767011642456,0.29229074716567993,0.29572024941444397,0.24957720935344696,0.2798251509666443,0.3317469358444214,0.2295212745666504,0.2907449007034302,0.27413690090179443,0.2295212745666504,0.23553727567195892,0.22314973175525665,0.15599307417869568,0.25454598665237427,0.23640191555023193,0.18329168856143951,0.22128498554229736
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.25708669424057007,0.4460422694683075,0.22987256944179535,0.5934505462646484,0.22653226554393768,0.5352458953857422,0.5934505462646484,0.23916830122470856,0.2591418921947479,0.4549728035926819,0.50484299659729,0.24301011860370636,0.26056769490242004,0.4130953550338745
,what,is,one,factor,that,increases,the,importance,of,the,pharmacy,performing,at,a,high,level,?
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.2859867215156555,0.5473989248275757,0.38141000270843506,1.0,0.2901651859283447,0.733189046382904,1.0,0.1938311904668808,0.299594521522522,0.457212895154953,0.5829201340675354,0.28034812211990356,0.31442487239837646,0.22068053483963013
high,0.20466077327728271,0.2383800595998764,0.2040119767189026,0.26146888732910156,0.2400680035352707,0.361802875995636,0.28034812211990356,0.21702536940574646,0.2803038954734802,0.28034812211990356,0.17734605073928833,0.18943478167057037,0.2874184250831604,0.22865821421146393,1.0,0.39304521679878235,0.11137914657592773
cost,0.210266575217247,0.21065181493759155,0.2752985656261444,0.28130125999450684,0.2857586443424225,0.3149084150791168,0.23177006840705872,0.19708657264709473,0.23332229256629944,0.23177006840705872,0.28141236305236816,0.12884153425693512,0.26695817708969116,0.21993719041347504,0.23288494348526,0.19495321810245514,0.17823095619678497
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.2744791805744171,0.41498205065727234,0.3793904483318329,0.733189046382904,0.30354931950569153,1.0,0.733189046382904,0.18226979672908783,0.26357749104499817,0.42558613419532776,0.5052502155303955,0.2803038954734802,0.23504668474197388,0.1826142966747284
medications,0.2549620568752289,0.23351168632507324,0.22531351447105408,0.33110928535461426,0.31296592950820923,0.38363024592399597,0.23477277159690857,0.24134178459644318,0.25834259390830994,0.23477277159690857,0.45502305030822754,0.2519557476043701,0.18424174189567566,0.2712159752845764,0.20969362556934357,0.18600212037563324,0.22114922106266022
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.26250919699668884,0.4731321930885315,0.2800044119358063,0.5171257257461548,0.31810495257377625,0.5116966962814331,0.5171257257461548,0.21655313670635223,0.29659831523895264,0.3571503460407257,0.3739250600337982,0.2911888659000397,0.29463574290275574,0.20544172823429108
drug-related,0.28933385014533997,0.23746357858181,0.27604940533638,0.2537243366241455,0.3773846924304962,0.2956717312335968,0.28965672850608826,0.2818821668624878,0.31580135226249695,0.28965672850608826,0.2952728271484375,0.1696065366268158,0.2709299921989441,0.254149854183197,0.19064690172672272,0.1528087854385376,0.20830212533473969
technology,0.1940862536430359,0.20767556130886078,0.24354112148284912,0.21188384294509888,0.24191969633102417,0.22162491083145142,0.21669498085975647,0.22564797103405,0.25238582491874695,0.21669498085975647,0.2856297492980957,0.171096071600914,0.23659983277320862,0.21604947745800018,0.23126326501369476,0.18207038938999176,0.11564995348453522
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.22944624722003937,0.4137537479400635,0.17835964262485504,0.4933079481124878,0.2806650400161743,0.4946078956127167,0.4933079481124878,0.19815339148044586,0.26162925362586975,0.38314947485923767,0.427140474319458,0.27938312292099,0.23317520320415497,0.31091248989105225
combined,0.21267308294773102,0.22170862555503845,0.31410351395606995,0.1543106883764267,0.26636165380477905,0.31122690439224243,0.3713363707065582,0.19110694527626038,0.399336040019989,0.3713363707065582,0.12683738768100739,0.17010711133480072,0.21965526044368744,0.2649520933628082,0.15814873576164246,0.11374248564243317,0.17985320091247559
with,0.2464839518070221,0.3250955045223236,0.3855307400226593,0.18453340232372284,0.4154358208179474,0.2766038775444031,0.4223487675189972,0.22237169742584229,0.41827285289764404,0.4223487675189972,0.17199546098709106,0.3118389844894409,0.29126521944999695,0.3783375024795532,0.19851811230182648,0.23348768055438995,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.2859867215156555,0.5473989248275757,0.38141000270843506,1.0,0.2901651859283447,0.733189046382904,1.0,0.1938311904668808,0.299594521522522,0.457212895154953,0.5829201340675354,0.28034812211990356,0.31442487239837646,0.22068053483963013
potential,0.27308183908462524,0.26865047216415405,0.3284100592136383,0.36300328373908997,0.3847380578517914,0.44140079617500305,0.27955570816993713,0.36897051334381104,0.2684917747974396,0.27955570816993713,0.17815633118152618,0.10985860228538513,0.13550615310668945,0.32849350571632385,0.21687033772468567,0.2724296450614929,0.20122039318084717
impact,0.25162962079048157,0.18670059740543365,0.2477889358997345,0.32084667682647705,0.3073127269744873,0.2974887192249298,0.22336715459823608,0.35293781757354736,0.21139270067214966,0.22336715459823608,0.10938678681850433,0.16669176518917084,0.10744886100292206,0.24985632300376892,0.1656089425086975,0.1882595419883728,0.18429921567440033
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.2744791805744171,0.41498205065727234,0.3793904483318329,0.733189046382904,0.30354931950569153,1.0,0.733189046382904,0.18226979672908783,0.26357749104499817,0.42558613419532776,0.5052502155303955,0.2803038954734802,0.23504668474197388,0.1826142966747284
medications,0.2549620568752289,0.23351168632507324,0.22531351447105408,0.33110928535461426,0.31296592950820923,0.38363024592399597,0.23477277159690857,0.24134178459644318,0.25834259390830994,0.23477277159690857,0.45502305030822754,0.2519557476043701,0.18424174189567566,0.2712159752845764,0.20969362556934357,0.18600212037563324,0.22114922106266022
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.26250919699668884,0.4731321930885315,0.2800044119358063,0.5171257257461548,0.31810495257377625,0.5116966962814331,0.5171257257461548,0.21655313670635223,0.29659831523895264,0.3571503460407257,0.3739250600337982,0.2911888659000397,0.29463574290275574,0.20544172823429108
pharmacy,0.21638189256191254,0.16101746261119843,0.2011832892894745,0.1991346925497055,0.2027333825826645,0.1824164092540741,0.1938311904668808,0.13584524393081665,0.18226979672908783,0.1938311904668808,1.0,0.20218336582183838,0.2249680757522583,0.21975059807300568,0.17734605073928833,0.16230300068855286,0.1355620175600052
services,0.16048473119735718,0.2128378003835678,0.1466827690601349,0.1868673712015152,0.2574901282787323,0.1976366490125656,0.2381475418806076,0.2237197607755661,0.23787347972393036,0.2381475418806076,0.26727694272994995,0.23832491040229797,0.2512115240097046,0.24030502140522003,0.15131404995918274,0.15744483470916748,0.1328447163105011
on,0.34226128458976746,0.3635730445384979,0.3601475656032562,0.22332175076007843,0.42569106817245483,0.22925710678100586,0.5107308030128479,0.2931787967681885,0.3966929316520691,0.5107308030128479,0.17541885375976562,0.2651815116405487,0.4806317389011383,0.3848365545272827,0.20843200385570526,0.2125781625509262,0.2714994251728058
patient-care,0.3323710560798645,0.23393496870994568,0.2622665464878082,0.24464409053325653,0.3111790716648102,0.22749008238315582,0.23098142445087433,0.22319984436035156,0.218378946185112,0.23098142445087433,0.3363960385322571,0.23440569639205933,0.20333890616893768,0.27960190176963806,0.10052207857370377,0.19300808012485504,0.27222728729248047
outcomes,0.3678261935710907,0.32078880071640015,0.27776363492012024,0.44890695810317993,0.3862666189670563,0.4390960931777954,0.2693452537059784,0.34277087450027466,0.2874711751937866,0.2693452537059784,0.21465539932250977,0.1625383496284485,0.19648928940296173,0.2611212134361267,0.1687442660331726,0.21499338746070862,0.26170971989631653
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.26250919699668884,0.4731321930885315,0.2800044119358063,0.5171257257461548,0.31810495257377625,0.5116966962814331,0.5171257257461548,0.21655313670635223,0.29659831523895264,0.3571503460407257,0.3739250600337982,0.2911888659000397,0.29463574290275574,0.20544172823429108
patient,0.3135989308357239,0.23460286855697632,0.22894591093063354,0.23172350227832794,0.2760578989982605,0.24708405137062073,0.2195289433002472,0.14209215342998505,0.1500403732061386,0.2195289433002472,0.28659823536872864,0.22787171602249146,0.1778835952281952,0.2571181356906891,0.0876348689198494,0.141296848654747,0.24355199933052063
safety,0.1898718774318695,0.15942081809043884,0.17902693152427673,0.16958341002464294,0.2526600956916809,0.14264437556266785,0.25972458720207214,0.18629541993141174,0.18446403741836548,0.25972458720207214,0.18943549692630768,0.17393650114536285,0.22343945503234863,0.18158207833766937,0.27785682678222656,0.21289370954036713,0.1443338692188263
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.22944624722003937,0.4137537479400635,0.17835964262485504,0.4933079481124878,0.2806650400161743,0.4946078956127167,0.4933079481124878,0.19815339148044586,0.26162925362586975,0.38314947485923767,0.427140474319458,0.27938312292099,0.23317520320415497,0.31091248989105225
make,0.3792211413383484,0.3331545889377594,0.3527044355869293,0.20161210000514984,0.48783382773399353,0.3414735198020935,0.3146495521068573,0.25363749265670776,0.2912110388278961,0.3146495521068573,0.1628613919019699,0.1438664197921753,0.19904619455337524,0.34303420782089233,0.18270768225193024,0.1858641803264618,0.28314751386642456
it,0.45803478360176086,0.6328473687171936,0.4284902811050415,0.2376704066991806,0.5921133160591125,0.25594741106033325,0.6251175999641418,0.3283364474773407,0.38761502504348755,0.6251175999641418,0.2501712739467621,0.19460532069206238,0.36473900079727173,0.5452592968940735,0.22461844980716705,0.2690049707889557,0.25732165575027466
imperative,0.33647608757019043,0.29268231987953186,0.25224044919013977,0.2359611988067627,0.2918129563331604,0.22386670112609863,0.2050996571779251,0.24514861404895782,0.2648959159851074,0.2050996571779251,0.14124417304992676,0.1744244247674942,0.0418742336332798,0.2533164918422699,0.09342318773269653,0.15293164551258087,0.23065581917762756
that,0.6297725439071655,0.3995479643344879,0.5133185982704163,0.3071557879447937,1.0,0.3289920389652252,0.5473989248275757,0.3576852083206177,0.41498205065727234,0.5473989248275757,0.2027333825826645,0.19893968105316162,0.3183255195617676,0.47537946701049805,0.2400680035352707,0.25154611468315125,0.32716336846351624
hospital,0.14525319635868073,0.18439237773418427,0.15617427229881287,0.17643506824970245,0.13895630836486816,0.08464746922254562,0.17318566143512726,0.1460864394903183,0.20629651844501495,0.17318566143512726,0.3409312069416046,0.2294095754623413,0.3072851002216339,0.23276586830615997,0.17277441918849945,0.059253253042697906,0.12508831918239594
pharmacies,0.21324466168880463,0.1820123940706253,0.24642056226730347,0.24405232071876526,0.26742786169052124,0.2358817160129547,0.2211688905954361,0.1817983239889145,0.21392159163951874,0.2211688905954361,0.8590922355651855,0.1490672081708908,0.18611262738704681,0.22259847819805145,0.1847190111875534,0.19121840596199036,0.13542459905147552
perform,0.22104133665561676,0.1837693303823471,0.2546968162059784,0.13913975656032562,0.23385298252105713,0.22609612345695496,0.22443658113479614,0.21204818785190582,0.18957175314426422,0.22443658113479614,0.12508229911327362,0.7443071603775024,0.21709223091602325,0.219420924782753,0.10017744451761246,0.19162219762802124,0.13460582494735718
at,0.2838611304759979,0.25906258821487427,0.32580816745758057,0.2117549031972885,0.3183255195617676,0.2674424350261688,0.457212895154953,0.165327787399292,0.42558613419532776,0.457212895154953,0.2249680757522583,0.28249892592430115,1.0,0.3095070421695709,0.2874184250831604,0.24496568739414215,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.2859867215156555,0.5473989248275757,0.38141000270843506,1.0,0.2901651859283447,0.733189046382904,1.0,0.1938311904668808,0.299594521522522,0.457212895154953,0.5829201340675354,0.28034812211990356,0.31442487239837646,0.22068053483963013
highest,0.19637788832187653,0.27460670471191406,0.26147523522377014,0.2321508824825287,0.1878446489572525,0.34045475721359253,0.36945265531539917,0.23792992532253265,0.3223685622215271,0.36945265531539917,0.07780799269676208,0.19856496155261993,0.23256371915340424,0.23707912862300873,0.4382160007953644,0.3755190372467041,0.11527936160564423
level,0.27376922965049744,0.24803997576236725,0.20706917345523834,0.24985596537590027,0.25154611468315125,0.3350476622581482,0.31442487239837646,0.25347355008125305,0.23504668474197388,0.31442487239837646,0.16230300068855286,0.169412299990654,0.24496568739414215,0.21346178650856018,0.39304521679878235,0.9999998807907104,0.20528386533260345
possible,0.3281886577606201,0.2872174084186554,0.3811245262622833,0.33886176347732544,0.42499589920043945,0.38285350799560547,0.32701125741004944,0.2623550295829773,0.3314395844936371,0.32701125741004944,0.1572851538658142,0.11649929732084274,0.27175527811050415,0.3421713411808014,0.20055288076400757,0.24669605493545532,0.3059970438480377
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.25708669424057007,0.4460422694683075,0.22987256944179535,0.5934505462646484,0.22653226554393768,0.5352458953857422,0.5934505462646484,0.23916830122470856,0.2591418921947479,0.4549728035926819,0.50484299659729,0.24301011860370636,0.26056769490242004,0.4130953550338745
