,in,the,united,states,",",what,is,a,usual,turbine,speed,with,60,hertz,of,power,?
in,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.539380669593811,0.2860795259475708,0.19420358538627625,0.2239796668291092,0.4080928862094879,0.008437495678663254,0.21343126893043518,0.5696388483047485,0.16666220128536224,0.20430970191955566
the,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.3319869339466095,0.1799832284450531,0.2310667634010315,0.4223487675189972,0.04635925963521004,0.2260548323392868,0.733189046382904,0.2647338807582855,0.22068053483963013
usa,0.3085354268550873,0.18954607844352722,0.48282161355018616,0.48688480257987976,0.3331153690814972,0.1744624823331833,0.14328986406326294,0.12272774428129196,0.10505696386098862,0.20057693123817444,0.15541212260723114,0.16868974268436432,0.00038574464269913733,0.14203880727291107,0.17888924479484558,0.11853912472724915,0.18464894592761993
with,0.4080928862094879,0.4223487675189972,0.19869105517864227,0.21424104273319244,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.3783375024795532,0.2893120050430298,0.12040868401527405,0.1828751116991043,0.9999999403953552,0.15846878290176392,0.16293682157993317,0.41827285289764404,0.20798128843307495,0.2433311939239502
60,0.008437495678663254,0.04635925963521004,0.024513257667422295,0.03527510538697243,-0.0030452930368483067,0.07328611612319946,0.04923270642757416,0.028617827221751213,-0.03272143378853798,0.007372574415057898,-0.02003636211156845,0.15846878290176392,1.0000001192092896,-0.031336452811956406,0.05524682253599167,-0.043088097125291824,0.06999651342630386
hertz,0.21343126893043518,0.2260548323392868,0.1310420036315918,0.14176875352859497,0.24500496685504913,0.28071317076683044,0.21136462688446045,0.28527912497520447,0.18956436216831207,0.28938665986061096,0.40812236070632935,0.16293682157993317,-0.031336452811956406,0.9999999403953552,0.2295139580965042,0.21862079203128815,0.14707043766975403
power,0.16666220128536224,0.2647338807582855,0.18556222319602966,0.19038769602775574,0.2231994867324829,0.22216427326202393,0.15234114229679108,0.21580491960048676,0.07385539263486862,0.4459681212902069,0.2809554934501648,0.20798128843307495,-0.043088097125291824,0.21862079203128815,0.25273123383522034,1.0000001192092896,0.15304024517536163
",",0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.427140474319458,0.27604877948760986,0.21183495223522186,0.21732394397258759,0.4120737314224243,-0.0030452930368483067,0.24500496685504913,0.4946078956127167,0.2231994867324829,0.31091248989105225
3000,0.046282991766929626,0.06269479542970657,0.029152633622288704,0.02153274603188038,0.06292449682950974,-0.031037598848342896,-0.003740041982382536,0.039914194494485855,0.06376181542873383,-0.08442972600460052,-0.12888894975185394,-0.016423877328634262,-0.058351241052150726,-0.01909298077225685,0.1007688120007515,-0.07659617066383362,-0.014650711789727211
rpm,0.13588650524616241,0.1466367542743683,0.1582503467798233,0.13915887475013733,0.19773666560649872,0.14559519290924072,0.13043981790542603,0.2393134981393814,0.17904400825500488,0.4350120425224304,0.41352421045303345,0.12707477807998657,-0.03911379352211952,0.3821929395198822,0.13736890256404877,0.26690420508384705,0.13234180212020874
in,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.539380669593811,0.2860795259475708,0.19420358538627625,0.2239796668291092,0.4080928862094879,0.008437495678663254,0.21343126893043518,0.5696388483047485,0.16666220128536224,0.20430970191955566
europe,0.33061710000038147,0.34463706612586975,0.34903568029403687,0.3514854907989502,0.2542513906955719,0.17179538309574127,0.20961034297943115,0.18710176646709442,0.19656972587108612,0.18794876337051392,0.12754227221012115,0.27254554629325867,0.06098164618015289,0.1562003642320633,0.29299741983413696,0.2054882049560547,0.18278923630714417
and,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.3183724880218506,0.21497632563114166,0.23429381847381592,0.5477725267410278,-0.03034423105418682,0.19890454411506653,0.5116966962814331,0.27496716380119324,0.20544172823429108
other,0.39989137649536133,0.44152235984802246,0.2444620579481125,0.28788650035858154,0.4446498453617096,0.341873437166214,0.25895947217941284,0.2806335389614105,0.37853166460990906,0.17912042140960693,0.1581478714942932,0.44086363911628723,-0.06012096628546715,0.16914400458335876,0.38583824038505554,0.20244340598583221,0.24682199954986572
countries,0.3027990758419037,0.33290645480155945,0.38267436623573303,0.4093204438686371,0.2966555655002594,0.22319257259368896,0.254234254360199,0.2672088146209717,0.27178987860679626,0.1674758493900299,0.17440712451934814,0.33792537450790405,-0.03450120985507965,0.14289012551307678,0.2800094783306122,0.2364107370376587,0.15128466486930847
with,0.4080928862094879,0.4223487675189972,0.19869105517864227,0.21424104273319244,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.3783375024795532,0.2893120050430298,0.12040868401527405,0.1828751116991043,0.9999999403953552,0.15846878290176392,0.16293682157993317,0.41827285289764404,0.20798128843307495,0.2433311939239502
50,0.021892361342906952,0.03602437674999237,-0.036304131150245667,-0.08667702972888947,-0.025195008143782616,-0.04124141484498978,0.0017694636480882764,0.034183140844106674,0.061623651534318924,-0.02130242809653282,-0.09281834959983826,0.08371289074420929,-0.07544715702533722,-0.009996820241212845,0.006577443331480026,0.043587252497673035,0.030512850731611252
hertz,0.21343126893043518,0.2260548323392868,0.1310420036315918,0.14176875352859497,0.24500496685504913,0.28071317076683044,0.21136462688446045,0.28527912497520447,0.18956436216831207,0.28938665986061096,0.40812236070632935,0.16293682157993317,-0.031336452811956406,0.9999999403953552,0.2295139580965042,0.21862079203128815,0.14707043766975403
electric,0.19779469072818756,0.21345196664333344,0.21639567613601685,0.14447499811649323,0.22981849312782288,0.15451551973819733,0.16143305599689484,0.24061402678489685,0.1861349493265152,0.3938206732273102,0.22938251495361328,0.17031213641166687,-0.025359945371747017,0.35040968656539917,0.17329032719135284,0.34122735261917114,0.15674720704555511
power,0.16666220128536224,0.2647338807582855,0.18556222319602966,0.19038769602775574,0.2231994867324829,0.22216427326202393,0.15234114229679108,0.21580491960048676,0.07385539263486862,0.4459681212902069,0.2809554934501648,0.20798128843307495,-0.043088097125291824,0.21862079203128815,0.25273123383522034,1.0000001192092896,0.15304024517536163
systems,0.21664761006832123,0.28089964389801025,0.19490619003772736,0.19234955310821533,0.22053997218608856,0.1871482878923416,0.23126937448978424,0.23904047906398773,0.2425728738307953,0.26542437076568604,0.23231662809848785,0.16664795577526093,0.0391693115234375,0.2447824329137802,0.277031809091568,0.2474108338356018,0.1575973927974701
.,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.50484299659729,0.27288782596588135,0.22899852693080902,0.20181311666965485,0.4446153938770294,-0.03494877368211746,0.2297242134809494,0.5352458953857422,0.2141435295343399,0.4130953550338745
