,when,did,tesla,start,deliberately,experimenting,with,x-ray,imaging,?
(,0.2459595799446106,0.18979617953300476,0.2156914919614792,0.21442380547523499,0.1191004291176796,0.19654124975204468,0.29503780603408813,0.24844886362552643,0.1157996729016304,0.40561532974243164
radiography,0.17532216012477875,0.20611554384231567,0.27407652139663696,0.2031293511390686,0.21101708710193634,0.29343417286872864,0.16161996126174927,0.14166374504566193,0.401486873626709,0.17347325384616852
),0.2538422644138336,0.18584993481636047,0.22692398726940155,0.24182365834712982,0.10112785547971725,0.1954025775194168,0.3069596290588379,0.23654557764530182,0.12324066460132599,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2934366464614868,0.23604542016983032,0.2692280113697052,0.4120737314224243,0.2764621376991272,0.1535363644361496,0.31091248989105225
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.08448467403650284,0.11108284443616867,0.31389424204826355,0.16424812376499176,0.07060568034648895,0.29163673520088196,0.10250775516033173
proceeded,0.29781997203826904,0.3054560720920563,0.11048620939254761,0.32560229301452637,0.26977893710136414,0.27561262249946594,0.2135932743549347,0.177689790725708,0.14111967384815216,0.15368618071079254
to,0.5423505902290344,0.4452643394470215,0.17548894882202148,0.33345553278923035,0.4102451205253601,0.2961786091327667,0.4239959120750427,0.2863662540912628,0.17666667699813843,0.29463258385658264
do,0.28572237491607666,0.5246143937110901,0.13880622386932373,0.3303017318248749,0.24718360602855682,0.25387731194496155,0.23744353652000427,0.20907720923423767,0.18657901883125305,0.4093979299068451
his,0.37120407819747925,0.3546801507472992,0.1580733060836792,0.19225816428661346,0.3384827971458435,0.29363104701042175,0.33836179971694946,0.17810890078544617,0.1682628095149994,0.18075084686279297
own,0.3067531883716583,0.34475913643836975,0.17710740864276886,0.2583828270435333,0.32493045926094055,0.3033965528011322,0.290842205286026,0.15563112497329712,0.12000628560781479,0.1937696635723114
experiments,0.2910088300704956,0.2717590034008026,0.29793205857276917,0.18465949594974518,0.29953211545944214,0.8814848065376282,0.23139363527297974,0.15353381633758545,0.40680745244026184,0.14564716815948486
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.29979339241981506,0.25579413771629333,0.23800723254680634,0.4080928862094879,0.27182886004447937,0.20635999739170074,0.20430970191955566
x-ray,0.27484917640686035,0.23021014034748077,0.07060568034648895,0.21839527785778046,0.1284186840057373,0.16300275921821594,0.16347268223762512,1.0000001192092896,0.17581111192703247,0.26398539543151855
imaging,0.2265634834766388,0.1540277749300003,0.29163673520088196,0.15281055867671967,0.2369260936975479,0.38496872782707214,0.2084958404302597,0.17581111192703247,1.0,0.0898628756403923
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2934366464614868,0.23604542016983032,0.2692280113697052,0.4120737314224243,0.2764621376991272,0.1535363644361496,0.31091248989105225
developing,0.2821664810180664,0.21685825288295746,0.19485853612422943,0.29663363099098206,0.17583976686000824,0.39099618792533875,0.290290892124176,0.11036242544651031,0.358648419380188,0.1301516592502594
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.29672953486442566,0.2674895226955414,0.27505308389663696,0.3783375024795532,0.2616620659828186,0.2354508936405182,0.23916715383529663
high,0.20577524602413177,0.15957149863243103,0.2007197141647339,0.15571045875549316,0.17257198691368103,0.18715466558933258,0.19851811230182648,0.23212583363056183,0.14329008758068085,0.11137914657592773
energy,0.24666637182235718,0.14123573899269104,0.28722304105758667,0.19514095783233643,0.18048644065856934,0.28190210461616516,0.19224508106708527,0.1790667176246643,0.3374972641468048,0.14860127866268158
single,0.22309941053390503,0.18021610379219055,0.1453593224287033,0.23142272233963013,0.22421157360076904,0.18180984258651733,0.24549491703510284,0.1582215130329132,0.14943312108516693,0.2151121199131012
terminal,0.22667531669139862,0.14016997814178467,0.25944626331329346,0.220189169049263,0.10163787007331848,0.18188989162445068,0.22652089595794678,0.1998012661933899,0.245479017496109,0.10327429324388504
vacuum,0.2472143918275833,0.13815660774707794,0.3939276337623596,0.15038837492465973,0.17145492136478424,0.28343692421913147,0.15706086158752441,0.23041778802871704,0.3311982750892639,0.10335687547922134
tube,0.2324366718530655,0.1256694346666336,0.2242102175951004,0.11509186029434204,0.13186292350292206,0.27227795124053955,0.1276416778564453,0.21711234748363495,0.1725306659936905,0.13631722331047058
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.23166994750499725,0.17888382077217102,0.17966331541538239,0.41827285289764404,0.19506630301475525,0.2478860467672348,0.1826142966747284
his,0.37120407819747925,0.3546801507472992,0.1580733060836792,0.19225816428661346,0.3384827971458435,0.29363104701042175,0.33836179971694946,0.17810890078544617,0.1682628095149994,0.18075084686279297
own,0.3067531883716583,0.34475913643836975,0.17710740864276886,0.2583828270435333,0.32493045926094055,0.3033965528011322,0.290842205286026,0.15563112497329712,0.12000628560781479,0.1937696635723114
design,0.1777849793434143,0.23409053683280945,0.27540352940559387,0.17589521408081055,0.1876646876335144,0.30021271109580994,0.17779715359210968,0.12338826805353165,0.3159000873565674,0.16351860761642456
that,0.5860282182693481,0.47518548369407654,0.22102725505828857,0.34617605805397034,0.4425767958164215,0.37932923436164856,0.4154358208179474,0.2786754369735718,0.27852389216423035,0.32716336846351624
had,0.37526828050613403,0.540525496006012,0.12050733715295792,0.23754534125328064,0.27315542101860046,0.23563915491104126,0.4739086329936981,0.18470464646816254,0.12808549404144287,0.20728366076946259
no,0.28761178255081177,0.23735837638378143,0.12855590879917145,0.22338111698627472,0.18991951644420624,0.20432846248149872,0.24678650498390198,0.14844664931297302,0.14242340624332428,0.32165053486824036
target,0.2709612548351288,0.14624325931072235,0.09948268532752991,0.19089262187480927,0.28677189350128174,0.2293127328157425,0.1264670193195343,0.12734125554561615,0.15303678810596466,0.24974246323108673
electrode,0.2940864861011505,0.13438716530799866,0.37528252601623535,0.1600765436887741,0.19182834029197693,0.3299461901187897,0.17435023188591003,0.2531535029411316,0.36150452494621277,0.1471586525440216
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.2890162169933319,0.29663869738578796,0.3525155782699585,0.5477725267410278,0.27761489152908325,0.2447846680879593,0.20544172823429108
that,0.5860282182693481,0.47518548369407654,0.22102725505828857,0.34617605805397034,0.4425767958164215,0.37932923436164856,0.4154358208179474,0.2786754369735718,0.27852389216423035,0.32716336846351624
worked,0.19565506279468536,0.3377852141857147,0.15985111892223358,0.2189197689294815,0.09783394634723663,0.3339053988456726,0.22196559607982635,0.10549537092447281,0.20942473411560059,0.0901828184723854
from,0.405669629573822,0.20248863101005554,0.10324860364198685,0.27236250042915344,0.28400129079818726,0.19264067709445953,0.26272761821746826,0.11980848759412766,0.14398638904094696,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.3656389117240906,0.2673240303993225,0.22658103704452515,0.4223487675189972,0.256484717130661,0.19243761897087097,0.22068053483963013
output,0.20044459402561188,0.14500907063484192,0.295663446187973,0.27290305495262146,0.20832954347133636,0.2890951633453369,0.1692470759153366,0.2016146034002304,0.27510711550712585,0.16760045289993286
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.23166994750499725,0.17888382077217102,0.17966331541538239,0.41827285289764404,0.19506630301475525,0.2478860467672348,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.3656389117240906,0.2673240303993225,0.22658103704452515,0.4223487675189972,0.256484717130661,0.19243761897087097,0.22068053483963013
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.08448467403650284,0.11108284443616867,0.31389424204826355,0.16424812376499176,0.07060568034648895,0.29163673520088196,0.10250775516033173
coil,0.304108202457428,0.04220382124185562,0.38700389862060547,0.23740121722221375,0.20379972457885742,0.2715968191623688,0.17535319924354553,0.16858847439289093,0.3271554708480835,0.07395657896995544
(,0.2459595799446106,0.18979617953300476,0.2156914919614792,0.21442380547523499,0.1191004291176796,0.19654124975204468,0.29503780603408813,0.24844886362552643,0.1157996729016304,0.40561532974243164
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.3656389117240906,0.2673240303993225,0.22658103704452515,0.4223487675189972,0.256484717130661,0.19243761897087097,0.22068053483963013
modern,0.19283193349838257,0.21376098692417145,0.2237553745508194,0.17476361989974976,0.16360190510749817,0.19158945977687836,0.17969171702861786,0.10009393095970154,0.20182442665100098,0.12475407868623734
term,0.2727346122264862,0.18552188575267792,0.13398443162441254,0.16228914260864258,0.2492893487215042,0.21546120941638947,0.18053050339221954,0.16592730581760406,0.21279579401016235,0.1901002675294876
for,0.43402108550071716,0.318512886762619,0.13983871042728424,0.2663039267063141,0.2743123173713684,0.32749253511428833,0.39140474796295166,0.2114228457212448,0.23348510265350342,0.264628142118454
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.3656389117240906,0.2673240303993225,0.22658103704452515,0.4223487675189972,0.256484717130661,0.19243761897087097,0.22068053483963013
phenomenon,0.23765529692173004,0.12384528666734695,0.22758138179779053,0.13205139338970184,0.2756982147693634,0.416894793510437,0.1812032163143158,0.11125435680150986,0.399946004152298,0.19394198060035706
produced,0.194610595703125,0.16971632838249207,0.1640479862689972,0.12259192764759064,0.19703541696071625,0.24125432968139648,0.26250705122947693,0.058864761143922806,0.19934023916721344,0.1623450517654419
by,0.4376842677593231,0.18574509024620056,0.16513796150684357,0.19754154980182648,0.3517136573791504,0.2792401909828186,0.39731505513191223,0.12908144295215607,0.1603715717792511,0.17966607213020325
this,0.4959332048892975,0.3609912693500519,0.2066725641489029,0.37011343240737915,0.36029186844825745,0.36937880516052246,0.36358317732810974,0.19852958619594574,0.20788981020450592,0.3155723512172699
device,0.27887824177742004,0.16445718705654144,0.3621044158935547,0.14968466758728027,0.29006227850914,0.2777822017669678,0.19131101667881012,0.19700269401073456,0.4058854579925537,0.09819377958774567
is,0.3471449911594391,0.19247472286224365,0.14061255753040314,0.2054843157529831,0.1911625862121582,0.1778756082057953,0.3250955045223236,0.21356084942817688,0.21047765016555786,0.22961433231830597
bremsstrahlung,0.2512875199317932,0.1916714757680893,0.2465837299823761,0.18744701147079468,0.23499996960163116,0.19528228044509888,0.28197142481803894,0.21373134851455688,0.2879570722579956,0.26713091135025024
or,0.417120099067688,0.28211739659309387,0.1529218554496765,0.29041650891304016,0.33781740069389343,0.3193059265613556,0.38158315420150757,0.2443162053823471,0.2875167727470398,0.32389625906944275
braking,0.2899206876754761,0.19107411801815033,0.30813077092170715,0.25065499544143677,0.29329848289489746,0.35493430495262146,0.2136785387992859,0.2192572057247162,0.39876338839530945,0.1723463088274002
radiation,0.2353767603635788,0.17946599423885345,0.2545773386955261,0.14086048305034637,0.21753324568271637,0.308234304189682,0.12661020457744598,0.19571711122989655,0.42137616872787476,0.1720895618200302
),0.2538422644138336,0.18584993481636047,0.22692398726940155,0.24182365834712982,0.10112785547971725,0.1954025775194168,0.3069596290588379,0.23654557764530182,0.12324066460132599,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.3501981496810913,0.21419790387153625,0.26858755946159363,0.4446153938770294,0.22259056568145752,0.1650768369436264,0.4130953550338745
