,how,many,interceptions,did,aqib,talib,have,for,the,regular,season,?
and,0.33647966384887695,0.5296266674995422,0.24625982344150543,0.34479495882987976,0.28492510318756104,0.26909807324409485,0.4711785912513733,0.5064792633056641,0.5171257257461548,0.3054477870464325,0.2369309365749359,0.20544172823429108
chris,0.1690138429403305,0.08045073598623276,0.17611025273799896,0.17452692985534668,0.25453272461891174,0.23958875238895416,0.1276799440383911,0.17490077018737793,0.1503218412399292,0.1499425619840622,0.1841139942407608,0.12341532111167908
harris,0.16146200895309448,0.15138310194015503,0.19588609039783478,0.20572367310523987,0.16180352866649628,0.2073352038860321,0.21185976266860962,0.17176534235477448,0.24834705889225006,0.12188908457756042,0.20416398346424103,0.13664011657238007
",",0.22659391164779663,0.40610817074775696,0.23110148310661316,0.3015086054801941,0.3002032935619354,0.25195008516311646,0.3541618287563324,0.4464869201183319,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
jr.,0.29407569766044617,0.23496049642562866,0.26274213194847107,0.2600257098674774,0.2739638388156891,0.15482738614082336,0.24176956713199615,0.20422925055027008,0.14970926940441132,0.23184087872505188,0.22219610214233398,0.3112807273864746
(,0.1676948219537735,0.1455259770154953,0.15432223677635193,0.18979617953300476,0.3590635359287262,0.17023812234401703,0.23072676360607147,0.3357032239437103,0.33289089798927307,0.15910646319389343,0.1242075115442276,0.40561532974243164
two,0.2499001920223236,0.5147606730461121,0.27215829491615295,0.2755576968193054,0.20020343363285065,0.15942037105560303,0.4498785734176636,0.34734001755714417,0.43858039379119873,0.3217722177505493,0.24167193472385406,0.19645625352859497
interceptions,0.2084771692752838,0.21864065527915955,1.0000001192092896,0.21840861439704895,0.1890944093465805,0.18910498917102814,0.23448514938354492,0.30427032709121704,0.22331646084785461,0.29153910279273987,0.35161852836608887,0.10945115238428116
),0.17939934134483337,0.16602720320224762,0.16376140713691711,0.18584993481636047,0.38348671793937683,0.18219329416751862,0.22866283357143402,0.3639558255672455,0.3456730246543884,0.17569224536418915,0.14535100758075714,0.42300865054130554
were,0.2082374095916748,0.4804460406303406,0.21403995156288147,0.4162326455116272,0.1585511714220047,0.22906610369682312,0.5193349123001099,0.33592689037323,0.3906462490558624,0.22610516846179962,0.20231115818023682,0.17890112102031708
the,0.33890387415885925,0.4335206151008606,0.22331646084785461,0.34736719727516174,0.29298508167266846,0.18774628639221191,0.40389683842658997,0.4739971458911896,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
other,0.3591516315937042,0.6324484348297119,0.25558438897132874,0.31707024574279785,0.2573474049568176,0.1802782416343689,0.559082567691803,0.3273986279964447,0.44152235984802246,0.349992960691452,0.1214052364230156,0.24682199954986572
two,0.2499001920223236,0.5147606730461121,0.27215829491615295,0.2755576968193054,0.20020343363285065,0.15942037105560303,0.4498785734176636,0.34734001755714417,0.43858039379119873,0.3217722177505493,0.24167193472385406,0.19645625352859497
pro,0.18713277578353882,0.13571034371852875,0.24270352721214294,0.14497412741184235,0.22941888868808746,0.17590990662574768,0.16766418516635895,0.2676255404949188,0.2149612456560135,0.21047013998031616,0.13625283539295197,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.3440132439136505,0.18569406867027283,0.234432190656662,0.17344240844249725,0.19536113739013672,0.24430087208747864,0.21576224267482758,0.2318909466266632,0.3117852509021759,0.21118052303791046
selections,0.29313933849334717,0.2996109426021576,0.33349525928497314,0.20442557334899902,0.19322992861270905,0.1847304105758667,0.29340502619743347,0.35665056109428406,0.2473832219839096,0.21279416978359222,0.16710765659809113,0.25070586800575256
from,0.22939439117908478,0.33099696040153503,0.1543007493019104,0.20248863101005554,0.262539803981781,0.16471080482006073,0.30702701210975647,0.314039945602417,0.40150508284568787,0.16285312175750732,0.16452011466026306,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.22331646084785461,0.34736719727516174,0.29298508167266846,0.18774628639221191,0.40389683842658997,0.4739971458911896,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
defense,0.14550013840198517,0.1536635160446167,0.39709994196891785,0.14361093938350677,0.19104214012622833,0.16910967230796814,0.252090722322464,0.2780293822288513,0.2604767382144928,0.14202328026294708,0.14785458147525787,0.21935760974884033
.,0.3287222981452942,0.3974229395389557,0.213409885764122,0.35288307070732117,0.32122671604156494,0.21064317226409912,0.41614407300949097,0.4726039469242096,0.5934505462646484,0.2778880000114441,0.24674734473228455,0.4130953550338745
