,the,mark,of,anarchy,was,written,to,protest,against,what,?
poem,0.22930538654327393,0.09323740750551224,0.2282063513994217,0.22461247444152832,0.25135987997055054,0.3901844322681427,0.1599099487066269,0.19679367542266846,0.15783381462097168,0.19967712461948395,0.17328360676765442
the,1.0,0.2235521525144577,0.733189046382904,0.18858380615711212,0.48711544275283813,0.2582438886165619,0.535392165184021,0.25126034021377563,0.3090755045413971,0.42745697498321533,0.22068053483963013
mask,0.21132248640060425,0.11109957098960876,0.16784228384494781,0.1929657906293869,0.14315156638622284,0.07996559888124466,0.2648721933364868,0.1340351402759552,0.16050852835178375,0.18539433181285858,0.1506187915802002
of,0.733189046382904,0.16461719572544098,1.0,0.19957754015922546,0.4069072902202606,0.20874574780464172,0.41548454761505127,0.24564224481582642,0.2669808566570282,0.33290785551071167,0.1826142966747284
anarchy,0.18858380615711212,0.12057072669267654,0.19957754015922546,0.9999999403953552,0.19848977029323578,0.18835486471652985,0.17269267141819,0.33834606409072876,0.21133744716644287,0.24923689663410187,0.2034674733877182
later,0.4060266613960266,0.20860441029071808,0.3458743393421173,0.19324877858161926,0.5684447288513184,0.18658603727817535,0.393297016620636,0.2015680968761444,0.2321832925081253,0.2517229914665222,0.1417175978422165
that,0.5473989248275757,0.18479634821414948,0.41498205065727234,0.20145976543426514,0.33670201897621155,0.31561627984046936,0.5436353087425232,0.2501324415206909,0.3318655490875244,0.6297725439071655,0.32716336846351624
year,0.3609684407711029,0.1976548433303833,0.2578314542770386,0.07013481110334396,0.3209837079048157,0.18489426374435425,0.23523004353046417,0.1415424793958664,0.1510327309370041,0.15184831619262695,0.18315006792545319
",",0.4933079481124878,0.2642361521720886,0.4946078956127167,0.20300085842609406,0.45456063747406006,0.2737409770488739,0.44245919585227966,0.2963520884513855,0.31168749928474426,0.3087472915649414,0.31091248989105225
that,0.5473989248275757,0.18479634821414948,0.41498205065727234,0.20145976543426514,0.33670201897621155,0.31561627984046936,0.5436353087425232,0.2501324415206909,0.3318655490875244,0.6297725439071655,0.32716336846351624
begins,0.3446018099784851,0.06558569520711899,0.27105480432510376,0.1404736489057541,0.19017182290554047,0.10800521820783615,0.2261325567960739,0.25600162148475647,0.2479085624217987,0.1788426637649536,0.09518900513648987
with,0.4223487675189972,0.14849503338336945,0.41827285289764404,0.15379458665847778,0.27411898970603943,0.21299967169761658,0.4239959120750427,0.14256584644317627,0.317049115896225,0.2464839518070221,0.2433311939239502
the,1.0,0.2235521525144577,0.733189046382904,0.18858380615711212,0.48711544275283813,0.2582438886165619,0.535392165184021,0.25126034021377563,0.3090755045413971,0.42745697498321533,0.22068053483963013
images,0.22232814133167267,0.11822211742401123,0.2139289528131485,0.11416144669055939,0.12238597869873047,0.14146892726421356,0.2165423482656479,0.17610830068588257,0.0672813430428505,0.23456238210201263,0.22502069175243378
of,0.733189046382904,0.16461719572544098,1.0,0.19957754015922546,0.4069072902202606,0.20874574780464172,0.41548454761505127,0.24564224481582642,0.2669808566570282,0.33290785551071167,0.1826142966747284
what,0.42745697498321533,0.16941310465335846,0.33290785551071167,0.24923689663410187,0.22111038863658905,0.25412634015083313,0.455847829580307,0.20248152315616608,0.24561616778373718,0.9999998807907104,0.5051238536834717
he,0.4571082592010498,0.12111186981201172,0.38706058263778687,0.158168762922287,0.5410010814666748,0.17811021208763123,0.385390967130661,0.2675870656967163,0.29170042276382446,0.3114890456199646,0.2089974731206894
thought,0.3509289622306824,0.0725269690155983,0.34673458337783813,0.27599629759788513,0.42560186982154846,0.2848754823207855,0.3858291208744049,0.1742725372314453,0.20081079006195068,0.4469435214996338,0.2600135803222656
to,0.535392165184021,0.2008102536201477,0.41548454761505127,0.17269267141819,0.3636345863342285,0.18544813990592957,1.0,0.22359536588191986,0.310872346162796,0.455847829580307,0.29463258385658264
be,0.4248143136501312,0.17473942041397095,0.33904364705085754,0.10905048251152039,0.42228707671165466,0.22968649864196777,0.4972836375236511,0.1804484724998474,0.18640132248401642,0.3929833769798279,0.3324260413646698
the,1.0,0.2235521525144577,0.733189046382904,0.18858380615711212,0.48711544275283813,0.2582438886165619,0.535392165184021,0.25126034021377563,0.3090755045413971,0.42745697498321533,0.22068053483963013
unjust,0.19062539935112,0.15395182371139526,0.16003967821598053,0.4161534011363983,0.1864347606897354,0.1779598742723465,0.33432579040527344,0.4231903553009033,0.4487380087375641,0.37270641326904297,0.26097434759140015
forms,0.2950737178325653,0.0570632666349411,0.33835989236831665,0.11299891769886017,0.1644451767206192,0.13967908918857574,0.2363802045583725,0.12485563009977341,0.22592520713806152,0.16334041953086853,0.1196754202246666
of,0.733189046382904,0.16461719572544098,1.0,0.19957754015922546,0.4069072902202606,0.20874574780464172,0.41548454761505127,0.24564224481582642,0.2669808566570282,0.33290785551071167,0.1826142966747284
authority,0.2645063102245331,0.16855312883853912,0.28063252568244934,0.216409370303154,0.23109516501426697,0.10381726175546646,0.2155669927597046,0.25982561707496643,0.19498403370380402,0.23046736419200897,0.18404170870780945
of,0.733189046382904,0.16461719572544098,1.0,0.19957754015922546,0.4069072902202606,0.20874574780464172,0.41548454761505127,0.24564224481582642,0.2669808566570282,0.33290785551071167,0.1826142966747284
his,0.4394008219242096,0.18292218446731567,0.38364991545677185,0.2159770280122757,0.4405253231525421,0.2101215273141861,0.3715193271636963,0.21227677166461945,0.26457494497299194,0.26976513862609863,0.18075084686279297
time—and,0.3399730920791626,0.19739674031734467,0.2744106650352478,0.15276652574539185,0.24084244668483734,0.2698296904563904,0.3919527530670166,0.1864636391401291,0.18225400149822235,0.39861446619033813,0.3334274888038635
then,0.4297412931919098,0.1777711659669876,0.2937326431274414,0.14212633669376373,0.27044644951820374,0.16833719611167908,0.5203860402107239,0.16759471595287323,0.26255443692207336,0.4072686731815338,0.2884598970413208
imagines,0.25050967931747437,0.11158793419599533,0.24750719964504242,0.1939806193113327,0.21422946453094482,0.28862264752388,0.27615419030189514,0.1616702377796173,0.11266936361789703,0.3548084795475006,0.2819980978965759
the,1.0,0.2235521525144577,0.733189046382904,0.18858380615711212,0.48711544275283813,0.2582438886165619,0.535392165184021,0.25126034021377563,0.3090755045413971,0.42745697498321533,0.22068053483963013
stirrings,0.2558434307575226,0.12115683406591415,0.24182774126529694,0.13493572175502777,0.1482395976781845,0.19941924512386322,0.3038332462310791,0.18935449421405792,0.18045225739479065,0.2447122484445572,0.16938374936580658
of,0.733189046382904,0.16461719572544098,1.0,0.19957754015922546,0.4069072902202606,0.20874574780464172,0.41548454761505127,0.24564224481582642,0.2669808566570282,0.33290785551071167,0.1826142966747284
a,0.5829201340675354,0.2278195023536682,0.5052502155303955,0.1843627244234085,0.4508470594882965,0.22976966202259064,0.45503583550453186,0.25490954518318176,0.2227657586336136,0.3320399522781372,0.23916715383529663
new,0.3845241069793701,0.20591235160827637,0.343457967042923,0.18133574724197388,0.2748313844203949,0.1552450805902481,0.33159172534942627,0.16448494791984558,0.1477409452199936,0.2130378633737564,0.14782847464084625
form,0.29286009073257446,0.1298505961894989,0.29600051045417786,0.14763396978378296,0.15690121054649353,0.20266403257846832,0.2772196829319,0.05739378556609154,0.18494217097759247,0.15868011116981506,0.1463010311126709
of,0.733189046382904,0.16461719572544098,1.0,0.19957754015922546,0.4069072902202606,0.20874574780464172,0.41548454761505127,0.24564224481582642,0.2669808566570282,0.33290785551071167,0.1826142966747284
social,0.21797899901866913,0.0803537592291832,0.2605111300945282,0.34941503405570984,0.196878582239151,0.14484304189682007,0.19684761762619019,0.2144450843334198,0.21721182763576508,0.22217629849910736,0.1615191102027893
action,0.28415048122406006,0.13358697295188904,0.23570318520069122,0.2026205062866211,0.17610664665699005,0.15292003750801086,0.24674110114574432,0.19362495839595795,0.2129010707139969,0.30170392990112305,0.250188946723938
.,0.5934505462646484,0.21911589801311493,0.5352458953857422,0.207096129655838,0.40146201848983765,0.25418123602867126,0.4645031690597534,0.2598128020763397,0.28705209493637085,0.3567904531955719,0.4130953550338745
