,in,which,case,was,it,held,that,the,provisions,of,the,treaties,are,directly,effective,if,they,are,clear,",",unconditional,",",and,do,n't,require,further,action,by,eu,or,national,authorities,?
it,0.5130809545516968,0.616637647151947,0.27522414922714233,0.4577186405658722,0.9999999403953552,0.23581157624721527,0.5921133160591125,0.6251175999641418,0.20935486257076263,0.38761502504348755,0.6251175999641418,0.22302496433258057,0.3617996573448181,0.380840539932251,0.22927778959274292,0.35967332124710083,0.44394949078559875,0.3617996573448181,0.32613107562065125,0.48329564929008484,0.1785784810781479,0.48329564929008484,0.40957894921302795,0.337066113948822,-0.08058576285839081,0.182237446308136,0.27744895219802856,0.2570253312587738,0.40926623344421387,0.11940911412239075,0.36389440298080444,0.16561564803123474,0.23238831758499146,0.25732165575027466
was,0.45514053106307983,0.2830964922904968,0.18986068665981293,1.0000001192092896,0.4577186405658722,0.30231067538261414,0.33670201897621155,0.48711544275283813,0.2492949366569519,0.4069072902202606,0.48711544275283813,0.1740918755531311,0.3076191842556,0.22806373238563538,0.20736300945281982,0.16164100170135498,0.3300964832305908,0.3076191842556,0.13787133991718292,0.45456063747406006,0.18978261947631836,0.45456063747406006,0.3740963041782379,0.11523093283176422,0.06924254447221756,0.08236487209796906,0.16107149422168732,0.17610664665699005,0.4752357602119446,0.08040577173233032,0.2330796718597412,0.2433898150920868,0.2960662841796875,0.18412111699581146
held,0.3127288818359375,0.2626747488975525,0.1021638736128807,0.30231067538261414,0.23581157624721527,1.0,0.224154531955719,0.32185450196266174,0.26407966017723083,0.28960686922073364,0.32185450196266174,0.22153913974761963,0.18270234763622284,0.167069211602211,0.1815512627363205,0.11106826364994049,0.23297390341758728,0.18270234763622284,0.13822351396083832,0.2880980372428894,0.1486123502254486,0.2880980372428894,0.22757986187934875,0.16762764751911163,0.0025756312534213066,0.14668609201908112,0.07480254024267197,0.1287866234779358,0.19236290454864502,0.08671654015779495,0.16831013560295105,0.2380104959011078,0.2698638439178467,0.14103956520557404
that,0.435920387506485,0.6894589066505432,0.4129708409309387,0.33670201897621155,0.5921133160591125,0.224154531955719,1.0,0.5473989248275757,0.29164499044418335,0.41498205065727234,0.5473989248275757,0.2838388681411743,0.45265161991119385,0.4456803798675537,0.3091796338558197,0.5634250640869141,0.5710820555686951,0.45265161991119385,0.4055871367454529,0.4137537479400635,0.3319825232028961,0.4137537479400635,0.4731321930885315,0.44533252716064453,-0.130638986825943,0.3625117540359497,0.34756001830101013,0.29577216506004333,0.37496164441108704,0.10275088250637054,0.4729836881160736,0.20268747210502625,0.3247348368167877,0.32716336846351624
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.48711544275283813,0.6251175999641418,0.32185450196266174,0.5473989248275757,1.0,0.28538835048675537,0.733189046382904,1.0,0.28970760107040405,0.40399202704429626,0.4502958655357361,0.23741452395915985,0.33724796772003174,0.49925389885902405,0.40399202704429626,0.3209454417228699,0.4933079481124878,0.26080039143562317,0.4933079481124878,0.5171257257461548,0.30239659547805786,-0.11449059844017029,0.17356595396995544,0.32531118392944336,0.28415048122406006,0.4408751428127289,0.14126400649547577,0.4174870550632477,0.32739606499671936,0.2784515917301178,0.22068053483963013
provisions,0.17358911037445068,0.3190610408782959,0.3496893644332886,0.2492949366569519,0.20935486257076263,0.26407966017723083,0.29164499044418335,0.28538835048675537,1.0,0.2910953760147095,0.28538835048675537,0.49308109283447266,0.24532118439674377,0.30334970355033875,0.3221170902252197,0.3091350197792053,0.273222416639328,0.24532118439674377,0.1976320743560791,0.24632172286510468,0.34152498841285706,0.24632172286510468,0.291280597448349,0.23929162323474884,-0.021075986325740814,0.3439449369907379,0.29122525453567505,0.17234696447849274,0.2485390454530716,0.3013937771320343,0.30739352107048035,0.1890926957130432,0.4293024241924286,0.22902937233448029
of,0.5696388483047485,0.5011631846427917,0.24743439257144928,0.4069072902202606,0.38761502504348755,0.28960686922073364,0.41498205065727234,0.733189046382904,0.2910953760147095,1.0,0.733189046382904,0.3281906247138977,0.39081433415412903,0.2998887896537781,0.27888283133506775,0.2557544410228729,0.3426007330417633,0.39081433415412903,0.25915294885635376,0.4946078956127167,0.2703678011894226,0.4946078956127167,0.5116966962814331,0.26150479912757874,-0.021397603675723076,0.20683176815509796,0.24797867238521576,0.23570318520069122,0.3646814823150635,0.1579294353723526,0.3792596757411957,0.3314673602581024,0.2408684492111206,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.31022098660469055,0.48711544275283813,0.6251175999641418,0.32185450196266174,0.5473989248275757,1.0,0.28538835048675537,0.733189046382904,1.0,0.28970760107040405,0.40399202704429626,0.4502958655357361,0.23741452395915985,0.33724796772003174,0.49925389885902405,0.40399202704429626,0.3209454417228699,0.4933079481124878,0.26080039143562317,0.4933079481124878,0.5171257257461548,0.30239659547805786,-0.11449059844017029,0.17356595396995544,0.32531118392944336,0.28415048122406006,0.4408751428127289,0.14126400649547577,0.4174870550632477,0.32739606499671936,0.2784515917301178,0.22068053483963013
treaties,0.2564578652381897,0.2657000422477722,0.24898990988731384,0.1740918755531311,0.22302496433258057,0.22153913974761963,0.2838388681411743,0.28970760107040405,0.49308109283447266,0.3281906247138977,0.28970760107040405,0.9999998807907104,0.23368829488754272,0.17789579927921295,0.31917527318000793,0.241292804479599,0.25453782081604004,0.23368829488754272,0.21869133412837982,0.2152065634727478,0.29476115107536316,0.2152065634727478,0.2571636438369751,0.1936204433441162,0.007034528534859419,0.2322027087211609,0.21819517016410828,0.1843395084142685,0.18146640062332153,0.33172380924224854,0.2210310846567154,0.21615031361579895,0.38723206520080566,0.1693580597639084
(,0.3087427020072937,0.2589828372001648,0.2248619794845581,0.2980341613292694,0.2745298147201538,0.18327336013317108,0.2264307141304016,0.33289089798927307,0.1524135172367096,0.35032153129577637,0.33289089798927307,0.11301841586828232,0.23263892531394958,0.15871506929397583,0.17565561830997467,0.26899856328964233,0.22770340740680695,0.23263892531394958,0.23963560163974762,0.6363511681556702,0.1913137137889862,0.6363511681556702,0.4862271547317505,0.24216170608997345,0.15345674753189087,0.15961377322673798,0.22211186587810516,0.2436094880104065,0.20696312189102173,0.1709967851638794,0.3582012951374054,0.24475820362567902,0.11441605538129807,0.40561532974243164
and,0.4954058527946472,0.506277859210968,0.2394348531961441,0.3740963041782379,0.40957894921302795,0.22757986187934875,0.4731321930885315,0.5171257257461548,0.291280597448349,0.5116966962814331,0.5171257257461548,0.2571636438369751,0.48576638102531433,0.2772105038166046,0.2838481068611145,0.3498523235321045,0.5073080658912659,0.48576638102531433,0.31630682945251465,0.6633074283599854,0.2686860263347626,0.6633074283599854,1.0,0.276123583316803,-0.0602874718606472,0.24569399654865265,0.3426179587841034,0.25631651282310486,0.4289871156215668,0.16977795958518982,0.4713204801082611,0.2608908712863922,0.2857656180858612,0.20544172823429108
eu,0.12919096648693085,0.15620915591716766,0.14086289703845978,0.08040577173233032,0.11940911412239075,0.08671654015779495,0.10275088250637054,0.14126400649547577,0.3013937771320343,0.1579294353723526,0.14126400649547577,0.33172380924224854,0.13638608157634735,0.17100955545902252,0.196724072098732,0.17847009003162384,0.1231704130768776,0.13638608157634735,0.08756999671459198,0.1565755307674408,0.08993635326623917,0.1565755307674408,0.16977795958518982,0.19533392786979675,0.03256627917289734,0.2504364550113678,0.08397543430328369,0.08782457560300827,0.07193604856729507,0.9999998807907104,0.1964779645204544,0.17586670815944672,0.1603822559118271,0.21586786210536957
regulations,0.24893879890441895,0.3856366276741028,0.25152817368507385,0.17856933176517487,0.22259028255939484,0.23891042172908783,0.3077736794948578,0.31027951836586,0.4482870101928711,0.24404282867908478,0.31027951836586,0.4035935401916504,0.3044874966144562,0.2786690890789032,0.3152756094932556,0.24671779572963715,0.32497113943099976,0.3044874966144562,0.22484317421913147,0.24835379421710968,0.3196466267108917,0.24835379421710968,0.29460906982421875,0.255738228559494,-0.10535285621881485,0.37120190262794495,0.2616041898727417,0.2421860545873642,0.23725494742393494,0.3051227629184723,0.31323131918907166,0.2565879225730896,0.42184698581695557,0.17806588113307953
),0.3326910734176636,0.2758678197860718,0.2503088414669037,0.3267642855644226,0.28560304641723633,0.1961527168750763,0.23478686809539795,0.3456730246543884,0.1550421565771103,0.3680361211299896,0.3456730246543884,0.11589182168245316,0.2373749315738678,0.17199867963790894,0.18872471153736115,0.2878422141075134,0.22818082571029663,0.2373749315738678,0.23644597828388214,0.63033527135849,0.1851198375225067,0.63033527135849,0.4961937665939331,0.24460165202617645,0.16805793344974518,0.17064784467220306,0.21232472360134125,0.2671453356742859,0.2151763141155243,0.1733860969543457,0.3706604242324829,0.25379422307014465,0.1073325052857399,0.42300865054130554
are,0.3841303884983063,0.42922598123550415,0.26273006200790405,0.3076191842556,0.3617996573448181,0.18270234763622284,0.45265161991119385,0.40399202704429626,0.24532118439674377,0.39081433415412903,0.40399202704429626,0.23368829488754272,1.0,0.322107195854187,0.23313076794147491,0.32547882199287415,0.610666811466217,1.0,0.24412482976913452,0.4062570035457611,0.22307348251342773,0.4062570035457611,0.48576638102531433,0.41111594438552856,-0.1517762839794159,0.388192743062973,0.2482294738292694,0.1995353102684021,0.37842893600463867,0.13638608157634735,0.5374364256858826,0.17082279920578003,0.2357611209154129,0.24591213464736938
directly,0.25104159116744995,0.5192315578460693,0.326835572719574,0.22806373238563538,0.380840539932251,0.167069211602211,0.4456803798675537,0.4502958655357361,0.30334970355033875,0.2998887896537781,0.4502958655357361,0.17789579927921295,0.322107195854187,1.0,0.18889716267585754,0.38082095980644226,0.3553805649280548,0.322107195854187,0.20641149580478668,0.24953341484069824,0.22710281610488892,0.24953341484069824,0.2772105038166046,0.29662156105041504,-0.10984347760677338,0.3064548075199127,0.2629118859767914,0.22833922505378723,0.3989485204219818,0.17100955545902252,0.3583093583583832,0.2001585215330124,0.22965508699417114,0.2187996357679367
effective,0.2294299155473709,0.2412784844636917,0.25865963101387024,0.20736300945281982,0.22927778959274292,0.1815512627363205,0.3091796338558197,0.23741452395915985,0.3221170902252197,0.27888283133506775,0.23741452395915985,0.31917527318000793,0.23313076794147491,0.18889716267585754,1.0000001192092896,0.3104296326637268,0.2065238654613495,0.23313076794147491,0.36478191614151,0.2531147599220276,0.34331393241882324,0.2531147599220276,0.2838481068611145,0.22714294493198395,-0.03172033652663231,0.3534422814846039,0.22186797857284546,0.21977545320987701,0.20011363923549652,0.196724072098732,0.277005136013031,0.09202677756547928,0.22982972860336304,0.21825028955936432
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.45456063747406006,0.48329564929008484,0.2880980372428894,0.4137537479400635,0.4933079481124878,0.24632172286510468,0.4946078956127167,0.4933079481124878,0.2152065634727478,0.4062570035457611,0.24953341484069824,0.2531147599220276,0.257730096578598,0.390799880027771,0.4062570035457611,0.2705954313278198,1.0000001192092896,0.23511481285095215,1.0000001192092896,0.6633074283599854,0.3283645510673523,0.11016341298818588,0.20549376308918,0.2694096863269806,0.22599565982818604,0.3680937886238098,0.1565755307674408,0.3769497275352478,0.23933029174804688,0.24295401573181152,0.31091248989105225
if,0.2589588761329651,0.46344661712646484,0.4457412660121918,0.16164100170135498,0.35967332124710083,0.11106826364994049,0.5634250640869141,0.33724796772003174,0.3091350197792053,0.2557544410228729,0.33724796772003174,0.241292804479599,0.32547882199287415,0.38082095980644226,0.3104296326637268,1.0,0.4092397689819336,0.32547882199287415,0.3869636356830597,0.257730096578598,0.32038795948028564,0.257730096578598,0.3498523235321045,0.4196736514568329,-0.08747852593660355,0.4578954875469208,0.2947865426540375,0.22282744944095612,0.2429230511188507,0.17847009003162384,0.508355975151062,0.12395558506250381,0.1793440729379654,0.4441644251346588
they,0.4330179989337921,0.5165667533874512,0.2654382288455963,0.3300964832305908,0.44394949078559875,0.23297390341758728,0.5710820555686951,0.49925389885902405,0.273222416639328,0.3426007330417633,0.49925389885902405,0.25453782081604004,0.610666811466217,0.3553805649280548,0.2065238654613495,0.4092397689819336,0.9999999403953552,0.610666811466217,0.28427883982658386,0.390799880027771,0.2288369983434677,0.390799880027771,0.5073080658912659,0.4667694866657257,-0.1964540183544159,0.30564460158348083,0.2851434350013733,0.20659521222114563,0.3391372263431549,0.1231704130768776,0.4633304476737976,0.17293670773506165,0.300740122795105,0.2753053903579712
are,0.3841303884983063,0.42922598123550415,0.26273006200790405,0.3076191842556,0.3617996573448181,0.18270234763622284,0.45265161991119385,0.40399202704429626,0.24532118439674377,0.39081433415412903,0.40399202704429626,0.23368829488754272,1.0,0.322107195854187,0.23313076794147491,0.32547882199287415,0.610666811466217,1.0,0.24412482976913452,0.4062570035457611,0.22307348251342773,0.4062570035457611,0.48576638102531433,0.41111594438552856,-0.1517762839794159,0.388192743062973,0.2482294738292694,0.1995353102684021,0.37842893600463867,0.13638608157634735,0.5374364256858826,0.17082279920578003,0.2357611209154129,0.24591213464736938
(,0.3087427020072937,0.2589828372001648,0.2248619794845581,0.2980341613292694,0.2745298147201538,0.18327336013317108,0.2264307141304016,0.33289089798927307,0.1524135172367096,0.35032153129577637,0.33289089798927307,0.11301841586828232,0.23263892531394958,0.15871506929397583,0.17565561830997467,0.26899856328964233,0.22770340740680695,0.23263892531394958,0.23963560163974762,0.6363511681556702,0.1913137137889862,0.6363511681556702,0.4862271547317505,0.24216170608997345,0.15345674753189087,0.15961377322673798,0.22211186587810516,0.2436094880104065,0.20696312189102173,0.1709967851638794,0.3582012951374054,0.24475820362567902,0.11441605538129807,0.40561532974243164
1,-0.10660158097743988,-0.1852463036775589,-0.2764839828014374,-0.2275921255350113,-0.14533983170986176,-0.07817155867815018,-0.3131840229034424,-0.1554475575685501,-0.2638692557811737,-0.09473495930433273,-0.1554475575685501,-0.23453573882579803,-0.2175680249929428,-0.2080301195383072,-0.24400556087493896,-0.3333838880062103,-0.2891935706138611,-0.2175680249929428,-0.10823286324739456,-0.15742997825145721,-0.23903344571590424,-0.15742997825145721,-0.20516018569469452,-0.18289801478385925,-0.04890219122171402,-0.24894855916500092,-0.13355425000190735,-0.20879821479320526,-0.2582099735736847,-0.11595167219638824,-0.21893133223056793,-0.05487779155373573,-0.1720859259366989,-0.249979168176651
),0.3326910734176636,0.2758678197860718,0.2503088414669037,0.3267642855644226,0.28560304641723633,0.1961527168750763,0.23478686809539795,0.3456730246543884,0.1550421565771103,0.3680361211299896,0.3456730246543884,0.11589182168245316,0.2373749315738678,0.17199867963790894,0.18872471153736115,0.2878422141075134,0.22818082571029663,0.2373749315738678,0.23644597828388214,0.63033527135849,0.1851198375225067,0.63033527135849,0.4961937665939331,0.24460165202617645,0.16805793344974518,0.17064784467220306,0.21232472360134125,0.2671453356742859,0.2151763141155243,0.1733860969543457,0.3706604242324829,0.25379422307014465,0.1073325052857399,0.42300865054130554
clear,0.23860304057598114,0.3542524576187134,0.25441649556159973,0.13787133991718292,0.32613107562065125,0.13822351396083832,0.4055871367454529,0.3209454417228699,0.1976320743560791,0.25915294885635376,0.3209454417228699,0.21869133412837982,0.24412482976913452,0.20641149580478668,0.36478191614151,0.3869636356830597,0.28427883982658386,0.24412482976913452,1.0000001192092896,0.2705954313278198,0.32315346598625183,0.2705954313278198,0.31630682945251465,0.26189738512039185,-0.059227123856544495,0.2762953042984009,0.26618650555610657,0.20675182342529297,0.11504243314266205,0.08756999671459198,0.330760657787323,0.1824122816324234,0.2737009525299072,0.2738020122051239
and,0.4954058527946472,0.506277859210968,0.2394348531961441,0.3740963041782379,0.40957894921302795,0.22757986187934875,0.4731321930885315,0.5171257257461548,0.291280597448349,0.5116966962814331,0.5171257257461548,0.2571636438369751,0.48576638102531433,0.2772105038166046,0.2838481068611145,0.3498523235321045,0.5073080658912659,0.48576638102531433,0.31630682945251465,0.6633074283599854,0.2686860263347626,0.6633074283599854,1.0,0.276123583316803,-0.0602874718606472,0.24569399654865265,0.3426179587841034,0.25631651282310486,0.4289871156215668,0.16977795958518982,0.4713204801082611,0.2608908712863922,0.2857656180858612,0.20544172823429108
unambiguous,0.21395233273506165,0.2619248628616333,0.34764596819877625,0.19519586861133575,0.2557813227176666,0.19391801953315735,0.34791046380996704,0.21483714878559113,0.256570965051651,0.20632193982601166,0.21483714878559113,0.2819655239582062,0.2762560248374939,0.2412663698196411,0.30375999212265015,0.3207766115665436,0.25600820779800415,0.2762560248374939,0.4069877564907074,0.2546270191669464,0.3305155336856842,0.2546270191669464,0.18971370160579681,0.2987460494041443,0.06149924173951149,0.2472166270017624,0.22872203588485718,0.232153058052063,0.173358753323555,0.17337991297245026,0.30365729331970215,0.20801019668579102,0.3380618393421173,0.341264933347702
(,0.3087427020072937,0.2589828372001648,0.2248619794845581,0.2980341613292694,0.2745298147201538,0.18327336013317108,0.2264307141304016,0.33289089798927307,0.1524135172367096,0.35032153129577637,0.33289089798927307,0.11301841586828232,0.23263892531394958,0.15871506929397583,0.17565561830997467,0.26899856328964233,0.22770340740680695,0.23263892531394958,0.23963560163974762,0.6363511681556702,0.1913137137889862,0.6363511681556702,0.4862271547317505,0.24216170608997345,0.15345674753189087,0.15961377322673798,0.22211186587810516,0.2436094880104065,0.20696312189102173,0.1709967851638794,0.3582012951374054,0.24475820362567902,0.11441605538129807,0.40561532974243164
2,0.01447046548128128,-0.044377245008945465,-0.08940332382917404,-0.013097384944558144,-0.0016379877924919128,-0.007922939956188202,-0.04901214689016342,-0.019434669986367226,-0.011926569975912571,-0.013777675107121468,-0.019434669986367226,0.02362719736993313,-0.028399748727679253,-0.013567402958869934,0.08955835551023483,-0.05319981276988983,0.01863093115389347,-0.028399748727679253,0.01395888440310955,-0.08638399094343185,-0.0016329077770933509,-0.08638399094343185,-0.0926629975438118,-0.09570206701755524,-0.012732080183923244,0.015506966970860958,0.03353192284703255,0.07536085695028305,-0.038811419159173965,0.028872564435005188,0.037367552518844604,-0.052799031138420105,-0.051748525351285934,0.001977203879505396
),0.3326910734176636,0.2758678197860718,0.2503088414669037,0.3267642855644226,0.28560304641723633,0.1961527168750763,0.23478686809539795,0.3456730246543884,0.1550421565771103,0.3680361211299896,0.3456730246543884,0.11589182168245316,0.2373749315738678,0.17199867963790894,0.18872471153736115,0.2878422141075134,0.22818082571029663,0.2373749315738678,0.23644597828388214,0.63033527135849,0.1851198375225067,0.63033527135849,0.4961937665939331,0.24460165202617645,0.16805793344974518,0.17064784467220306,0.21232472360134125,0.2671453356742859,0.2151763141155243,0.1733860969543457,0.3706604242324829,0.25379422307014465,0.1073325052857399,0.42300865054130554
unconditional,0.266073614358902,0.34280672669410706,0.3005400002002716,0.18978261947631836,0.1785784810781479,0.1486123502254486,0.3319825232028961,0.26080039143562317,0.34152498841285706,0.2703678011894226,0.26080039143562317,0.29476115107536316,0.22307348251342773,0.22710281610488892,0.34331393241882324,0.32038795948028564,0.2288369983434677,0.22307348251342773,0.32315346598625183,0.23511481285095215,1.0,0.23511481285095215,0.2686860263347626,0.16115739941596985,0.014451228082180023,0.28715890645980835,0.24052120745182037,0.275274395942688,0.23469072580337524,0.08993635326623917,0.34743747115135193,0.22987394034862518,0.3317890167236328,0.1868923306465149
",",0.5201468467712402,0.3658004403114319,0.2977246046066284,0.45456063747406006,0.48329564929008484,0.2880980372428894,0.4137537479400635,0.4933079481124878,0.24632172286510468,0.4946078956127167,0.4933079481124878,0.2152065634727478,0.4062570035457611,0.24953341484069824,0.2531147599220276,0.257730096578598,0.390799880027771,0.4062570035457611,0.2705954313278198,1.0000001192092896,0.23511481285095215,1.0000001192092896,0.6633074283599854,0.3283645510673523,0.11016341298818588,0.20549376308918,0.2694096863269806,0.22599565982818604,0.3680937886238098,0.1565755307674408,0.3769497275352478,0.23933029174804688,0.24295401573181152,0.31091248989105225
and,0.4954058527946472,0.506277859210968,0.2394348531961441,0.3740963041782379,0.40957894921302795,0.22757986187934875,0.4731321930885315,0.5171257257461548,0.291280597448349,0.5116966962814331,0.5171257257461548,0.2571636438369751,0.48576638102531433,0.2772105038166046,0.2838481068611145,0.3498523235321045,0.5073080658912659,0.48576638102531433,0.31630682945251465,0.6633074283599854,0.2686860263347626,0.6633074283599854,1.0,0.276123583316803,-0.0602874718606472,0.24569399654865265,0.3426179587841034,0.25631651282310486,0.4289871156215668,0.16977795958518982,0.4713204801082611,0.2608908712863922,0.2857656180858612,0.20544172823429108
(,0.3087427020072937,0.2589828372001648,0.2248619794845581,0.2980341613292694,0.2745298147201538,0.18327336013317108,0.2264307141304016,0.33289089798927307,0.1524135172367096,0.35032153129577637,0.33289089798927307,0.11301841586828232,0.23263892531394958,0.15871506929397583,0.17565561830997467,0.26899856328964233,0.22770340740680695,0.23263892531394958,0.23963560163974762,0.6363511681556702,0.1913137137889862,0.6363511681556702,0.4862271547317505,0.24216170608997345,0.15345674753189087,0.15961377322673798,0.22211186587810516,0.2436094880104065,0.20696312189102173,0.1709967851638794,0.3582012951374054,0.24475820362567902,0.11441605538129807,0.40561532974243164
3,0.06326868385076523,0.07841135561466217,0.12965387105941772,0.06170157715678215,0.12506969273090363,-0.07347939908504486,0.028775349259376526,0.06283142417669296,0.05882123485207558,0.046857766807079315,0.06283142417669296,0.06922047585248947,0.03804425150156021,0.10493263602256775,0.09464060515165329,0.09733174741268158,-0.006620852742344141,0.03804425150156021,0.05771829932928085,0.02255268208682537,0.063969187438488,0.02255268208682537,0.07610447704792023,0.04615037143230438,0.08323616534471512,0.1305372267961502,0.05675530061125755,0.1312359720468521,0.07774321734905243,0.017845921218395233,0.1012437492609024,0.037400662899017334,0.09696123749017715,0.005975271109491587
