,what,property,of,the,harmonic,series,1,+,1/2,+,1/3,+,1/4,+,...,shows,that,there,is,an,infinite,number,of,primes,?
+,0.1158081665635109,0.13318070769309998,0.14862146973609924,0.12941905856132507,0.1641136258840561,0.19023436307907104,-0.13459764420986176,1.0000001192092896,-0.006812337785959244,1.0000001192092896,-0.17656908929347992,1.0000001192092896,0.05964718759059906,1.0000001192092896,-0.011838771402835846,0.14347557723522186,0.18285581469535828,0.14018438756465912,0.12961794435977936,0.1591721624135971,0.2204119712114334,0.32197779417037964,0.14862146973609924,0.21849572658538818,0.2903686463832855
1/4,0.12268650531768799,0.17825599014759064,0.2913895845413208,0.30776628851890564,0.06815354526042938,0.20688743889331818,0.05504316836595535,0.05964718759059906,0.21188482642173767,0.05964718759059906,-0.28444552421569824,0.05964718759059906,1.0,0.05964718759059906,0.13409243524074554,0.10258317738771439,0.20688091218471527,0.22791996598243713,0.22220124304294586,0.2110566794872284,0.14215032756328583,0.10838735848665237,0.2913895845413208,0.04446592554450035,0.07317571341991425
+,0.1158081665635109,0.13318070769309998,0.14862146973609924,0.12941905856132507,0.1641136258840561,0.19023436307907104,-0.13459764420986176,1.0000001192092896,-0.006812337785959244,1.0000001192092896,-0.17656908929347992,1.0000001192092896,0.05964718759059906,1.0000001192092896,-0.011838771402835846,0.14347557723522186,0.18285581469535828,0.14018438756465912,0.12961794435977936,0.1591721624135971,0.2204119712114334,0.32197779417037964,0.14862146973609924,0.21849572658538818,0.2903686463832855
...,0.001098619308322668,0.06275589019060135,0.15639884769916534,0.04743409901857376,0.033868905156850815,0.008494499139487743,-0.05662180110812187,-0.011838771402835846,-0.007674566935747862,-0.011838771402835846,0.10883814096450806,-0.011838771402835846,0.13409243524074554,-0.011838771402835846,0.9999999403953552,0.053780943155288696,-0.035931192338466644,0.05225222930312157,0.09037221968173981,0.1151854395866394,-0.06257197260856628,-0.03239427134394646,0.15639884769916534,0.061263084411621094,-0.07163430005311966
diverges,0.16678863763809204,0.1575678437948227,0.20373085141181946,0.28587883710861206,0.22067807614803314,0.22355394065380096,-0.0530284158885479,0.12344256788492203,-0.03207879140973091,0.12344256788492203,-0.1252700388431549,0.12344256788492203,0.14470060169696808,0.12344256788492203,-0.06071866676211357,0.23754966259002686,0.2749910056591034,0.20257356762886047,0.21205337345600128,0.1568433940410614,0.2724360227584839,0.20845626294612885,0.20373085141181946,0.228292316198349,0.07215498387813568
(,0.2411840260028839,0.18946456909179688,0.35032153129577637,0.33289089798927307,0.14901426434516907,0.21145714819431305,-0.15974698960781097,0.33777567744255066,0.047953151166439056,0.33777567744255066,-0.10822984576225281,0.33777567744255066,0.09927116334438324,0.33777567744255066,0.05124823376536369,0.18555068969726562,0.2264307141304016,0.22351126372814178,0.35393038392066956,0.286407470703125,0.18648503720760345,0.16158060729503632,0.35032153129577637,0.210494726896286,0.40561532974243164
i.e.,0.012638997286558151,0.06616128236055374,0.04800353944301605,0.0029698489233851433,0.015816839411854744,-0.06501892954111099,-0.01316081266850233,-0.07197113335132599,-0.03629688546061516,-0.07197113335132599,0.10488016903400421,-0.07197113335132599,0.10275482386350632,-0.07197113335132599,0.16239768266677856,-0.039938606321811676,-0.003975445870310068,-0.018583938479423523,0.005189675372093916,0.048235949128866196,0.03490658104419708,-0.12052586674690247,0.04800353944301605,0.06679441034793854,-0.022609230130910873
",",0.3087472915649414,0.19562678039073944,0.4946078956127167,0.4933079481124878,0.2112172544002533,0.24060699343681335,-0.15742997825145721,0.20503701269626617,0.12903504073619843,0.20503701269626617,-0.25569334626197815,0.20503701269626617,0.2762937843799591,0.20503701269626617,0.113417848944664,0.26986414194107056,0.4137537479400635,0.4587128460407257,0.4691906273365021,0.3581022024154663,0.1824384480714798,0.2535701394081116,0.4946078956127167,0.29003697633743286,0.31091248989105225
exceeds,0.1713244616985321,0.23110972344875336,0.26133283972740173,0.24003000557422638,0.2143068015575409,0.14877483248710632,-0.19658516347408295,0.24369505047798157,0.09038304537534714,0.24369505047798157,-0.23764687776565552,0.24369505047798157,0.1726454198360443,0.24369505047798157,-0.1283615380525589,0.21523229777812958,0.29547119140625,0.23741531372070312,0.24482867121696472,0.2179867923259735,0.28874364495277405,0.36414048075675964,0.26133283972740173,0.2746054232120514,0.16955648362636566
any,0.43670421838760376,0.28669270873069763,0.3769088089466095,0.4525727927684784,0.26550617814064026,0.22288885712623596,-0.3230189085006714,0.22073420882225037,0.05260319635272026,0.22073420882225037,-0.4153074324131012,0.22073420882225037,0.1451372355222702,0.22073420882225037,-0.1021013855934143,0.2858492136001587,0.5484943389892578,0.4219859838485718,0.35691767930984497,0.3555181324481964,0.29710763692855835,0.350625604391098,0.3769088089466095,0.23316331207752228,0.4113408327102661
given,0.21883496642112732,0.22250238060951233,0.39388060569763184,0.37508252263069153,0.11040806770324707,0.134169802069664,-0.26032254099845886,0.11862669885158539,0.09410011768341064,0.11862669885158539,-0.2713947594165802,0.11862669885158539,0.06259524077177048,0.11862669885158539,-0.008086358197033405,0.18035092949867249,0.3486595153808594,0.3400375545024872,0.249215230345726,0.25091034173965454,0.24667422473430634,0.24448595941066742,0.39388060569763184,0.1926351934671402,0.2570464313030243
number,0.23046229779720306,0.1682608723640442,0.2778518795967102,0.35145696997642517,0.19709770381450653,0.22466890513896942,-0.20963284373283386,0.32197779417037964,0.061975251883268356,0.32197779417037964,-0.31351402401924133,0.32197779417037964,0.10838735848665237,0.32197779417037964,-0.03239427134394646,0.20492535829544067,0.32951247692108154,0.35469454526901245,0.22390379011631012,0.1875157356262207,0.3786713480949402,1.0,0.2778518795967102,0.42379385232925415,0.19256845116615295
),0.26259949803352356,0.1824800670146942,0.3680361211299896,0.3456730246543884,0.16312848031520844,0.20434704422950745,-0.14927540719509125,0.34662315249443054,0.047952789813280106,0.34662315249443054,-0.1352705955505371,0.34662315249443054,0.09417036920785904,0.34662315249443054,0.059280332177877426,0.2047332376241684,0.23478686809539795,0.24042794108390808,0.37732169032096863,0.2873353958129883,0.18880923092365265,0.19318018853664398,0.3680361211299896,0.20394806563854218,0.42300865054130554
",",0.3087472915649414,0.19562678039073944,0.4946078956127167,0.4933079481124878,0.2112172544002533,0.24060699343681335,-0.15742997825145721,0.20503701269626617,0.12903504073619843,0.20503701269626617,-0.25569334626197815,0.20503701269626617,0.2762937843799591,0.20503701269626617,0.113417848944664,0.26986414194107056,0.4137537479400635,0.4587128460407257,0.4691906273365021,0.3581022024154663,0.1824384480714798,0.2535701394081116,0.4946078956127167,0.29003697633743286,0.31091248989105225
so,0.539469838142395,0.22522614896297455,0.3184450566768646,0.4296516180038452,0.2314002364873886,0.24501444399356842,-0.29946398735046387,0.2516125738620758,0.04072337597608566,0.2516125738620758,-0.41927966475486755,0.2516125738620758,0.10641055554151535,0.2516125738620758,-0.1131882295012474,0.35626304149627686,0.6779842376708984,0.493061363697052,0.3153412640094757,0.30126363039016724,0.334681898355484,0.35565751791000366,0.3184450566768646,0.311833918094635,0.43163934350013733
there,0.35085538029670715,0.1661401093006134,0.44397735595703125,0.47025805711746216,0.1885392963886261,0.18933546543121338,-0.1391316056251526,0.14018438756465912,-0.0010888752294704318,0.14018438756465912,-0.3994782567024231,0.14018438756465912,0.22791996598243713,0.14018438756465912,0.05225222930312157,0.32238978147506714,0.6006520986557007,1.0,0.3904260993003845,0.22476400434970856,0.2816348969936371,0.35469454526901245,0.44397735595703125,0.2533605694770813,0.29405656456947327
must,0.30362528562545776,0.2774119973182678,0.24322323501110077,0.2713140547275543,0.20495392382144928,0.20671725273132324,-0.2533520460128784,0.1660509705543518,0.04987003281712532,0.1660509705543518,-0.29288676381111145,0.1660509705543518,0.0530351847410202,0.1660509705543518,-0.0544506274163723,0.19195055961608887,0.42000943422317505,0.2637070417404175,0.3093329071998596,0.2022276371717453,0.2402915358543396,0.30579131841659546,0.24322323501110077,0.22077634930610657,0.23707495629787445
be,0.3929833769798279,0.2193349301815033,0.33904364705085754,0.4248143136501312,0.24430030584335327,0.21031107008457184,-0.2923636734485626,0.1886403113603592,0.047844305634498596,0.1886403113603592,-0.3544491231441498,0.1886403113603592,0.137772798538208,0.1886403113603592,-0.07588905096054077,0.24676766991615295,0.6036020517349243,0.41019052267074585,0.4819129705429077,0.33041056990623474,0.255769819021225,0.28840136528015137,0.33904364705085754,0.24869440495967865,0.3324260413646698
infinitely,0.3249160349369049,0.17639541625976562,0.22627422213554382,0.22954502701759338,0.2827182114124298,0.26999279856681824,-0.1723308563232422,0.2977745831012726,0.018713761121034622,0.2977745831012726,-0.21312832832336426,0.2977745831012726,0.15475605428218842,0.2977745831012726,-0.09143906831741333,0.26347729563713074,0.41766390204429626,0.3415220081806183,0.21537445485591888,0.24834123253822327,0.8680528402328491,0.3878130316734314,0.22627422213554382,0.38976576924324036,0.3284112513065338
many,0.36131182312965393,0.16241537034511566,0.37253960967063904,0.4335206151008606,0.1591663956642151,0.2703429162502289,-0.19133886694908142,0.18229644000530243,0.05219610035419464,0.18229644000530243,-0.3880417048931122,0.18229644000530243,0.23181378841400146,0.18229644000530243,0.03739563375711441,0.381895512342453,0.5391656160354614,0.4993700683116913,0.2649032473564148,0.2465583086013794,0.19729553163051605,0.41408368945121765,0.37253960967063904,0.2377949059009552,0.2124512493610382
primes,0.2505246102809906,0.16263626515865326,0.22199293971061707,0.22359657287597656,0.29255205392837524,0.2462991327047348,-0.25417813658714294,0.21849572658538818,-0.07036358118057251,0.21849572658538818,-0.08276064693927765,0.21849572658538818,0.04446592554450035,0.21849572658538818,0.061263084411621094,0.23914949595928192,0.30276167392730713,0.2533605694770813,0.2382466346025467,0.12952178716659546,0.43643665313720703,0.42379385232925415,0.22199293971061707,1.0,0.18851876258850098
.,0.3567904531955719,0.22922755777835846,0.5352458953857422,0.5934505462646484,0.23026368021965027,0.3121925890445709,-0.15870751440525055,0.2855761647224426,0.18857021629810333,0.2855761647224426,-0.3759233057498932,0.2855761647224426,0.2571229040622711,0.2855761647224426,0.07683825492858887,0.2639692425727844,0.4460422694683075,0.43897318840026855,0.4569662809371948,0.3581749200820923,0.14890168607234955,0.3256329298019409,0.5352458953857422,0.2564551830291748,0.4130953550338745
