,what,is,one,issue,that,adds,to,the,complexity,of,a,pharmacist,'s,job,?
regimens,0.1479095071554184,0.13657279312610626,0.23742449283599854,0.1376998871564865,0.12437364459037781,0.13094033300876617,0.2500956952571869,0.264519065618515,0.1653652787208557,0.2757430672645569,0.1796991378068924,0.20447081327438354,0.011048264801502228,0.15526282787322998,0.11638890951871872
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.22797159850597382,0.4137537479400635,0.24440766870975494,0.44245919585227966,0.4933079481124878,0.27822354435920715,0.4946078956127167,0.427140474319458,0.2383713573217392,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
safety,0.1898718774318695,0.15942081809043884,0.17902693152427673,0.1469091922044754,0.2526600956916809,0.12091758102178574,0.254177987575531,0.25972458720207214,0.2584812641143799,0.18446403741836548,0.18158207833766937,0.15417225658893585,-0.06913796067237854,0.18314646184444427,0.1443338692188263
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.2598971724510193,0.41498205065727234,0.22539566457271576,0.41548454761505127,0.733189046382904,0.23338180780410767,1.0,0.5052502155303955,0.18185114860534668,-0.03817026689648628,0.2253132164478302,0.1826142966747284
medications,0.2549620568752289,0.23351168632507324,0.22531351447105408,0.19415903091430664,0.31296592950820923,0.18915818631649017,0.2922739088535309,0.23477277159690857,0.30892837047576904,0.25834259390830994,0.2712159752845764,0.40428659319877625,-0.08309099823236465,0.25968310236930847,0.22114922106266022
(,0.2411840260028839,0.35393038392066956,0.2922096848487854,0.224112868309021,0.2264307141304016,0.2526070773601532,0.30882009863853455,0.33289089798927307,0.19830146431922913,0.35032153129577637,0.3206180930137634,0.20407681167125702,0.0012731997994706035,0.17151835560798645,0.40561532974243164
i.e.,0.012638997286558151,0.005189675372093916,-0.057222120463848114,-0.006231683772057295,-0.003975445870310068,-0.04412302374839783,-0.003404579358175397,0.0029698489233851433,0.09953620284795761,0.04800353944301605,0.03616265580058098,0.11373836547136307,0.027964601293206215,0.05103279650211334,-0.022609230130910873
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.22797159850597382,0.4137537479400635,0.24440766870975494,0.44245919585227966,0.4933079481124878,0.27822354435920715,0.4946078956127167,0.427140474319458,0.2383713573217392,-0.0016132977325469255,0.27190712094306946,0.31091248989105225
drug,0.21731828153133392,0.1868302971124649,0.20437638461589813,0.15580719709396362,0.24784554541110992,0.12071845680475235,0.2615036964416504,0.22177673876285553,0.24377071857452393,0.19976560771465302,0.22027458250522614,0.4047740399837494,-0.037688665091991425,0.16963982582092285,0.12584024667739868
interactions,0.32324331998825073,0.2037913054227829,0.27916666865348816,0.257874459028244,0.3068453073501587,0.16812631487846375,0.24682006239891052,0.24155202507972717,0.38755112886428833,0.24081720411777496,0.2656041085720062,0.15977804362773895,0.01009718980640173,0.1472356915473938,0.21664206683635712
),0.26259949803352356,0.37732169032096863,0.31658053398132324,0.22749292850494385,0.23478686809539795,0.2224748134613037,0.31236231327056885,0.3456730246543884,0.21122688055038452,0.3680361211299896,0.3640355169773102,0.200924351811409,0.021107977256178856,0.20149677991867065,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.19899961352348328,0.4731321930885315,0.2787550389766693,0.48971283435821533,0.5171257257461548,0.2520415782928467,0.5116966962814331,0.3739250600337982,0.24346593022346497,0.06895173341035843,0.2592610716819763,0.20544172823429108
patient,0.3135989308357239,0.23460286855697632,0.22894591093063354,0.14299026131629944,0.2760578989982605,0.12133658677339554,0.2912805676460266,0.2195289433002472,0.2632181644439697,0.1500403732061386,0.2571181356906891,0.3383829593658447,-0.07155405730009079,0.2963627576828003,0.24355199933052063
compliance,0.3284386098384857,0.1708044409751892,0.20556214451789856,0.27729299664497375,0.32175230979919434,0.2226046472787857,0.3058551251888275,0.17314516007900238,0.49897435307502747,0.19999153912067413,0.20111073553562164,0.2633100152015686,-0.024346815422177315,0.2650357782840729,0.2679688334465027
issues,0.33279702067375183,0.17773117125034332,0.23093721270561218,0.6831886172294617,0.326042115688324,0.22896714508533478,0.27458062767982483,0.2638932764530182,0.424216628074646,0.2288406491279602,0.24391965568065643,0.10679415613412857,-0.05637482926249504,0.2953621447086334,0.320565789937973
(,0.2411840260028839,0.35393038392066956,0.2922096848487854,0.224112868309021,0.2264307141304016,0.2526070773601532,0.30882009863853455,0.33289089798927307,0.19830146431922913,0.35032153129577637,0.3206180930137634,0.20407681167125702,0.0012731997994706035,0.17151835560798645,0.40561532974243164
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.1525554060935974,0.435920387506485,0.20644095540046692,0.45010748505592346,0.6662389636039734,0.20012179017066956,0.5696388483047485,0.539380669593811,0.2133195549249649,-0.037580832839012146,0.2114088088274002,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.22164808213710785,0.5473989248275757,0.2595624327659607,0.535392165184021,1.0,0.21171598136425018,0.733189046382904,0.5829201340675354,0.18885643780231476,-0.01540423184633255,0.24242734909057617,0.22068053483963013
hospital,0.14525319635868073,0.18439237773418427,0.15617427229881287,0.08045370876789093,0.13895630836486816,-0.0021817246451973915,0.22196340560913086,0.17318566143512726,0.1266128569841385,0.20629651844501495,0.23276586830615997,0.314403235912323,-0.08554291725158691,0.23951685428619385,0.12508831918239594
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.19899961352348328,0.4731321930885315,0.2787550389766693,0.48971283435821533,0.5171257257461548,0.2520415782928467,0.5116966962814331,0.3739250600337982,0.24346593022346497,0.06895173341035843,0.2592610716819763,0.20544172823429108
at,0.2838611304759979,0.25906258821487427,0.32580816745758057,0.2206503450870514,0.3183255195617676,0.13584251701831818,0.36524343490600586,0.457212895154953,0.1850496530532837,0.42558613419532776,0.3095070421695709,0.18803271651268005,-0.08481216430664062,0.249663844704628,0.21978627145290375
home,0.1608789712190628,0.22316986322402954,0.2382688969373703,0.05236271023750305,0.20047733187675476,0.11042618751525879,0.31056779623031616,0.28978195786476135,0.0670073851943016,0.24402645230293274,0.26260659098625183,0.21841250360012054,0.07170099765062332,0.22403748333454132,0.0757145956158638
),0.26259949803352356,0.37732169032096863,0.31658053398132324,0.22749292850494385,0.23478686809539795,0.2224748134613037,0.31236231327056885,0.3456730246543884,0.21122688055038452,0.3680361211299896,0.3640355169773102,0.200924351811409,0.021107977256178856,0.20149677991867065,0.42300865054130554
many,0.36131182312965393,0.2649032473564148,0.4223630726337433,0.1567942053079605,0.5391656160354614,0.17572198808193207,0.40243685245513916,0.4335206151008606,0.2883065640926361,0.37253960967063904,0.2872205972671509,0.1816747486591339,0.01698932610452175,0.25484973192214966,0.2124512493610382
pharmacists,0.28274545073509216,0.20884303748607635,0.2743198871612549,0.14902040362358093,0.3158316910266876,0.08464141190052032,0.24341562390327454,0.24311043322086334,0.2204584926366806,0.20506609976291656,0.25803542137145996,0.8848034143447876,0.02492010034620762,0.22212235629558563,0.1797308325767517
practicing,0.2505544424057007,0.15938493609428406,0.22121189534664154,0.18366336822509766,0.28319051861763,0.08531050384044647,0.2382918745279312,0.23428450524806976,0.19873777031898499,0.20091263949871063,0.2304443120956421,0.27440157532691956,0.08776173740625381,0.23132775723934174,0.11803067475557327
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.1525554060935974,0.435920387506485,0.20644095540046692,0.45010748505592346,0.6662389636039734,0.20012179017066956,0.5696388483047485,0.539380669593811,0.2133195549249649,-0.037580832839012146,0.2114088088274002,0.20430970191955566
hospitals,0.17187856137752533,0.17465364933013916,0.23054330050945282,0.04883957281708717,0.21854013204574585,0.07284937053918839,0.28660908341407776,0.21814650297164917,0.15380360186100006,0.2402491718530655,0.19866707921028137,0.3085179030895233,-0.05110330134630203,0.2500976026058197,0.10646984726190567
gain,0.27609169483184814,0.15809303522109985,0.24323424696922302,0.188775435090065,0.24831576645374298,0.19393034279346466,0.3898973762989044,0.2682225704193115,0.24908803403377533,0.27324017882347107,0.26759546995162964,0.15282106399536133,0.05691658332943916,0.19955851137638092,0.1417919248342514
more,0.3484537899494171,0.2946030795574188,0.42017561197280884,0.21291480958461761,0.4813884496688843,0.29209962487220764,0.47084665298461914,0.39758381247520447,0.3485100567340851,0.30478984117507935,0.3452818691730499,0.10532047599554062,0.032942235469818115,0.2203928828239441,0.27894994616508484
education,0.19940856099128723,0.18778188526630402,0.1546267718076706,0.16180190443992615,0.1599552482366562,0.10131024569272995,0.2626708149909973,0.23982903361320496,0.282193660736084,0.3015166223049164,0.21779850125312805,0.2565063238143921,0.0036171283572912216,0.3176949918270111,0.18067774176597595
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.19899961352348328,0.4731321930885315,0.2787550389766693,0.48971283435821533,0.5171257257461548,0.2520415782928467,0.5116966962814331,0.3739250600337982,0.24346593022346497,0.06895173341035843,0.2592610716819763,0.20544172823429108
training,0.19520394504070282,0.16467677056789398,0.20162120461463928,0.06213231012225151,0.21447992324829102,0.10621616989374161,0.2564074397087097,0.22380973398685455,0.2082304060459137,0.20511698722839355,0.28101474046707153,0.222176194190979,-0.006373571697622538,0.4056953191757202,0.14311334490776062
after,0.21973377466201782,0.2835143506526947,0.3593756854534149,0.15269456803798676,0.373811811208725,0.1631719172000885,0.37890323996543884,0.4565047025680542,0.11178647726774216,0.3867455720901489,0.3831600844860077,0.18162953853607178,-0.055672239512205124,0.22702893614768982,0.16608688235282898
pharmacy,0.21638189256191254,0.16101746261119843,0.2011832892894745,0.1373409479856491,0.2027333825826645,0.10879494994878769,0.1824638396501541,0.1938311904668808,0.20098595321178436,0.18226979672908783,0.21975059807300568,0.8203567266464233,0.026494290679693222,0.24087956547737122,0.1355620175600052
school,0.18774057924747467,0.19488026201725006,0.20067162811756134,0.1169874370098114,0.2190830111503601,0.08427123725414276,0.24496325850486755,0.22953221201896667,0.16266414523124695,0.2391800880432129,0.2245093584060669,0.25250375270843506,-0.017113132402300835,0.25652357935905457,0.15091250836849213
through,0.23167094588279724,0.27805060148239136,0.252647340297699,0.19360294938087463,0.3152649402618408,0.1594599336385727,0.4062686562538147,0.44071322679519653,0.1465837061405182,0.3647414743900299,0.3399752974510193,0.07434776425361633,-0.020649312064051628,0.1821233481168747,0.16913433372974396
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.24249422550201416,0.47537946701049805,0.27138155698776245,0.45503583550453186,0.5829201340675354,0.27206721901893616,0.5052502155303955,1.0,0.24351514875888824,0.04866964742541313,0.2834402620792389,0.23916715383529663
pharmacy,0.21638189256191254,0.16101746261119843,0.2011832892894745,0.1373409479856491,0.2027333825826645,0.10879494994878769,0.1824638396501541,0.1938311904668808,0.20098595321178436,0.18226979672908783,0.21975059807300568,0.8203567266464233,0.026494290679693222,0.24087956547737122,0.1355620175600052
practice,0.2749895751476288,0.21584326028823853,0.24422010779380798,0.217082679271698,0.3368259370326996,0.11823517829179764,0.289366751909256,0.27333036065101624,0.28795188665390015,0.2597380578517914,0.27658340334892273,0.20941732823848724,0.06984969228506088,0.23035041987895966,0.21386858820915222
residency,0.20547759532928467,0.18505820631980896,0.15882720053195953,0.21842104196548462,0.14744000136852264,0.03291148319840431,0.2516118884086609,0.24072855710983276,0.16455988585948944,0.27081403136253357,0.200607568025589,0.23332813382148743,-0.04124865680932999,0.22016042470932007,0.07065165787935257
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.19899961352348328,0.4731321930885315,0.2787550389766693,0.48971283435821533,0.5171257257461548,0.2520415782928467,0.5116966962814331,0.3739250600337982,0.24346593022346497,0.06895173341035843,0.2592610716819763,0.20544172823429108
sometimes,0.34229418635368347,0.3757973313331604,0.3097780644893646,0.1223280131816864,0.3928869664669037,0.2379409372806549,0.4055429697036743,0.35816407203674316,0.1995103657245636,0.296434611082077,0.3788676857948303,0.15949687361717224,0.018931861966848373,0.21638159453868866,0.1751544177532196
followed,0.20169416069984436,0.19759002327919006,0.2705651819705963,0.15292951464653015,0.27784204483032227,0.13762591779232025,0.23444271087646484,0.3567860722541809,0.14947889745235443,0.3060508966445923,0.2840714454650879,0.1819397360086441,-0.0014459885424003005,0.010016996413469315,0.20567169785499573
by,0.2455483376979828,0.3899846076965332,0.29445651173591614,0.17309652268886566,0.37496164441108704,0.16901586949825287,0.33534231781959534,0.4408751428127289,0.17643122375011444,0.3646814823150635,0.32094135880470276,0.19465535879135132,-0.010884488001465797,0.1799783706665039,0.17966607213020325
another,0.4190070629119873,0.41278526186943054,0.5444791913032532,0.15513937175273895,0.5273378491401672,0.23659735918045044,0.48769932985305786,0.5019711852073669,0.25139909982681274,0.38147079944610596,0.6191956996917725,0.18463289737701416,0.026405371725559235,0.2539960741996765,0.295511931180954
residency,0.20547759532928467,0.18505820631980896,0.15882720053195953,0.21842104196548462,0.14744000136852264,0.03291148319840431,0.2516118884086609,0.24072855710983276,0.16455988585948944,0.27081403136253357,0.200607568025589,0.23332813382148743,-0.04124865680932999,0.22016042470932007,0.07065165787935257
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.1525554060935974,0.435920387506485,0.20644095540046692,0.45010748505592346,0.6662389636039734,0.20012179017066956,0.5696388483047485,0.539380669593811,0.2133195549249649,-0.037580832839012146,0.2114088088274002,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.24249422550201416,0.47537946701049805,0.27138155698776245,0.45503583550453186,0.5829201340675354,0.27206721901893616,0.5052502155303955,1.0,0.24351514875888824,0.04866964742541313,0.2834402620792389,0.23916715383529663
specific,0.37695175409317017,0.27748769521713257,0.30612727999687195,0.20615947246551514,0.38467007875442505,0.3817332088947296,0.3962339460849762,0.3501757085323334,0.46581771969795227,0.2744234502315521,0.3531852960586548,0.20376618206501007,-0.007234338205307722,0.16218674182891846,0.30923372507095337
area,0.21965408325195312,0.29283958673477173,0.22590439021587372,0.24274462461471558,0.2566552460193634,0.08687857538461685,0.2797197997570038,0.37834644317626953,0.19942085444927216,0.3409860134124756,0.2782127559185028,0.1603350043296814,-0.002423585159704089,0.1486692577600479,0.12640461325645447
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.2539304792881012,0.4460422694683075,0.23218919336795807,0.4645031690597534,0.5934505462646484,0.21340465545654297,0.5352458953857422,0.50484299659729,0.2583400309085846,-0.003708066651597619,0.2807863652706146,0.4130953550338745
