,what,is,the,second,busiest,airport,in,the,united,states,?
the,0.42745697498321533,0.5823672413825989,1.0,0.4620301127433777,0.30110985040664673,0.2293178290128708,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.2878473997116089,0.33785855770111084,0.25466209650039673,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.24110113084316254,0.2944924831390381,0.20607154071331024,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.16272737085819244
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.2977677285671234,0.16051147878170013,0.1477898210287094,0.370934396982193,0.4408751428127289,0.23958808183670044,0.23827408254146576,0.17966607213020325
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.21865126490592957,0.5038601160049438,0.49021145701408386,0.22410228848457336,0.22676396369934082,0.20261330902576447,0.18545706570148468,0.13056927919387817
volume,0.18066860735416412,0.20146408677101135,0.2396446168422699,0.22527475655078888,0.16659106314182281,0.06744072586297989,0.19778774678707123,0.2396446168422699,0.09490363299846649,0.09609867632389069,0.1651400327682495
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.27435752749443054,0.16551408171653748,0.1530347615480423,0.3087427020072937,0.33289089798927307,0.21098394691944122,0.21393048763275146,0.40561532974243164
see,0.44941186904907227,0.30759111046791077,0.3770301640033722,0.2292553186416626,0.22207392752170563,0.16312170028686523,0.2973747253417969,0.3770301640033722,0.16392365097999573,0.18436387181282043,0.42005208134651184
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.31760838627815247,0.3097776174545288,0.12566566467285156,0.3038199245929718,0.33604270219802856,0.3110230267047882,0.2862738072872162,0.17579582333564758
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,-0.060212843120098114,0.006174842361360788,-0.04957332834601402,-0.037580832839012146,-0.01540423184633255,-0.03853745758533478,-0.004298824816942215,-0.023395681753754616
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.3234676420688629,1.0000001192092896,0.5352697968482971,0.29075419902801514,0.30110985040664673,0.33785855770111084,0.2944924831390381,0.15537287294864655
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.17087337374687195,0.5866501927375793,0.8551590442657471,0.28724297881126404,0.297902911901474,0.36963844299316406,0.33387258648872375,0.14285726845264435
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.2977677285671234,0.16051147878170013,0.1477898210287094,0.370934396982193,0.4408751428127289,0.23958808183670044,0.23827408254146576,0.17966607213020325
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.21865126490592957,0.5038601160049438,0.49021145701408386,0.22410228848457336,0.22676396369934082,0.20261330902576447,0.18545706570148468,0.13056927919387817
traffic,0.145517036318779,0.23107631504535675,0.2208961844444275,0.0902165099978447,0.43630659580230713,0.4167071282863617,0.16985389590263367,0.2208961844444275,0.16711322963237762,0.1715986728668213,0.19721992313861847
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.29819294810295105,0.17511434853076935,0.1706002801656723,0.3326910734176636,0.3456730246543884,0.20623768866062164,0.2059156745672226,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2743909955024719,0.21225601434707642,0.1870041936635971,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.4620301127433777,0.30110985040664673,0.2293178290128708,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
third,0.2033906877040863,0.31551501154899597,0.4229298532009125,0.8191088438034058,0.3105515241622925,0.1335296779870987,0.3309578001499176,0.4229298532009125,0.2602181136608124,0.21343602240085602,0.15394791960716248
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.2977677285671234,0.16051147878170013,0.1477898210287094,0.370934396982193,0.4408751428127289,0.23958808183670044,0.23827408254146576,0.17966607213020325
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.15938922762870789,0.361261785030365,0.5339593887329102,0.26377472281455994,0.23719607293605804,0.2979122996330261,0.26907017827033997,0.15335838496685028
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.21865126490592957,0.5038601160049438,0.49021145701408386,0.22410228848457336,0.22676396369934082,0.20261330902576447,0.18545706570148468,0.13056927919387817
volume,0.18066860735416412,0.20146408677101135,0.2396446168422699,0.22527475655078888,0.16659106314182281,0.06744072586297989,0.19778774678707123,0.2396446168422699,0.09490363299846649,0.09609867632389069,0.1651400327682495
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.27435752749443054,0.16551408171653748,0.1530347615480423,0.3087427020072937,0.33289089798927307,0.21098394691944122,0.21393048763275146,0.40561532974243164
see,0.44941186904907227,0.30759111046791077,0.3770301640033722,0.2292553186416626,0.22207392752170563,0.16312170028686523,0.2973747253417969,0.3770301640033722,0.16392365097999573,0.18436387181282043,0.42005208134651184
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.3234676420688629,1.0000001192092896,0.5352697968482971,0.29075419902801514,0.30110985040664673,0.33785855770111084,0.2944924831390381,0.15537287294864655
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.17087337374687195,0.5866501927375793,0.8551590442657471,0.28724297881126404,0.297902911901474,0.36963844299316406,0.33387258648872375,0.14285726845264435
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.34510284662246704,0.29075419902801514,0.2244764268398285,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.4620301127433777,0.30110985040664673,0.2293178290128708,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.2878473997116089,0.33785855770111084,0.25466209650039673,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.24110113084316254,0.2944924831390381,0.20607154071331024,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.16272737085819244
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.2977677285671234,0.16051147878170013,0.1477898210287094,0.370934396982193,0.4408751428127289,0.23958808183670044,0.23827408254146576,0.17966607213020325
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.15938922762870789,0.361261785030365,0.5339593887329102,0.26377472281455994,0.23719607293605804,0.2979122996330261,0.26907017827033997,0.15335838496685028
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.21865126490592957,0.5038601160049438,0.49021145701408386,0.22410228848457336,0.22676396369934082,0.20261330902576447,0.18545706570148468,0.13056927919387817
traffic,0.145517036318779,0.23107631504535675,0.2208961844444275,0.0902165099978447,0.43630659580230713,0.4167071282863617,0.16985389590263367,0.2208961844444275,0.16711322963237762,0.1715986728668213,0.19721992313861847
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.29819294810295105,0.17511434853076935,0.1706002801656723,0.3326910734176636,0.3456730246543884,0.20623768866062164,0.2059156745672226,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.037661533802747726,0.18399204313755035,0.02678789384663105,0.092739537358284,0.09152708947658539,0.03651554137468338,0.03983156383037567,0.10349778085947037
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14524942636489868,0.20352785289287567,0.21227765083312988,0.2617562413215637,0.2858080565929413,0.22077731788158417,0.2095007300376892,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.05455264821648598,0.16080978512763977,0.22032442688941956,0.2255222201347351,0.20885010063648224,0.22123965620994568,0.21433125436306,0.11438121646642685
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.15938922762870789,0.361261785030365,0.5339593887329102,0.26377472281455994,0.23719607293605804,0.2979122996330261,0.26907017827033997,0.15335838496685028
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.17293816804885864,0.5352697968482971,0.9999998807907104,0.2244764268398285,0.2293178290128708,0.25466209650039673,0.20607154071331024,0.13105051219463348
the,0.42745697498321533,0.5823672413825989,1.0,0.4620301127433777,0.30110985040664673,0.2293178290128708,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.3234676420688629,1.0000001192092896,0.5352697968482971,0.29075419902801514,0.30110985040664673,0.33785855770111084,0.2944924831390381,0.15537287294864655
single,0.24458327889442444,0.27151715755462646,0.29338565468788147,0.3141213655471802,0.3078021705150604,0.09284281730651855,0.23017926514148712,0.29338565468788147,0.17983153462409973,0.1445075273513794,0.2151121199131012
runway,0.146897092461586,0.16376128792762756,0.20204009115695953,0.17258797585964203,0.3921981155872345,0.6041969656944275,0.20606689155101776,0.20204009115695953,0.12442893534898758,0.13518376648426056,0.10900069773197174
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.17293816804885864,0.5352697968482971,0.9999998807907104,0.2244764268398285,0.2293178290128708,0.25466209650039673,0.20607154071331024,0.13105051219463348
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.34510284662246704,0.29075419902801514,0.2244764268398285,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.4620301127433777,0.30110985040664673,0.2293178290128708,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.31760838627815247,0.3097776174545288,0.12566566467285156,0.3038199245929718,0.33604270219802856,0.3110230267047882,0.2862738072872162,0.17579582333564758
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.037661533802747726,0.18399204313755035,0.02678789384663105,0.092739537358284,0.09152708947658539,0.03651554137468338,0.03983156383037567,0.10349778085947037
van,0.1477201133966446,0.13741689920425415,0.13541297614574432,0.15990214049816132,0.13809889554977417,0.0892050713300705,0.19506873190402985,0.13541297614574432,0.13949249684810638,0.14720803499221802,0.15528257191181183
nuys,0.2026393711566925,0.2384500801563263,0.28316059708595276,0.1567658632993698,0.2490479201078415,0.2530364692211151,0.382490336894989,0.28316059708595276,0.3126206398010254,0.2995307147502899,0.20751376450061798
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.17293816804885864,0.5352697968482971,0.9999998807907104,0.2244764268398285,0.2293178290128708,0.25466209650039673,0.20607154071331024,0.13105051219463348
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29927265644073486,0.26035505533218384,0.2669869363307953,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.4620301127433777,0.30110985040664673,0.2293178290128708,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.31760838627815247,0.3097776174545288,0.12566566467285156,0.3038199245929718,0.33604270219802856,0.3110230267047882,0.2862738072872162,0.17579582333564758
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,-0.060212843120098114,0.006174842361360788,-0.04957332834601402,-0.037580832839012146,-0.01540423184633255,-0.03853745758533478,-0.004298824816942215,-0.023395681753754616
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.3234676420688629,1.0000001192092896,0.5352697968482971,0.29075419902801514,0.30110985040664673,0.33785855770111084,0.2944924831390381,0.15537287294864655
general,0.24928055703639984,0.20144300162792206,0.28634732961654663,0.18971942365169525,0.18606281280517578,0.1885322779417038,0.259066641330719,0.28634732961654663,0.2596476078033447,0.2560601532459259,0.1972234547138214
aviation,0.1700924187898636,0.15025636553764343,0.2703816592693329,0.10437315702438354,0.3498811721801758,0.3925395607948303,0.2580392062664032,0.2703816592693329,0.29017433524131775,0.2738320827484131,0.1517462134361267
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.17293816804885864,0.5352697968482971,0.9999998807907104,0.2244764268398285,0.2293178290128708,0.25466209650039673,0.20607154071331024,0.13105051219463348
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.037661533802747726,0.18399204313755035,0.02678789384663105,0.092739537358284,0.09152708947658539,0.03651554137468338,0.03983156383037567,0.10349778085947037
major,0.21026742458343506,0.19079607725143433,0.31775903701782227,0.25271502137184143,0.29682546854019165,0.18133412301540375,0.3249945342540741,0.31775903701782227,0.24764922261238098,0.20306000113487244,0.19788557291030884
commercial,0.12070754915475845,0.2402932196855545,0.23051398992538452,0.1627141386270523,0.3346411883831024,0.26055827736854553,0.2615188956260681,0.23051398992538452,0.2950090765953064,0.29620620608329773,0.04216946288943291
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.17087337374687195,0.5866501927375793,0.8551590442657471,0.28724297881126404,0.297902911901474,0.36963844299316406,0.33387258648872375,0.14285726845264435
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.23742634057998657,0.21847222745418549,0.198924258351326,0.4374977946281433,0.457212895154953,0.2064037322998047,0.19903600215911865,0.21978627145290375
orange,0.18341036140918732,0.20677390694618225,0.20814983546733856,0.16067206859588623,0.09379705786705017,0.08654705435037613,0.20098833739757538,0.20814983546733856,0.2384549081325531,0.20921820402145386,0.1066059097647667
county,0.16114220023155212,0.19461438059806824,0.21715226769447327,0.1625100076198578,0.29379546642303467,0.28933992981910706,0.31363439559936523,0.21715226769447327,0.34089362621307373,0.348297119140625,0.07680056244134903
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29927265644073486,0.26035505533218384,0.2669869363307953,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
bakersfield,0.1487322598695755,0.19348205626010895,0.25596779584884644,0.20358997583389282,0.33615702390670776,0.3182016611099243,0.30744487047195435,0.25596779584884644,0.3921547532081604,0.3133253753185272,0.14907705783843994
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29927265644073486,0.26035505533218384,0.2669869363307953,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
ontario,0.20325867831707,0.19484345614910126,0.23064923286437988,0.19415704905986786,0.22298453748226166,0.13860999047756195,0.2492024004459381,0.23064923286437988,0.2948932349681854,0.29346001148223877,0.1380562037229538
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29927265644073486,0.26035505533218384,0.2669869363307953,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
burbank,0.18978667259216309,0.14307169616222382,0.2321508675813675,0.09763957560062408,0.21829162538051605,0.2372087985277176,0.2700030505657196,0.2321508675813675,0.3132205605506897,0.3159655034542084,0.17736202478408813
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2743909955024719,0.21225601434707642,0.1870041936635971,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
long,0.28276848793029785,0.28473302721977234,0.3075225353240967,0.25551390647888184,0.23028242588043213,0.176585391163826,0.2759332060813904,0.3075225353240967,0.16049887239933014,0.16989293694496155,0.19699987769126892
beach,0.15818452835083008,0.19757364690303802,0.20261730253696442,0.18006375432014465,0.31213900446891785,0.23925402760505676,0.24073414504528046,0.20261730253696442,0.23925600945949554,0.25583845376968384,0.16120761632919312
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.037661533802747726,0.18399204313755035,0.02678789384663105,0.092739537358284,0.09152708947658539,0.03651554137468338,0.03983156383037567,0.10349778085947037
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2743909955024719,0.21225601434707642,0.1870041936635971,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
numerous,0.1867249608039856,0.14785398542881012,0.3353725075721741,0.0716218650341034,0.11152923107147217,0.08939657360315323,0.30740252137184143,0.3353725075721741,0.17011624574661255,0.20599603652954102,0.0875130444765091
smaller,0.23730900883674622,0.22372925281524658,0.3588939607143402,0.20882144570350647,0.22528786957263947,0.16258567571640015,0.2774786055088043,0.3588939607143402,0.1819661259651184,0.15651839971542358,0.17881669104099274
commercial,0.12070754915475845,0.2402932196855545,0.23051398992538452,0.1627141386270523,0.3346411883831024,0.26055827736854553,0.2615188956260681,0.23051398992538452,0.2950090765953064,0.29620620608329773,0.04216946288943291
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2743909955024719,0.21225601434707642,0.1870041936635971,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
general,0.24928055703639984,0.20144300162792206,0.28634732961654663,0.18971942365169525,0.18606281280517578,0.1885322779417038,0.259066641330719,0.28634732961654663,0.2596476078033447,0.2560601532459259,0.1972234547138214
aviation,0.1700924187898636,0.15025636553764343,0.2703816592693329,0.10437315702438354,0.3498811721801758,0.3925395607948303,0.2580392062664032,0.2703816592693329,0.29017433524131775,0.2738320827484131,0.1517462134361267
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.17087337374687195,0.5866501927375793,0.8551590442657471,0.28724297881126404,0.297902911901474,0.36963844299316406,0.33387258648872375,0.14285726845264435
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.346034437417984,0.21745024621486664,0.2181699424982071,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
