,who,was,the,chief,executive,officer,when,the,service,began,?
sam,0.23354031145572662,0.17942745983600616,0.22064465284347534,0.1383010447025299,0.1668861359357834,0.14860676229000092,0.16429278254508972,0.22064465284347534,0.11246652901172638,0.2042311131954193,0.15053415298461914
chisholm,0.2954765558242798,0.29563626646995544,0.25617584586143494,0.29832422733306885,0.2438671737909317,0.2430656999349594,0.17912156879901886,0.25617584586143494,0.1682097315788269,0.14777766168117523,0.2112264335155487
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.21687087416648865,0.25701579451560974,0.22929392755031586,0.4716290831565857,0.5171257257461548,0.24532052874565125,0.3021392226219177,0.20544172823429108
rupert,0.29751482605934143,0.26447275280952454,0.25805336236953735,0.30396419763565063,0.23209026455879211,0.2544739544391632,0.1964832991361618,0.25805336236953735,0.13287799060344696,0.17243368923664093,0.17640139162540436
murdoch,0.21420621871948242,0.1715320646762848,0.22820736467838287,0.2532200217247009,0.2767162621021271,0.23666715621948242,0.19499698281288147,0.22820736467838287,0.1185532882809639,0.18334171175956726,0.16643552482128143
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.22851578891277313,0.27674952149391174,0.2703348398208618,0.36674630641937256,0.4933079481124878,0.2389259785413742,0.2705576717853546,0.31091248989105225
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.26361605525016785,0.23221425712108612,0.23883900046348572,0.3757161796092987,0.733189046382904,0.18425606191158295,0.2330763041973114,0.1826142966747284
converting,0.11134614795446396,0.1205858513712883,0.2683429718017578,0.11446254700422287,0.11471729725599289,0.09687100350856781,0.28727659583091736,0.2683429718017578,0.21587443351745605,0.1385646015405655,0.23131810128688812
the,0.3733934462070465,0.48711544275283813,1.0,0.2586921751499176,0.2402946650981903,0.25777485966682434,0.5091903209686279,1.0,0.22661015391349792,0.3059147596359253,0.22068053483963013
company,0.2383776307106018,0.2293137013912201,0.26591673493385315,0.19783814251422882,0.3044516146183014,0.30657002329826355,0.2219121903181076,0.26591673493385315,0.265422523021698,0.22281962633132935,0.12195809185504913
business,0.25227707624435425,0.21382471919059753,0.2389037162065506,0.13597485423088074,0.39040833711624146,0.32329538464546204,0.22256146371364594,0.2389037162065506,0.3066934645175934,0.2532166540622711,0.1545659303665161
strategy,0.1592911034822464,0.20435167849063873,0.2895500361919403,0.21046406030654907,0.2540035843849182,0.2552596926689148,0.2090110331773758,0.2895500361919403,0.18000827729701996,0.1883130818605423,0.22400954365730286
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.18738310039043427,0.20976532995700836,0.2198503315448761,0.5423505902290344,0.535392165184021,0.24411341547966003,0.2731419503688812,0.29463258385658264
an,0.2848317325115204,0.3694365322589874,0.4207492768764496,0.17667809128761292,0.1932171881198883,0.23110461235046387,0.33026179671287537,0.4207492768764496,0.2286244034767151,0.19044236838817596,0.19793890416622162
entirely,0.21506370604038239,0.2490214705467224,0.33318132162094116,0.09317183494567871,0.12797828018665314,0.1887977123260498,0.33049649000167847,0.33318132162094116,0.16162264347076416,0.1781282126903534,0.19651781022548676
fee-based,0.24781453609466553,0.3041612505912781,0.321248322725296,0.1063663586974144,0.17368873953819275,0.13587939739227295,0.26202094554901123,0.321248322725296,0.23941636085510254,0.255048930644989,0.2839343547821045
concept,0.2084418535232544,0.2765439450740814,0.2355310022830963,0.08855277299880981,0.23858119547367096,0.07158149033784866,0.14588837325572968,0.2355310022830963,0.0628235787153244,0.14469845592975616,0.17160645127296448
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.21212048828601837,0.2051832377910614,0.20371799170970917,0.475719153881073,0.5934505462646484,0.2115515172481537,0.19236212968826294,0.4130953550338745
