,what,was,newton,'s,quarterback,rating,for,2015,?
"3,837",-0.0031408751383423805,0.07063629478216171,0.021701980382204056,0.036847710609436035,-0.08217783272266388,-0.011535310186445713,0.005208166781812906,0.36837074160575867,-0.03566814586520195
yards,0.1304803043603897,0.1823360025882721,0.29241275787353516,0.0408332459628582,0.5115955471992493,0.2996661067008972,0.21746347844600677,0.02945392206311226,0.12453813850879669
and,0.31309178471565247,0.3740963041782379,0.22255054116249084,0.06895173341035843,0.202833354473114,0.19924680888652802,0.5064792633056641,0.015077123418450356,0.20544172823429108
rushing,0.2485717386007309,0.1639689952135086,0.304086834192276,-0.015286230482161045,0.45872193574905396,0.3998592495918274,0.31589773297309875,-0.10239597409963608,0.14363552629947662
for,0.3017193675041199,0.3863949179649353,0.18168501555919647,-0.07241261005401611,0.2683273255825043,0.26534613966941833,0.9999999403953552,-0.08512632548809052,0.264628142118454
636,0.0643048882484436,-0.014107134193181992,0.14664290845394135,-0.0012643878581002355,0.1376136839389801,0.03434379771351814,0.13158677518367767,-0.19799460470676422,-0.036500390619039536
",",0.3087472915649414,0.45456063747406006,0.2648763358592987,-0.0016132977325469255,0.2844501733779907,0.2322022169828415,0.4464869201183319,0.06568983197212219,0.31091248989105225
while,0.35511791706085205,0.3253832161426544,0.1801067441701889,0.0011869525769725442,0.22108832001686096,0.26581326127052307,0.4232339859008789,-0.013383761048316956,0.21076419949531555
recording,0.19233113527297974,0.2667168378829956,0.22601540386676788,0.04676385223865509,0.25268641114234924,0.23694805800914764,0.28583967685699463,-0.07319832593202591,0.18037092685699463
a,0.3320399522781372,0.4508470594882965,0.1884482353925705,0.04866964742541313,0.20472733676433563,0.2611633539199829,0.44038116931915283,-0.008371892385184765,0.23916715383529663
career-high,0.19118095934391022,0.34970515966415405,0.19111330807209015,-0.0013893096474930644,0.35963690280914307,0.3404294550418854,0.3471291661262512,-0.033197686076164246,0.18277767300605774
and,0.31309178471565247,0.3740963041782379,0.22255054116249084,0.06895173341035843,0.202833354473114,0.19924680888652802,0.5064792633056641,0.015077123418450356,0.20544172823429108
league-leading,0.3197444975376129,0.3078538477420807,0.21760407090187073,-0.02585763856768608,0.45954883098602295,0.3265610337257385,0.41309621930122375,0.033030472695827484,0.2778867185115814
45,-0.030887525528669357,0.03989637270569801,0.026041382923722267,-0.023086605593562126,-0.028894098475575447,-0.0320732481777668,0.05910564959049225,0.0810927227139473,-0.01282194908708334
total,0.19850242137908936,0.14069223403930664,0.1840561330318451,0.1334245651960373,0.14724460244178772,0.23518256843090057,0.18924455344676971,0.037357207387685776,0.14396025240421295
touchdowns,0.15067923069000244,0.2174215018749237,0.31141117215156555,0.06078888103365898,0.6703263521194458,0.39720848202705383,0.2948407232761383,0.008580083958804607,0.1509619653224945
(,0.2411840260028839,0.2980341613292694,0.17499087750911713,0.0012731997994706035,0.2489609718322754,0.17165721952915192,0.3357032239437103,0.14610634744167328,0.40561532974243164
35,-0.016979239881038666,-0.07451801747083664,-0.08320112526416779,-0.05330764874815941,0.0035717617720365524,-0.028802935034036636,-0.028315884992480278,0.06824924796819687,-0.044106997549533844
passing,0.2581939399242401,0.13813647627830505,0.23282510042190552,0.06193678826093674,0.28759142756462097,0.2793048918247223,0.2578018009662628,0.00843111239373684,0.10353918373584747
",",0.3087472915649414,0.45456063747406006,0.2648763358592987,-0.0016132977325469255,0.2844501733779907,0.2322022169828415,0.4464869201183319,0.06568983197212219,0.31091248989105225
10,0.11840458959341049,0.16597506403923035,0.03830950707197189,0.07577503472566605,-0.04836321622133255,-0.01512552797794342,0.07862305641174316,0.15571165084838867,0.022911956533789635
rushing,0.2485717386007309,0.1639689952135086,0.304086834192276,-0.015286230482161045,0.45872193574905396,0.3998592495918274,0.31589773297309875,-0.10239597409963608,0.14363552629947662
),0.26259949803352356,0.3267642855644226,0.17433513700962067,0.021107977256178856,0.2467087209224701,0.20461824536323547,0.3639558255672455,0.1380191147327423,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.2648763358592987,-0.0016132977325469255,0.2844501733779907,0.2322022169828415,0.4464869201183319,0.06568983197212219,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.1884482353925705,0.04866964742541313,0.20472733676433563,0.2611633539199829,0.44038116931915283,-0.008371892385184765,0.23916715383529663
career-low,0.1360963135957718,0.3346470892429352,0.22043463587760925,0.004731756169348955,0.3254813551902771,0.32565706968307495,0.32845163345336914,-0.06424173712730408,0.15329208970069885
10,0.11840458959341049,0.16597506403923035,0.03830950707197189,0.07577503472566605,-0.04836321622133255,-0.01512552797794342,0.07862305641174316,0.15571165084838867,0.022911956533789635
interceptions,0.1888427734375,0.1664523184299469,0.30017799139022827,-0.01916782185435295,0.571014940738678,0.34637343883514404,0.30427032709121704,0.015746407210826874,0.10945115238428116
",",0.3087472915649414,0.45456063747406006,0.2648763358592987,-0.0016132977325469255,0.2844501733779907,0.2322022169828415,0.4464869201183319,0.06568983197212219,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.22255054116249084,0.06895173341035843,0.202833354473114,0.19924680888652802,0.5064792633056641,0.015077123418450356,0.20544172823429108
a,0.3320399522781372,0.4508470594882965,0.1884482353925705,0.04866964742541313,0.20472733676433563,0.2611633539199829,0.44038116931915283,-0.008371892385184765,0.23916715383529663
career-best,0.16897855699062347,0.37050941586494446,0.18897037208080292,0.01717296615242958,0.3017479181289673,0.3349824547767639,0.3935834467411041,-0.001517498749308288,0.2002197951078415
quarterback,0.15767325460910797,0.24103644490242004,0.29465755820274353,-0.05772290751338005,1.0000001192092896,0.3159805238246918,0.2683273255825043,-0.07722106575965881,0.13221268355846405
rating,0.20312486588954926,0.22355882823467255,0.20168572664260864,0.06594817340373993,0.3159805238246918,1.0000001192092896,0.26534613966941833,-0.03246351331472397,0.18754872679710388
of,0.33290785551071167,0.4069072902202606,0.18479612469673157,-0.03817026689648628,0.19996441900730133,0.20229244232177734,0.4185989499092102,0.21138253808021545,0.1826142966747284
99.4,0.08699527382850647,0.10857009142637253,0.07128863781690598,0.12835970520973206,-0.0018291518790647388,0.07274071127176285,0.09110534936189651,0.252677857875824,0.1159149557352066
.,0.3567904531955719,0.40146201848983765,0.20699870586395264,-0.003708066651597619,0.23691914975643158,0.2531067430973053,0.4726039469242096,0.06607602536678314,0.4130953550338745
