,when,did,singer,dispute,the,graph,at,a,senate,hearing,?
on,0.37706470489501953,0.2670976221561432,0.1866772621870041,0.2065497636795044,0.5107308030128479,0.2519398033618927,0.4806317389011383,0.3848365545272827,0.17351797223091125,0.176908478140831,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.14885097742080688,0.2852358818054199,1.0,0.26083993911743164,0.457212895154953,0.5829201340675354,0.23380520939826965,0.22072359919548035,0.22068053483963013
graph,0.20927488803863525,0.13874512910842896,0.0766170471906662,0.1760215163230896,0.26083993911743164,0.9999999403953552,0.27818188071250916,0.2952152192592621,0.1171160563826561,0.1402091681957245,0.20263607800006866
wibjörn,0.08820518106222153,0.12890121340751648,0.3573857247829437,0.12609320878982544,0.24547994136810303,0.1297374665737152,0.15410028398036957,0.21953940391540527,0.16020101308822632,0.17650972306728363,0.20279189944267273
karlén,0.1693318486213684,0.16558894515037537,0.33030691742897034,0.16269242763519287,0.27074679732322693,0.13622023165225983,0.23564067482948303,0.23398347198963165,0.2497340440750122,0.12884598970413208,0.2462022602558136
and,0.4716290831565857,0.34479495882987976,0.26673105359077454,0.22863776981830597,0.5171257257461548,0.15086640417575836,0.3571503460407257,0.3739250600337982,0.20134705305099487,0.24619577825069427,0.20544172823429108
singer,0.1647101640701294,0.1816350221633911,1.0,0.06420715898275375,0.14885097742080688,0.0766170471906662,0.1398063749074936,0.19110652804374695,0.18169930577278137,0.12475007772445679,0.16246667504310608
argued,0.20793144404888153,0.40107595920562744,0.11368624120950699,0.3635309934616089,0.1919303685426712,0.19547919929027557,0.16528980433940887,0.1706712543964386,0.18065473437309265,0.21630196273326874,0.18905270099639893
against,0.32684949040412903,0.22514554858207703,0.14550331234931946,0.21913018822669983,0.3090755045413971,0.1672695130109787,0.183924600481987,0.2227657586336136,0.1620166301727295,0.22588445246219635,0.18095137178897858
the,0.5091903209686279,0.34736719727516174,0.14885097742080688,0.2852358818054199,1.0,0.26083993911743164,0.457212895154953,0.5829201340675354,0.23380520939826965,0.22072359919548035,0.22068053483963013
graph,0.20927488803863525,0.13874512910842896,0.0766170471906662,0.1760215163230896,0.26083993911743164,0.9999999403953552,0.27818188071250916,0.2952152192592621,0.1171160563826561,0.1402091681957245,0.20263607800006866
at,0.38876327872276306,0.28390252590179443,0.1398063749074936,0.174672469496727,0.457212895154953,0.27818188071250916,1.0,0.3095070421695709,0.1717224270105362,0.14194802939891815,0.21978627145290375
a,0.44397395849227905,0.2552328109741211,0.19110652804374695,0.17193086445331573,0.5829201340675354,0.2952152192592621,0.3095070421695709,1.0,0.18100911378860474,0.2477637082338333,0.23916715383529663
united,0.2490900456905365,0.21137088537216187,0.20808468759059906,0.12084565311670303,0.34367692470550537,0.1436687707901001,0.2064037322998047,0.2732578217983246,0.3187005817890167,0.23316240310668945,0.17266890406608582
states,0.24639196693897247,0.21754568815231323,0.17102020978927612,0.14215826988220215,0.3463578522205353,0.14421631395816803,0.19903600215911865,0.24708621203899384,0.3835901916027069,0.20826494693756104,0.16272737085819244
senate,0.17796114087104797,0.11589532345533371,0.18169930577278137,0.2091107815504074,0.23380520939826965,0.1171160563826561,0.1717224270105362,0.18100911378860474,1.0000001192092896,0.2568657696247101,0.18454359471797943
committee,0.1912611424922943,0.19008150696754456,0.12865996360778809,0.2213474065065384,0.24322165548801422,0.09688311070203781,0.21561488509178162,0.1903151571750641,0.4550318419933319,0.26447737216949463,0.12144632637500763
on,0.37706470489501953,0.2670976221561432,0.1866772621870041,0.2065497636795044,0.5107308030128479,0.2519398033618927,0.4806317389011383,0.3848365545272827,0.17351797223091125,0.176908478140831,0.2714994251728058
commerce,0.1955074816942215,0.1370212733745575,0.11005746573209763,0.12721487879753113,0.26524990797042847,0.07190101593732834,0.15636317431926727,0.20897245407104492,0.3106044828891754,0.17977698147296906,0.09677373617887497
",",0.36674630641937256,0.3015086054801941,0.3160518407821655,0.23539960384368896,0.4933079481124878,0.21839329600334167,0.38314947485923767,0.427140474319458,0.22473450005054474,0.23834307491779327,0.31091248989105225
science,0.16938894987106323,0.14819081127643585,0.10360290110111237,0.12283564358949661,0.24037593603134155,0.13948051631450653,0.16367051005363464,0.2378881424665451,0.13538002967834473,0.19658039510250092,0.17974960803985596
and,0.4716290831565857,0.34479495882987976,0.26673105359077454,0.22863776981830597,0.5171257257461548,0.15086640417575836,0.3571503460407257,0.3739250600337982,0.20134705305099487,0.24619577825069427,0.20544172823429108
transportation,0.24088746309280396,0.13095079362392426,0.11266479641199112,0.16756872832775116,0.26715996861457825,0.13860704004764557,0.15234467387199402,0.2789710462093353,0.23561660945415497,0.1930721551179886,0.1712278425693512
hearing,0.3110961616039276,0.26051026582717896,0.12475007772445679,0.20799829065799713,0.22072359919548035,0.1402091681957245,0.14194802939891815,0.2477637082338333,0.2568657696247101,1.0000001192092896,0.19994913041591644
on,0.37706470489501953,0.2670976221561432,0.1866772621870041,0.2065497636795044,0.5107308030128479,0.2519398033618927,0.4806317389011383,0.3848365545272827,0.17351797223091125,0.176908478140831,0.2714994251728058
18,-0.16991649568080902,-0.16295963525772095,-0.08743170648813248,-0.06036131829023361,-0.07796193659305573,-0.0963277593255043,-0.11965709179639816,-0.08585336059331894,-0.03831874579191208,-0.09424556791782379,-0.04919438064098358
july,0.24211758375167847,0.25485745072364807,0.3150786757469177,0.18850767612457275,0.2371699959039688,0.10633664578199387,0.2789842486381531,0.23807190358638763,0.15679548680782318,0.15865890681743622,0.2897891402244568
2000,-0.05569573864340782,0.028451859951019287,0.13227805495262146,-0.17307762801647186,-0.015081177465617657,-0.1670742630958557,-0.06926931440830231,-0.03899485245347023,0.07237492501735687,-0.009105339646339417,-0.0824366956949234
.,0.475719153881073,0.35288307070732117,0.22169901430606842,0.23248277604579926,0.5934505462646484,0.2842925190925598,0.4549728035926819,0.50484299659729,0.26619550585746765,0.22201526165008545,0.4130953550338745
