,how,many,muslims,came,from,around,the,world,to,fight,in,afghanistan,?
was,0.16678167879581451,0.260356068611145,0.18350748717784882,0.4994563162326813,0.31171464920043945,0.24039418995380402,0.48711544275283813,0.3097524344921112,0.3636345863342285,0.2078418880701065,0.45514053106307983,0.18056072294712067,0.18412111699581146
marginal,0.1918887495994568,0.24175238609313965,0.1657465249300003,0.07465288788080215,0.1653706431388855,0.19884803891181946,0.30781733989715576,0.17312224209308624,0.24389700591564178,0.028128385543823242,0.20638422667980194,0.19100554287433624,0.18376903235912323
",",0.22659391164779663,0.40610817074775696,0.19662503898143768,0.3049119710922241,0.39760664105415344,0.3298884332180023,0.4933079481124878,0.26091980934143066,0.44245919585227966,0.23247352242469788,0.5201468467712402,0.21547061204910278,0.31091248989105225
an,0.2520636022090912,0.2465583086013794,0.15242241322994232,0.18223494291305542,0.20876385271549225,0.25606366991996765,0.4207492768764496,0.15716314315795898,0.3138085603713989,0.09926872700452805,0.2605783939361572,0.12627354264259338,0.19793890416622162
estimated,0.21406520903110504,0.25811848044395447,0.1680404543876648,0.18805067241191864,0.19972248375415802,0.3511907160282135,0.29184040427207947,0.22710774838924408,0.2046545445919037,0.1256617307662964,0.2508986294269562,0.24442431330680847,0.18149758875370026
"16,000",0.006419086828827858,-0.08435725420713425,-0.05872432887554169,-0.01389226969331503,0.13514046370983124,-0.10394106060266495,0.052542198449373245,-0.08448807895183563,0.09143844246864319,-0.04038987308740616,0.058663260191679,-0.07612866908311844,0.22946134209632874
to,0.44169697165489197,0.40243685245513916,0.2779776453971863,0.3111628592014313,0.4069952368736267,0.3591267168521881,0.535392165184021,0.26213452219963074,1.0,0.3154832720756531,0.45010748505592346,0.20390678942203522,0.29463258385658264
"35,000",0.14702372252941132,0.1273716539144516,0.0689794197678566,-0.025132691487669945,0.1525970697402954,0.11189703643321991,0.12094029784202576,-0.015007849782705307,0.10330583155155182,0.1118607223033905,0.08015558868646622,0.09243921935558319,0.0854649618268013
muslim,0.15612904727458954,0.23440518975257874,0.8315048217773438,0.21536752581596375,0.14690551161766052,0.24562475085258484,0.28099653124809265,0.24435073137283325,0.2551989257335663,0.12852108478546143,0.2092999517917633,0.4334888160228729,0.17456822097301483
volunteers,0.22305914759635925,0.22779403626918793,0.2626533806324005,0.1977754682302475,0.16157139837741852,0.22622692584991455,0.250416100025177,0.2040780633687973,0.2787027060985565,0.25923892855644226,0.2892071008682251,0.137623593211174,0.2384699285030365
came,0.24875548481941223,0.3323473334312439,0.2444499433040619,1.0,0.3432687819004059,0.26019760966300964,0.39390382170677185,0.22406521439552307,0.3111628592014313,0.21912837028503418,0.29996100068092346,0.14639459550380707,0.1739392727613449
from,0.22939439117908478,0.33099696040153503,0.12474609166383743,0.3432687819004059,1.0,0.3577364683151245,0.40150508284568787,0.22603429853916168,0.4069952368736267,0.19085146486759186,0.4274188280105591,0.13156113028526306,0.19969791173934937
around,0.3297552764415741,0.4112928509712219,0.25831660628318787,0.26019760966300964,0.3577364683151245,1.0,0.40085816383361816,0.34136298298835754,0.3591267168521881,0.18773038685321808,0.41294145584106445,0.20221389830112457,0.14729668200016022
the,0.33890387415885925,0.4335206151008606,0.2657718360424042,0.39390382170677185,0.40150508284568787,0.40085816383361816,1.0,0.33604270219802856,0.535392165184021,0.28874441981315613,0.6662389636039734,0.28314414620399475,0.22068053483963013
world,0.25969967246055603,0.3418862819671631,0.22548392415046692,0.22406521439552307,0.22603429853916168,0.34136298298835754,0.33604270219802856,1.0000001192092896,0.26213452219963074,0.25914761424064636,0.3038199245929718,0.23306508362293243,0.17579582333564758
came,0.24875548481941223,0.3323473334312439,0.2444499433040619,1.0,0.3432687819004059,0.26019760966300964,0.39390382170677185,0.22406521439552307,0.3111628592014313,0.21912837028503418,0.29996100068092346,0.14639459550380707,0.1739392727613449
to,0.44169697165489197,0.40243685245513916,0.2779776453971863,0.3111628592014313,0.4069952368736267,0.3591267168521881,0.535392165184021,0.26213452219963074,1.0,0.3154832720756531,0.45010748505592346,0.20390678942203522,0.29463258385658264
fight,0.3228517174720764,0.29671403765678406,0.16883964836597443,0.21912837028503418,0.19085146486759186,0.18773038685321808,0.28874441981315613,0.25914761424064636,0.3154832720756531,1.0000001192092896,0.20735964179039001,0.16985604166984558,0.16463038325309753
in,0.2601168751716614,0.41474202275276184,0.18662098050117493,0.29996100068092346,0.4274188280105591,0.41294145584106445,0.6662389636039734,0.3038199245929718,0.45010748505592346,0.20735964179039001,1.0,0.2505266070365906,0.20430970191955566
afghanistan,0.1569177508354187,0.23397287726402283,0.3615114986896515,0.14639459550380707,0.13156113028526306,0.20221389830112457,0.28314414620399475,0.23306508362293243,0.20390678942203522,0.16985604166984558,0.2505266070365906,1.0000001192092896,0.1478135734796524
.,0.3287222981452942,0.3974229395389557,0.23631970584392548,0.26265060901641846,0.41536515951156616,0.3712388277053833,0.5934505462646484,0.3177160322666168,0.4645031690597534,0.263308584690094,0.5591574311256409,0.2578941881656647,0.4130953550338745
