,what,is,commonly,believed,to,be,the,value,relationship,between,p,and,co-np
shown,0.2601207196712494,0.2509501576423645,0.20752348005771637,0.24927687644958496,0.23958280682563782,0.3122435212135315,0.3387985825538635,0.22733284533023834,0.24984316527843475,0.25202757120132446,0.09382953494787216,0.28805026412010193,0.15889443457126617
that,0.6297725439071655,0.3995479643344879,0.23247161507606506,0.4644409120082855,0.5436353087425232,0.6036020517349243,0.5473989248275757,0.2545641362667084,0.33911964297294617,0.299440860748291,0.15546166896820068,0.4731321930885315,0.10738325864076614
if,0.5277165174484253,0.30927813053131104,0.1819966733455658,0.20648235082626343,0.4559597074985504,0.5628611445426941,0.33724796772003174,0.43458178639411926,0.20794260501861572,0.21807901561260223,0.17701710760593414,0.3498523235321045,0.040382612496614456
these,0.4164220690727234,0.2498808652162552,0.3286513686180115,0.3421964645385742,0.46852558851242065,0.4507283866405487,0.49086877703666687,0.18507708609104156,0.185153990983963,0.3469904065132141,0.1761489063501358,0.5314885973930359,0.14266358315944672
two,0.23363454639911652,0.2315155267715454,0.1632826328277588,0.19339698553085327,0.3343428373336792,0.28515341877937317,0.43858039379119873,0.0562245212495327,0.25299593806266785,0.4709945023059845,0.16460318863391876,0.4671151638031006,0.2469726800918579
complexity,0.33747240900993347,0.2541271150112152,0.22764980792999268,0.13603289425373077,0.28336837887763977,0.34982410073280334,0.21171598136425018,0.2969542145729065,0.325389564037323,0.17702509462833405,0.2279624342918396,0.2520415782928467,0.239541694521904
classes,0.20746955275535583,0.13611210882663727,0.1464134007692337,0.14727070927619934,0.2503586411476135,0.2610863149166107,0.21469499170780182,0.1714668571949005,0.20431296527385712,0.24480338394641876,0.15806759893894196,0.2892279624938965,0.1669212430715561
are,0.29724663496017456,0.5330929756164551,0.4038049578666687,0.2577219605445862,0.3504326641559601,0.5556803941726685,0.40399202704429626,0.1797625571489334,0.13166306912899017,0.2766000032424927,0.0965256616473198,0.48576638102531433,0.15173153579235077
not,0.5449194312095642,0.3776007890701294,0.24139097332954407,0.338882714509964,0.5149973034858704,0.5788898468017578,0.4310511648654938,0.24114683270454407,0.2483322024345398,0.18732105195522308,0.18450647592544556,0.39099299907684326,0.09453749656677246
equal,0.2397335022687912,0.20287640392780304,0.2092374712228775,0.21847452223300934,0.28325995802879333,0.3166142404079437,0.21154357492923737,0.3270202577114105,0.23122231662273407,0.24162505567073822,0.13015535473823547,0.26747193932533264,0.12706775963306427
then,0.4072686731815338,0.24618037045001984,0.09728322923183441,0.1733613908290863,0.5203860402107239,0.38089728355407715,0.4297412931919098,0.31564244627952576,0.16474127769470215,0.24181056022644043,0.21893106400966644,0.4372139573097229,0.1446278989315033
p,0.18586504459381104,0.11757151037454605,0.1402779072523117,0.07549846172332764,0.14269764721393585,0.12313798069953918,0.16481639444828033,0.1914234757423401,0.11486398428678513,0.13939055800437927,1.0,0.198231041431427,0.16980700194835663
is,0.28837618231773376,1.0,0.3994327187538147,0.25439924001693726,0.42745086550712585,0.4819129705429077,0.5823672413825989,0.22550974786281586,0.22806847095489502,0.26809602975845337,0.11757151037454605,0.3859752118587494,0.16358286142349243
not,0.5449194312095642,0.3776007890701294,0.24139097332954407,0.338882714509964,0.5149973034858704,0.5788898468017578,0.4310511648654938,0.24114683270454407,0.2483322024345398,0.18732105195522308,0.18450647592544556,0.39099299907684326,0.09453749656677246
equal,0.2397335022687912,0.20287640392780304,0.2092374712228775,0.21847452223300934,0.28325995802879333,0.3166142404079437,0.21154357492923737,0.3270202577114105,0.23122231662273407,0.24162505567073822,0.13015535473823547,0.26747193932533264,0.12706775963306427
to,0.455847829580307,0.42745086550712585,0.2571072280406952,0.35322412848472595,1.0,0.4972836375236511,0.535392165184021,0.23921877145767212,0.25194117426872253,0.3639189600944519,0.14269764721393585,0.48971283435821533,0.1631034016609192
np,0.273849755525589,0.2208731323480606,0.15360388159751892,0.12585848569869995,0.12644809484481812,0.24087633192539215,0.14565430581569672,0.2006905972957611,0.12866242229938507,0.13049590587615967,0.24241971969604492,0.1060066819190979,0.4460108280181885
.,0.3567904531955719,0.4569662809371948,0.2135825902223587,0.26106974482536316,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.21357886493206024,0.22535671293735504,0.30295518040657043,0.2982616722583771,0.588965117931366,0.2546157240867615
