,what,ruler,",",besides,john,of,saxony,and,philip,of,hesse,",",formed,the,schmalkaldic,league,?
paved,0.19151762127876282,0.13798874616622925,0.19594548642635345,0.1868545562028885,0.15429343283176422,0.2546035945415497,0.08786989003419876,0.265046626329422,0.05588649958372116,0.2546035945415497,0.09368477016687393,0.19594548642635345,0.1985698640346527,0.23181872069835663,0.18905207514762878,0.18622420728206635,0.12806759774684906
the,0.42745697498321533,0.23322275280952454,0.4933079481124878,0.367077499628067,0.2230520099401474,0.733189046382904,0.27077290415763855,0.5171257257461548,0.21499985456466675,0.733189046382904,0.24440348148345947,0.4933079481124878,0.28813210129737854,1.0,0.34497350454330444,0.2724147439002991,0.22068053483963013
way,0.4835909903049469,0.12084788084030151,0.2861018478870392,0.33213940262794495,0.19849129021167755,0.266871839761734,0.06819282472133636,0.32150545716285706,0.10727176070213318,0.266871839761734,0.1546092927455902,0.2861018478870392,0.1565348356962204,0.36217406392097473,0.1727500855922699,0.14462238550186157,0.31575819849967957
for,0.3017193675041199,0.07144549489021301,0.4464869201183319,0.3905259370803833,0.22649751603603363,0.4185989499092102,0.1045217365026474,0.5064792633056641,0.2110455334186554,0.4185989499092102,0.12194209545850754,0.4464869201183319,0.18147863447666168,0.4739971458911896,0.23713290691375732,0.26433616876602173,0.264628142118454
the,0.42745697498321533,0.23322275280952454,0.4933079481124878,0.367077499628067,0.2230520099401474,0.733189046382904,0.27077290415763855,0.5171257257461548,0.21499985456466675,0.733189046382904,0.24440348148345947,0.4933079481124878,0.28813210129737854,1.0,0.34497350454330444,0.2724147439002991,0.22068053483963013
signing,0.2526516616344452,0.13645535707473755,0.2177143543958664,0.14149005711078644,0.16199538111686707,0.2501838505268097,0.13975277543067932,0.1918805092573166,0.14176952838897705,0.2501838505268097,0.12304476648569107,0.2177143543958664,0.18079830706119537,0.3163802921772003,0.10875238478183746,0.21552567183971405,0.15776143968105316
in,0.30808621644973755,0.17539414763450623,0.5201468467712402,0.3447916507720947,0.22177861630916595,0.5696388483047485,0.25673431158065796,0.4954058527946472,0.26558998227119446,0.5696388483047485,0.24360625445842743,0.5201468467712402,0.27325257658958435,0.6662389636039734,0.3289715051651001,0.22963495552539825,0.20430970191955566
1530,-0.12592312693595886,0.12708714604377747,0.06550740450620651,-0.13870611786842346,0.0768127366900444,-0.03948625549674034,0.1841752827167511,-0.033958885818719864,0.11614993959665298,-0.03948625549674034,0.09561780840158463,0.06550740450620651,-0.06662309169769287,-0.16544051468372345,0.04869655892252922,0.10258360207080841,-0.001345398253761232
of,0.33290785551071167,0.28001952171325684,0.4946078956127167,0.3665722906589508,0.2407056987285614,1.0,0.3575356900691986,0.5116966962814331,0.24375313520431519,1.0,0.30378347635269165,0.4946078956127167,0.2871689796447754,0.733189046382904,0.3513506054878235,0.23588460683822632,0.1826142966747284
the,0.42745697498321533,0.23322275280952454,0.4933079481124878,0.367077499628067,0.2230520099401474,0.733189046382904,0.27077290415763855,0.5171257257461548,0.21499985456466675,0.733189046382904,0.24440348148345947,0.4933079481124878,0.28813210129737854,1.0,0.34497350454330444,0.2724147439002991,0.22068053483963013
augsburg,0.21001459658145905,0.12851810455322266,0.26016417145729065,0.11158380657434464,0.14335186779499054,0.2404417097568512,0.5300912857055664,0.23422925174236298,0.21926744282245636,0.2404417097568512,0.45667997002601624,0.26016417145729065,0.14120139181613922,0.25331857800483704,0.39511558413505554,0.22543591260910034,0.19882380962371826
confession,0.2553298771381378,0.17055924236774445,0.24621757864952087,0.042869362980127335,0.20355546474456787,0.22894072532653809,0.19353629648685455,0.21430335938930511,0.25315433740615845,0.22894072532653809,0.2549267113208771,0.24621757864952087,0.07167647778987885,0.19474709033966064,0.23867706954479218,0.1501646488904953,0.19668595492839813
",",0.3087472915649414,0.24077121913433075,1.0000001192092896,0.340058833360672,0.23961079120635986,0.4946078956127167,0.2703131437301636,0.6633074283599854,0.28930366039276123,0.4946078956127167,0.2442973554134369,1.0000001192092896,0.2636634409427643,0.4933079481124878,0.3189312815666199,0.20757631957530975,0.31091248989105225
and,0.31309178471565247,0.22315910458564758,0.6633074283599854,0.3610946238040924,0.21634717285633087,0.5116966962814331,0.22855228185653687,1.0,0.23630882799625397,0.5116966962814331,0.25794798135757446,0.6633074283599854,0.27619341015815735,0.5171257257461548,0.3468954861164093,0.211333766579628,0.20544172823429108
for,0.3017193675041199,0.07144549489021301,0.4464869201183319,0.3905259370803833,0.22649751603603363,0.4185989499092102,0.1045217365026474,0.5064792633056641,0.2110455334186554,0.4185989499092102,0.12194209545850754,0.4464869201183319,0.18147863447666168,0.4739971458911896,0.23713290691375732,0.26433616876602173,0.264628142118454
the,0.42745697498321533,0.23322275280952454,0.4933079481124878,0.367077499628067,0.2230520099401474,0.733189046382904,0.27077290415763855,0.5171257257461548,0.21499985456466675,0.733189046382904,0.24440348148345947,0.4933079481124878,0.28813210129737854,1.0,0.34497350454330444,0.2724147439002991,0.22068053483963013
formation,0.16291823983192444,0.10208313912153244,0.24612528085708618,0.07714324444532394,0.12280130386352539,0.2957320809364319,0.159072607755661,0.22940734028816223,0.11488143354654312,0.2957320809364319,0.1341092735528946,0.24612528085708618,0.46854957938194275,0.33687281608581543,0.1858818531036377,0.1801963895559311,0.09831923991441727
of,0.33290785551071167,0.28001952171325684,0.4946078956127167,0.3665722906589508,0.2407056987285614,1.0,0.3575356900691986,0.5116966962814331,0.24375313520431519,1.0,0.30378347635269165,0.4946078956127167,0.2871689796447754,0.733189046382904,0.3513506054878235,0.23588460683822632,0.1826142966747284
the,0.42745697498321533,0.23322275280952454,0.4933079481124878,0.367077499628067,0.2230520099401474,0.733189046382904,0.27077290415763855,0.5171257257461548,0.21499985456466675,0.733189046382904,0.24440348148345947,0.4933079481124878,0.28813210129737854,1.0,0.34497350454330444,0.2724147439002991,0.22068053483963013
schmalkaldic,0.2117709517478943,0.2630442678928375,0.3189312815666199,0.31768733263015747,0.14555679261684418,0.3513506054878235,0.5162503719329834,0.3468954861164093,0.22601810097694397,0.3513506054878235,0.5505757927894592,0.3189312815666199,0.2506234645843506,0.34497350454330444,1.0,0.20598521828651428,0.18515823781490326
league,0.16616638004779816,0.168121799826622,0.20757631957530975,0.16733567416667938,0.20099925994873047,0.23588460683822632,0.13478074967861176,0.211333766579628,0.19720584154129028,0.23588460683822632,0.08206398785114288,0.20757631957530975,0.23459826409816742,0.2724147439002991,0.20598521828651428,1.0000001192092896,0.15941482782363892
the,0.42745697498321533,0.23322275280952454,0.4933079481124878,0.367077499628067,0.2230520099401474,0.733189046382904,0.27077290415763855,0.5171257257461548,0.21499985456466675,0.733189046382904,0.24440348148345947,0.4933079481124878,0.28813210129737854,1.0,0.34497350454330444,0.2724147439002991,0.22068053483963013
following,0.2506418824195862,0.12496426701545715,0.27101513743400574,0.20757737755775452,0.13248677551746368,0.3576679527759552,0.19470949470996857,0.2696467339992523,0.1625189632177353,0.3576679527759552,0.17251859605312347,0.27101513743400574,0.17804601788520813,0.39779382944107056,0.2472396343946457,0.15130263566970825,0.1555173695087433
year,0.15184831619262695,0.1300598531961441,0.28560417890548706,0.1611286699771881,0.13745838403701782,0.2578314542770386,0.2014935314655304,0.2506658732891083,0.13681748509407043,0.2578314542770386,0.12362924218177795,0.28560417890548706,0.14354060590267181,0.3609684407711029,0.16120539605617523,0.20387181639671326,0.18315006792545319
by,0.2455483376979828,0.17683714628219604,0.3680937886238098,0.23799698054790497,0.2502059042453766,0.3646814823150635,0.17874321341514587,0.4289871156215668,0.24194800853729248,0.3646814823150635,0.2034941017627716,0.3680937886238098,0.2924628257751465,0.4408751428127289,0.2125217318534851,0.16567417979240417,0.17966607213020325
leading,0.197072371840477,0.1202317476272583,0.25808972120285034,0.22258360683918,0.19958710670471191,0.29180192947387695,0.126382976770401,0.34015700221061707,0.13056497275829315,0.29180192947387695,0.1069553792476654,0.25808972120285034,0.1656075119972229,0.3809107840061188,0.1784178912639618,0.18273797631263733,0.1360926628112793
protestant,0.23531195521354675,0.16490837931632996,0.2710806429386139,0.07916603982448578,0.20783214271068573,0.31440475583076477,0.3490358591079712,0.25109967589378357,0.23886026442050934,0.31440475583076477,0.3055080771446228,0.2710806429386139,0.13163763284683228,0.2679212689399719,0.34196922183036804,0.14789776504039764,0.14798137545585632
nobles,0.20172527432441711,0.4150298535823822,0.20595300197601318,0.15340788662433624,0.23698769509792328,0.25869613885879517,0.25759345293045044,0.2810729444026947,0.2625153958797455,0.25869613885879517,0.19750842452049255,0.20595300197601318,0.14515694975852966,0.2815840542316437,0.2760588526725769,0.1890261173248291,0.13999377191066742
such,0.23989605903625488,0.17814573645591736,0.39626169204711914,0.38709431886672974,0.09072317183017731,0.3209529519081116,0.1029910147190094,0.44540345668792725,0.06754260510206223,0.3209529519081116,0.112932950258255,0.39626169204711914,0.12844695150852203,0.3575236201286316,0.27996712923049927,0.13102051615715027,0.17851735651493073
as,0.31749409437179565,0.21496784687042236,0.48816442489624023,0.4068778455257416,0.1664888858795166,0.3886612355709076,0.2232271134853363,0.49487000703811646,0.1352866142988205,0.3886612355709076,0.19450823962688446,0.48816442489624023,0.21414828300476074,0.48381632566452026,0.29013490676879883,0.1659073382616043,0.27043893933296204
john,0.18237407505512238,0.11103101819753647,0.23961079120635986,0.15232603251934052,1.0000001192092896,0.2407056987285614,0.1611502468585968,0.21634717285633087,0.4489574730396271,0.2407056987285614,0.10826457291841507,0.23961079120635986,0.09100078791379929,0.2230520099401474,0.14555679261684418,0.20099925994873047,0.13162356615066528
of,0.33290785551071167,0.28001952171325684,0.4946078956127167,0.3665722906589508,0.2407056987285614,1.0,0.3575356900691986,0.5116966962814331,0.24375313520431519,1.0,0.30378347635269165,0.4946078956127167,0.2871689796447754,0.733189046382904,0.3513506054878235,0.23588460683822632,0.1826142966747284
saxony,0.20899251103401184,0.26061731576919556,0.2703131437301636,0.18008217215538025,0.1611502468585968,0.3575356900691986,1.0,0.22855228185653687,0.17110450565814972,0.3575356900691986,0.66953045129776,0.2703131437301636,0.18528620898723602,0.27077290415763855,0.5162503719329834,0.13478074967861176,0.17603406310081482
",",0.3087472915649414,0.24077121913433075,1.0000001192092896,0.340058833360672,0.23961079120635986,0.4946078956127167,0.2703131437301636,0.6633074283599854,0.28930366039276123,0.4946078956127167,0.2442973554134369,1.0000001192092896,0.2636634409427643,0.4933079481124878,0.3189312815666199,0.20757631957530975,0.31091248989105225
philip,0.11288820952177048,0.18252742290496826,0.28930366039276123,0.07708542793989182,0.4489574730396271,0.24375313520431519,0.17110450565814972,0.23630882799625397,1.0,0.24375313520431519,0.21449171006679535,0.28930366039276123,0.1369500458240509,0.21499985456466675,0.22601810097694397,0.19720584154129028,0.11887923628091812
of,0.33290785551071167,0.28001952171325684,0.4946078956127167,0.3665722906589508,0.2407056987285614,1.0,0.3575356900691986,0.5116966962814331,0.24375313520431519,1.0,0.30378347635269165,0.4946078956127167,0.2871689796447754,0.733189046382904,0.3513506054878235,0.23588460683822632,0.1826142966747284
hesse,0.12103702872991562,0.14169837534427643,0.2442973554134369,0.1467595249414444,0.10826457291841507,0.30378347635269165,0.66953045129776,0.25794798135757446,0.21449171006679535,0.30378347635269165,1.0,0.2442973554134369,0.162903293967247,0.24440348148345947,0.5505757927894592,0.08206398785114288,0.11271942406892776
",",0.3087472915649414,0.24077121913433075,1.0000001192092896,0.340058833360672,0.23961079120635986,0.4946078956127167,0.2703131437301636,0.6633074283599854,0.28930366039276123,0.4946078956127167,0.2442973554134369,1.0000001192092896,0.2636634409427643,0.4933079481124878,0.3189312815666199,0.20757631957530975,0.31091248989105225
and,0.31309178471565247,0.22315910458564758,0.6633074283599854,0.3610946238040924,0.21634717285633087,0.5116966962814331,0.22855228185653687,1.0,0.23630882799625397,0.5116966962814331,0.25794798135757446,0.6633074283599854,0.27619341015815735,0.5171257257461548,0.3468954861164093,0.211333766579628,0.20544172823429108
george,0.22000353038311005,0.14776511490345,0.24972979724407196,0.15755662322044373,0.3722585141658783,0.22097964584827423,0.20823149383068085,0.22245058417320251,0.3402087688446045,0.22097964584827423,0.22375188767910004,0.24972979724407196,0.10400772839784622,0.2510760426521301,0.17435169219970703,0.18631063401699066,0.1479024887084961
",",0.3087472915649414,0.24077121913433075,1.0000001192092896,0.340058833360672,0.23961079120635986,0.4946078956127167,0.2703131437301636,0.6633074283599854,0.28930366039276123,0.4946078956127167,0.2442973554134369,1.0000001192092896,0.2636634409427643,0.4933079481124878,0.3189312815666199,0.20757631957530975,0.31091248989105225
margrave,0.2284841239452362,0.4124687612056732,0.27903681993484497,0.13717448711395264,0.25224876403808594,0.2869515120983124,0.5950154662132263,0.26149752736091614,0.33556827902793884,0.2869515120983124,0.5602825880050659,0.27903681993484497,0.1471530646085739,0.22720706462860107,0.5033114552497864,0.15087652206420898,0.21491341292858124
of,0.33290785551071167,0.28001952171325684,0.4946078956127167,0.3665722906589508,0.2407056987285614,1.0,0.3575356900691986,0.5116966962814331,0.24375313520431519,1.0,0.30378347635269165,0.4946078956127167,0.2871689796447754,0.733189046382904,0.3513506054878235,0.23588460683822632,0.1826142966747284
brandenburg-ansbach,0.19800840318202972,0.26503798365592957,0.28889185190200806,0.17602063715457916,0.25863727927207947,0.3098996579647064,0.6960783004760742,0.2550342082977295,0.2506881654262543,0.3098996579647064,0.632140576839447,0.28889185190200806,0.1971772164106369,0.2823593020439148,0.5853366851806641,0.159449964761734,0.16881704330444336
.,0.3567904531955719,0.22083567082881927,0.6812511086463928,0.28636154532432556,0.26428887248039246,0.5352458953857422,0.2629375755786896,0.588965117931366,0.2297613024711609,0.5352458953857422,0.23984330892562866,0.6812511086463928,0.2737641930580139,0.5934505462646484,0.30355867743492126,0.29573896527290344,0.4130953550338745
