,cilia,can,g,ow,up,too,what,length,?
plates,0.32156965136528015,0.17263981699943542,0.08574976772069931,0.1527538150548935,0.22408577799797058,0.14875401556491852,0.18082769215106964,0.19046883285045624,0.15258446335792542
'',-0.06040707230567932,0.008988718502223492,0.01743452623486519,0.023970765992999077,0.053049519658088684,-0.08990582823753357,0.08143015950918198,-0.02150150202214718,0.018684765323996544
),0.1849544495344162,0.23216170072555542,0.30836132168769836,0.3263731002807617,0.25800976157188416,0.22017264366149902,0.26259949803352356,0.2271558791399002,0.42300865054130554
run,0.08286541700363159,0.23947182297706604,0.10529130697250366,0.2163887619972229,0.27490708231925964,0.1720748096704483,0.2294815480709076,0.18927261233329773,0.17904110252857208
across,0.2097385823726654,0.24235227704048157,0.09857703000307083,0.12288937717676163,0.32286134362220764,0.28001293540000916,0.24809791147708893,0.23687976598739624,0.17034576833248138
each,0.2353331297636032,0.4078707695007324,0.14384792745113373,0.08076465129852295,0.31495755910873413,0.24186193943023682,0.3353266417980194,0.24560759961605072,0.21173812448978424
row,0.16675865650177002,0.1522950828075409,0.10397756099700928,0.164413183927536,0.1532212197780609,0.15329541265964508,0.19005049765110016,0.18521645665168762,0.11000081151723862
",",0.2040555328130722,0.3139454126358032,0.2952967584133148,0.2739971876144409,0.34193792939186096,0.30976784229278564,0.3087472915649414,0.2117512971162796,0.31091248989105225
and,0.19760192930698395,0.3675691485404968,0.233489528298378,0.23081636428833008,0.4032393991947174,0.36207282543182373,0.31309178471565247,0.19754090905189514,0.20544172823429108
each,0.2353331297636032,0.4078707695007324,0.14384792745113373,0.08076465129852295,0.31495755910873413,0.24186193943023682,0.3353266417980194,0.24560759961605072,0.21173812448978424
consists,0.21236521005630493,0.16898587346076965,0.15059208869934082,0.036438096314668655,0.26749280095100403,0.10301022976636887,0.11367427557706833,0.21033582091331482,-0.004641483072191477
of,0.18652039766311646,0.2603091299533844,0.179255872964859,0.10264144837856293,0.32945773005485535,0.22150669991970062,0.33290785551071167,0.22847424447536469,0.1826142966747284
thousands,0.20896990597248077,0.267385333776474,0.10664066672325134,0.07150231301784515,0.2596282362937927,0.2520398497581482,0.2399357110261917,0.14004747569561005,0.15520451962947845
of,0.18652039766311646,0.2603091299533844,0.179255872964859,0.10264144837856293,0.32945773005485535,0.22150669991970062,0.33290785551071167,0.22847424447536469,0.1826142966747284
unusually,0.3098209500312805,0.37751534581184387,0.18686331808567047,0.12769964337348938,0.2224295735359192,0.3803953230381012,0.24332080781459808,0.2733567953109741,0.14397919178009033
long,0.2513364553451538,0.3047220706939697,0.09972058236598969,0.2114562839269638,0.309156209230423,0.29515230655670166,0.28276848793029785,0.47154614329338074,0.19699987769126892
cilia,1.0,0.2650858163833618,0.12002784758806229,0.08526381850242615,0.19661131501197815,0.16880644857883453,0.17923450469970703,0.18394909799098969,0.15204964578151703
",",0.2040555328130722,0.3139454126358032,0.2952967584133148,0.2739971876144409,0.34193792939186096,0.30976784229278564,0.3087472915649414,0.2117512971162796,0.31091248989105225
up,0.19661131501197815,0.33698323369026184,0.2028348445892334,0.1656063050031662,1.0000001192092896,0.29697680473327637,0.28591108322143555,0.2469402700662613,0.1819818764925003
to,0.23659655451774597,0.4979398250579834,0.18563434481620789,0.1820056289434433,0.40375280380249023,0.37087053060531616,0.455847829580307,0.19374629855155945,0.29463258385658264
2,0.010067381896078587,0.01035431306809187,0.039736080914735794,0.0044138007797300816,-0.08510470390319824,-0.11102739721536636,-0.049862053245306015,-0.024674931541085243,0.001977203879505396
millimeters,0.3629063665866852,0.36877572536468506,0.20059069991111755,0.14482611417770386,0.27572184801101685,0.27001845836639404,0.24447742104530334,0.434236079454422,0.17141805589199066
(,0.19892169535160065,0.22726960480213165,0.30739590525627136,0.3388082981109619,0.2525939643383026,0.20675641298294067,0.2411840260028839,0.201618954539299,0.40561532974243164
0.079,0.02175126224756241,0.055328138172626495,0.11099862307310104,0.05998833104968071,0.07805711776018143,0.0515369176864624,0.14655208587646484,0.10013676434755325,0.09281547367572784
in,0.16606368124485016,0.26527702808380127,0.14793768525123596,0.12580347061157227,0.3120773434638977,0.21702995896339417,0.30808621644973755,0.1989525854587555,0.20430970191955566
),0.1849544495344162,0.23216170072555542,0.30836132168769836,0.3263731002807617,0.25800976157188416,0.22017264366149902,0.26259949803352356,0.2271558791399002,0.42300865054130554
.,0.19933250546455383,0.35783761739730835,0.284690260887146,0.2725825309753418,0.351434588432312,0.34809815883636475,0.3567904531955719,0.2983158230781555,0.4130953550338745
