,what,did,mueller,have,experience,with,prior,to,joining,the,space,program,?
in,0.30808621644973755,0.2593238651752472,0.24005226790905,0.36843645572662354,0.19806437194347382,0.4080928862094879,0.24521231651306152,0.45010748505592346,0.2790220081806183,0.6662389636039734,0.17648501694202423,0.1994907110929489,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.2319459170103073,0.40389683842658997,0.21682339906692505,0.4223487675189972,0.33782097697257996,0.535392165184021,0.3364273011684418,1.0,0.24495907127857208,0.22986935079097748,0.22068053483963013
united,0.20036718249320984,0.21137088537216187,0.16685090959072113,0.17950676381587982,0.17249204218387604,0.19869105517864227,0.258638858795166,0.2715383470058441,0.20298580825328827,0.34367692470550537,0.1417618691921234,0.21749213337898254,0.17266890406608582
states,0.21526020765304565,0.21754568815231323,0.17073477804660797,0.20162390172481537,0.19226029515266418,0.21424104273319244,0.26467153429985046,0.2828785181045532,0.2033856064081192,0.3463578522205353,0.15204152464866638,0.20842880010604858,0.16272737085819244
air,0.10361403971910477,0.12297173589468002,0.13454017043113708,0.1917743682861328,0.16798841953277588,0.2050205022096634,0.14424820244312286,0.24103909730911255,0.16800619661808014,0.2877824306488037,0.25430208444595337,0.17275571823120117,0.1491677612066269
force,0.16915984451770782,0.1680130809545517,0.10867122560739517,0.17953111231327057,0.1972396969795227,0.15703244507312775,0.18008464574813843,0.24496492743492126,0.19650085270404816,0.2800885736942291,0.1929956078529358,0.1292528659105301,0.1650998443365097
",",0.3087472915649414,0.3015086054801941,0.3152562379837036,0.3541618287563324,0.22459560632705688,0.4120737314224243,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.2285580337047577,0.17760658264160156,0.31091248989105225
so,0.539469838142395,0.43696269392967224,0.12203797698020935,0.5788111686706543,0.29218965768814087,0.4189452826976776,0.20001758635044098,0.5091881155967712,0.24706405401229858,0.4296516180038452,0.23493875563144684,0.24222496151924133,0.43163934350013733
he,0.3114890456199646,0.3292143940925598,0.24165187776088715,0.3020331561565399,0.27276426553726196,0.2845253646373749,0.2301449328660965,0.385390967130661,0.22883102297782898,0.4571082592010498,0.1412113457918167,0.22136984765529633,0.2089974731206894
got,0.22145941853523254,0.4486267864704132,0.1487990915775299,0.3358581066131592,0.21810901165008545,0.2582400441169739,0.19228333234786987,0.22959870100021362,0.21847689151763916,0.25685515999794006,0.126188725233078,0.19489552080631256,0.24048802256584167
webb,0.07876737415790558,0.17462794482707977,0.3302505910396576,0.18489041924476624,0.16262246668338776,0.20523038506507874,0.15739773213863373,0.2667657732963562,0.16150876879692078,0.2468639612197876,0.27763932943344116,0.2105797380208969,0.11173157393932343
's,0.02692362666130066,0.05069678649306297,0.08853936195373535,-0.02807004563510418,0.0468781515955925,-0.04624466598033905,-0.0369880273938179,0.03782717138528824,0.09448423236608505,-0.01540423184633255,-0.1200559139251709,0.0445902980864048,-0.023395681753754616
permission,0.29350385069847107,0.38586631417274475,0.2006148248910904,0.27318626642227173,0.29917579889297485,0.18035592138767242,0.30756956338882446,0.39300405979156494,0.19227242469787598,0.2008170187473297,0.17864654958248138,0.25247129797935486,0.2520243525505066
to,0.455847829580307,0.4452643394470215,0.08670014888048172,0.4544740617275238,0.25535836815834045,0.4239959120750427,0.264421671628952,1.0,0.23167216777801514,0.535392165184021,0.22712917625904083,0.23681028187274933,0.29463258385658264
recruit,0.23032547533512115,0.27997514605522156,0.16030026972293854,0.2743653953075409,0.3285350501537323,0.22369271516799927,0.19839806854724884,0.28058016300201416,0.305560439825058,0.22927021980285645,0.14277613162994385,0.2664102613925934,0.22197800874710083
general,0.24928055703639984,0.19499315321445465,0.11592588573694229,0.1695498526096344,0.19102294743061066,0.1510423719882965,0.2695819139480591,0.24755197763442993,0.08900811523199081,0.28634732961654663,0.16632826626300812,0.15059489011764526,0.1972234547138214
samuel,0.14263929426670074,0.15969319641590118,0.49152711033821106,0.1341712772846222,0.09257356077432632,0.13008104264736176,0.061882466077804565,0.07316149771213531,0.11708398163318634,0.15008985996246338,0.10103155672550201,0.10840321332216263,0.09954892843961716
c.,0.03813721984624863,-0.00015500003064516932,-0.0856545940041542,0.044976383447647095,0.13323147594928741,-0.025075746700167656,-0.1174570694565773,-0.015615013428032398,-0.12973879277706146,-0.23451577126979828,-0.08512409031391144,-0.02379898726940155,0.019047532230615616
phillips,0.1776774823665619,0.13411401212215424,0.31965869665145874,0.15295197069644928,0.21113716065883636,0.22208432853221893,0.16365604102611542,0.19412821531295776,0.1862698793411255,0.1886449009180069,0.13035443425178528,0.23150035738945007,0.15470919013023376
",",0.3087472915649414,0.3015086054801941,0.3152562379837036,0.3541618287563324,0.22459560632705688,0.4120737314224243,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.2285580337047577,0.17760658264160156,0.31091248989105225
who,0.40942975878715515,0.34038686752319336,0.25541362166404724,0.39246654510498047,0.33711883425712585,0.3282766342163086,0.21688687801361084,0.42656609416007996,0.15428602695465088,0.3733934462070465,0.1441284865140915,0.2097788155078888,0.26220351457595825
gained,0.15457381308078766,0.2939504086971283,0.08758996427059174,0.21592362225055695,0.35861679911613464,0.22814740240573883,0.17112046480178833,0.22058042883872986,0.20110729336738586,0.29543522000312805,0.0640786811709404,0.13586051762104034,0.11261032521724701
a,0.3320399522781372,0.2552328109741211,0.22967667877674103,0.338716596364975,0.2513456344604492,0.3783375024795532,0.22647660970687866,0.45503583550453186,0.23421013355255127,0.5829201340675354,0.20296213030815125,0.2779408395290375,0.23916715383529663
reputation,0.24973461031913757,0.3224841058254242,0.13261547684669495,0.27095866203308105,0.39805591106414795,0.185930997133255,0.17110390961170197,0.20996540784835815,0.15822871029376984,0.21946515142917633,0.14927206933498383,0.2047339826822281,0.14395901560783386
for,0.3017193675041199,0.318512886762619,0.16679444909095764,0.41175219416618347,0.29364609718322754,0.39140474796295166,0.31561535596847534,0.4451248347759247,0.28320616483688354,0.4739971458911896,0.24232043325901031,0.29441335797309875,0.264628142118454
his,0.26976513862609863,0.3546801507472992,0.28225281834602356,0.25689181685447693,0.2960197329521179,0.33836179971694946,0.23540276288986206,0.3715193271636963,0.1973414570093155,0.4394008219242096,0.14531013369560242,0.13115361332893372,0.18075084686279297
effective,0.23494793474674225,0.2096690982580185,0.1449500322341919,0.2808290421962738,0.3049680292606354,0.2714844346046448,0.19501899182796478,0.27306854724884033,0.13123896718025208,0.23741452395915985,0.17370237410068512,0.16472585499286652,0.21825028955936432
management,0.180610790848732,0.116518035531044,0.18382570147514343,0.16498571634292603,0.2803400456905365,0.24926483631134033,0.19815316796302795,0.23028287291526794,0.10948316752910614,0.26673808693885803,0.16976220905780792,0.270393431186676,0.15866325795650482
of,0.33290785551071167,0.2513895630836487,0.16156543791294098,0.3802283704280853,0.228313148021698,0.41827285289764404,0.3183474540710449,0.41548454761505127,0.26950395107269287,0.733189046382904,0.21300287544727325,0.17376001179218292,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.2319459170103073,0.40389683842658997,0.21682339906692505,0.4223487675189972,0.33782097697257996,0.535392165184021,0.3364273011684418,1.0,0.24495907127857208,0.22986935079097748,0.22068053483963013
minuteman,0.1810595691204071,0.24800726771354675,0.33959251642227173,0.1726844757795334,0.24251267313957214,0.2367585450410843,0.22208338975906372,0.226390540599823,0.20326325297355652,0.2767657935619354,0.21132883429527283,0.2442358285188675,0.17810796201229095
program,0.25047802925109863,0.18915289640426636,0.17193442583084106,0.17012253403663635,0.23168188333511353,0.14732027053833008,0.2303515374660492,0.23681028187274933,0.18121930956840515,0.22986935079097748,0.27222728729248047,1.0,0.1440187245607376
",",0.3087472915649414,0.3015086054801941,0.3152562379837036,0.3541618287563324,0.22459560632705688,0.4120737314224243,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.2285580337047577,0.17760658264160156,0.31091248989105225
as,0.31749409437179565,0.3596470057964325,0.25766482949256897,0.37788212299346924,0.18822716176509857,0.40387406945228577,0.2475208342075348,0.42092081904411316,0.19405613839626312,0.48381632566452026,0.1954064816236496,0.19883424043655396,0.27043893933296204
omsf,0.2841319441795349,0.2373429834842682,0.2783781886100769,0.3089025914669037,0.23065100610256195,0.2803950607776642,0.2421187162399292,0.27097198367118835,0.19611042737960815,0.3501625657081604,0.2560078501701355,0.24264071881771088,0.27354907989501953
program,0.25047802925109863,0.18915289640426636,0.17193442583084106,0.17012253403663635,0.23168188333511353,0.14732027053833008,0.2303515374660492,0.23681028187274933,0.18121930956840515,0.22986935079097748,0.27222728729248047,1.0,0.1440187245607376
controller,0.2898109555244446,0.1841757744550705,0.2612898349761963,0.20448565483093262,0.2488395869731903,0.20969246327877045,0.17739470303058624,0.23023051023483276,0.14556632936000824,0.27023249864578247,0.18353526294231415,0.30929866433143616,0.2098138928413391
.,0.3567904531955719,0.35288307070732117,0.24379780888557434,0.41614407300949097,0.22749435901641846,0.4446153938770294,0.2402365803718567,0.4645031690597534,0.2284226417541504,0.5934505462646484,0.2385488897562027,0.18964338302612305,0.4130953550338745
