,who,dominates,the,world,of,long,distance,running,?
in,0.2792111933231354,0.220208540558815,0.6662389636039734,0.3038199245929718,0.5696388483047485,0.2759332060813904,0.1782536804676056,0.2874506413936615,0.20430970191955566
several,0.30628830194473267,0.1594255119562149,0.40559855103492737,0.21577082574367523,0.3271615505218506,0.28412291407585144,0.1593179851770401,0.21256017684936523,0.15595775842666626
sports,0.15396633744239807,0.16130919754505157,0.20313861966133118,0.14874304831027985,0.24392472207546234,0.1349083036184311,0.11892163008451462,0.1444798856973648,0.04557104781270027
",",0.3365725874900818,0.2602646052837372,0.4933079481124878,0.26091980934143066,0.4946078956127167,0.3431144952774048,0.22692032158374786,0.24165967106819153,0.31091248989105225
among,0.32480236887931824,0.19223731756210327,0.3507058024406433,0.2624311149120331,0.3679063022136688,0.131393700838089,0.180892214179039,0.0912889838218689,0.14343059062957764
them,0.5243523120880127,0.13602542877197266,0.4788833558559418,0.2553248107433319,0.34503093361854553,0.28552672266960144,0.207036092877388,0.2411871999502182,0.35435691475868225
cricket,0.19333618879318237,0.10275998711585999,0.20877817273139954,0.2587011158466339,0.20185436308383942,0.16019107401371002,0.16238993406295776,0.1800711452960968,0.1368326097726822
",",0.3365725874900818,0.2602646052837372,0.4933079481124878,0.26091980934143066,0.4946078956127167,0.3431144952774048,0.22692032158374786,0.24165967106819153,0.31091248989105225
rallying,0.29376059770584106,0.17208510637283325,0.3257666528224945,0.29689979553222656,0.3208248019218445,0.15848404169082642,0.2165459841489792,0.2769109904766083,0.2258070707321167
",",0.3365725874900818,0.2602646052837372,0.4933079481124878,0.26091980934143066,0.4946078956127167,0.3431144952774048,0.22692032158374786,0.24165967106819153,0.31091248989105225
football,0.17791859805583954,0.06271211057901382,0.18794101476669312,0.1688486784696579,0.2184123694896698,0.1269451230764389,0.13056263327598572,0.174372598528862,0.14957410097122192
",",0.3365725874900818,0.2602646052837372,0.4933079481124878,0.26091980934143066,0.4946078956127167,0.3431144952774048,0.22692032158374786,0.24165967106819153,0.31091248989105225
rugby,0.15213707089424133,0.13212856650352478,0.15126073360443115,0.2143685221672058,0.1578499972820282,0.08750647306442261,0.13775870203971863,0.1019257977604866,0.026534482836723328
union,0.16662479937076569,0.08900266885757446,0.24421639740467072,0.24989335238933563,0.2642118036746979,0.10520071536302567,0.20237725973129272,0.05901294946670532,0.07797172665596008
and,0.41279885172843933,0.2876740097999573,0.5171257257461548,0.3246132433414459,0.5116966962814331,0.3395216166973114,0.25180765986442566,0.29286429286003113,0.20544172823429108
boxing,0.18183761835098267,0.03816147521138191,0.16892604529857635,0.28221839666366577,0.13491763174533844,0.20175579190254211,0.10435149818658829,0.1571539044380188,0.17429301142692566
.,0.3541337847709656,0.1623680144548416,0.5934505462646484,0.3177160322666168,0.5352458953857422,0.3247973620891571,0.1947452872991562,0.27780240774154663,0.4130953550338745
