,why,did,british,operation,fail,in,1755,",",56,",",57,?
canadian,0.07679037004709244,0.15543626248836517,0.5060994625091553,0.22239325940608978,0.1432989537715912,0.15288233757019043,0.1840636283159256,0.21999135613441467,0.0017565415473654866,0.21999135613441467,0.020974840968847275,0.10011322796344757
scouts,0.12569744884967804,0.15085028111934662,0.18293745815753937,0.24533386528491974,0.08029502630233765,0.22082512080669403,0.15576161444187164,0.23209014534950256,-0.05418245121836662,0.23209014534950256,-0.052708372473716736,0.1461811363697052
",",0.2827242314815521,0.3015086054801941,0.25734075903892517,0.24555085599422455,0.32029256224632263,0.5201468467712402,0.1919330358505249,1.0000001192092896,0.08333944529294968,1.0000001192092896,-0.06417731940746307,0.31091248989105225
french,0.10311564058065414,0.1584041714668274,0.43574923276901245,0.16451215744018555,0.16051867604255676,0.22093388438224792,0.33447322249412537,0.28806620836257935,0.025717251002788544,0.28806620836257935,0.11484146863222122,0.1386883556842804
regular,0.1712833195924759,0.26963475346565247,0.19160345196723938,0.2429380714893341,0.23249436914920807,0.23172755539417267,0.059639815241098404,0.2336544692516327,-0.06925126165151596,0.2336544692516327,-0.06239575520157814,0.18334713578224182
forces,0.15960682928562164,0.13164828717708588,0.23148047924041748,0.3726797103881836,0.16916438937187195,0.2565164566040039,0.15258574485778809,0.2544684410095215,0.03203238546848297,0.2544684410095215,-0.021136607974767685,0.16984491050243378
",",0.2827242314815521,0.3015086054801941,0.25734075903892517,0.24555085599422455,0.32029256224632263,0.5201468467712402,0.1919330358505249,1.0000001192092896,0.08333944529294968,1.0000001192092896,-0.06417731940746307,0.31091248989105225
and,0.27806392312049866,0.34479495882987976,0.325880765914917,0.23037932813167572,0.27626097202301025,0.4954058527946472,0.11916331946849823,0.6633074283599854,-0.011336364783346653,0.6633074283599854,0.0007465399685315788,0.20544172823429108
indian,0.10029590874910355,0.13855396211147308,0.40101948380470276,0.15664494037628174,0.11164654046297073,0.17715758085250854,0.07159916311502457,0.2407594621181488,0.03346067667007446,0.2407594621181488,-0.013592278584837914,0.09909533709287643
warrior,0.15869355201721191,0.15356910228729248,0.15357573330402374,0.10727057605981827,0.09147606790065765,0.09215307235717773,0.07934888452291489,0.21165026724338531,0.156075119972229,0.21165026724338531,-0.014064121060073376,0.12119830399751663
allies,0.1846759021282196,0.26205670833587646,0.1906306892633438,0.34157121181488037,0.24567940831184387,0.22134138643741608,0.21399544179439545,0.25814759731292725,0.017896752804517746,0.25814759731292725,-0.01964791677892208,0.16798950731754303
.,0.32909876108169556,0.35288307070732117,0.23159366846084595,0.21765126287937164,0.2996665835380554,0.5591574311256409,0.2007792443037033,0.6812511086463928,0.059828706085681915,0.6812511086463928,-0.10235226154327393,0.4130953550338745
