,along,with,admission,",",exhaust,and,compression,",",what,is,an,event,in,the,engine,cycle,?
strokes,0.16048498451709747,0.24720266461372375,0.13113683462142944,0.20670635998249054,0.35142993927001953,0.2241085320711136,0.2998591363430023,0.20670635998249054,0.18093959987163544,0.15744949877262115,0.2018372267484665,0.19880874454975128,0.2029685527086258,0.19190067052841187,0.3375588357448578,0.15637755393981934,0.16504856944084167
;,0.04494662955403328,0.12944702804088593,0.024407031014561653,0.04938793554902077,-0.05439305678009987,0.08403264731168747,0.017883919179439545,0.04938793554902077,0.10986888408660889,0.05324986204504967,-0.0424368716776371,0.010941234417259693,0.092739537358284,0.09152708947658539,0.0016585135599598289,-0.08780737966299057,0.10349778085947037
the,0.39495137333869934,0.4223487675189972,0.2620483338832855,0.4933079481124878,0.2500286400318146,0.5171257257461548,0.24867193400859833,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.2960145175457001,0.6662389636039734,1.0,0.21651263535022736,0.2701641917228699,0.22068053483963013
cycle,0.12071307748556137,0.1380273401737213,0.09155187010765076,0.16122886538505554,0.2250516414642334,0.2020994871854782,0.27004173398017883,0.16122886538505554,0.17920038104057312,0.20626789331436157,0.18539637327194214,0.2084713727235794,0.20483464002609253,0.2701641917228699,0.21644321084022522,1.0000001192092896,0.07156776636838913
also,0.3395622968673706,0.44397303462028503,0.2715109586715698,0.4717654287815094,0.264779269695282,0.5755972862243652,0.24711056053638458,0.4717654287815094,0.42747777700424194,0.5012649297714233,0.36835694313049316,0.24523094296455383,0.5073733329772949,0.6021018624305725,0.1801549643278122,0.18395966291427612,0.21848613023757935
comprises,0.20847024023532867,0.2298901528120041,0.2102961242198944,0.2521401047706604,0.15545108914375305,0.30092236399650574,0.27651312947273254,0.2521401047706604,0.12282794713973999,0.34238201379776,0.15741592645645142,0.17455467581748962,0.2665193974971771,0.30223149061203003,0.09736961871385574,0.13022667169570923,0.037654489278793335
four,0.2401067614555359,0.32876577973365784,0.1904730647802353,0.31238991022109985,0.18922334909439087,0.34700489044189453,0.18829596042633057,0.31238991022109985,0.18057085573673248,0.22331103682518005,0.17310436069965363,0.15220825374126434,0.3085027039051056,0.40344667434692383,0.23402813076972961,0.24580426514148712,0.14532537758350372
events,0.16589988768100739,0.16211721301078796,0.1973482370376587,0.16838376224040985,0.1614181101322174,0.2040661722421646,0.1632363349199295,0.16838376224040985,0.269866019487381,0.17093729972839355,0.12980467081069946,0.6932221055030823,0.2690284550189972,0.3102840185165405,0.08041655272245407,0.2081032544374466,0.09835197776556015
–,0.1525002419948578,0.18760459125041962,0.09139362722635269,0.43221306800842285,0.08901114016771317,0.3279274106025696,0.1258225291967392,0.43221306800842285,0.13008765876293182,0.1436920464038849,0.19806897640228271,0.15595993399620056,0.23687128722667694,0.2607575058937073,0.11415558308362961,0.09902258217334747,0.2714554965496063
admission,0.10895274579524994,0.12267886102199554,1.0,0.1946551650762558,0.255610853433609,0.20120634138584137,0.27340489625930786,0.1946551650762558,0.29061800241470337,0.21989640593528748,0.17835788428783417,0.2510676681995392,0.2778421938419342,0.2620483338832855,0.14126728475093842,0.09155187010765076,0.19312289357185364
",",0.29824912548065186,0.4120737314224243,0.1946551650762558,1.0000001192092896,0.19490349292755127,0.6633074283599854,0.19348332285881042,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3581022024154663,0.22701776027679443,0.5201468467712402,0.4933079481124878,0.19789794087409973,0.16122886538505554,0.31091248989105225
expansion,0.21030807495117188,0.17767347395420074,0.2871713936328888,0.15777990221977234,0.28026747703552246,0.1901247650384903,0.33095645904541016,0.15777990221977234,0.2671823799610138,0.16577079892158508,0.12082995474338531,0.209608256816864,0.20021484792232513,0.31353142857551575,0.2244432121515274,0.10471343994140625,0.18286365270614624
",",0.29824912548065186,0.4120737314224243,0.1946551650762558,1.0000001192092896,0.19490349292755127,0.6633074283599854,0.19348332285881042,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3581022024154663,0.22701776027679443,0.5201468467712402,0.4933079481124878,0.19789794087409973,0.16122886538505554,0.31091248989105225
exhaust,0.14601291716098785,0.25839242339134216,0.255610853433609,0.19490349292755127,0.9999999403953552,0.2602611184120178,0.4610004723072052,0.19490349292755127,0.1970054805278778,0.1744835078716278,0.24624352157115936,0.14409947395324707,0.16454721987247467,0.2500286400318146,0.47334933280944824,0.2250516414642334,0.1444300264120102
",",0.29824912548065186,0.4120737314224243,0.1946551650762558,1.0000001192092896,0.19490349292755127,0.6633074283599854,0.19348332285881042,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3581022024154663,0.22701776027679443,0.5201468467712402,0.4933079481124878,0.19789794087409973,0.16122886538505554,0.31091248989105225
compression,0.1333901733160019,0.23448646068572998,0.27340489625930786,0.19348332285881042,0.4610004723072052,0.19845055043697357,0.9999998807907104,0.19348332285881042,0.23375190794467926,0.2661573588848114,0.25507739186286926,0.18928812444210052,0.14698553085327148,0.24867193400859833,0.4182755649089813,0.27004173398017883,0.18572697043418884
.,0.27491724491119385,0.4446153938770294,0.2514549791812897,0.6812511086463928,0.22090935707092285,0.588965117931366,0.22932106256484985,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.2068977802991867,0.5591574311256409,0.5934505462646484,0.21814921498298645,0.19143328070640564,0.4130953550338745
