,what,was,the,episode,name,of,simpson,'s,first,doctor,who,score,?
adventures,0.18775875866413116,0.11922162026166916,0.2034815400838852,0.40914130210876465,0.14992661774158478,0.2105356603860855,0.29469507932662964,-0.02186211384832859,0.22513113915920258,0.283301442861557,0.2170078009366989,0.19077405333518982,0.15214234590530396
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.17369085550308228,0.24075818061828613,1.0,0.1791120320558548,-0.03817026689648628,0.3536086082458496,0.16895952820777893,0.2827862501144409,0.1790168732404709,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.25342556834220886,0.3171212375164032,0.733189046382904,0.23521888256072998,-0.01540423184633255,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.2042495757341385,0.22068053483963013
1960s,-0.17530474066734314,-0.029007330536842346,-0.06868536025285721,-0.06943324208259583,0.13473738729953766,-0.02275673858821392,0.02708900161087513,0.03265397250652313,-0.06204143539071083,0.0001723367749946192,-0.1590687334537506,-0.09264443069696426,-0.08257022500038147
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2091434895992279,0.21235932409763336,0.5116966962814331,0.28405213356018066,0.06895173341035843,0.3167642652988434,0.21673844754695892,0.41279885172843933,0.16766662895679474,0.20544172823429108
1970s,-0.020239217206835747,0.012108612805604935,0.004102230537682772,0.0825413167476654,-0.08271966129541397,0.060115184634923935,0.02306746318936348,0.019194331020116806,0.016542699187994003,6.336247315630317e-05,0.02405538223683834,0.005711316596716642,0.03861190751194954
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.18198037147521973,0.28145334124565125,0.4946078956127167,0.25540685653686523,-0.0016132977325469255,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.16025088727474213,0.31091248989105225
including,0.18328791856765747,0.21884717047214508,0.3738902807235718,0.15041084587574005,0.16202661395072937,0.44195112586021423,0.1473497748374939,0.0074059427715837955,0.21360258758068085,0.104278564453125,0.2835840582847595,0.14750804007053375,0.1633303165435791
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,0.08253224939107895,0.19063733518123627,0.4178851246833801,0.1580846607685089,0.024445664137601852,0.34339818358421326,0.17011499404907227,0.35393568873405457,0.13705040514469147,0.2107497900724411
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.17369085550308228,0.24075818061828613,1.0,0.1791120320558548,-0.03817026689648628,0.3536086082458496,0.16895952820777893,0.2827862501144409,0.1790168732404709,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.25342556834220886,0.3171212375164032,0.733189046382904,0.23521888256072998,-0.01540423184633255,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.2042495757341385,0.22068053483963013
stories,0.2844959497451782,0.20611076056957245,0.2397296130657196,0.28014612197875977,0.15031641721725464,0.2577437460422516,0.14771804213523865,0.046974003314971924,0.2370806485414505,0.20147667825222015,0.3021683990955353,0.0933736190199852,0.20536305010318756
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.17369085550308228,0.24075818061828613,1.0,0.1791120320558548,-0.03817026689648628,0.3536086082458496,0.16895952820777893,0.2827862501144409,0.1790168732404709,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.25342556834220886,0.3171212375164032,0.733189046382904,0.23521888256072998,-0.01540423184633255,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.2042495757341385,0.22068053483963013
jon,0.1635923981666565,0.21221061050891876,0.153504878282547,0.22337958216667175,0.08276823163032532,0.08789495378732681,0.18314990401268005,-0.020226851105690002,0.19763465225696564,0.20655249059200287,0.2891683280467987,0.16378480195999146,0.1621117740869522
pertwee/tom,0.29618772864341736,0.3396742641925812,0.3575747013092041,0.40916937589645386,0.26121726632118225,0.32870179414749146,0.3347150981426239,-0.08015914261341095,0.3624659776687622,0.4224468767642975,0.3780026137828827,0.2466237097978592,0.29853135347366333
baker,0.1443992257118225,0.23070454597473145,0.23057734966278076,0.19317132234573364,0.18905100226402283,0.17265278100967407,0.24737867712974548,0.10081975907087326,0.2290748804807663,0.24323499202728271,0.2846620976924896,0.2157670259475708,0.1649734377861023
periods,0.21756020188331604,0.15220573544502258,0.27702534198760986,0.19124655425548553,0.12125297635793686,0.256827712059021,0.015357897616922855,-0.04868889972567558,0.21080395579338074,0.1486486792564392,0.16850873827934265,0.1295318752527237,0.167264923453331
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.18198037147521973,0.28145334124565125,0.4946078956127167,0.25540685653686523,-0.0016132977325469255,0.34503069519996643,0.20407600700855255,0.3365725874900818,0.16025088727474213,0.31091248989105225
ending,0.18526051938533783,0.21682487428188324,0.3726840615272522,0.27905040979385376,0.17752592265605927,0.26691535115242004,0.1690700650215149,0.010338542982935905,0.2771524488925934,0.15020909905433655,0.11476068943738937,0.17817695438861847,0.14182089269161224
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.2304430603981018,0.17897967994213104,0.41827285289764404,0.16616053879261017,-0.04624466598033905,0.2691199779510498,0.17277967929840088,0.3282766342163086,0.1785384863615036,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.25342556834220886,0.3171212375164032,0.733189046382904,0.23521888256072998,-0.01540423184633255,0.49448907375335693,0.2820442318916321,0.3733934462070465,0.2042495757341385,0.22068053483963013
horns,0.15901176631450653,0.11280150711536407,0.17515531182289124,0.13003595173358917,0.12406889349222183,0.18423470854759216,0.10728704929351807,0.005382217466831207,0.15287010371685028,0.06528892368078232,0.13637501001358032,0.2232423573732376,0.12250912934541702
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.17369085550308228,0.24075818061828613,1.0,0.1791120320558548,-0.03817026689648628,0.3536086082458496,0.16895952820777893,0.2827862501144409,0.1790168732404709,0.1826142966747284
nimon,0.1749892681837082,0.25508198142051697,0.30179402232170105,0.3041716516017914,0.24182207882404327,0.26341554522514343,0.2049105018377304,-0.028529386967420578,0.2583290934562683,0.24276603758335114,0.2906084358692169,0.20464779436588287,0.20897544920444489
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.19250941276550293,0.2706909477710724,0.35032153129577637,0.15098623931407928,0.0012731997994706035,0.2450505793094635,0.1570640504360199,0.2443375140428543,0.16359393298625946,0.40561532974243164
1979,0.17707666754722595,0.1920030564069748,0.3323744237422943,0.13817265629768372,0.26277852058410645,0.2645907700061798,0.1031390130519867,0.08197584748268127,0.1524573117494583,0.13568224012851715,0.215601846575737,0.013004450127482414,0.09159877151250839
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.1890215277671814,0.2638341188430786,0.3680361211299896,0.13731203973293304,0.021107977256178856,0.27228695154190063,0.1509941965341568,0.2457384318113327,0.1630166471004486,0.42300865054130554
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.23102888464927673,0.24737101793289185,0.5352458953857422,0.29926401376724243,-0.003708066651597619,0.4345304071903229,0.22361043095588684,0.3541337847709656,0.17928162217140198,0.4130953550338745
