,there,'s,a,rough,border,between,switzerland,and,what,other,country,formed,by,the,rhine,?
exceptions,0.4079015254974365,-0.0248089749366045,0.2269548624753952,0.21627934277057648,0.1908312439918518,0.23072652518749237,0.18016715347766876,0.32422664761543274,0.23491442203521729,0.4661911725997925,0.1666071116924286,0.1747019737958908,0.19656915962696075,0.29394328594207764,0.13993732631206512,0.17539265751838684
of,0.44397735595703125,-0.03817026689648628,0.5052502155303955,0.280521035194397,0.24084383249282837,0.3737983703613281,0.22564564645290375,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.28866857290267944,0.2871689796447754,0.3646814823150635,0.733189046382904,0.2548927664756775,0.1826142966747284
the,0.47025805711746216,-0.01540423184633255,0.5829201340675354,0.25230246782302856,0.2856229841709137,0.39067012071609497,0.25689372420310974,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.30432501435279846,0.28813210129737854,0.4408751428127289,1.0,0.30735138058662415,0.22068053483963013
canton,0.18396934866905212,-0.022136874496936798,0.19601406157016754,0.1243276447057724,0.263155996799469,0.08851533383131027,0.6581365466117859,0.20705747604370117,0.11461501568555832,0.16164006292819977,0.28834155201911926,0.18163208663463593,0.1506127119064331,0.28469693660736084,0.3045586347579956,0.09711585193872452
of,0.44397735595703125,-0.03817026689648628,0.5052502155303955,0.280521035194397,0.24084383249282837,0.3737983703613281,0.22564564645290375,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.28866857290267944,0.2871689796447754,0.3646814823150635,0.733189046382904,0.2548927664756775,0.1826142966747284
schaffhausen,0.23541459441184998,0.05925005301833153,0.2476351112127304,0.18615612387657166,0.3061118423938751,0.19469907879829407,0.5790283679962158,0.24049288034439087,0.18684488534927368,0.2178809493780136,0.23664847016334534,0.19745369255542755,0.17057116329669952,0.29382622241973877,0.558902382850647,0.2009538859128952
and,0.4242868423461914,0.06895173341035843,0.3739250600337982,0.28458523750305176,0.29048892855644226,0.40645647048950195,0.20231366157531738,1.0,0.31309178471565247,0.5504306554794312,0.30884742736816406,0.27619341015815735,0.4289871156215668,0.5171257257461548,0.22029656171798706,0.20544172823429108
parts,0.31903544068336487,0.060162968933582306,0.2777566909790039,0.17578476667404175,0.24081838130950928,0.2903015613555908,0.14057746529579163,0.3901200294494629,0.3415631353855133,0.3518189489841461,0.17968016862869263,0.2563159763813019,0.233709454536438,0.4042440354824066,0.19269700348377228,0.12310896813869476
of,0.44397735595703125,-0.03817026689648628,0.5052502155303955,0.280521035194397,0.24084383249282837,0.3737983703613281,0.22564564645290375,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.28866857290267944,0.2871689796447754,0.3646814823150635,0.733189046382904,0.2548927664756775,0.1826142966747284
the,0.47025805711746216,-0.01540423184633255,0.5829201340675354,0.25230246782302856,0.2856229841709137,0.39067012071609497,0.25689372420310974,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.30432501435279846,0.28813210129737854,0.4408751428127289,1.0,0.30735138058662415,0.22068053483963013
cantons,0.2637094557285309,-0.012318882159888744,0.14329755306243896,0.14836034178733826,0.3007737696170807,0.15747827291488647,0.49152839183807373,0.22847087681293488,0.18137581646442413,0.2342817634344101,0.3101935088634491,0.25125613808631897,0.1633085459470749,0.2826148569583893,0.30412858724594116,0.15848033130168915
of,0.44397735595703125,-0.03817026689648628,0.5052502155303955,0.280521035194397,0.24084383249282837,0.3737983703613281,0.22564564645290375,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.28866857290267944,0.2871689796447754,0.3646814823150635,0.733189046382904,0.2548927664756775,0.1826142966747284
zürich,0.14711202681064606,0.09269195050001144,0.2103608101606369,0.048044778406620026,0.14010407030582428,0.14745299518108368,0.5842621326446533,0.18254303932189941,0.10520724952220917,0.12409958988428116,0.1551273614168167,0.13282333314418793,0.13881896436214447,0.21948260068893433,0.4124675691127777,0.1649853140115738
and,0.4242868423461914,0.06895173341035843,0.3739250600337982,0.28458523750305176,0.29048892855644226,0.40645647048950195,0.20231366157531738,1.0,0.31309178471565247,0.5504306554794312,0.30884742736816406,0.27619341015815735,0.4289871156215668,0.5171257257461548,0.22029656171798706,0.20544172823429108
basel-stadt,0.22233989834785461,0.005561175290495157,0.27805495262145996,0.14640866219997406,0.24622486531734467,0.1620122790336609,0.5078437328338623,0.2639090120792389,0.195732980966568,0.20120324194431305,0.21687765419483185,0.2257167249917984,0.17375218868255615,0.27297818660736084,0.5715130567550659,0.1524430364370346
",",0.4587128460407257,-0.0016132977325469255,0.427140474319458,0.2417367696762085,0.2548258304595947,0.27714940905570984,0.23812422156333923,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.27878350019454956,0.2636634409427643,0.3680937886238098,0.4933079481124878,0.167837992310524,0.31091248989105225
until,0.24279451370239258,0.02445155940949917,0.2314814180135727,0.11073492467403412,0.11706319451332092,0.23773707449436188,0.15409548580646515,0.3372601866722107,0.2693650424480438,0.18209607899188995,0.20596487820148468,0.2711726725101471,0.26738616824150085,0.37191009521484375,0.2225569188594818,0.20304496586322784
it,0.4020688533782959,0.06608816236257553,0.5452592968940735,0.25348320603370667,0.2761725187301636,0.311247855424881,0.19073288142681122,0.40957894921302795,0.45803478360176086,0.36282607913017273,0.2677888870239258,0.27487313747406006,0.40926623344421387,0.6251175999641418,0.17693428695201874,0.25732165575027466
turns,0.23557479679584503,0.028658153489232063,0.30035504698753357,0.18727967143058777,0.1678028553724289,0.1742500215768814,0.04578843712806702,0.3010953962802887,0.19637584686279297,0.2439286857843399,0.1139020174741745,0.15596222877502441,0.24148117005825043,0.3179035782814026,0.1488197147846222,0.11367190629243851
north,0.2433922290802002,0.06196961551904678,0.25008413195610046,0.1883605271577835,0.3381967544555664,0.29596152901649475,0.14437635242938995,0.2776443064212799,0.18673177063465118,0.21928533911705017,0.2221440225839615,0.2713375687599182,0.22664140164852142,0.36298373341560364,0.3832572400569916,0.11829731613397598
at,0.37649083137512207,-0.08481216430664062,0.3095070421695709,0.1771233081817627,0.18072058260440826,0.3328663110733032,0.19895486533641815,0.3571503460407257,0.2838611304759979,0.24329762160778046,0.18832142651081085,0.1652698516845703,0.2368064820766449,0.457212895154953,0.19469857215881348,0.21978627145290375
the,0.47025805711746216,-0.01540423184633255,0.5829201340675354,0.25230246782302856,0.2856229841709137,0.39067012071609497,0.25689372420310974,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.30432501435279846,0.28813210129737854,0.4408751428127289,1.0,0.30735138058662415,0.22068053483963013
so-called,0.47045254707336426,0.009286198765039444,0.4512375593185425,0.30366963148117065,0.28258857131004333,0.33498695492744446,0.22714796662330627,0.35612040758132935,0.361295610666275,0.331021249294281,0.18978989124298096,0.41841721534729004,0.3580913543701172,0.48567995429039,0.27603286504745483,0.28986620903015137
rhine,0.17993438243865967,0.0778765007853508,0.1823403388261795,0.1695563942193985,0.32308438420295715,0.17755062878131866,0.32351648807525635,0.22029656171798706,0.16475653648376465,0.19601790606975555,0.23905308544635773,0.12505698204040527,0.18456800282001495,0.30735138058662415,1.0,0.13754533231258392
knee,0.20014910399913788,-0.03074687160551548,0.23728197813034058,0.22024159133434296,0.20147012174129486,0.10442958772182465,0.13683204352855682,0.140671506524086,0.1789257973432541,0.16022564470767975,0.16083700954914093,0.10472524166107178,0.106259286403656,0.18102814257144928,0.132127046585083,0.16113388538360596
at,0.37649083137512207,-0.08481216430664062,0.3095070421695709,0.1771233081817627,0.18072058260440826,0.3328663110733032,0.19895486533641815,0.3571503460407257,0.2838611304759979,0.24329762160778046,0.18832142651081085,0.1652698516845703,0.2368064820766449,0.457212895154953,0.19469857215881348,0.21978627145290375
basel,0.13660964369773865,-0.02615527994930744,0.27433669567108154,0.14243733882904053,0.16977405548095703,0.11781471967697144,0.5846318602561951,0.2158564329147339,0.12809641659259796,0.15787273645401,0.19632942974567413,0.16705167293548584,0.18961107730865479,0.2317996621131897,0.37773385643959045,0.15991902351379395
",",0.4587128460407257,-0.0016132977325469255,0.427140474319458,0.2417367696762085,0.2548258304595947,0.27714940905570984,0.23812422156333923,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.27878350019454956,0.2636634409427643,0.3680937886238098,0.4933079481124878,0.167837992310524,0.31091248989105225
leaving,0.228350430727005,-0.012301049195230007,0.26564347743988037,0.19188649952411652,0.16263814270496368,0.22741453349590302,0.11881592869758606,0.31990569829940796,0.2528557777404785,0.22652499377727509,0.18016968667507172,0.27069759368896484,0.29866981506347656,0.35353413224220276,0.20416709780693054,0.11571593582630157
switzerland,0.19661270081996918,0.008307444863021374,0.21310605108737946,0.12185358256101608,0.1974421739578247,0.1285870373249054,1.0,0.20231366157531738,0.10552600771188736,0.17792023718357086,0.32163169980049133,0.13703541457653046,0.16422809660434723,0.25689372420310974,0.32351648807525635,0.13347817957401276
.,0.43897318840026855,-0.003708066651597619,0.50484299659729,0.24374377727508545,0.26349708437919617,0.30295518040657043,0.24959003925323486,0.588965117931366,0.3567904531955719,0.41511186957359314,0.26130348443984985,0.2737641930580139,0.3936232924461365,0.5934505462646484,0.2089352011680603,0.4130953550338745
