,how,many,career,sacks,did,jared,allen,have,?
with,0.3525622487068176,0.35744401812553406,0.2619263231754303,0.15947255492210388,0.25472134351730347,0.20914170145988464,0.23869538307189941,0.48046383261680603,0.2433311939239502
defensive,0.08822094649076462,0.14274363219738007,0.24434798955917358,0.4047272801399231,0.1420954167842865,0.23482079803943634,0.18967463076114655,0.20972736179828644,0.1711898148059845
end,0.2481066733598709,0.2364911139011383,0.17818111181259155,0.224653422832489,0.18808481097221375,0.1082252785563469,0.15304245054721832,0.24015727639198303,0.12543344497680664
kony,0.1615382879972458,0.20643942058086395,0.16809217631816864,0.17656536400318146,0.18294879794120789,0.24016378819942474,0.17517633736133575,0.16687846183776855,0.07727755606174469
ealy,0.20069478452205658,0.11678928881883621,0.2978707253932953,0.18310190737247467,0.15149825811386108,0.25068965554237366,0.29611653089523315,0.18074125051498413,0.24052083492279053
",",0.22659391164779663,0.40610817074775696,0.217554971575737,0.2979430854320526,0.3015086054801941,0.28068849444389343,0.29199737310409546,0.3541618287563324,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.21169690787792206,0.16894300282001495,0.34038686752319336,0.27010759711265564,0.22067172825336456,0.39246654510498047,0.26220351457595825
had,0.2549138069152832,0.40130746364593506,0.2950170934200287,0.2547798454761505,0.540525496006012,0.1987985372543335,0.27314797043800354,0.6263401508331299,0.20728366076946259
5,0.03444203734397888,0.006714559160172939,0.062455736100673676,0.05967717990279198,0.08429081737995148,0.02830030769109726,-0.015898069366812706,0.023788409307599068,0.06222071498632431
sacks,0.1041552722454071,0.16596581041812897,0.24076944589614868,1.0,0.1250401884317398,0.20352447032928467,0.2707609534263611,0.18270085752010345,0.0761517658829689
in,0.2601168751716614,0.41474202275276184,0.2564375698566437,0.2059689611196518,0.2593238651752472,0.20860669016838074,0.2125987708568573,0.36843645572662354,0.20430970191955566
just,0.41178324818611145,0.3534678518772125,0.1817518174648285,0.10538406670093536,0.38283270597457886,0.1552807092666626,0.1548270285129547,0.45864632725715637,0.4144178032875061
9,-0.020076006650924683,-0.008973803371191025,0.04735168069601059,-0.06985853612422943,0.038853127509355545,-0.04450865089893341,-0.007678278721868992,0.019260726869106293,-0.026682810857892036
starts,0.22414463758468628,0.12402394413948059,0.1250954121351242,0.17528916895389557,0.1486019641160965,0.14457377791404724,0.11528215557336807,0.07729513943195343,0.17788195610046387
.,0.3287222981452942,0.3974229395389557,0.2458854615688324,0.20474085211753845,0.35288307070732117,0.18938888609409332,0.2736349403858185,0.41614407300949097,0.4130953550338745
