,what,type,of,medal,did,nasa,give,the,astronauts,who,visited,space,and,the,moon,?
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2681026756763458,0.3015086054801941,0.18665438890457153,0.2844066619873047,0.4933079481124878,0.23683924973011017,0.3365725874900818,0.2618711590766907,0.2285580337047577,0.6633074283599854,0.4933079481124878,0.18567080795764923,0.31091248989105225
given,0.21883496642112732,0.17595160007476807,0.39388060569763184,0.2465372532606125,0.24950160086154938,0.14685392379760742,0.595585286617279,0.37508252263069153,0.17928312718868256,0.3104628920555115,0.2172972708940506,0.15721076726913452,0.30185943841934204,0.37508252263069153,0.17027533054351807,0.2570464313030243
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.2120092660188675,0.318512886762619,0.17481353878974915,0.41813769936561584,0.4739971458911896,0.2060912698507309,0.37110671401023865,0.19959858059883118,0.24232043325901031,0.5064792633056641,0.4739971458911896,0.2043032944202423,0.264628142118454
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.04111693054437637,-0.029888948425650597,-0.1006617322564125,0.06498900055885315,0.029072100296616554,-0.05851166695356369,0.02397952415049076,-0.05004847049713135,0.004888324998319149,0.036644238978624344,0.029072100296616554,-0.06423111259937286,0.0685480609536171
distinguished,0.1610289216041565,0.10960910469293594,0.2957158386707306,0.4505101442337036,0.09719182550907135,0.1722920536994934,0.13931119441986084,0.23548999428749084,0.16464492678642273,0.1539963185787201,0.08725198358297348,0.06225314363837242,0.2505932152271271,0.23548999428749084,0.1304183453321457,0.08062640577554703
service,0.16857224702835083,0.1756446659564972,0.18425606191158295,0.29560062289237976,0.14130860567092896,0.22782686352729797,0.18328268826007843,0.22661015391349792,0.17107801139354706,0.21098247170448303,0.18299467861652374,0.15259906649589539,0.24532052874565125,0.22661015391349792,0.07750395685434341,0.1676298975944519
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2681026756763458,0.3015086054801941,0.18665438890457153,0.2844066619873047,0.4933079481124878,0.23683924973011017,0.3365725874900818,0.2618711590766907,0.2285580337047577,0.6633074283599854,0.4933079481124878,0.18567080795764923,0.31091248989105225
ability,0.26366251707077026,0.1878262609243393,0.21105368435382843,0.13832171261310577,0.2730088233947754,0.16569674015045166,0.28877583146095276,0.24997951090335846,0.16806650161743164,0.26363757252693176,0.05837418511509895,0.20795339345932007,0.2697578966617584,0.24997951090335846,0.18202723562717438,0.1955445408821106
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2681026756763458,0.3015086054801941,0.18665438890457153,0.2844066619873047,0.4933079481124878,0.23683924973011017,0.3365725874900818,0.2618711590766907,0.2285580337047577,0.6633074283599854,0.4933079481124878,0.18567080795764923,0.31091248989105225
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.1622045785188675,0.28211739659309387,0.16638264060020447,0.34672385454177856,0.4174870550632477,0.2177668660879135,0.31144875288009644,0.10739636421203613,0.28110602498054504,0.4713204801082611,0.4174870550632477,0.18466947972774506,0.32389625906944275
courage,0.17387542128562927,0.10142955929040909,0.22843971848487854,0.3320162296295166,0.2031337171792984,0.13845856487751007,0.1854325383901596,0.23143218457698822,0.19039717316627502,0.2589915990829468,0.11186306178569794,0.11170436441898346,0.19500373303890228,0.23143218457698822,0.1488296538591385,0.15376517176628113
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.07656357437372208,0.01978493109345436,-0.04144192487001419,0.0572582483291626,0.041273195296525955,-0.057609882205724716,0.024401003494858742,-0.0052223894745111465,-0.03227292746305466,0.021612688899040222,0.041273195296525955,-0.03831309825181961,0.018684765323996544
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2681026756763458,0.3015086054801941,0.18665438890457153,0.2844066619873047,0.4933079481124878,0.23683924973011017,0.3365725874900818,0.2618711590766907,0.2285580337047577,0.6633074283599854,0.4933079481124878,0.18567080795764923,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2169238030910492,0.34479495882987976,0.12810774147510529,0.3040338158607483,0.5171257257461548,0.20313000679016113,0.41279885172843933,0.2707567512989044,0.22901733219623566,1.0,0.5171257257461548,0.2018347829580307,0.20544172823429108
personal,0.3188508450984955,0.1389680653810501,0.26268208026885986,0.1139814481139183,0.24463480710983276,0.15109547972679138,0.25558772683143616,0.19990217685699463,0.16240109503269196,0.2505263686180115,0.15010382235050201,0.19177798926830292,0.26224902272224426,0.19990217685699463,0.09152977913618088,0.206199511885643
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.04111693054437637,-0.029888948425650597,-0.1006617322564125,0.06498900055885315,0.029072100296616554,-0.05851166695356369,0.02397952415049076,-0.05004847049713135,0.004888324998319149,0.036644238978624344,0.029072100296616554,-0.06423111259937286,0.0685480609536171
contribution,0.29450732469558716,0.15037986636161804,0.28197336196899414,0.33118095993995667,0.19451215863227844,0.22054021060466766,0.24617145955562592,0.2536572813987732,0.13553808629512787,0.21472136676311493,0.1317765712738037,0.21704578399658203,0.26662248373031616,0.2536572813987732,0.08479904383420944,0.2527717649936676
representing,0.1524650901556015,0.1368715614080429,0.42015817761421204,0.21882028877735138,0.11142675578594208,0.1028403714299202,0.17504934966564178,0.35762789845466614,0.07103655487298965,0.15551713109016418,0.18632397055625916,0.1422782689332962,0.28272590041160583,0.35762789845466614,0.1476254016160965,0.10637413710355759
substantial,0.33448854088783264,0.1721443235874176,0.30609557032585144,0.19489100575447083,0.3070415258407593,0.20549917221069336,0.2741151452064514,0.32639044523239136,0.1567828208208084,0.18158288300037384,0.15964943170547485,0.18541155755519867,0.2933623194694519,0.32639044523239136,0.11890722811222076,0.25194647908210754
progress,0.2752872407436371,0.14209051430225372,0.27725252509117126,0.1605566442012787,0.26333895325660706,0.17497490346431732,0.19257880747318268,0.3132456839084625,0.09430631250143051,0.1971604973077774,0.18935340642929077,0.20742042362689972,0.2616768479347229,0.3132456839084625,0.19014336168766022,0.20267242193222046
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.1824970841407776,0.4452643394470215,0.21193136274814606,0.4396136403083801,0.535392165184021,0.22723354399204254,0.42656609416007996,0.25925201177597046,0.22712917625904083,0.48971283435821533,0.535392165184021,0.17707908153533936,0.29463258385658264
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2287520468235016,0.34736719727516174,0.19786997139453888,0.29086416959762573,1.0,0.197182759642601,0.3733934462070465,0.2620144784450531,0.24495907127857208,0.5171257257461548,1.0,0.23613092303276062,0.22068053483963013
nasa,0.21178755164146423,0.12433872371912003,0.17935146391391754,0.18769383430480957,0.12001431733369827,1.0000001192092896,0.12506727874279022,0.19786997139453888,0.5660800933837891,0.1536933034658432,0.16085511445999146,0.4611377716064453,0.12810774147510529,0.19786997139453888,0.47473642230033875,0.1809994876384735
mission,0.2317502647638321,0.1187060996890068,0.20170781016349792,0.20381079614162445,0.1377914398908615,0.42549848556518555,0.1306087076663971,0.22673439979553223,0.4084945619106293,0.23207825422286987,0.2679159343242645,0.3416440784931183,0.16932862997055054,0.22673439979553223,0.34793826937675476,0.19506393373012543
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.07656357437372208,0.01978493109345436,-0.04144192487001419,0.0572582483291626,0.041273195296525955,-0.057609882205724716,0.024401003494858742,-0.0052223894745111465,-0.03227292746305466,0.021612688899040222,0.041273195296525955,-0.03831309825181961,0.018684765323996544
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.223964124917984,0.35288307070732117,0.22033250331878662,0.34017711877822876,0.5934505462646484,0.23320762813091278,0.3541337847709656,0.24154354631900787,0.2385488897562027,0.588965117931366,0.5934505462646484,0.2040150910615921,0.4130953550338745
