,when,did,germanic,tribes,cross,the,rhine,to,migrate,?
francia,0.245232492685318,0.2047673910856247,0.39651283621788025,0.28684866428375244,0.19758692383766174,0.292795330286026,0.3275870084762573,0.2410295009613037,0.2283225804567337,0.14648514986038208
on,0.37706470489501953,0.2670976221561432,0.1591455042362213,0.1324390172958374,0.2376617193222046,0.5107308030128479,0.20067645609378815,0.41031414270401,0.18680870532989502,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.3006645441055298,0.26830655336380005,0.25741100311279297,1.0,0.30735138058662415,0.535392165184021,0.23256927728652954,0.22068053483963013
lower,0.19194231927394867,0.1054062619805336,0.19930827617645264,0.11744959652423859,0.1632927656173706,0.3463275134563446,0.28043457865715027,0.233318492770195,0.1662210077047348,0.08471795171499252
rhine,0.13750529289245605,0.15695837140083313,0.49177953600883484,0.2798510789871216,0.1804124265909195,0.30735138058662415,1.0,0.1736302673816681,0.1455632746219635,0.13754533231258392
",",0.36674630641937256,0.3015086054801941,0.22153666615486145,0.19590550661087036,0.2534312307834625,0.4933079481124878,0.167837992310524,0.44245919585227966,0.21026313304901123,0.31091248989105225
burgundy,0.2509271204471588,0.08586354553699493,0.38040509819984436,0.22206147015094757,0.1975276619195938,0.30270883440971375,0.34098881483078003,0.24755215644836426,0.17088475823402405,0.14489750564098358
on,0.37706470489501953,0.2670976221561432,0.1591455042362213,0.1324390172958374,0.2376617193222046,0.5107308030128479,0.20067645609378815,0.41031414270401,0.18680870532989502,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.3006645441055298,0.26830655336380005,0.25741100311279297,1.0,0.30735138058662415,0.535392165184021,0.23256927728652954,0.22068053483963013
upper,0.18254698812961578,0.14103727042675018,0.21949221193790436,0.17004480957984924,0.10388551652431488,0.35289278626441956,0.27324220538139343,0.21445727348327637,0.1956399828195572,0.051342256367206573
rhine,0.13750529289245605,0.15695837140083313,0.49177953600883484,0.2798510789871216,0.1804124265909195,0.30735138058662415,1.0,0.1736302673816681,0.1455632746219635,0.13754533231258392
and,0.4716290831565857,0.34479495882987976,0.2491096705198288,0.2041163444519043,0.25427764654159546,0.5171257257461548,0.22029656171798706,0.48971283435821533,0.2131493240594864,0.20544172823429108
alemannia,0.22488068044185638,0.19947047531604767,0.4945221543312073,0.31816911697387695,0.21773970127105713,0.2989829182624817,0.4832868278026581,0.27930083870887756,0.19170880317687988,0.22770395874977112
on,0.37706470489501953,0.2670976221561432,0.1591455042362213,0.1324390172958374,0.2376617193222046,0.5107308030128479,0.20067645609378815,0.41031414270401,0.18680870532989502,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.3006645441055298,0.26830655336380005,0.25741100311279297,1.0,0.30735138058662415,0.535392165184021,0.23256927728652954,0.22068053483963013
high,0.20577524602413177,0.15957149863243103,0.13646674156188965,0.08671918511390686,0.14775939285755157,0.28034812211990356,0.11970903724431992,0.28947713971138,0.10833078622817993,0.11137914657592773
rhine,0.13750529289245605,0.15695837140083313,0.49177953600883484,0.2798510789871216,0.1804124265909195,0.30735138058662415,1.0,0.1736302673816681,0.1455632746219635,0.13754533231258392
.,0.475719153881073,0.35288307070732117,0.20167726278305054,0.10744687169790268,0.20566852390766144,0.5934505462646484,0.2089352011680603,0.4645031690597534,0.23550152778625488,0.4130953550338745
