,which,country,had,trading,posts,in,india,before,britain,?
maintain,0.3329147696495056,0.15549582242965698,0.25730758905410767,0.15437546372413635,0.1644614338874817,0.18554846942424774,0.15889152884483337,0.15175707638263702,0.18235836923122406,0.20568779110908508
strength,0.2643732726573944,0.1359367072582245,0.21061596274375916,0.11131137609481812,0.08061546832323074,0.19223929941654205,0.10974592715501785,0.21270175278186798,0.18768228590488434,0.09558156877756119
relative,0.2950720489025116,0.15813277661800385,0.2177768349647522,0.17386455833911896,0.06534294784069061,0.19146351516246796,0.10402446240186691,0.1326884776353836,0.10597266256809235,0.1457768678665161
to,0.5345056653022766,0.31281599402427673,0.37984350323677063,0.24461090564727783,0.27211108803749084,0.45010748505592346,0.23679906129837036,0.4190867841243744,0.25324371457099915,0.29463258385658264
others,0.35539332032203674,0.19369898736476898,0.2968052625656128,0.21151788532733917,0.29354938864707947,0.3167906701564789,0.20896269381046295,0.26247209310531616,0.22992463409900665,0.26705288887023926
empires,0.22796547412872314,0.3241313695907593,0.25796976685523987,0.3948928117752075,0.24076294898986816,0.23194746673107147,0.3559037744998932,0.20611797273159027,0.3940739929676056,0.15503522753715515
such,0.406057745218277,0.1774929165840149,0.2396223247051239,0.2385757863521576,0.18926648795604706,0.2704046070575714,0.20839349925518036,0.20945629477500916,0.2575869858264923,0.17851735651493073
as,0.41006597876548767,0.2241005152463913,0.3393979072570801,0.2614515721797943,0.23690277338027954,0.3887844979763031,0.21790818870067596,0.3552539646625519,0.27051201462745667,0.27043893933296204
the,0.6521818041801453,0.30432501435279846,0.3875846862792969,0.27514398097991943,0.2603597044944763,0.6662389636039734,0.3108653426170349,0.45900648832321167,0.29784059524536133,0.22068053483963013
portuguese,0.20586825907230377,0.1570676565170288,0.1791430562734604,0.25389885902404785,0.19388443231582642,0.1487773358821869,0.27092742919921875,0.14739897847175598,0.14148248732089996,0.16310815513134003
who,0.3688730001449585,0.22791717946529388,0.36173108220100403,0.24905477464199066,0.23757582902908325,0.2792111933231354,0.2292683869600296,0.31244513392448425,0.2346068173646927,0.26220351457595825
already,0.42060616612434387,0.1934967339038849,0.4640565812587738,0.2189110666513443,0.23986583948135376,0.288102924823761,0.15601171553134918,0.4472050070762634,0.2236701399087906,0.3477933406829834
had,0.3188965916633606,0.2020130157470703,0.9999999403953552,0.19808728992938995,0.17821112275123596,0.385026752948761,0.17473478615283966,0.3737051784992218,0.29607513546943665,0.20728366076946259
set,0.3371303975582123,0.11134713143110275,0.2224624902009964,0.21612221002578735,0.1612059623003006,0.2663729190826416,0.11748357117176056,0.21582984924316406,0.1464916169643402,0.1698019951581955
up,0.36388060450553894,0.18844415247440338,0.28205862641334534,0.1797010749578476,0.23468756675720215,0.3120773434638977,0.15058079361915588,0.36643674969673157,0.15908195078372955,0.1819818764925003
trading,0.27117252349853516,0.18961201608181,0.19808728992938995,0.9999999403953552,0.36322730779647827,0.26132118701934814,0.2608002722263336,0.2302614003419876,0.2754179835319519,0.15743456780910492
posts,0.21520215272903442,0.15983009338378906,0.17821112275123596,0.36322730779647827,1.0,0.18348287045955658,0.2584204077720642,0.2666560411453247,0.1692354530096054,0.24504214525222778
in,0.4840516746044159,0.3040012717247009,0.385026752948761,0.26132118701934814,0.18348287045955658,1.0,0.27070173621177673,0.4155850410461426,0.26246872544288635,0.20430970191955566
india,0.28478068113327026,0.2727072238922119,0.17473478615283966,0.2608002722263336,0.2584204077720642,0.27070173621177673,1.0,0.1712832748889923,0.3439057171344757,0.10473668575286865
.,0.45942068099975586,0.26130348443984985,0.37348684668540955,0.21561670303344727,0.2553226947784424,0.5591574311256409,0.29068249464035034,0.36693984270095825,0.25750598311424255,0.4130953550338745
