,what,do,petrologists,use,electron,microprobes,in,the,laboratory,for,?
of,0.33290785551071167,0.26150479912757874,0.2154196947813034,0.2750902473926544,0.21591268479824066,0.2917886972427368,0.5696388483047485,0.733189046382904,0.23493865132331848,0.4185989499092102,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.2966664731502533,0.34342584013938904,0.20653016865253448,0.3438893258571625,0.6662389636039734,1.0,0.19762322306632996,0.4739971458911896,0.22068053483963013
primary,0.2113915979862213,0.21139554679393768,0.1789984256029129,0.2141076624393463,0.1614682674407959,0.25926464796066284,0.21150650084018707,0.25688621401786804,0.19951002299785614,0.2533470094203949,0.16286636888980865
methods,0.23519274592399597,0.2658452093601227,0.375195175409317,0.4577890932559967,0.2840041518211365,0.35563546419143677,0.1987650990486145,0.22011874616146088,0.3233545422554016,0.3415316343307495,0.19441695511341095
for,0.3017193675041199,0.29510271549224854,0.2068820297718048,0.47655582427978516,0.16706301271915436,0.26690369844436646,0.4322226941585541,0.4739971458911896,0.26230254769325256,0.9999999403953552,0.264628142118454
identifying,0.26957276463508606,0.2497621476650238,0.31766971945762634,0.320580393075943,0.18414556980133057,0.33330515027046204,0.166841521859169,0.2894144356250763,0.23986566066741943,0.28956499695777893,0.2562958002090454
rocks,0.24802041053771973,0.2351894974708557,0.35924041271209717,0.19122737646102905,0.2341967672109604,0.37531551718711853,0.23642492294311523,0.24413059651851654,0.18100614845752716,0.16357912123203278,0.17394492030143738
in,0.30808621644973755,0.23402775824069977,0.2137315720319748,0.2715643048286438,0.16054019331932068,0.2501528561115265,1.0,0.6662389636039734,0.2533527612686157,0.4322226941585541,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.2966664731502533,0.34342584013938904,0.20653016865253448,0.3438893258571625,0.6662389636039734,1.0,0.19762322306632996,0.4739971458911896,0.22068053483963013
laboratory,0.20190474390983582,0.10839957743883133,0.28643304109573364,0.17525841295719147,0.29957497119903564,0.40918251872062683,0.2533527612686157,0.19762322306632996,1.0,0.26230254769325256,0.07445509731769562
are,0.29724663496017456,0.41111594438552856,0.34169429540634155,0.4174068570137024,0.18258248269557953,0.3419986367225647,0.3841303884983063,0.40399202704429626,0.18305745720863342,0.3895993232727051,0.24591213464736938
through,0.23167094588279724,0.24726749956607819,0.15350961685180664,0.2532300055027008,0.26569750905036926,0.27613338828086853,0.38533157110214233,0.44071322679519653,0.16144296526908875,0.3172857463359833,0.16913433372974396
optical,0.22512708604335785,0.11872468888759613,0.21053728461265564,0.29814186692237854,0.41325369477272034,0.5629215240478516,0.17231985926628113,0.2190665453672409,0.34494495391845703,0.2602783739566803,0.1144736036658287
microscopy,0.2366853803396225,0.20671400427818298,0.31398269534111023,0.2769767940044403,0.5031047463417053,0.662756085395813,0.20077891647815704,0.23552162945270538,0.4425308108329773,0.17483042180538177,0.18185050785541534
and,0.31309178471565247,0.276123583316803,0.19473004341125488,0.34145063161849976,0.16859012842178345,0.26279696822166443,0.4954058527946472,0.5171257257461548,0.22443610429763794,0.5064792633056641,0.20544172823429108
by,0.2455483376979828,0.1481526494026184,0.21402840316295624,0.21048003435134888,0.16584673523902893,0.2547869086265564,0.370934396982193,0.4408751428127289,0.24095375835895538,0.3248702883720398,0.17966607213020325
using,0.27984681725502014,0.31007856130599976,0.2311311513185501,0.7256444692611694,0.2046191245317459,0.32179781794548035,0.2717311978340149,0.28364112973213196,0.19593411684036255,0.3806014060974121,0.2804589569568634
an,0.2821882665157318,0.25865980982780457,0.21739022433757782,0.24603988230228424,0.2288937121629715,0.3002454340457916,0.2605783939361572,0.4207492768764496,0.171237975358963,0.3236706852912903,0.19793890416622162
electron,0.22967670857906342,0.22031277418136597,0.21395103633403778,0.2054477035999298,0.9999999403953552,0.4844816327095032,0.16054019331932068,0.20653016865253448,0.29957497119903564,0.16706301271915436,0.18293288350105286
microprobe,0.2685867249965668,0.1933145970106125,0.2952665686607361,0.3094710409641266,0.4617564082145691,0.9608579874038696,0.22358398139476776,0.30050772428512573,0.40265849232673645,0.23842637240886688,0.18038320541381836
.,0.3567904531955719,0.3613996207714081,0.22133567929267883,0.3711656630039215,0.2088456153869629,0.26651301980018616,0.5591574311256409,0.5934505462646484,0.21163994073867798,0.4726039469242096,0.4130953550338745
