,what,was,the,last,super,bowl,the,broncos,participated,in,?
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.21959073841571808,0.36141330003738403,0.17208342254161835,0.18576006591320038,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.21576224267482758,0.4351775348186493,0.10839058458805084,0.17236235737800598,0.21118052303791046
xlviii,0.1383136361837387,0.2853115499019623,0.2765132784843445,0.23626413941383362,0.5269481539726257,0.5582984089851379,0.2765132784843445,0.4777657687664032,0.20688965916633606,0.2246338427066803,0.18409758806228638
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.22322475910186768,0.1810409277677536,0.4933079481124878,0.2558487057685852,0.2820955812931061,0.5201468467712402,0.31091248989105225
while,0.35511791706085205,0.3253832161426544,0.39804592728614807,0.2372256964445114,0.20227555930614471,0.15627816319465637,0.39804592728614807,0.23601266741752625,0.26811516284942627,0.3399278521537781,0.21076419949531555
the,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,1.0,0.25985947251319885,0.2627280354499817,0.6662389636039734,0.22068053483963013
panthers,0.17002959549427032,0.2605615258216858,0.2602776288986206,0.17428980767726898,0.27118441462516785,0.34713199734687805,0.2602776288986206,0.5347585678100586,0.2357219010591507,0.2115829735994339,0.16608978807926178
made,0.23419176042079926,0.3433256447315216,0.3885267674922943,0.2141057401895523,0.14032290875911713,0.206265389919281,0.3885267674922943,0.19829139113426208,0.16933104395866394,0.25271502137184143,0.17218779027462006
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.17057138681411743,0.14342328906059265,0.1663845032453537,0.516537070274353,0.2565864324569702,0.17545288801193237,0.34976133704185486,0.1898253709077835
second,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.42563509941101074,0.25671592354774475,0.20302696526050568,0.4620301127433777,0.22586089372634888,0.25668439269065857,0.34510284662246704,0.17239587008953094
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.21959073841571808,0.36141330003738403,0.17208342254161835,0.18576006591320038,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.21576224267482758,0.4351775348186493,0.10839058458805084,0.17236235737800598,0.21118052303791046
appearance,0.17546585202217102,0.2275954782962799,0.2678116261959076,0.24309749901294708,0.2683286964893341,0.22287850081920624,0.2678116261959076,0.21277497708797455,0.21243895590305328,0.26000332832336426,0.17315366864204407
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,0.6662389636039734,0.20316283404827118,0.33115553855895996,1.0,0.20430970191955566
franchise,0.1852455735206604,0.25208672881126404,0.30872398614883423,0.13877347111701965,0.3508962392807007,0.2876890301704407,0.30872398614883423,0.37456947565078735,0.12912312150001526,0.29437172412872314,0.13445523381233215
history,0.28630873560905457,0.25589004158973694,0.33215048909187317,0.3014144003391266,0.11867747455835342,0.22527895867824554,0.33215048909187317,0.1671532541513443,0.15498386323451996,0.29215577244758606,0.2501974403858185
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.22322475910186768,0.1810409277677536,0.4933079481124878,0.2558487057685852,0.2820955812931061,0.5201468467712402,0.31091248989105225
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.17057138681411743,0.14342328906059265,0.1663845032453537,0.516537070274353,0.2565864324569702,0.17545288801193237,0.34976133704185486,0.1898253709077835
other,0.341873437166214,0.14651623368263245,0.44152235984802246,0.2052956372499466,0.15647977590560913,0.12835361063480377,0.44152235984802246,0.12866367399692535,0.2045215666294098,0.39989137649536133,0.24682199954986572
appearance,0.17546585202217102,0.2275954782962799,0.2678116261959076,0.24309749901294708,0.2683286964893341,0.22287850081920624,0.2678116261959076,0.21277497708797455,0.21243895590305328,0.26000332832336426,0.17315366864204407
being,0.3760843276977539,0.5201660394668579,0.419739305973053,0.289389044046402,0.19301097095012665,0.16827359795570374,0.419739305973053,0.1692562848329544,0.17485666275024414,0.33162933588027954,0.26743772625923157
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.21959073841571808,0.36141330003738403,0.17208342254161835,0.18576006591320038,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.21576224267482758,0.4351775348186493,0.10839058458805084,0.17236235737800598,0.21118052303791046
xxxviii,0.10688187927007675,0.2788955569267273,0.2719508707523346,0.2584863603115082,0.5042429566383362,0.5504224300384521,0.2719508707523346,0.42420002818107605,0.20911633968353271,0.2150609940290451,0.15746751427650452
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3548945486545563,0.2757420241832733,0.21516893804073334,0.5934505462646484,0.2612393796443939,0.22793421149253845,0.5591574311256409,0.4130953550338745
